time,0_rod(payload_bars compound_254q9J).X,0_rod(payload_bars compound_254q9J).Y,0_rod(payload_bars compound_254q9J).Z,0_rod(payload_bars compound_254q9J).Euler1,0_rod(payload_bars compound_254q9J).Euler2,0_rod(payload_bars compound_254q9J).Euler3,0_rod(payload_bars compound_254q9J).mass,1_rod(payload_bars compound_254q9J).X,1_rod(payload_bars compound_254q9J).Y,1_rod(payload_bars compound_254q9J).Z,1_rod(payload_bars compound_254q9J).Euler1,1_rod(payload_bars compound_254q9J).Euler2,1_rod(payload_bars compound_254q9J).Euler3,1_rod(payload_bars compound_254q9J).mass,2_rod(payload_bars compound_254q9J).X,2_rod(payload_bars compound_254q9J).Y,2_rod(payload_bars compound_254q9J).Z,2_rod(payload_bars compound_254q9J).Euler1,2_rod(payload_bars compound_254q9J).Euler2,2_rod(payload_bars compound_254q9J).Euler3,2_rod(payload_bars compound_254q9J).mass,3_rod(payload_bars compound_254q9J).X,3_rod(payload_bars compound_254q9J).Y,3_rod(payload_bars compound_254q9J).Z,3_rod(payload_bars compound_254q9J).Euler1,3_rod(payload_bars compound_254q9J).Euler2,3_rod(payload_bars compound_254q9J).Euler3,3_rod(payload_bars compound_254q9J).mass,4_rod(payload_bars compound_254q9J).X,4_rod(payload_bars compound_254q9J).Y,4_rod(payload_bars compound_254q9J).Z,4_rod(payload_bars compound_254q9J).Euler1,4_rod(payload_bars compound_254q9J).Euler2,4_rod(payload_bars compound_254q9J).Euler3,4_rod(payload_bars compound_254q9J).mass,5_rod(strut).X,5_rod(strut).Y,5_rod(strut).Z,5_rod(strut).Euler1,5_rod(strut).Euler2,5_rod(strut).Euler3,5_rod(strut).mass,6_rod(strut).X,6_rod(strut).Y,6_rod(strut).Z,6_rod(strut).Euler1,6_rod(strut).Euler2,6_rod(strut).Euler3,6_rod(strut).mass,7_rod(strut).X,7_rod(strut).Y,7_rod(strut).Z,7_rod(strut).Euler1,7_rod(strut).Euler2,7_rod(strut).Euler3,7_rod(strut).mass,8_rod(strut).X,8_rod(strut).Y,8_rod(strut).Z,8_rod(strut).Euler1,8_rod(strut).Euler2,8_rod(strut).Euler3,8_rod(strut).mass,9_rod(strut).X,9_rod(strut).Y,9_rod(strut).Z,9_rod(strut).Euler1,9_rod(strut).Euler2,9_rod(strut).Euler3,9_rod(strut).mass,10_rod(strut).X,10_rod(strut).Y,10_rod(strut).Z,10_rod(strut).Euler1,10_rod(strut).Euler2,10_rod(strut).Euler3,10_rod(strut).mass,
1.1918,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,14.2717,66.9658,30.4544,-2.95193,-0.783599,2.65272,0.199491,10.2187,67.5411,34.289,2.56864,-0.854707,-3.02648,0.199491,11.9642,66.591,33.4537,2.64604,-0.801049,-1.41117,0.199491,11.0031,64.6724,33.4681,2.89026,-0.828198,-1.75963,0.199491,12.636,65.7672,34.2276,0.548624,-0.628163,1.02356,0.199645,10.8789,67.164,31.3982,0.64979,-0.596433,1.0433,0.199491,
1.2019,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,14.3907,67.0206,30.7002,-2.93505,-0.784822,2.64127,0.199491,10.3301,67.4023,34.613,2.59565,-0.863119,-3.05668,0.199491,12.0354,66.4844,33.7346,2.69341,-0.805922,-1.46834,0.199491,11.1127,64.5862,33.7247,3.07534,-0.803501,-1.89811,0.199491,12.7346,65.6937,34.512,0.547345,-0.642641,1.04749,0.199645,10.9644,67.1238,31.6762,0.640966,-0.606696,1.07415,0.199491,
1.212,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,14.4934,67.0622,30.9554,-2.91787,-0.787419,2.62842,0.199491,10.4441,67.2486,34.9225,2.62738,-0.871625,-3.09172,0.199491,12.1287,66.3643,34.0209,2.72588,-0.812502,-1.50949,0.199491,11.2217,64.5149,33.983,2.97683,-0.832503,-1.83098,0.199491,12.8144,65.6083,34.7806,0.551201,-0.656228,1.06775,0.199645,11.0611,67.0619,31.968,0.63565,-0.614888,1.10347,0.199491,
1.2221,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,14.5812,67.0785,31.2291,-2.89465,-0.789277,2.60762,0.199491,10.5529,67.0934,35.2205,2.66242,-0.881303,-3.12792,0.199491,12.2353,66.2439,34.3078,2.75722,-0.821951,-1.54339,0.199491,11.3334,64.4396,34.237,3.1108,-0.812675,-1.9359,0.199491,12.8956,65.5069,35.0367,0.551869,-0.669566,1.08916,0.199645,11.1606,66.9873,32.269,0.630599,-0.624208,1.13122,0.199491,
1.2322,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,14.6615,67.0608,31.5261,-2.86305,-0.784892,2.57558,0.199491,10.6489,66.9474,35.5163,2.69721,-0.894039,3.12313,0.199491,12.3428,66.1349,34.5886,2.78792,-0.833381,-1.57106,0.199491,11.4503,64.3349,34.4777,3.11757,-0.822484,-1.94946,0.199491,12.9977,65.3895,35.2902,0.545122,-0.680246,1.11493,0.199645,11.2533,66.9113,32.5709,0.62576,-0.635861,1.15574,0.199491,
1.2423,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,14.7385,67.0084,31.8421,-2.82173,-0.77562,2.53169,0.199491,10.7284,66.8127,35.8148,2.73126,-0.908148,3.09592,0.199491,12.4451,66.0404,34.863,2.83671,-0.845425,-1.6072,0.199491,11.5743,64.1939,34.7013,3.105,-0.839916,-1.95053,0.199491,13.1279,65.2555,35.546,0.533542,-0.686136,1.14408,0.199645,11.3356,66.8372,32.872,0.621371,-0.65017,1.17623,0.199491,
1.2524,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,14.8117,66.928,32.1694,-2.77616,-0.76171,2.4817,0.199491,10.7965,66.6804,36.1134,2.76737,-0.924113,3.06949,0.199491,12.5486,65.9513,35.1375,2.85982,-0.859362,-1.61951,0.199491,11.7021,64.0327,34.9139,-3.05067,-0.815469,-2.05697,0.199491,13.2721,65.1074,35.799,0.514489,-0.691059,1.17789,0.199645,11.4144,66.7575,33.176,0.620385,-0.664739,1.19286,0.199491,
1.2625,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,14.8759,66.8311,32.5012,-2.73016,-0.747904,2.43082,0.199491,10.8658,66.5352,36.4056,2.80809,-0.938376,3.03866,0.199491,12.6632,65.8511,35.4161,2.89028,-0.875074,-1.63431,0.199491,11.83,63.8783,35.1268,3.13257,-0.864217,-1.99511,0.199491,13.4073,64.9513,36.0403,0.499902,-0.694889,1.20898,0.199645,11.4986,66.6594,33.4887,0.619205,-0.679715,1.20964,0.199491,
1.2726,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,14.9334,66.7294,32.8301,-2.69038,-0.734506,2.3858,0.199491,10.9463,66.3668,36.6882,2.85486,-0.952846,3.00016,0.199491,12.7901,65.7278,35.7007,2.9123,-0.892352,-1.64243,0.199491,11.9553,63.7434,35.3513,-2.98234,-0.819956,-2.13232,0.199491,13.5188,64.7904,36.2691,0.488284,-0.701063,1.23826,0.199645,11.5923,66.5377,33.8091,0.614982,-0.693644,1.231,0.199491,
1.2827,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,14.9912,66.635,33.1469,-2.65629,-0.724829,2.34817,0.199491,11.0394,66.1739,36.9683,2.90352,-0.963498,2.95702,0.199491,12.9194,65.5785,35.9873,2.9397,-0.907997,-1.65854,0.199491,12.0766,63.615,35.5885,-3.03982,-0.859101,-2.09996,0.199491,13.6139,64.6249,36.4975,0.479955,-0.708989,1.26621,0.199645,11.6911,66.3974,34.1296,0.608308,-0.705592,1.25688,0.199491,
1.2928,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,15.0604,66.5536,33.4447,-2.62634,-0.719131,2.31793,0.199491,11.141,65.962,37.2598,2.94931,-0.972669,2.91434,0.199491,13.0344,65.408,36.2705,2.97458,-0.918596,-1.68856,0.199491,12.1942,63.4658,35.8315,-2.95831,-0.841227,-2.16983,0.199491,13.7125,64.453,36.7412,0.472536,-0.716915,1.2947,0.199645,11.7845,66.2512,34.4401,0.600102,-0.714968,1.28595,0.199491,
1.3029,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,15.1478,66.4847,33.7248,-2.60112,-0.714678,2.29524,0.199491,11.2494,65.7338,37.5699,2.98702,-0.979813,2.87783,0.199491,13.1223,65.2208,36.5456,3.02013,-0.92221,-1.73759,0.199491,12.3109,63.2801,36.0732,-2.89906,-0.829537,-2.22054,0.199491,13.8294,64.274,37.0091,0.46319,-0.72374,1.32535,0.199645,11.8627,66.1092,34.735,0.594219,-0.721083,1.31486,0.199491,
1.313,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,15.2463,66.4231,33.9937,-2.57857,-0.712513,2.27761,0.199491,11.3664,65.4889,37.8919,3.01901,-0.98706,2.84545,0.199491,13.191,65.0162,36.8141,3.07698,-0.919103,-1.80366,0.199491,12.427,63.0688,36.314,-2.94521,-0.869407,-2.18972,0.199491,13.9567,64.0887,37.293,0.455289,-0.729085,1.35578,0.199645,11.9306,65.9658,35.0204,0.581952,-0.726298,1.34877,0.199491,
1.3231,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,15.343,66.3607,34.2597,-2.55932,-0.712488,2.26419,0.199491,11.4925,65.2271,38.2098,3.05074,-0.993288,2.81183,0.199491,13.2589,64.7931,37.081,3.11805,-0.916408,-1.85957,0.199491,12.5424,62.8561,36.5627,-2.80337,-0.811204,-2.29882,0.199491,14.0775,63.8944,37.578,0.44517,-0.735784,1.38759,0.199645,11.9991,65.8091,35.3056,0.563873,-0.730183,1.38769,0.199491,
1.3332,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,15.4277,66.2875,34.5302,-2.54133,-0.714432,2.25127,0.199491,11.6241,64.9511,38.5132,3.08668,-0.998386,2.77305,0.199491,13.3467,64.5547,37.3512,-3.11755,-0.914202,-1.91697,0.199491,12.6535,62.6555,36.8216,-2.877,-0.870091,-2.24772,0.199491,14.1775,63.6913,37.8506,0.440988,-0.743416,1.41487,0.199645,12.0795,65.6291,35.5997,0.551197,-0.731988,1.42399,0.199491,
1.3433,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,15.4961,66.1894,34.8119,-2.51941,-0.716901,2.23349,0.199491,11.7544,64.6702,38.8022,3.12841,-1.0024,2.72917,0.199491,13.4555,64.3095,37.6259,-3.08117,-0.917878,-1.95888,0.199491,12.763,62.4643,37.0857,-2.7504,-0.8128,-2.34785,0.199491,14.2641,63.4773,38.1066,0.435472,-0.751588,1.44224,0.199645,12.1712,65.4273,35.9039,0.540735,-0.733697,1.45837,0.199491,
1.3534,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,15.5553,66.0543,35.1098,-2.49354,-0.714017,2.20855,0.199491,11.875,64.3929,39.0864,-3.10839,-1.00806,2.68389,0.199491,13.5721,64.0697,37.9024,-3.04249,-0.924212,-1.99602,0.199491,12.8761,62.2638,37.3418,-2.75833,-0.838432,-2.34967,0.199491,14.3586,63.2515,38.351,0.42692,-0.757105,1.47101,0.199645,12.2628,65.2145,36.2145,0.529748,-0.736982,1.49096,0.199491,
1.3635,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,15.6132,65.8784,35.4222,-2.46265,-0.703138,2.17516,0.199491,11.9792,64.1236,39.3769,-3.06104,-1.01532,2.64211,0.199491,13.6832,63.8436,38.1794,-3.00633,-0.9332,-2.02558,0.199491,12.9966,62.036,37.5766,-2.72691,-0.840738,-2.38206,0.199491,14.4781,63.0134,38.5923,0.41572,-0.757204,1.50154,0.199645,12.345,65.0005,36.5281,0.517929,-0.742622,1.52059,0.199491,
1.3736,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,15.6731,65.6673,35.7424,-2.42708,-0.68589,2.13469,0.199491,12.0661,63.8591,39.6768,-3.0109,-1.0249,2.60182,0.199491,13.7874,63.6291,38.4585,-2.9656,-0.941943,-2.05403,0.199491,13.124,61.7813,37.7898,-2.64742,-0.806966,-2.4519,0.199491,14.6224,62.7627,38.8329,0.396416,-0.752456,1.53774,0.199645,12.4176,64.7846,36.8447,0.508149,-0.750224,1.5456,0.199491,
1.3837,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,15.7311,65.4319,36.0663,-2.39037,-0.665545,2.09169,0.199491,12.1457,63.5901,39.9782,-2.95914,-1.03227,2.56152,0.199491,13.8943,63.4136,38.7408,-2.92324,-0.951588,-2.08005,0.199491,13.2524,61.5168,37.9959,-2.69168,-0.87159,-2.43113,0.199491,14.7726,62.503,39.068,0.379828,-0.74567,1.57197,0.199645,12.49,64.5574,37.1656,0.501479,-0.758572,1.56744,0.199491,
1.3938,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,15.7824,65.1847,36.3912,-2.35574,-0.646117,2.05072,0.199491,12.2318,63.3062,40.2699,-2.9007,-1.0391,2.51396,0.199491,14.0131,63.1813,39.0253,-2.88484,-0.964335,-2.10138,0.199491,13.3774,61.2621,38.2138,-2.57135,-0.798214,-2.53218,0.199491,14.9054,62.2384,39.2936,0.364286,-0.740534,1.60526,0.199645,12.5715,64.3085,37.4907,0.492897,-0.766123,1.59185,0.199491,
1.4039,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,15.8277,64.9399,36.7129,-2.32583,-0.630406,2.01542,0.199491,12.3325,63.0012,40.5492,-2.84159,-1.04133,2.46285,0.199491,14.143,62.9236,39.3087,-2.84704,-0.977575,-2.1239,0.199491,13.497,61.0194,38.4528,-2.6055,-0.862356,-2.51723,0.199491,15.0131,61.9688,39.5144,0.35303,-0.738613,1.63593,0.199645,12.6637,64.037,37.8163,0.481242,-0.771356,1.62132,0.199491,
1.414,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,15.8736,64.71,37.0251,-2.29861,-0.620277,1.98607,0.199491,12.4467,62.6747,40.8262,-2.78315,-1.04227,2.40967,0.199491,14.272,62.6408,39.5881,-2.80545,-0.986459,-2.15503,0.199491,13.6122,60.7699,38.7053,-2.52232,-0.811402,-2.5876,0.199491,15.1094,61.6906,39.7427,0.345421,-0.738879,1.66488,0.199645,12.7586,63.7522,38.1366,0.470134,-0.773631,1.6533,0.199491,
1.4241,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,15.9284,64.4999,37.3246,-2.27216,-0.614842,1.96192,0.199491,12.5707,62.3282,41.1138,-2.73403,-1.04165,2.36338,0.199491,14.3825,62.3376,39.8612,-2.75552,-0.985516,-2.20205,0.199491,13.7267,60.4926,38.9564,-2.49296,-0.812374,-2.61641,0.199491,15.2166,61.4016,39.9898,0.335422,-0.738561,1.69634,0.199645,12.843,63.4668,38.4478,0.458017,-0.77293,1.68776,0.199491,
1.4342,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,15.9957,64.3047,37.6138,-2.25045,-0.610849,1.94456,0.199491,12.7046,61.9629,41.416,-2.69169,-1.0433,2.32267,0.199491,14.4678,62.0175,40.127,-2.70929,-0.97889,-2.25554,0.199491,13.8428,60.1816,39.1987,-2.48713,-0.841928,-2.62515,0.199491,15.3423,61.1023,40.2574,0.327336,-0.736799,1.72723,0.199645,12.9102,63.186,38.7503,0.448565,-0.770023,1.72119,0.199491,
1.4443,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.0671,64.1143,37.8991,-2.22982,-0.609192,1.9303,0.199491,12.8483,61.5817,41.722,-2.65428,-1.04565,2.2857,0.199491,14.5391,61.6803,40.3873,-2.66182,-0.966219,-2.31591,0.199491,13.9602,59.8527,39.4396,-2.40538,-0.77359,-2.68719,0.199491,15.4757,60.7937,40.536,0.317209,-0.734033,1.75972,0.199645,12.9684,62.9008,39.0489,0.434178,-0.764627,1.75846,0.199491,
1.4544,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.1321,63.9164,38.1863,-2.20982,-0.609939,1.91733,0.199491,12.9988,61.1892,42.0181,-2.61558,-1.04697,2.24633,0.199491,14.6183,61.3282,40.6461,-2.6206,-0.956166,-2.37059,0.199491,14.075,59.5239,39.6918,-2.43013,-0.847539,-2.6719,0.199491,15.5974,60.4756,40.8113,0.310761,-0.733036,1.78929,0.199645,13.0328,62.5984,39.3489,0.420102,-0.757555,1.79616,0.199491,
1.4645,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.1839,63.6974,38.48,-2.18847,-0.611744,1.90229,0.199491,13.1492,60.7912,42.2987,-2.57376,-1.04553,2.20322,0.199491,14.721,60.9667,40.9073,-2.57864,-0.949324,-2.42004,0.199491,14.1847,59.2042,39.9586,-2.34581,-0.763495,-2.73685,0.199491,15.6975,60.1487,41.0737,0.304165,-0.73335,1.81815,0.199645,13.1134,62.2718,39.654,0.412404,-0.750918,1.82971,0.199491,
1.4746,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.2248,63.4422,38.783,-2.16399,-0.610921,1.88211,0.199491,13.2926,60.3943,42.5699,-2.52624,-1.04225,2.15609,0.199491,14.8415,60.6042,41.1729,-2.53843,-0.948952,-2.46065,0.199491,14.293,58.8886,40.2307,-2.34566,-0.808749,-2.74333,0.199491,15.7883,59.8138,41.3204,0.297649,-0.733014,1.84599,0.199645,13.205,61.9251,39.965,0.40488,-0.745181,1.86193,0.199491,
1.4847,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.2646,63.1432,39.0948,-2.13855,-0.602672,1.85645,0.199491,13.4223,60.0011,42.8452,-2.47485,-1.03925,2.10907,0.199491,14.9633,60.2499,41.4443,-2.49577,-0.951258,-2.4967,0.199491,14.4051,58.562,40.489,-2.30005,-0.781069,-2.78345,0.199491,15.8913,59.4716,41.5563,0.291599,-0.728739,1.87293,0.199645,13.2941,61.5687,40.282,0.394614,-0.740804,1.89322,0.199491,
1.4948,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.3104,62.8037,39.4102,-2.11173,-0.585996,1.8253,0.199491,13.5344,59.6097,43.1351,-2.41885,-1.03805,2.06262,0.199491,15.0751,59.907,41.7234,-2.4518,-0.954851,-2.52855,0.199491,14.5237,58.2137,40.72,-2.25734,-0.757453,-2.82308,0.199491,16.02,59.1213,41.7877,0.281726,-0.717637,1.90234,0.199645,13.3725,61.2091,40.6049,0.383443,-0.73852,1.92144,0.199491,
1.5049,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.3616,62.4346,39.7249,-2.08369,-0.563692,1.79048,0.199491,13.6324,59.2151,43.4378,-2.36414,-1.03612,2.02063,0.199491,15.18,59.5695,42.0097,-2.40396,-0.956406,-2.55934,0.199491,14.6456,57.8474,40.9299,-2.2487,-0.812458,-2.84023,0.199491,16.168,58.7627,42.0159,0.273408,-0.702524,1.93078,0.199645,13.4439,60.8435,40.9328,0.37529,-0.738729,1.94502,0.199491,
1.515,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.4116,62.0472,40.0396,-2.05584,-0.54015,1.75526,0.199491,13.7285,58.8114,43.7395,-2.3051,-1.03314,1.97542,0.199491,15.2895,59.2247,42.2984,-2.35563,-0.959337,-2.58799,0.199491,14.7657,57.4765,41.141,-2.18451,-0.732954,-2.89667,0.199491,16.3125,58.3979,42.2396,0.264843,-0.686819,1.95902,0.199645,13.5191,60.4629,41.2626,0.368627,-0.73946,1.96733,0.199491,
1.5251,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.455,61.654,40.3557,-2.03025,-0.519646,1.72307,0.199491,13.8352,58.3942,44.0268,-2.2496,-1.02629,1.93131,0.199491,15.4116,58.8604,42.583,-2.30857,-0.965203,-2.61565,0.199491,14.881,57.1118,41.3748,-2.17805,-0.809091,-2.91129,0.199491,16.4333,58.027,42.4598,0.259109,-0.674774,1.98533,0.199645,13.6063,60.0613,41.5903,0.360185,-0.737999,1.99286,0.199491,
1.5352,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.4913,61.2695,40.6718,-2.00639,-0.505038,1.69547,0.199491,13.9571,57.9602,44.2993,-2.19376,-1.01746,1.88404,0.199491,15.5431,58.4715,42.8598,-2.26187,-0.969735,-2.64619,0.199491,14.9923,56.7478,41.6335,-2.12457,-0.733035,-2.95676,0.199491,16.5304,57.6461,42.6835,0.256072,-0.667137,2.01026,0.199645,13.7037,59.6416,41.9123,0.351657,-0.733425,2.02152,0.199491,
1.5453,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.5253,60.9052,40.9841,-1.98197,-0.496498,1.67243,0.199491,14.0929,57.5072,44.5689,-2.14696,-1.00769,1.8424,0.199491,15.6698,58.0594,43.1289,-2.21608,-0.967442,-2.68247,0.199491,15.1019,56.3671,41.9008,-2.10045,-0.754737,-2.98039,0.199491,16.6241,57.2518,42.9193,0.252559,-0.660925,2.03614,0.199645,13.7993,59.2139,42.2278,0.346885,-0.726777,2.0502,0.199491,
1.5554,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.5638,60.5623,41.2903,-1.95715,-0.49191,1.65374,0.199491,14.2412,57.0342,44.8471,-2.10485,-1.00071,1.80414,0.199491,15.7754,57.6269,43.3924,-2.1736,-0.955449,-2.72514,0.199491,15.2135,55.9572,42.1584,-2.0709,-0.755418,-3.00561,0.199491,16.7357,56.844,43.1722,0.250739,-0.654378,2.06172,0.199645,13.8792,58.7878,42.5391,0.344218,-0.718015,2.07876,0.199491,
1.5655,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.6087,60.2317,41.5923,-1.93538,-0.489188,1.63976,0.199491,14.4017,56.5435,45.1339,-2.06751,-0.997021,1.76993,0.199491,15.8578,57.1765,43.6514,-2.13764,-0.938653,-2.77076,0.199491,15.3281,55.52,42.4027,-2.03272,-0.698954,-3.03402,0.199491,16.8667,56.4257,43.4398,0.247943,-0.645591,2.08834,0.199645,13.9412,58.3628,42.849,0.33991,-0.706242,2.10868,0.199491,
1.5756,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.6533,59.8994,41.8947,-1.91486,-0.488227,1.62803,0.199491,14.5706,56.0411,45.4184,-2.03115,-0.994514,1.73613,0.199491,15.9325,56.7107,43.9068,-2.10684,-0.922963,-2.81562,0.199491,15.4438,55.07,42.6476,-2.01305,-0.766977,-3.04863,0.199491,17.0017,55.9973,43.7127,0.247144,-0.637415,2.11367,0.199645,13.9978,57.9294,43.1585,0.33352,-0.691716,2.14003,0.199491,
1.5857,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.6897,59.551,42.2008,-1.89287,-0.488825,1.61541,0.199491,14.7401,55.5338,45.6913,-1.99464,-0.989973,1.70118,0.199491,16.022,56.2353,44.1607,-2.07475,-0.908379,-2.85837,0.199491,15.5565,54.62,42.9076,-1.97556,-0.676386,-3.07576,0.199491,17.12,55.5587,43.9807,0.246115,-0.630598,2.1384,0.199645,14.0669,57.477,43.4674,0.330957,-0.67778,2.16914,0.199491,
1.5958,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.7163,59.1709,42.5121,-1.86871,-0.488631,1.59956,0.199491,14.9026,55.0266,45.9524,-1.95742,-0.981807,1.66534,0.199491,16.1355,55.7568,44.4159,-2.0392,-0.898599,-2.89647,0.199491,15.6646,54.1754,43.1848,-1.95262,-0.734806,-3.09517,0.199491,17.2163,55.1113,44.2367,0.245329,-0.624929,2.16198,0.199645,14.1552,57.0024,43.7762,0.332771,-0.666312,2.19519,0.199491,
1.6059,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.7406,58.7473,42.8272,-1.8439,-0.483581,1.5793,0.199491,15.0531,54.5215,46.2121,-1.91688,-0.971245,1.62862,0.199491,16.2618,55.2816,44.6768,-1.99979,-0.89436,-2.92988,0.199491,15.7717,53.7313,43.4647,-1.92176,-0.679884,-3.1213,0.199491,17.3055,54.6589,44.4791,0.246141,-0.618223,2.18365,0.199645,14.2533,56.5106,44.0879,0.333009,-0.655675,2.22044,0.199491,
