time,0_rod(payload_bars compound_4642aL).X,0_rod(payload_bars compound_4642aL).Y,0_rod(payload_bars compound_4642aL).Z,0_rod(payload_bars compound_4642aL).Euler1,0_rod(payload_bars compound_4642aL).Euler2,0_rod(payload_bars compound_4642aL).Euler3,0_rod(payload_bars compound_4642aL).mass,1_rod(payload_bars compound_4642aL).X,1_rod(payload_bars compound_4642aL).Y,1_rod(payload_bars compound_4642aL).Z,1_rod(payload_bars compound_4642aL).Euler1,1_rod(payload_bars compound_4642aL).Euler2,1_rod(payload_bars compound_4642aL).Euler3,1_rod(payload_bars compound_4642aL).mass,2_rod(payload_bars compound_4642aL).X,2_rod(payload_bars compound_4642aL).Y,2_rod(payload_bars compound_4642aL).Z,2_rod(payload_bars compound_4642aL).Euler1,2_rod(payload_bars compound_4642aL).Euler2,2_rod(payload_bars compound_4642aL).Euler3,2_rod(payload_bars compound_4642aL).mass,3_rod(payload_bars compound_4642aL).X,3_rod(payload_bars compound_4642aL).Y,3_rod(payload_bars compound_4642aL).Z,3_rod(payload_bars compound_4642aL).Euler1,3_rod(payload_bars compound_4642aL).Euler2,3_rod(payload_bars compound_4642aL).Euler3,3_rod(payload_bars compound_4642aL).mass,4_rod(payload_bars compound_4642aL).X,4_rod(payload_bars compound_4642aL).Y,4_rod(payload_bars compound_4642aL).Z,4_rod(payload_bars compound_4642aL).Euler1,4_rod(payload_bars compound_4642aL).Euler2,4_rod(payload_bars compound_4642aL).Euler3,4_rod(payload_bars compound_4642aL).mass,5_rod(strut).X,5_rod(strut).Y,5_rod(strut).Z,5_rod(strut).Euler1,5_rod(strut).Euler2,5_rod(strut).Euler3,5_rod(strut).mass,6_rod(strut).X,6_rod(strut).Y,6_rod(strut).Z,6_rod(strut).Euler1,6_rod(strut).Euler2,6_rod(strut).Euler3,6_rod(strut).mass,7_rod(strut).X,7_rod(strut).Y,7_rod(strut).Z,7_rod(strut).Euler1,7_rod(strut).Euler2,7_rod(strut).Euler3,7_rod(strut).mass,8_rod(strut).X,8_rod(strut).Y,8_rod(strut).Z,8_rod(strut).Euler1,8_rod(strut).Euler2,8_rod(strut).Euler3,8_rod(strut).mass,9_rod(strut).X,9_rod(strut).Y,9_rod(strut).Z,9_rod(strut).Euler1,9_rod(strut).Euler2,9_rod(strut).Euler3,9_rod(strut).mass,10_rod(strut).X,10_rod(strut).Y,10_rod(strut).Z,10_rod(strut).Euler1,10_rod(strut).Euler2,10_rod(strut).Euler3,10_rod(strut).mass,
7.7164,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-5.79512,5.73652,24.7824,1.67675,1.43632,2.24256,0.199491,-5.65486,5.9536,17.5451,2.27616,1.45047,2.76251,0.199491,-5.82414,6.62651,20.4053,1.84215,1.4972,-2.33068,0.199491,-7.63927,3.61788,19.9034,2.27306,1.50385,-2.01967,0.199491,-8.244,5.62083,20.2685,1.85202,-0.0316913,-1.58,0.199645,-4.82242,3.86043,20.8214,1.84001,-0.0392279,-1.60864,0.199491,
7.7265,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-5.79517,5.73532,24.7915,1.65822,1.43586,2.22418,0.199491,-5.66259,5.95738,17.5452,2.28938,1.44706,2.77397,0.199491,-5.82661,6.63454,20.418,2.06392,1.50602,-2.11026,0.199491,-7.64453,3.60437,19.9154,2.30934,1.50221,-1.98632,0.199491,-8.25425,5.62185,20.2841,1.86048,-0.0333025,-1.57829,0.199645,-4.82252,3.86004,20.8236,1.8442,-0.039954,-1.60866,0.199491,
7.7366,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-5.79589,5.73452,24.8003,1.64083,1.43536,2.2068,0.199491,-5.67022,5.96114,17.5452,2.28377,1.44917,2.76674,0.199491,-5.82929,6.64211,20.4304,1.99788,1.50068,-2.17711,0.199491,-7.64963,3.59119,19.9266,2.31567,1.49987,-1.98279,0.199491,-8.26418,5.62275,20.2988,1.86652,-0.0348738,-1.57669,0.199645,-4.82247,3.85997,20.8258,1.84992,-0.040533,-1.60883,0.199491,
7.7467,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-5.79701,5.73402,24.8086,1.63568,1.43379,2.20147,0.199491,-5.67758,5.96474,17.5453,2.27646,1.45164,2.75788,0.199491,-5.83219,6.64935,20.4421,1.83483,1.48798,-2.34062,0.199491,-7.6544,3.57882,19.9371,2.28721,1.4966,-2.01377,0.199491,-8.2739,5.62365,20.3126,1.85948,-0.0363497,-1.57481,0.199645,-4.82262,3.86005,20.8283,1.85015,-0.0412456,-1.60881,0.199491,
7.7568,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-5.79819,5.7336,24.8165,1.65808,1.42958,2.22341,0.199491,-5.68457,5.96813,17.5456,2.29165,1.44751,2.77145,0.199491,-5.83506,6.65631,20.4528,1.91034,1.49116,-2.26621,0.199491,-7.65884,3.56753,19.9469,2.24261,1.49271,-2.06061,0.199491,-8.28302,5.6244,20.3254,1.86287,-0.0376127,-1.57345,0.199645,-4.82293,3.86019,20.8306,1.85211,-0.0418198,-1.60884,0.199491,
7.7669,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-5.79917,5.73315,24.8238,1.6751,1.4259,2.24006,0.199491,-5.69091,5.97118,17.5459,2.2998,1.44525,2.77818,0.199491,-5.83753,6.66256,20.4626,2.13136,1.50031,-2.04661,0.199491,-7.66284,3.55725,19.9558,2.20363,1.48892,-2.10161,0.199491,-8.2911,5.62496,20.3372,1.86973,-0.0387929,-1.57234,0.199645,-4.82308,3.86032,20.8328,1.85755,-0.0422084,-1.60903,0.199491,
7.777,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-5.79976,5.73261,24.8302,1.68121,1.42358,2.24597,0.199491,-5.69636,5.9738,17.5462,2.29524,1.44688,2.77247,0.199491,-5.83957,6.66788,20.4715,2.05633,1.49559,-2.12212,0.199491,-7.66638,3.54805,19.9637,2.19111,1.48642,-2.11598,0.199491,-8.29834,5.62557,20.3478,1.86492,-0.0398798,-1.57094,0.199645,-4.82312,3.8603,20.8347,1.85695,-0.0427972,-1.60897,0.199491,
7.7871,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-5.79997,5.73194,24.8356,1.69144,1.42097,2.25605,0.199491,-5.70093,5.97596,17.5465,2.30535,1.44389,2.78153,0.199491,-5.84108,6.67247,20.4791,1.88789,1.48392,-2.2905,0.199491,-7.66943,3.54005,19.9706,2.19247,1.48481,-2.11628,0.199491,-8.30457,5.6261,20.3572,1.86607,-0.0407971,-1.56992,0.199645,-4.82327,3.86014,20.8361,1.85637,-0.0433201,-1.60888,0.199491,
7.7972,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-5.79991,5.73122,24.8402,1.69812,1.41895,2.26268,0.199491,-5.70461,5.97767,17.5467,2.31535,1.44073,2.79069,0.199491,-5.8421,6.67622,20.4854,1.98741,1.48919,-2.19169,0.199491,-7.67188,3.53353,19.9764,2.19336,1.48344,-2.11673,0.199491,-8.30948,5.62644,20.3649,1.87213,-0.0416001,-1.56926,0.199645,-4.82328,3.85989,20.8373,1.86045,-0.0435826,-1.60901,0.199491,
7.8073,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-5.79977,5.73059,24.8438,1.70053,1.41767,2.26509,0.199491,-5.70737,5.97893,17.5469,2.31682,1.44025,2.79158,0.199491,-5.84283,6.67908,20.4904,2.17906,1.49689,-2.00087,0.199491,-7.67366,3.5286,19.9809,2.19968,1.48269,-2.11144,0.199491,-8.31324,5.62677,20.3711,1.8683,-0.0422133,-1.56842,0.199645,-4.82321,3.85959,20.8384,1.85874,-0.043996,-1.6089,0.199491,
7.8174,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-5.79969,5.73014,24.8463,1.70859,1.41598,2.27309,0.199491,-5.70923,5.97974,17.5473,2.3266,1.43678,2.80091,0.199491,-5.84331,6.68099,20.4939,2.0376,1.49027,-2.14207,0.199491,-7.67486,3.52522,19.9841,2.19516,1.48171,-2.11664,0.199491,-8.31588,5.62702,20.3754,1.86783,-0.0426127,-1.56795,0.199645,-4.82327,3.85932,20.8392,1.85679,-0.0443021,-1.60878,0.199491,
7.8275,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-5.79964,5.72987,24.8476,1.71623,1.41463,2.28066,0.199491,-5.71029,5.98015,17.5476,2.33278,1.4344,2.80684,0.199491,-5.84354,6.6818,20.4959,1.90896,1.48185,-2.27035,0.199491,-7.67549,3.52342,19.9859,2.18683,1.48084,-2.12529,0.199491,-8.31713,5.62705,20.3777,1.87246,-0.0428661,-1.56788,0.199645,-4.82339,3.85927,20.8397,1.86074,-0.0442603,-1.60895,0.199491,
7.8376,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-5.79957,5.72978,24.8475,1.71061,1.41531,2.27513,0.199491,-5.71052,5.98017,17.5479,2.32986,1.43528,2.80393,0.199491,-5.84382,6.6816,20.4963,2.06049,1.49097,-2.11934,0.199491,-7.67551,3.52331,19.9861,2.20482,1.48173,-2.10739,0.199491,-8.31715,5.62702,20.3782,1.86964,-0.0429186,-1.56773,0.199645,-4.8235,3.85926,20.8397,1.85982,-0.0443431,-1.6089,0.199491,
7.8477,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-5.79946,5.72981,24.8462,1.70434,1.4164,2.26898,0.199491,-5.70991,5.97977,17.5481,2.33383,1.4336,2.80804,0.199491,-5.84387,6.68055,20.4948,2.17585,1.49593,-2.0042,0.199491,-7.67494,3.5248,19.9849,2.23507,1.4835,-2.07694,0.199491,-8.31603,5.62689,20.3767,1.86836,-0.0427662,-1.56784,0.199645,-4.82374,3.85926,20.8393,1.85776,-0.0443779,-1.60878,0.199491,
7.8578,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-5.79929,5.72997,24.8438,1.69801,1.41776,2.26278,0.199491,-5.70835,5.97892,17.5481,2.33389,1.43346,2.80848,0.199491,-5.84337,6.67851,20.4919,1.98003,1.48731,-2.19922,0.199491,-7.6738,3.52783,19.9823,2.26128,1.48527,-2.05019,0.199491,-8.3136,5.6266,20.3732,1.87121,-0.0424535,-1.56832,0.199645,-4.82394,3.85933,20.8384,1.86122,-0.0440636,-1.60893,0.199491,
7.8679,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-5.79901,5.73018,24.8403,1.68549,1.42009,2.25049,0.199491,-5.70574,5.97758,17.5478,2.32364,1.43712,2.79893,0.199491,-5.84242,6.67563,20.4875,1.91029,1.48354,-2.26838,0.199491,-7.67208,3.53243,19.9783,2.29466,1.48754,-2.01598,0.199491,-8.30999,5.62631,20.3678,1.8688,-0.0419546,-1.5688,0.199645,-4.82398,3.85927,20.8373,1.85973,-0.0438554,-1.60889,0.199491,
7.878,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-5.79854,5.73039,24.836,1.677,1.42211,2.24225,0.199491,-5.70213,5.97576,17.5476,2.32092,1.43796,2.79705,0.199491,-5.8411,6.67207,20.4816,2.08973,1.49487,-2.08903,0.199491,-7.66978,3.53853,19.973,2.3299,1.48999,-1.97958,0.199491,-8.30528,5.62597,20.3608,1.86669,-0.0412552,-1.56951,0.199645,-4.82403,3.85904,20.836,1.85565,-0.0436704,-1.60872,0.199491,
7.8881,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-5.79785,5.73058,24.8307,1.67062,1.4241,2.23613,0.199491,-5.69759,5.97349,17.5473,2.32075,1.43786,2.79791,0.199491,-5.83924,6.66764,20.4744,2.12869,1.49772,-2.04955,0.199491,-7.66689,3.5461,19.9666,2.36178,1.4924,-1.94622,0.199491,-8.29936,5.62552,20.3522,1.86751,-0.0404079,-1.5705,0.199645,-4.82407,3.85882,20.8343,1.85705,-0.0431705,-1.60881,0.199491,
7.8982,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-5.79699,5.7308,24.8245,1.65647,1.42712,2.22235,0.199491,-5.69222,5.9708,17.5471,2.313,1.44023,2.79143,0.199491,-5.83703,6.66215,20.4662,1.91217,1.48808,-2.2647,0.199491,-7.66348,3.55496,19.9591,2.40826,1.49528,-1.898,0.199491,-8.29232,5.62498,20.3424,1.86511,-0.0394354,-1.57155,0.199645,-4.82406,3.85859,20.8325,1.85545,-0.0427311,-1.60879,0.199491,
7.9083,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-5.79604,5.73103,24.8173,1.63997,1.43051,2.20627,0.199491,-5.68617,5.96776,17.5472,2.31095,1.44041,2.79075,0.199491,-5.83472,6.65583,20.4569,1.87832,1.48763,-2.29764,0.199491,-7.65959,3.56499,19.9507,2.46155,1.49823,-1.84273,0.199491,-8.28433,5.62432,20.3313,1.86337,-0.0383229,-1.57279,0.199645,-4.82409,3.85831,20.8304,1.85019,-0.0423871,-1.60861,0.199491,
7.9184,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-5.79509,5.73132,24.8095,1.62584,1.43373,2.19255,0.199491,-5.67959,5.96443,17.5475,2.31538,1.43821,2.79661,0.199491,-5.83239,6.64886,20.4467,2.06115,1.50008,-2.11445,0.199491,-7.6552,3.57616,19.9414,2.51208,1.50101,-1.78996,0.199491,-8.27545,5.62349,20.3191,1.86376,-0.037072,-1.57427,0.199645,-4.82428,3.85816,20.8283,1.85013,-0.0417775,-1.60865,0.199491,
7.9285,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-5.79427,5.73174,24.8011,1.60897,1.43726,2.17607,0.199491,-5.67258,5.96087,17.548,2.31548,1.43739,2.79827,0.199491,-5.83,6.64131,20.4357,2.06152,1.5022,-2.11314,0.199491,-7.65037,3.58828,19.9313,2.5597,1.50369,-1.73986,0.199491,-8.26595,5.62258,20.306,1.86107,-0.03572,-1.57579,0.199645,-4.82448,3.85811,20.826,1.85044,-0.0410919,-1.60874,0.199491,
7.9386,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-5.79368,5.73234,24.7921,1.58892,1.44109,2.15638,0.199491,-5.66527,5.95716,17.5483,2.31429,1.43702,2.79871,0.199491,-5.82753,6.63326,20.424,1.83746,1.492,-2.33571,0.199491,-7.64526,3.60102,19.9204,2.60376,1.50628,-1.69316,0.199491,-8.25597,5.62152,20.2919,1.85848,-0.034262,-1.57745,0.199645,-4.82467,3.85808,20.8237,1.8456,-0.0405475,-1.60863,0.199491,
7.9487,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-5.79327,5.73308,24.7827,1.56823,1.44492,2.13599,0.199491,-5.65777,5.95337,17.5485,2.31248,1.437,2.79857,0.199491,-5.82507,6.62507,20.4115,1.79072,1.49125,-2.38144,0.199491,-7.63988,3.61428,19.9089,2.65087,1.50884,-1.6433,0.199491,-8.24569,5.62031,20.2769,1.85896,-0.0326914,-1.57931,0.199645,-4.82482,3.85812,20.8212,1.84273,-0.0398748,-1.60861,0.199491,
7.9588,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-5.79309,5.73396,24.7731,1.54388,1.44892,2.11191,0.199491,-5.65013,5.94959,17.5485,2.30343,1.43973,2.79125,0.199491,-5.82266,6.61699,20.3983,1.95388,1.5048,-2.21784,0.199491,-7.63427,3.62793,19.8968,2.71248,1.51136,-1.57884,0.199491,-8.23525,5.619,20.2613,1.85672,-0.0310557,-1.58117,0.199645,-4.82496,3.85833,20.8184,1.84346,-0.0390259,-1.60876,0.199491,
7.9689,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-5.79326,5.73507,24.7632,1.52171,1.45266,2.08989,0.199491,-5.64249,5.94581,17.5481,2.28946,1.44409,2.77906,0.199491,-5.8203,6.60897,20.3847,1.99389,1.50946,-2.17706,0.199491,-7.62853,3.64176,19.8842,2.76759,1.51375,-1.52083,0.199491,-8.22489,5.61765,20.2451,1.85256,-0.0293723,-1.58305,0.199645,-4.82505,3.8586,20.8156,1.84092,-0.0382464,-1.6088,0.199491,
7.979,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-5.79375,5.73638,24.7532,1.50465,1.45599,2.07286,0.199491,-5.63506,5.94207,17.5473,2.27614,1.44807,2.76749,0.199491,-5.81798,6.60093,20.3708,1.7696,1.4996,-2.40013,0.199491,-7.62272,3.65562,19.8713,2.81942,1.51606,-1.46605,0.199491,-8.21459,5.61614,20.2283,1.8519,-0.0276067,-1.58507,0.199645,-4.82513,3.85889,20.8128,1.83584,-0.0375177,-1.60875,0.199491,
7.9891,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-5.79442,5.7378,24.7431,1.47731,1.45982,2.04556,0.199491,-5.62785,5.93845,17.5464,2.26124,1.45235,2.75429,0.199491,-5.81582,6.59304,20.3566,1.6708,1.49455,-2.49803,0.199491,-7.61681,3.66955,19.8582,2.90527,1.51792,-1.37728,0.199491,-8.20439,5.61449,20.2114,1.8512,-0.0258288,-1.58708,0.199645,-4.82517,3.8593,20.8098,1.83416,-0.0366539,-1.60884,0.199491,
7.9992,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-5.7952,5.73929,24.7329,1.44021,1.46396,2.00849,0.199491,-5.62086,5.93494,17.5455,2.24186,1.4575,2.73657,0.199491,-5.81393,6.58528,20.3423,1.78809,1.50785,-2.38041,0.199491,-7.61089,3.68334,19.845,3.03396,1.51871,-1.24572,0.199491,-8.19434,5.61277,20.1946,1.84705,-0.024102,-1.58904,0.199645,-4.82527,3.85988,20.8067,1.83445,-0.0357348,-1.60898,0.199491,
8.0093,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-5.79611,5.74085,24.7227,1.40765,1.46761,1.97589,0.199491,-5.61413,5.93151,17.5446,2.22274,1.46214,2.71907,0.199491,-5.81226,6.57759,20.3281,1.89464,1.51694,-2.27343,0.199491,-7.60501,3.69686,19.8319,-3.12641,1.51876,-1.12007,0.199491,-8.18456,5.61103,20.1779,1.84498,-0.0223551,-1.59103,0.199645,-4.82545,3.8605,20.8036,1.83253,-0.0348977,-1.60904,0.199491,
8.0194,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-5.79717,5.74247,24.7128,1.38564,1.47062,1.95373,0.199491,-5.60765,5.92818,17.5437,2.20401,1.46636,2.70189,0.199491,-5.8106,6.56999,20.3143,1.69732,1.50843,-2.46989,0.199491,-7.59921,3.7101,19.819,-3.02851,1.51875,-1.01934,0.199491,-8.17501,5.6092,20.1615,1.8453,-0.020576,-1.59306,0.199645,-4.82559,3.86114,20.8007,1.83,-0.034081,-1.60909,0.199491,
8.0295,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-5.79834,5.74408,24.7033,1.38,1.47286,1.94783,0.199491,-5.60141,5.92497,17.5429,2.18714,1.46987,2.6865,0.199491,-5.80896,6.56268,20.3009,1.55254,1.49821,-2.61389,0.199491,-7.59353,3.72305,19.8065,-2.95861,1.5192,-0.946623,0.199491,-8.16582,5.60736,20.1456,1.84268,-0.0188858,-1.595,0.199645,-4.82569,3.86182,20.798,1.82938,-0.0331994,-1.60922,0.199491,
8.0396,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-5.79959,5.74569,24.6944,1.39304,1.47428,1.96051,0.199491,-5.59537,5.9219,17.5421,2.17122,1.47297,2.672,0.199491,-5.80753,6.55585,20.2879,1.6115,1.50883,-2.55462,0.199491,-7.58803,3.73546,19.7944,-2.91298,1.52037,-0.898247,0.199491,-8.15709,5.60561,20.1303,1.83947,-0.0172431,-1.59692,0.199645,-4.82586,3.86254,20.7955,1.82832,-0.0323622,-1.60934,0.199491,
8.0497,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-5.80097,5.7473,24.686,1.41518,1.47523,1.98223,0.199491,-5.58963,5.91902,17.5414,2.14975,1.47686,2.65187,0.199491,-5.80617,6.54946,20.2755,1.74878,1.52229,-2.41711,0.199491,-7.58278,3.74714,19.7827,-2.88467,1.52214,-0.867328,0.199491,-8.14885,5.60389,20.1157,1.83943,-0.015583,-1.59884,0.199645,-4.82598,3.86329,20.7932,1.82622,-0.0315872,-1.60944,0.199491,
8.0598,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-5.80251,5.74895,24.6781,1.43474,1.47616,2.00135,0.199491,-5.58428,5.91644,17.5405,2.11831,1.48204,2.62167,0.199491,-5.80488,6.5435,20.2639,1.60495,1.516,-2.56044,0.199491,-7.57775,3.75805,19.7717,-2.86456,1.52418,-0.844762,0.199491,-8.14118,5.60219,20.1018,1.83847,-0.0140369,-1.60064,0.199645,-4.82596,3.86407,20.7911,1.82506,-0.0308085,-1.6096,0.199491,
8.0699,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-5.80418,5.75062,24.6707,1.44856,1.4772,2.01473,0.199491,-5.57945,5.91414,17.5395,2.08248,1.48729,2.58697,0.199491,-5.80373,6.53812,20.2531,1.44552,1.50212,-2.71938,0.199491,-7.57307,3.7681,19.7613,-2.84262,1.52601,-0.820559,0.199491,-8.13421,5.60052,20.0887,1.83549,-0.0126522,-1.60231,0.199645,-4.82591,3.86488,20.789,1.82463,-0.0300354,-1.60978,0.199491,
8.08,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-5.80588,5.75224,24.6639,1.46531,1.47797,2.03101,0.199491,-5.57527,5.91213,17.5384,2.0444,1.49218,2.54989,0.199491,-5.8029,6.5334,20.2429,1.46987,1.5098,-2.69494,0.199491,-7.56879,3.7772,19.7517,-2.80818,1.52714,-0.784081,0.199491,-8.12801,5.59895,20.0767,1.83512,-0.0113013,-1.60386,0.199645,-4.82592,3.86567,20.7871,1.82367,-0.029352,-1.60991,0.199491,
8.0901,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-5.80753,5.75378,24.6578,1.47447,1.47891,2.03975,0.199491,-5.57179,5.91039,17.5373,2.00618,1.4965,2.51254,0.199491,-5.80229,6.52932,20.2336,1.60233,1.52559,-2.56256,0.199491,-7.56505,3.78537,19.743,-2.75707,1.52721,-0.731158,0.199491,-8.12259,5.59747,20.0657,1.83525,-0.0100716,-1.60525,0.199645,-4.82602,3.86643,20.7852,1.82317,-0.0287267,-1.61003,0.199491,
8.1002,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-5.80909,5.7552,24.6523,1.49535,1.47919,2.06019,0.199491,-5.56893,5.90893,17.5361,1.96614,1.5005,2.47324,0.199491,-5.80188,6.52576,20.2253,1.49999,1.51995,-2.66472,0.199491,-7.56189,3.79254,19.7352,-2.70374,1.52672,-0.676236,0.199491,-8.11807,5.59617,20.056,1.83296,-0.00906282,-1.60644,0.199645,-4.82613,3.86715,20.7834,1.8232,-0.0281485,-1.61012,0.199491,
8.1103,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-5.81057,5.75652,24.6476,1.5203,1.47906,2.08469,0.199491,-5.56658,5.90774,17.5348,1.91682,1.50474,2.42456,0.199491,-5.80163,6.52275,20.2182,1.36319,1.50451,-2.80127,0.199491,-7.55934,3.79849,19.7286,-2.66689,1.52668,-0.638056,0.199491,-8.11438,5.59506,20.0476,1.83223,-0.00815426,-1.60746,0.199645,-4.82629,3.86788,20.7819,1.8227,-0.0276471,-1.6102,0.199491,
8.1204,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-5.81197,5.7577,24.6438,1.5463,1.47859,2.11027,0.199491,-5.56474,5.90681,17.5338,1.85233,1.50928,2.3606,0.199491,-5.80156,6.52047,20.2123,1.38991,1.512,-2.77463,0.199491,-7.55734,3.80326,19.723,-2.64074,1.52691,-0.610838,0.199491,-8.11147,5.59416,20.0406,1.83333,-0.00734106,-1.60833,0.199645,-4.82642,3.86853,20.7806,1.8225,-0.0272255,-1.61028,0.199491,
