tgDataLogger2 started logging at time 01232019_210012, with 1 sensors on 1 senseable objects.
time,0_rod(rod).X,0_rod(rod).Y,0_rod(rod).Z,0_rod(rod).Euler1,0_rod(rod).Euler2,0_rod(rod).Euler3,0_rod(rod).mass,
2.6,2.59571,2.05789,0.795471,-0.0250745,-0.392381,-3.07569,1.99491,
2.7,2.36594,2.1196,0.775189,-0.0122867,-0.102253,-3.01215,1.99491,
2.8,2.14612,2.12501,0.794405,0.0044168,0.178984,-3.00585,1.99491,
2.9,1.93946,2.09556,0.857261,0.0188131,0.453889,-3.03234,1.99491,
3,1.75738,2.04279,0.969071,0.028385,0.723542,-3.08268,1.99491,
3.1,1.62002,2.02264,1.13266,-0.0327157,0.987772,3.12922,1.99491,
3.2,1.54907,2.05981,1.32047,-0.0566226,1.24405,-3.13485,1.99491,
3.3,1.53038,2.07937,1.51179,-0.237062,1.49286,2.98753,1.99491,
3.4,1.56456,2.08795,1.69423,-3.02214,1.40004,0.209269,1.99491,
3.5,1.64836,2.08967,1.85416,-3.08062,1.15897,0.148421,1.99491,
3.6,1.77496,2.08853,1.97635,-3.09088,0.920983,0.129758,1.99491,
3.7,1.9311,2.08628,2.04823,-3.09265,0.686596,0.114951,1.99491,
3.8,2.09854,2.08418,2.0614,-3.0904,0.455626,0.0996503,1.99491,
3.9,2.25709,2.08163,2.01601,-3.08585,0.227058,0.080517,1.99491,
4,2.38563,2.07988,1.91688,-3.07825,0.00016047,0.0568162,1.99491,
4.1,2.46479,2.07851,1.77818,-3.06807,-0.224833,0.026566,1.99491,
4.2,2.16985,2.03473,1.91592,-3.11673,-0.321975,-0.0359998,1.99491,
4.3,1.98984,2.02368,2.06736,-3.11563,-0.351834,-0.0043792,1.99491,
4.4,1.96167,2.01781,2.14355,-3.13152,-0.245434,0.0133811,1.99491,
4.5,1.89685,2.01253,2.17753,3.13641,-0.140325,0.0126887,1.99491,
4.6,1.83491,2.00269,2.14792,-3.13871,-0.0371677,0.000536027,1.99491,
4.7,1.83239,2.01357,2.08318,3.12785,0.0647229,-0.00470021,1.99491,
4.8,1.88685,2.01329,2.05433,-3.13952,0.165646,-0.0133475,1.99491,
4.9,1.93169,2.00468,2.09202,3.14058,0.26594,-0.00516913,1.99491,
5,1.9058,2.01396,2.14298,-3.13073,0.366293,0.0143808,1.99491,
5.1,1.85263,2.00322,2.12971,-3.1413,0.46607,-0.00323138,1.99491,
5.2,1.85819,2.0135,2.07771,3.12508,0.563047,-0.0109459,1.99491,
5.3,1.90897,2.00433,2.0704,-3.13598,0.659518,0.00388522,1.99491,
5.4,1.92259,2.01305,2.11719,-3.12449,0.754862,0.00613563,1.99491,
5.5,1.88,2.00377,2.13946,3.13579,0.849956,-0.0051728,1.99491,
5.6,1.85533,2.01277,2.10041,3.125,0.944731,-0.00430509,1.99491,
5.7,1.88955,2.0045,2.07158,3.13793,1.03852,0.00124935,1.99491,
5.8,1.91961,2.01185,2.10354,-3.12427,1.13138,0.00576879,1.99491,
5.9,1.89306,2.00791,2.13558,-3.12089,1.22301,0.0150348,1.99491,
6,1.85868,2.00929,2.11149,3.11877,1.31465,-0.0143557,1.99491,
6.1,1.87874,2.01098,2.07784,3.07901,1.40476,-0.056659,1.99491,
6.2,1.75233,2.01539,2.1698,-0.126731,1.51751,3.00052,1.99491,
6.3,1.00346,2.01063,2.60932,0.0144266,0.978041,-3.13724,1.99491,
6.4,0.6318,2.0049,2.86369,0.00641362,0.694491,-3.1364,1.99491,
6.5,0.577395,2,2.91437,-1.71439e-08,0.659135,3.14159,1.99491,
6.6,0.577394,2,2.91437,2.02714e-08,0.659135,-3.14159,1.99491,
6.7,0.577393,2,2.91437,1.98329e-08,0.659135,-3.14159,1.99491,
6.8,0.577392,2,2.91437,2.4651e-08,0.659135,-3.14159,1.99491,
6.9,0.57739,2,2.91437,2.95229e-08,0.659135,-3.14159,1.99491,
7,0.577389,2,2.91437,3.94341e-08,0.659135,-3.14159,1.99491,
7.1,0.577388,2,2.91437,3.91516e-08,0.659135,-3.14159,1.99491,
7.2,0.577387,2,2.91437,3.95159e-08,0.659135,-3.14159,1.99491,
7.3,0.577386,2,2.91437,3.91414e-08,0.659135,-3.14159,1.99491,
7.4,0.577385,2,2.91437,3.92308e-08,0.659135,-3.14159,1.99491,
7.5,0.261729,2.00338,3.07518,-0.00176323,0.559868,3.1375,1.99491,
7.6,-0.11413,2.0023,3.28059,-0.000976233,0.52108,3.13889,1.99491,
7.7,-0.171486,2,3.31195,-6.05457e-08,0.521058,3.14159,1.99491,
7.8,-0.171486,2,3.31195,-6.05455e-08,0.521058,3.14159,1.99491,
7.9,-0.171486,2,3.31195,-6.05455e-08,0.521058,3.14159,1.99491,
8,-0.171486,2,3.31195,-6.05457e-08,0.521058,3.14159,1.99491,
8.1,-0.171486,2,3.31195,-6.05455e-08,0.521058,3.14159,1.99491,
8.2,-0.171486,2,3.31195,-6.05457e-08,0.521058,3.14159,1.99491,
8.3,-0.171486,2,3.31195,-6.05456e-08,0.521058,3.14159,1.99491,
8.4,-0.171486,2,3.31195,-6.05457e-08,0.521058,3.14159,1.99491,
8.5,-0.379654,2.00359,3.36236,-0.00218838,0.443962,3.13745,1.99491,
8.6,-0.594937,2,3.41831,1.34971e-06,0.348263,3.14159,1.99491,
8.7,-0.597583,2,3.4189,-4.13225e-08,0.346275,-3.14159,1.99491,
8.8,-0.597583,2,3.4189,-4.13215e-08,0.346275,-3.14159,1.99491,
8.9,-0.597583,2,3.4189,-4.13228e-08,0.346275,-3.14159,1.99491,
9,-0.597583,2,3.4189,-4.1321e-08,0.346275,-3.14159,1.99491,
9.1,-0.597583,2,3.4189,-4.13216e-08,0.346275,-3.14159,1.99491,
9.2,-0.597583,2,3.4189,-4.13218e-08,0.346275,-3.14159,1.99491,
9.3,-0.597583,2,3.4189,-4.13214e-08,0.346275,-3.14159,1.99491,
9.4,-0.597583,2,3.4189,-4.13223e-08,0.346275,-3.14159,1.99491,
9.5,-0.700943,2.00733,3.42803,-0.00442794,0.30831,-3.13663,1.99491,
9.6,-0.87947,2.0006,3.41269,-0.00055124,0.198256,3.14156,1.99491,
9.7,-0.896323,2.00046,3.3972,-0.000507806,0.155101,3.14156,1.99491,
9.8,-0.896345,2.00041,3.399,-0.000292157,0.133254,-3.14132,1.99491,
9.9,-0.896237,2,3.39955,5.4217e-10,0.122103,-3.14159,1.99491,
10,-0.896245,2,3.39955,5.42544e-10,0.122103,-3.14159,1.99491,
10.1,-0.896252,2,3.39955,5.42204e-10,0.122103,-3.14159,1.99491,
10.2,-0.89626,2,3.39954,5.42287e-10,0.122103,-3.14159,1.99491,
10.3,-0.896268,2,3.39954,5.42106e-10,0.122103,-3.14159,1.99491,
10.4,-1.04476,2,3.47036,1.29154e-07,0.163791,-3.14159,1.99491,
10.5,-1.07782,2,3.48434,-3.07101e-08,0.185166,-3.14159,1.99491,
10.6,-1.07782,2,3.48434,-3.07101e-08,0.185166,-3.14159,1.99491,
10.7,-1.07782,2,3.48434,-3.07101e-08,0.185166,-3.14159,1.99491,
10.8,-1.07782,2,3.48434,-3.07101e-08,0.185166,-3.14159,1.99491,
10.9,-1.32173,2,3.57394,-1.07364e-07,0.251689,3.14159,1.99491,
11,-1.71233,2,3.72149,7.01784e-08,0.327375,-3.14159,1.99491,
11.1,-1.76258,2,3.74105,8.37942e-08,0.335057,-3.14159,1.99491,
11.2,-1.76258,2,3.74105,8.37943e-08,0.335057,-3.14159,1.99491,
11.3,-1.76258,2,3.74105,8.37942e-08,0.335057,-3.14159,1.99491,
11.4,-1.76258,2,3.74105,8.37942e-08,0.335057,-3.14159,1.99491,
11.5,-1.76258,2,3.74105,8.37941e-08,0.335057,-3.14159,1.99491,
11.6,-1.76258,2,3.74105,8.37942e-08,0.335057,-3.14159,1.99491,
11.7,-1.76258,2,3.74105,8.37942e-08,0.335057,-3.14159,1.99491,
11.8,-1.76258,2,3.74105,8.37942e-08,0.335057,-3.14159,1.99491,
11.9,-1.76258,2,3.74105,8.37941e-08,0.335057,-3.14159,1.99491,
12,-1.76258,2,3.74105,8.37941e-08,0.335057,-3.14159,1.99491,
12.1,-1.76258,2,3.74105,8.37943e-08,0.335057,-3.14159,1.99491,
12.2,-1.76258,2,3.74105,8.37942e-08,0.335057,-3.14159,1.99491,
