time,0_rod(strut).X,0_rod(strut).Y,0_rod(strut).Z,0_rod(strut).Euler1,0_rod(strut).Euler2,0_rod(strut).Euler3,0_rod(strut).mass,1_rod(strut).X,1_rod(strut).Y,1_rod(strut).Z,1_rod(strut).Euler1,1_rod(strut).Euler2,1_rod(strut).Euler3,1_rod(strut).mass,2_rod(strut).X,2_rod(strut).Y,2_rod(strut).Z,2_rod(strut).Euler1,2_rod(strut).Euler2,2_rod(strut).Euler3,2_rod(strut).mass,3_rod(strut).X,3_rod(strut).Y,3_rod(strut).Z,3_rod(strut).Euler1,3_rod(strut).Euler2,3_rod(strut).Euler3,3_rod(strut).mass,4_rod(strut).X,4_rod(strut).Y,4_rod(strut).Z,4_rod(strut).Euler1,4_rod(strut).Euler2,4_rod(strut).Euler3,4_rod(strut).mass,5_rod(strut).X,5_rod(strut).Y,5_rod(strut).Z,5_rod(strut).Euler1,5_rod(strut).Euler2,5_rod(strut).Euler3,5_rod(strut).mass,6_rod(payload_bars compound_SPcWAS).X,6_rod(payload_bars compound_SPcWAS).Y,6_rod(payload_bars compound_SPcWAS).Z,6_rod(payload_bars compound_SPcWAS).Euler1,6_rod(payload_bars compound_SPcWAS).Euler2,6_rod(payload_bars compound_SPcWAS).Euler3,6_rod(payload_bars compound_SPcWAS).mass,7_rod(payload_bars compound_SPcWAS).X,7_rod(payload_bars compound_SPcWAS).Y,7_rod(payload_bars compound_SPcWAS).Z,7_rod(payload_bars compound_SPcWAS).Euler1,7_rod(payload_bars compound_SPcWAS).Euler2,7_rod(payload_bars compound_SPcWAS).Euler3,7_rod(payload_bars compound_SPcWAS).mass,8_rod(payload_bars compound_SPcWAS).X,8_rod(payload_bars compound_SPcWAS).Y,8_rod(payload_bars compound_SPcWAS).Z,8_rod(payload_bars compound_SPcWAS).Euler1,8_rod(payload_bars compound_SPcWAS).Euler2,8_rod(payload_bars compound_SPcWAS).Euler3,8_rod(payload_bars compound_SPcWAS).mass,9_rod(payload_bars compound_SPcWAS).X,9_rod(payload_bars compound_SPcWAS).Y,9_rod(payload_bars compound_SPcWAS).Z,9_rod(payload_bars compound_SPcWAS).Euler1,9_rod(payload_bars compound_SPcWAS).Euler2,9_rod(payload_bars compound_SPcWAS).Euler3,9_rod(payload_bars compound_SPcWAS).mass,10_rod(payload_bars compound_SPcWAS).X,10_rod(payload_bars compound_SPcWAS).Y,10_rod(payload_bars compound_SPcWAS).Z,10_rod(payload_bars compound_SPcWAS).Euler1,10_rod(payload_bars compound_SPcWAS).Euler2,10_rod(payload_bars compound_SPcWAS).Euler3,10_rod(payload_bars compound_SPcWAS).mass,
0.505,0.2434,1.93316,0.0720864,-2.83416,0.667068,-0.872899,0.0199491,-0.546712,2.04946,-0.888756,2.05489,0.422401,-1.39803,0.0199491,-0.360108,2.02901,-0.738066,-3.05554,0.784377,0.271232,0.0199491,-0.397558,2.2704,-0.230752,2.88366,0.898284,0.504391,0.0199491,0.0123518,2.40874,-0.560759,0.8318,0.339623,-1.30645,0.0199645,-0.399141,1.836,-0.288274,0.244375,0.733831,-1.20714,0.0199491,0.0983251,1.91998,-0.490676,-3.04837,0.783619,1.63672,0.256021,0.0983251,1.91998,-0.490676,-3.04837,0.783619,1.63672,0.256021,0.0983251,1.91998,-0.490676,-3.04837,0.783619,1.63672,0.256021,0.0983251,1.91998,-0.490676,-3.04837,0.783619,1.63672,0.256021,0.0983251,1.91998,-0.490676,-3.04837,0.783619,1.63672,0.256021,
0.5151,0.244648,1.89352,0.0227513,-2.89544,0.668648,-0.916463,0.0199491,-0.549147,2.06636,-0.92646,2.01836,0.392241,-1.40453,0.0199491,-0.362166,2.03481,-0.778292,-3.11932,0.777875,0.227263,0.0199491,-0.385878,2.2622,-0.263085,2.82038,0.887923,0.463874,0.0199491,0.023653,2.3964,-0.592467,0.810322,0.320726,-1.2774,0.0199645,-0.40351,1.82903,-0.33439,0.238415,0.736267,-1.16504,0.0199491,0.0945518,1.90315,-0.538941,-3.11263,0.776352,1.5911,0.256021,0.0945518,1.90315,-0.538941,-3.11263,0.776352,1.5911,0.256021,0.0945518,1.90315,-0.538941,-3.11263,0.776352,1.5911,0.256021,0.0945518,1.90315,-0.538941,-3.11263,0.776352,1.5911,0.256021,0.0945518,1.90315,-0.538941,-3.11263,0.776352,1.5911,0.256021,
0.5252,0.240169,1.87454,-0.0143912,-2.92311,0.679184,-0.934151,0.0199491,-0.546199,2.07525,-0.964466,1.99555,0.378339,-1.41296,0.0199491,-0.359862,2.03707,-0.816635,3.13477,0.783055,0.206783,0.0199491,-0.381216,2.25843,-0.297404,2.78306,0.889218,0.438356,0.0199491,0.0300343,2.39004,-0.623243,0.797925,0.305683,-1.27158,0.0199645,-0.406838,1.82612,-0.376129,0.243312,0.723939,-1.13927,0.0199491,0.0935079,1.89503,-0.576812,-3.14154,0.782346,1.57091,0.256021,0.0935079,1.89503,-0.576812,-3.14154,0.782346,1.57091,0.256021,0.0935079,1.89503,-0.576812,-3.14154,0.782346,1.57091,0.256021,0.0935079,1.89503,-0.576812,-3.14154,0.782346,1.57091,0.256021,0.0935079,1.89503,-0.576812,-3.14154,0.782346,1.57091,0.256021,
0.5353,0.229239,1.87456,-0.0361268,-2.91857,0.702029,-0.92705,0.0199491,-0.535144,2.0751,-1.00352,1.98329,0.390643,-1.43708,0.0199491,-0.352352,2.03689,-0.851577,3.13444,0.804354,0.205191,0.0199491,-0.38428,2.25958,-0.333531,2.77674,0.915997,0.427147,0.0199491,0.0324251,2.39003,-0.649296,0.796774,0.288353,-1.28775,0.0199645,-0.409269,1.82627,-0.412293,0.238426,0.701086,-1.1465,0.0199491,0.095388,1.89503,-0.60146,-3.14151,0.805776,1.57081,0.256021,0.095388,1.89503,-0.60146,-3.14151,0.805776,1.57081,0.256021,0.095388,1.89503,-0.60146,-3.14151,0.805776,1.57081,0.256021,0.095388,1.89503,-0.60146,-3.14151,0.805776,1.57081,0.256021,0.095388,1.89503,-0.60146,-3.14151,0.805776,1.57081,0.256021,
0.5454,0.219102,1.87484,-0.051677,-2.90952,0.724343,-0.916394,0.0199491,-0.521023,2.07492,-1.03747,1.97157,0.401542,-1.46271,0.0199491,-0.342047,2.03667,-0.881185,3.13397,0.827769,0.203346,0.0199491,-0.38643,2.26019,-0.364301,2.76509,0.938821,0.411634,0.0199491,0.0368132,2.39001,-0.669418,0.797685,0.269144,-1.30475,0.0199645,-0.40982,1.82639,-0.44337,0.234154,0.675866,-1.15372,0.0199491,0.0992987,1.89501,-0.619834,-3.14158,0.831389,1.5708,0.256021,0.0992987,1.89501,-0.619834,-3.14158,0.831389,1.5708,0.256021,0.0992987,1.89501,-0.619834,-3.14158,0.831389,1.5708,0.256021,0.0992987,1.89501,-0.619834,-3.14158,0.831389,1.5708,0.256021,0.0992987,1.89501,-0.619834,-3.14158,0.831389,1.5708,0.256021,
0.5555,0.210201,1.87537,-0.062148,-2.89755,0.744903,-0.903595,0.0199491,-0.505776,2.07438,-1.06532,1.95789,0.411734,-1.48941,0.0199491,-0.330657,2.03648,-0.904678,3.13341,0.849284,0.201703,0.0199491,-0.387849,2.26015,-0.38952,2.7558,0.963383,0.39702,0.0199491,0.0424486,2.39004,-0.683882,0.79436,0.251799,-1.32259,0.0199645,-0.409071,1.82634,-0.468768,0.233586,0.649849,-1.15849,0.0199491,0.104108,1.89505,-0.632567,-3.14137,0.856552,1.57097,0.256021,0.104108,1.89505,-0.632567,-3.14137,0.856552,1.57097,0.256021,0.104108,1.89505,-0.632567,-3.14137,0.856552,1.57097,0.256021,0.104108,1.89505,-0.632567,-3.14137,0.856552,1.57097,0.256021,0.104108,1.89505,-0.632567,-3.14137,0.856552,1.57097,0.256021,
0.5656,0.204009,1.87523,-0.0687402,-2.89397,0.764355,-0.897565,0.0199491,-0.492687,2.07425,-1.08523,1.94936,0.418681,-1.50886,0.0199491,-0.320573,2.03638,-0.92137,3.13336,0.867389,0.200833,0.0199491,-0.387741,2.26014,-0.407537,2.74567,0.981513,0.384352,0.0199491,0.0479129,2.39006,-0.693535,0.793217,0.237871,-1.33612,0.0199645,-0.407157,1.82641,-0.486882,0.23181,0.630212,-1.16302,0.0199491,0.108861,1.89507,-0.640926,-3.1413,0.876094,1.57102,0.256021,0.108861,1.89507,-0.640926,-3.1413,0.876094,1.57102,0.256021,0.108861,1.89507,-0.640926,-3.1413,0.876094,1.57102,0.256021,0.108861,1.89507,-0.640926,-3.1413,0.876094,1.57102,0.256021,0.108861,1.89507,-0.640926,-3.1413,0.876094,1.57102,0.256021,
0.5757,0.200648,1.87521,-0.0729176,-2.89004,0.776039,-0.892429,0.0199491,-0.483634,2.07419,-1.09752,1.94235,0.423489,-1.52183,0.0199491,-0.313481,2.03636,-0.931652,3.13317,0.877883,0.200311,0.0199491,-0.38686,2.26021,-0.418893,2.73813,0.992499,0.376042,0.0199491,0.0520198,2.39008,-0.699443,0.790647,0.229531,-1.34511,0.0199645,-0.40522,1.82663,-0.498144,0.230804,0.617453,-1.16565,0.0199491,0.112419,1.89509,-0.64599,-3.14124,0.8887,1.57109,0.256021,0.112419,1.89509,-0.64599,-3.14124,0.8887,1.57109,0.256021,0.112419,1.89509,-0.64599,-3.14124,0.8887,1.57109,0.256021,0.112419,1.89509,-0.64599,-3.14124,0.8887,1.57109,0.256021,0.112419,1.89509,-0.64599,-3.14124,0.8887,1.57109,0.256021,
0.5858,0.199229,1.87522,-0.074588,-2.88428,0.7805,-0.886953,0.0199491,-0.478371,2.07422,-1.10331,1.93935,0.425257,-1.52781,0.0199491,-0.30912,2.03638,-0.936501,3.1332,0.883298,0.200044,0.0199491,-0.385978,2.26022,-0.424264,2.73396,0.99771,0.370233,0.0199491,0.0547344,2.39003,-0.701923,0.787713,0.225407,-1.34984,0.0199645,-0.403734,1.82694,-0.503537,0.230895,0.609807,-1.16618,0.0199491,0.114734,1.89502,-0.647918,3.14149,0.895934,1.5707,0.256021,0.114734,1.89502,-0.647918,3.14149,0.895934,1.5707,0.256021,0.114734,1.89502,-0.647918,3.14149,0.895934,1.5707,0.256021,0.114734,1.89502,-0.647918,3.14149,0.895934,1.5707,0.256021,0.114734,1.89502,-0.647918,3.14149,0.895934,1.5707,0.256021,
0.5959,0.199238,1.87541,-0.0757022,-2.8808,0.780185,-0.88396,0.0199491,-0.477472,2.07449,-1.10468,1.93784,0.425239,-1.52774,0.0199491,-0.308157,2.03633,-0.937955,3.13348,0.883134,0.200336,0.0199491,-0.38555,2.2607,-0.425793,2.73075,0.996653,0.369101,0.0199491,0.0555268,2.39002,-0.702955,0.783231,0.225733,-1.35159,0.0199645,-0.403159,1.82756,-0.505014,0.231556,0.607707,-1.16492,0.0199491,0.115284,1.89502,-0.648879,-3.14153,0.897455,1.57084,0.256021,0.115284,1.89502,-0.648879,-3.14153,0.897455,1.57084,0.256021,0.115284,1.89502,-0.648879,-3.14153,0.897455,1.57084,0.256021,0.115284,1.89502,-0.648879,-3.14153,0.897455,1.57084,0.256021,0.115284,1.89502,-0.648879,-3.14153,0.897455,1.57084,0.256021,
0.606,0.199258,1.87565,-0.0765483,-2.87705,0.778834,-0.880902,0.0199491,-0.477218,2.0747,-1.10525,1.9354,0.425439,-1.52758,0.0199491,-0.307735,2.03639,-0.938717,3.13387,0.8813,0.200735,0.0199491,-0.385188,2.26109,-0.426921,2.72994,0.996609,0.369461,0.0199491,0.0558069,2.39003,-0.703863,0.781088,0.226095,-1.35214,0.0199645,-0.402787,1.82818,-0.505722,0.231059,0.606809,-1.16451,0.0199491,0.115494,1.89503,-0.649545,-3.14156,0.898312,1.57081,0.256021,0.115494,1.89503,-0.649545,-3.14156,0.898312,1.57081,0.256021,0.115494,1.89503,-0.649545,-3.14156,0.898312,1.57081,0.256021,0.115494,1.89503,-0.649545,-3.14156,0.898312,1.57081,0.256021,0.115494,1.89503,-0.649545,-3.14156,0.898312,1.57081,0.256021,
0.6161,0.199472,1.8756,-0.0768002,-2.87689,0.778836,-0.880456,0.0199491,-0.47716,2.07508,-1.10519,1.93529,0.425362,-1.52631,0.0199491,-0.30753,2.03641,-0.938877,3.13412,0.881181,0.201332,0.0199491,-0.384835,2.26156,-0.427041,2.72813,0.995103,0.369018,0.0199491,0.0560777,2.39,-0.704083,0.779721,0.226313,-1.35249,0.0199645,-0.402461,1.82866,-0.505682,0.232406,0.605904,-1.16254,0.0199491,0.115643,1.895,-0.649691,-3.14159,0.898447,1.5708,0.256021,0.115643,1.895,-0.649691,-3.14159,0.898447,1.5708,0.256021,0.115643,1.895,-0.649691,-3.14159,0.898447,1.5708,0.256021,0.115643,1.895,-0.649691,-3.14159,0.898447,1.5708,0.256021,0.115643,1.895,-0.649691,-3.14159,0.898447,1.5708,0.256021,
0.6262,0.199778,1.87571,-0.0772959,-2.87526,0.778267,-0.878914,0.0199491,-0.476652,2.0754,-1.10561,1.93498,0.425634,-1.52563,0.0199491,-0.306972,2.03646,-0.939408,3.13447,0.881297,0.202096,0.0199491,-0.384228,2.26205,-0.427648,2.72674,0.994192,0.369071,0.0199491,0.0566551,2.39,-0.704581,0.778026,0.226383,-1.35314,0.0199645,-0.401814,1.82905,-0.505888,0.231822,0.605497,-1.16237,0.0199491,0.116049,1.895,-0.650094,-3.14159,0.898897,1.5708,0.256021,0.116049,1.895,-0.650094,-3.14159,0.898897,1.5708,0.256021,0.116049,1.895,-0.650094,-3.14159,0.898897,1.5708,0.256021,0.116049,1.895,-0.650094,-3.14159,0.898897,1.5708,0.256021,0.116049,1.895,-0.650094,-3.14159,0.898897,1.5708,0.256021,
0.6363,0.199909,1.87583,-0.0781955,-2.87326,0.778305,-0.876991,0.0199491,-0.475579,2.07551,-1.10696,1.93396,0.426396,-1.52632,0.0199491,-0.306011,2.03649,-0.940666,3.13499,0.881616,0.202893,0.0199491,-0.383528,2.26218,-0.429236,2.72632,0.994684,0.368584,0.0199491,0.0574606,2.39001,-0.705628,0.775745,0.226205,-1.35428,0.0199645,-0.401041,1.82929,-0.506975,0.232212,0.603947,-1.16198,0.0199491,0.116672,1.89501,-0.650943,-3.14157,0.900072,1.57081,0.256021,0.116672,1.89501,-0.650943,-3.14157,0.900072,1.57081,0.256021,0.116672,1.89501,-0.650943,-3.14157,0.900072,1.57081,0.256021,0.116672,1.89501,-0.650943,-3.14157,0.900072,1.57081,0.256021,0.116672,1.89501,-0.650943,-3.14157,0.900072,1.57081,0.256021,
0.6464,0.199738,1.87603,-0.0791382,-2.87104,0.77843,-0.87477,0.0199491,-0.475586,2.0749,-1.10765,1.92434,0.424546,-1.53123,0.0199491,-0.305674,2.03554,-0.941628,3.13347,0.875919,0.195251,0.0199491,-0.383758,2.26089,-0.430853,2.73362,0.999655,0.369561,0.0199491,0.0549634,2.39002,-0.707058,0.808874,0.218453,-1.34748,0.0199645,-0.400524,1.82882,-0.508489,0.242505,0.598531,-1.15575,0.0199491,0.117238,1.89502,-0.65191,-3.14159,0.901541,1.57086,0.256021,0.117238,1.89502,-0.65191,-3.14159,0.901541,1.57086,0.256021,0.117238,1.89502,-0.65191,-3.14159,0.901541,1.57086,0.256021,0.117238,1.89502,-0.65191,-3.14159,0.901541,1.57086,0.256021,0.117238,1.89502,-0.65191,-3.14159,0.901541,1.57086,0.256021,
0.6565,0.199731,1.8762,-0.0793763,-2.8694,0.777649,-0.873255,0.0199491,-0.476024,2.07438,-1.10755,1.92341,0.421612,-1.53139,0.0199491,-0.305703,2.03492,-0.941771,3.1329,0.873973,0.191382,0.0199491,-0.384069,2.25986,-0.430888,2.73807,1.00114,0.36975,0.0199491,0.0535734,2.39,-0.707312,0.825122,0.214671,-1.34411,0.0199645,-0.400189,1.82858,-0.508672,0.247761,0.596205,-1.15251,0.0199491,0.117449,1.895,-0.652172,-3.14159,0.901905,1.5708,0.256021,0.117449,1.895,-0.652172,-3.14159,0.901905,1.5708,0.256021,0.117449,1.895,-0.652172,-3.14159,0.901905,1.5708,0.256021,0.117449,1.895,-0.652172,-3.14159,0.901905,1.5708,0.256021,0.117449,1.895,-0.652172,-3.14159,0.901905,1.5708,0.256021,
0.6666,0.199795,1.87627,-0.0800005,-2.86886,0.778213,-0.872352,0.0199491,-0.475449,2.07451,-1.10843,1.92263,0.420285,-1.53117,0.0199491,-0.304951,2.03469,-0.942766,3.13272,0.874232,0.190094,0.0199491,-0.383727,2.26002,-0.431623,2.73477,0.999871,0.369842,0.0199491,0.0537046,2.39,-0.708015,0.830219,0.212902,-1.34366,0.0199645,-0.399447,1.82884,-0.5095,0.247923,0.595024,-1.15214,0.0199491,0.118053,1.895,-0.652871,-3.14159,0.902844,1.5708,0.256021,0.118053,1.895,-0.652871,-3.14159,0.902844,1.5708,0.256021,0.118053,1.895,-0.652871,-3.14159,0.902844,1.5708,0.256021,0.118053,1.895,-0.652871,-3.14159,0.902844,1.5708,0.256021,0.118053,1.895,-0.652871,-3.14159,0.902844,1.5708,0.256021,
0.6767,0.199207,1.87535,-0.0804215,-2.88015,0.786372,-0.879725,0.0199491,-0.474367,2.07443,-1.11008,1.92274,0.420161,-1.53238,0.0199491,-0.304056,2.0346,-0.944197,3.13277,0.875732,0.189924,0.0199491,-0.383702,2.25949,-0.433256,2.73547,1.00268,0.368077,0.0199491,0.0543142,2.39,-0.708873,0.82993,0.21214,-1.34456,0.0199645,-0.398949,1.82876,-0.510923,0.251786,0.592204,-1.14983,0.0199491,0.118612,1.895,-0.653794,-3.14159,0.9041,1.5708,0.256021,0.118612,1.895,-0.653794,-3.14159,0.9041,1.5708,0.256021,0.118612,1.895,-0.653794,-3.14159,0.9041,1.5708,0.256021,0.118612,1.895,-0.653794,-3.14159,0.9041,1.5708,0.256021,0.118612,1.895,-0.653794,-3.14159,0.9041,1.5708,0.256021,
0.6868,0.198075,1.87476,-0.0804703,-2.88796,0.792292,-0.884676,0.0199491,-0.473808,2.0745,-1.11128,1.92121,0.420686,-1.53412,0.0199491,-0.303723,2.03454,-0.945179,3.13273,0.876919,0.189701,0.0199491,-0.384183,2.25957,-0.434331,2.73359,1.00497,0.367865,0.0199491,0.054328,2.39,-0.709352,0.830204,0.211235,-1.34536,0.0199645,-0.399045,1.82872,-0.511937,0.254815,0.589714,-1.14798,0.0199491,0.118606,1.895,-0.654271,-3.14159,0.90533,1.5708,0.256021,0.118606,1.895,-0.654271,-3.14159,0.90533,1.5708,0.256021,0.118606,1.895,-0.654271,-3.14159,0.90533,1.5708,0.256021,0.118606,1.895,-0.654271,-3.14159,0.90533,1.5708,0.256021,0.118606,1.895,-0.654271,-3.14159,0.90533,1.5708,0.256021,
0.6969,0.198085,1.87554,-0.0807782,-2.88126,0.788408,-0.879426,0.0199491,-0.473317,2.07472,-1.1118,1.92105,0.420211,-1.53368,0.0199491,-0.303153,2.03448,-0.945812,3.13268,0.877262,0.18945,0.0199491,-0.383559,2.25968,-0.434875,2.73273,1.00308,0.366811,0.0199491,0.05474,2.39,-0.70977,0.830726,0.210796,-1.34558,0.0199645,-0.398511,1.82913,-0.512425,0.251906,0.590181,-1.14942,0.0199491,0.119054,1.895,-0.65471,-3.14159,0.905836,1.5708,0.256021,0.119054,1.895,-0.65471,-3.14159,0.905836,1.5708,0.256021,0.119054,1.895,-0.65471,-3.14159,0.905836,1.5708,0.256021,0.119054,1.895,-0.65471,-3.14159,0.905836,1.5708,0.256021,0.119054,1.895,-0.65471,-3.14159,0.905836,1.5708,0.256021,
0.707,0.197988,1.87549,-0.0812693,-2.88299,0.790317,-0.880115,0.0199491,-0.472327,2.07482,-1.11297,1.92047,0.420329,-1.5344,0.0199491,-0.302262,2.03442,-0.946905,3.13261,0.878066,0.189204,0.0199491,-0.383125,2.25977,-0.436047,2.73181,1.00389,0.36638,0.0199491,0.0553739,2.39,-0.710485,0.831101,0.210072,-1.34615,0.0199645,-0.397916,1.82919,-0.513509,0.252857,0.58878,-1.14883,0.0199491,0.119691,1.895,-0.655422,-3.14159,0.906788,1.5708,0.256021,0.119691,1.895,-0.655422,-3.14159,0.906788,1.5708,0.256021,0.119691,1.895,-0.655422,-3.14159,0.906788,1.5708,0.256021,0.119691,1.895,-0.655422,-3.14159,0.906788,1.5708,0.256021,0.119691,1.895,-0.655422,-3.14159,0.906788,1.5708,0.256021,
0.7171,0.197616,1.87185,-0.0820344,-2.92262,0.81401,-0.908021,0.0199491,-0.470898,2.07467,-1.11491,1.92127,0.421242,-1.53603,0.0199491,-0.30122,2.03432,-0.948457,3.13318,0.881362,0.18998,0.0199491,-0.383223,2.25946,-0.437878,2.73106,1.01071,0.365407,0.0199491,0.0563664,2.39,-0.711206,0.828412,0.209728,-1.34767,0.0199645,-0.39744,1.82851,-0.515211,0.2633,0.583452,-1.14291,0.0199491,0.120354,1.895,-0.656434,3.14159,0.908058,1.5708,0.256021,0.120354,1.895,-0.656434,3.14159,0.908058,1.5708,0.256021,0.120354,1.895,-0.656434,3.14159,0.908058,1.5708,0.256021,0.120354,1.895,-0.656434,3.14159,0.908058,1.5708,0.256021,0.120354,1.895,-0.656434,3.14159,0.908058,1.5708,0.256021,
0.7272,0.199708,1.87197,-0.0843256,-2.90805,0.80749,-0.896909,0.0199491,-0.469686,2.07484,-1.11641,1.92089,0.42229,-1.53732,0.0199491,-0.300322,2.03432,-0.949734,3.13343,0.883451,0.190648,0.0199491,-0.382376,2.2595,-0.439185,2.73209,1.00991,0.363533,0.0199491,0.057262,2.39,-0.711852,0.825317,0.209606,-1.34913,0.0199645,-0.396902,1.82873,-0.51635,0.264092,0.581888,-1.14214,0.0199491,0.120891,1.895,-0.657214,-3.14159,0.909167,1.5708,0.256021,0.120891,1.895,-0.657214,-3.14159,0.909167,1.5708,0.256021,0.120891,1.895,-0.657214,-3.14159,0.909167,1.5708,0.256021,0.120891,1.895,-0.657214,-3.14159,0.909167,1.5708,0.256021,0.120891,1.895,-0.657214,-3.14159,0.909167,1.5708,0.256021,
0.7373,0.200939,1.87199,-0.0861346,-2.90078,0.804712,-0.891077,0.0199491,-0.468599,2.07539,-1.1178,1.91988,0.422932,-1.5374,0.0199491,-0.299335,2.03436,-0.951132,3.13357,0.88527,0.191189,0.0199491,-0.381475,2.26052,-0.440546,2.72837,1.00844,0.363429,0.0199491,0.0581757,2.39,-0.712654,0.822459,0.209353,-1.3506,0.0199645,-0.396251,1.82924,-0.517536,0.262431,0.581068,-1.14267,0.0199491,0.121482,1.895,-0.658071,-3.14159,0.910392,1.5708,0.256021,0.121482,1.895,-0.658071,-3.14159,0.910392,1.5708,0.256021,0.121482,1.895,-0.658071,-3.14159,0.910392,1.5708,0.256021,0.121482,1.895,-0.658071,-3.14159,0.910392,1.5708,0.256021,0.121482,1.895,-0.658071,-3.14159,0.910392,1.5708,0.256021,
0.7474,0.201629,1.87163,-0.0876065,-2.90021,0.805791,-0.890053,0.0199491,-0.467336,2.07569,-1.11943,1.91967,0.423675,-1.53805,0.0199491,-0.298283,2.03438,-0.952644,3.13372,0.887242,0.191728,0.0199491,-0.380778,2.26089,-0.442272,2.72746,1.00897,0.362036,0.0199491,0.0591226,2.39,-0.71352,0.819621,0.208999,-1.35216,0.0199645,-0.395637,1.82948,-0.518944,0.263837,0.578937,-1.14153,0.0199491,0.122104,1.895,-0.658991,3.14159,0.91174,1.5708,0.256021,0.122104,1.895,-0.658991,3.14159,0.91174,1.5708,0.256021,0.122104,1.895,-0.658991,3.14159,0.91174,1.5708,0.256021,0.122104,1.895,-0.658991,3.14159,0.91174,1.5708,0.256021,0.122104,1.895,-0.658991,3.14159,0.91174,1.5708,0.256021,
0.7575,0.202108,1.87132,-0.088819,-2.90052,0.807203,-0.889702,0.0199491,-0.46626,2.07601,-1.12085,1.91925,0.424344,-1.53856,0.0199491,-0.297378,2.0344,-0.953983,3.13391,0.888961,0.192245,0.0199491,-0.380164,2.26131,-0.443759,2.72564,1.00852,0.360573,0.0199491,0.0599338,2.39002,-0.714297,0.817114,0.208724,-1.35355,0.0199645,-0.395127,1.82977,-0.520157,0.264601,0.577304,-1.14074,0.0199491,0.122633,1.89502,-0.659807,-3.14153,0.912917,1.57084,0.256021,0.122633,1.89502,-0.659807,-3.14153,0.912917,1.57084,0.256021,0.122633,1.89502,-0.659807,-3.14153,0.912917,1.57084,0.256021,0.122633,1.89502,-0.659807,-3.14153,0.912917,1.57084,0.256021,0.122633,1.89502,-0.659807,-3.14153,0.912917,1.57084,0.256021,
0.7676,0.202336,1.87102,-0.0900629,-2.90085,0.808943,-0.889322,0.0199491,-0.465065,2.07623,-1.12257,1.91872,0.424903,-1.53955,0.0199491,-0.296387,2.0343,-0.955578,3.13411,0.891057,0.192245,0.0199491,-0.379651,2.2615,-0.445621,2.72404,1.00866,0.358819,0.0199491,0.0606812,2.39001,-0.715159,0.815176,0.208232,-1.35482,0.0199645,-0.39462,1.82994,-0.521744,0.266523,0.574797,-1.13935,0.0199491,0.123212,1.895,-0.66077,-3.14158,0.914413,1.57081,0.256021,0.123212,1.895,-0.66077,-3.14158,0.914413,1.57081,0.256021,0.123212,1.895,-0.66077,-3.14158,0.914413,1.57081,0.256021,0.123212,1.895,-0.66077,-3.14158,0.914413,1.57081,0.256021,0.123212,1.895,-0.66077,-3.14158,0.914413,1.57081,0.256021,
0.7777,0.202502,1.87074,-0.0910862,-2.90171,0.81073,-0.889378,0.0199491,-0.463986,2.07649,-1.12404,1.9188,0.425522,-1.54012,0.0199491,-0.295515,2.03431,-0.95692,3.13431,0.893098,0.192806,0.0199491,-0.379305,2.26185,-0.447131,2.72293,1.00927,0.357632,0.0199491,0.0614857,2.39,-0.715845,0.811992,0.208021,-1.35635,0.0199645,-0.394227,1.83017,-0.523039,0.267427,0.573065,-1.13849,0.0199491,0.123682,1.895,-0.661564,3.14159,0.915667,1.5708,0.256021,0.123682,1.895,-0.661564,3.14159,0.915667,1.5708,0.256021,0.123682,1.895,-0.661564,3.14159,0.915667,1.5708,0.256021,0.123682,1.895,-0.661564,3.14159,0.915667,1.5708,0.256021,0.123682,1.895,-0.661564,3.14159,0.915667,1.5708,0.256021,
0.7878,0.202634,1.87059,-0.092203,-2.90189,0.812284,-0.888917,0.0199491,-0.462783,2.07679,-1.12573,1.91801,0.426328,-1.54108,0.0199491,-0.294538,2.03432,-0.958453,3.13454,0.895017,0.193326,0.0199491,-0.378762,2.26227,-0.448839,2.72063,1.00884,0.355976,0.0199491,0.0623046,2.39002,-0.716754,0.809587,0.207575,-1.35785,0.0199645,-0.393772,1.83046,-0.524558,0.267459,0.571521,-1.13823,0.0199491,0.124231,1.89502,-0.662496,-3.14151,0.917027,1.57086,0.256021,0.124231,1.89502,-0.662496,-3.14151,0.917027,1.57086,0.256021,0.124231,1.89502,-0.662496,-3.14151,0.917027,1.57086,0.256021,0.124231,1.89502,-0.662496,-3.14151,0.917027,1.57086,0.256021,0.124231,1.89502,-0.662496,-3.14151,0.917027,1.57086,0.256021,
0.7979,0.202762,1.87041,-0.0932489,-2.90212,0.813807,-0.8885,0.0199491,-0.461593,2.07702,-1.12733,1.91756,0.426973,-1.54195,0.0199491,-0.293557,2.03433,-0.959915,3.13462,0.896723,0.193648,0.0199491,-0.378278,2.26256,-0.450478,2.71957,1.00974,0.354961,0.0199491,0.0631044,2.39002,-0.717624,0.807631,0.207023,-1.35919,0.0199645,-0.393308,1.83067,-0.526032,0.268204,0.569723,-1.13756,0.0199491,0.124796,1.89502,-0.663385,-3.14152,0.918363,1.57085,0.256021,0.124796,1.89502,-0.663385,-3.14152,0.918363,1.57085,0.256021,0.124796,1.89502,-0.663385,-3.14152,0.918363,1.57085,0.256021,0.124796,1.89502,-0.663385,-3.14152,0.918363,1.57085,0.256021,0.124796,1.89502,-0.663385,-3.14152,0.918363,1.57085,0.256021,
