time,0_rod(payload_bars compound_H0O7Fe).X,0_rod(payload_bars compound_H0O7Fe).Y,0_rod(payload_bars compound_H0O7Fe).Z,0_rod(payload_bars compound_H0O7Fe).Euler1,0_rod(payload_bars compound_H0O7Fe).Euler2,0_rod(payload_bars compound_H0O7Fe).Euler3,0_rod(payload_bars compound_H0O7Fe).mass,1_rod(payload_bars compound_H0O7Fe).X,1_rod(payload_bars compound_H0O7Fe).Y,1_rod(payload_bars compound_H0O7Fe).Z,1_rod(payload_bars compound_H0O7Fe).Euler1,1_rod(payload_bars compound_H0O7Fe).Euler2,1_rod(payload_bars compound_H0O7Fe).Euler3,1_rod(payload_bars compound_H0O7Fe).mass,2_rod(payload_bars compound_H0O7Fe).X,2_rod(payload_bars compound_H0O7Fe).Y,2_rod(payload_bars compound_H0O7Fe).Z,2_rod(payload_bars compound_H0O7Fe).Euler1,2_rod(payload_bars compound_H0O7Fe).Euler2,2_rod(payload_bars compound_H0O7Fe).Euler3,2_rod(payload_bars compound_H0O7Fe).mass,3_rod(payload_bars compound_H0O7Fe).X,3_rod(payload_bars compound_H0O7Fe).Y,3_rod(payload_bars compound_H0O7Fe).Z,3_rod(payload_bars compound_H0O7Fe).Euler1,3_rod(payload_bars compound_H0O7Fe).Euler2,3_rod(payload_bars compound_H0O7Fe).Euler3,3_rod(payload_bars compound_H0O7Fe).mass,4_rod(payload_bars compound_H0O7Fe).X,4_rod(payload_bars compound_H0O7Fe).Y,4_rod(payload_bars compound_H0O7Fe).Z,4_rod(payload_bars compound_H0O7Fe).Euler1,4_rod(payload_bars compound_H0O7Fe).Euler2,4_rod(payload_bars compound_H0O7Fe).Euler3,4_rod(payload_bars compound_H0O7Fe).mass,5_rod(strut).X,5_rod(strut).Y,5_rod(strut).Z,5_rod(strut).Euler1,5_rod(strut).Euler2,5_rod(strut).Euler3,5_rod(strut).mass,6_rod(strut).X,6_rod(strut).Y,6_rod(strut).Z,6_rod(strut).Euler1,6_rod(strut).Euler2,6_rod(strut).Euler3,6_rod(strut).mass,7_rod(strut).X,7_rod(strut).Y,7_rod(strut).Z,7_rod(strut).Euler1,7_rod(strut).Euler2,7_rod(strut).Euler3,7_rod(strut).mass,8_rod(strut).X,8_rod(strut).Y,8_rod(strut).Z,8_rod(strut).Euler1,8_rod(strut).Euler2,8_rod(strut).Euler3,8_rod(strut).mass,9_rod(strut).X,9_rod(strut).Y,9_rod(strut).Z,9_rod(strut).Euler1,9_rod(strut).Euler2,9_rod(strut).Euler3,9_rod(strut).mass,10_rod(strut).X,10_rod(strut).Y,10_rod(strut).Z,10_rod(strut).Euler1,10_rod(strut).Euler2,10_rod(strut).Euler3,10_rod(strut).mass,
3.3229,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.47923,4.50249,26.8438,0.464328,0.718316,2.55981,0.199491,3.63712,5.39997,22.3009,0.291174,0.603205,2.57388,0.199491,1.97502,4.72263,24.6246,0.28257,0.640058,-2.10165,0.199491,0.481675,7.54995,23.0622,0.330031,0.692625,-2.19372,0.199491,1.51203,7.50085,24.7155,0.0125127,-0.900739,-1.41586,0.199645,-0.0638272,4.44791,22.8838,0.0761751,-0.839082,-1.43246,0.199491,
3.333,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.48867,4.50521,26.8644,0.476262,0.711066,2.57006,0.199491,3.63939,5.43054,22.2696,0.277499,0.631974,2.56761,0.199491,1.97951,4.72192,24.6228,0.337745,0.666884,-2.06731,0.199491,0.447265,7.58752,23.0541,0.271926,0.66089,-2.22865,0.199491,1.50875,7.52905,24.7186,0.0496073,-0.900328,-1.44156,0.199645,-0.0853164,4.45632,22.8724,0.0409786,-0.830304,-1.40426,0.199491,
3.3431,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.49689,4.50682,26.8817,0.479823,0.712937,2.57439,0.199491,3.64148,5.46226,22.2386,0.279522,0.640895,2.56983,0.199491,1.98422,4.72325,24.6188,0.360819,0.678378,-2.0527,0.199491,0.41497,7.62273,23.0451,0.26263,0.656835,-2.23342,0.199491,1.50507,7.55675,24.7179,0.0135686,-0.893574,-1.40962,0.199645,-0.104754,4.46459,22.8604,0.0578763,-0.82744,-1.41434,0.199491,
3.3532,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.50449,4.50605,26.8945,0.475664,0.72336,2.57284,0.199491,3.6436,5.49395,22.2089,0.309287,0.61384,2.58758,0.199491,1.98919,4.7272,24.6123,0.336527,0.669818,-2.06847,0.199491,0.384622,7.6535,23.0333,0.35485,0.710301,-2.17448,0.199491,1.50081,7.58262,24.7133,0.0412333,-0.89318,-1.4272,0.199645,-0.121706,4.47147,22.8466,0.0357534,-0.82087,-1.39539,0.199491,
3.3633,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.51153,4.50337,26.9034,0.467561,0.737576,2.56789,0.199491,3.64412,5.5235,22.1797,0.273898,0.668382,2.56567,0.199491,1.99276,4.73404,24.6038,0.297641,0.654117,-2.09384,0.199491,0.356942,7.67958,23.0194,0.227211,0.636008,-2.25472,0.199491,1.49462,7.6048,24.7045,0.0279226,-0.88898,-1.41303,0.199645,-0.136355,4.47641,22.8321,0.0478648,-0.818671,-1.40166,0.199491,
3.3734,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.51837,4.49929,26.9099,0.465442,0.743973,2.5663,0.199491,3.64039,5.54801,22.153,0.314989,0.625457,2.58871,0.199491,1.99512,4.74348,24.5935,0.276868,0.646383,-2.1085,0.199491,0.330805,7.69887,23.003,0.33747,0.703199,-2.18767,0.199491,1.48783,7.62466,24.6917,0.0307882,-0.886078,-1.41205,0.199645,-0.150488,4.47901,22.8201,0.0480743,-0.815425,-1.39951,0.199491,
3.3835,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.5244,4.49543,26.9151,0.469358,0.742698,2.56867,0.199491,3.6309,5.56759,22.1291,0.298234,0.654813,2.57628,0.199491,1.99505,4.75638,24.581,0.284336,0.65249,-2.10689,0.199491,0.307542,7.71134,22.9861,0.310103,0.690136,-2.20691,0.199491,1.4783,7.63923,24.6754,0.0522739,-0.884179,-1.42646,0.199645,-0.164534,4.48076,22.8095,0.050005,-0.812321,-1.3992,0.199491,
3.3936,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.52941,4.49162,26.9188,0.476898,0.736394,2.57329,0.199491,3.61636,5.58407,22.1084,0.291745,0.670387,2.56921,0.199491,1.99272,4.77257,24.5662,0.321047,0.672629,-2.08789,0.199491,0.289217,7.71556,22.9717,0.246477,0.654409,-2.24857,0.199491,1.46717,7.64999,24.6539,0.0361451,-0.878136,-1.41218,0.199645,-0.179313,4.48198,22.8024,0.0693338,-0.811443,-1.4116,0.199491,
3.4037,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.53309,4.48763,26.9199,0.478373,0.736357,2.5736,0.199491,3.59692,5.59827,22.0923,0.327923,0.633049,2.58756,0.199491,1.98941,4.79188,24.5485,0.346421,0.687341,-2.07626,0.199491,0.276064,7.71148,22.9588,0.376153,0.731252,-2.16738,0.199491,1.4537,7.65717,24.6284,0.0596044,-0.875402,-1.42873,0.199645,-0.192818,4.48434,22.7972,0.0580933,-0.807387,-1.40175,0.199491,
3.4138,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.53533,4.48292,26.9174,0.473911,0.74224,2.56948,0.199491,3.57448,5.61109,22.0798,0.293571,0.683333,2.56225,0.199491,1.98383,4.8144,24.5286,0.361556,0.697392,-2.07182,0.199491,0.268401,7.70065,22.947,0.280649,0.68094,-2.23142,0.199491,1.43736,7.65991,24.5993,0.0503429,-0.869426,-1.42032,0.199645,-0.204709,4.48632,22.7922,0.0696364,-0.806428,-1.40831,0.199491,
3.4239,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.53731,4.47587,26.911,0.468123,0.748836,2.56363,0.199491,3.55063,5.6207,22.0707,0.309519,0.670783,2.56702,0.199491,1.97693,4.83913,24.507,0.361505,0.70097,-2.07775,0.199491,0.26361,7.68341,22.9342,0.271064,0.677319,-2.24043,0.199491,1.42042,7.65938,24.5663,0.0566757,-0.865321,-1.4239,0.199645,-0.2148,4.48603,22.7887,0.0738049,-0.805365,-1.40938,0.199491,
3.434,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.53887,4.46688,26.9011,0.459635,0.757585,2.55522,0.199491,3.52471,5.62621,22.0643,0.333635,0.646239,2.57572,0.199491,1.96845,4.86536,24.4842,0.343462,0.69637,-2.09587,0.199491,0.260446,7.66119,22.9184,0.391008,0.746086,-2.16569,0.199491,1.40131,7.65485,24.5321,0.0726855,-0.862176,-1.43536,0.199645,-0.22165,4.48381,22.7849,0.0834963,-0.805403,-1.41464,0.199491,
3.4441,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.54059,4.45612,26.8886,0.452617,0.763981,2.54719,0.199491,3.49764,5.62843,22.0597,0.296029,0.694751,2.5456,0.199491,1.95779,4.89277,24.461,0.329886,0.693243,-2.11154,0.199491,0.259756,7.63466,22.9016,0.296118,0.696279,-2.23295,0.199491,1.38118,7.64674,24.4962,0.0732211,-0.857937,-1.4353,0.199645,-0.227446,4.47916,22.7817,0.105545,-0.807172,-1.4289,0.199491,
3.4542,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.54188,4.4447,26.8745,0.445282,0.770076,2.53865,0.199491,3.46898,5.62832,22.0588,0.311574,0.679959,2.5483,0.199491,1.94614,4.92118,24.4368,0.313916,0.688657,-2.12907,0.199491,0.261125,7.60487,22.8854,0.279038,0.687647,-2.24888,0.199491,1.36062,7.63656,24.4594,0.0860691,-0.854797,-1.44482,0.199645,-0.232521,4.47376,22.7805,0.128327,-0.809259,-1.44367,0.199491,
3.4643,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.5421,4.43419,26.8597,0.438287,0.775105,2.53047,0.199491,3.43809,5.62794,22.061,0.333278,0.657556,2.55455,0.199491,1.93324,4.95034,24.412,0.295595,0.682317,-2.14838,0.199491,0.265296,7.57226,22.8713,0.397045,0.755827,-2.17521,0.199491,1.33833,7.62452,24.4235,0.0984759,-0.851267,-1.45433,0.199645,-0.236821,4.4698,22.7796,0.149613,-0.811071,-1.45749,0.199491,
3.4744,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.5421,4.42434,26.8455,0.429075,0.782235,2.52091,0.199491,3.40619,5.6275,22.0652,0.297763,0.701301,2.52531,0.199491,1.91941,4.97937,24.387,0.288945,0.68162,-2.16031,0.199491,0.272697,7.53793,22.8606,0.301851,0.705193,-2.24266,0.199491,1.31561,7.61101,24.3876,0.101081,-0.846886,-1.45643,0.199645,-0.242722,4.46658,22.7802,0.15056,-0.811317,-1.45636,0.199491,
3.4845,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.5415,4.41555,26.832,0.423134,0.78574,2.51387,0.199491,3.37316,5.62667,22.0714,0.31842,0.682379,2.5318,0.199491,1.90553,5.00754,24.3624,0.293919,0.687085,-2.16467,0.199491,0.280748,7.50411,22.8515,0.308364,0.71117,-2.24226,0.199491,1.29268,7.59787,24.3535,0.107544,-0.842491,-1.46172,0.199645,-0.24917,4.46477,22.7824,0.166269,-0.812709,-1.46591,0.199491,
3.4946,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.54104,4.40779,26.8202,0.428858,0.777727,2.51532,0.199491,3.34067,5.62612,22.0774,0.332204,0.670399,2.53397,0.199491,1.89129,5.03469,24.3391,0.311998,0.699341,-2.16038,0.199491,0.287509,7.47202,22.8434,0.40229,0.765448,-2.18243,0.199491,1.26979,7.58565,24.3228,0.119203,-0.838377,-1.4711,0.199645,-0.255596,4.46361,22.7844,0.17348,-0.813027,-1.46972,0.199491,
3.5047,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.54204,4.39986,26.8108,0.435055,0.770113,2.51723,0.199491,3.31072,5.62588,22.0818,0.300858,0.707594,2.50808,0.199491,1.87792,5.0595,24.3179,0.333377,0.713068,-2.15311,0.199491,0.292196,7.44463,22.8347,0.289614,0.703916,-2.26142,0.199491,1.24885,7.57442,24.2941,0.121647,-0.834021,-1.47336,0.199645,-0.26369,4.4615,22.7868,0.172183,-0.81283,-1.46711,0.199491,
3.5148,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.54342,4.3923,26.8027,0.437047,0.767209,2.5164,0.199491,3.2847,5.62768,22.0836,0.334329,0.674856,2.52397,0.199491,1.86616,5.08128,24.2986,0.342317,0.720097,-2.15307,0.199491,0.291638,7.42358,22.8249,0.373329,0.754786,-2.20897,0.199491,1.22987,7.56698,24.2696,0.128054,-0.830332,-1.47834,0.199645,-0.271211,4.45882,22.7872,0.203966,-0.814546,-1.48864,0.199491,
3.5249,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.54622,4.38473,26.7969,0.438391,0.765868,2.51534,0.199491,3.26465,5.63291,22.0801,0.31608,0.697645,2.50777,0.199491,1.85586,5.0994,24.2827,0.335848,0.718662,-2.16232,0.199491,0.28621,7.40979,22.8143,0.352849,0.744803,-2.22572,0.199491,1.21321,7.56313,24.249,0.136875,-0.827697,-1.48416,0.199645,-0.278807,4.45633,22.7844,0.193977,-0.813117,-1.47987,0.199491,
3.535,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.55073,4.37732,26.7942,0.431358,0.774227,2.50882,0.199491,3.25094,5.64164,22.072,0.318428,0.699375,2.50568,0.199491,1.84951,5.11299,24.2699,0.307915,0.705282,-2.18438,0.199491,0.274927,7.40516,22.8029,0.320009,0.726446,-2.25023,0.199491,1.19988,7.56425,24.2322,0.134352,-0.825011,-1.48083,0.199645,-0.28795,4.45255,22.78,0.210988,-0.813309,-1.49021,0.199491,
3.5451,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.55644,4.3712,26.7953,0.425557,0.782221,2.50369,0.199491,3.24309,5.65414,22.0583,0.336572,0.684472,2.51463,0.199491,1.8451,5.12246,24.2609,0.28553,0.693621,-2.20151,0.199491,0.2562,7.40867,22.7917,0.404368,0.774191,-2.19441,0.199491,1.18936,7.57102,24.2209,0.146699,-0.823801,-1.48779,0.199645,-0.29762,4.44858,22.7724,0.21569,-0.811788,-1.49209,0.199491,
3.5552,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.56488,4.36631,26.8008,0.429528,0.782133,2.50606,0.199491,3.2394,5.66841,22.0395,0.310402,0.716307,2.49646,0.199491,1.84287,5.12718,24.256,0.280285,0.691081,-2.20618,0.199491,0.231568,7.4215,22.7796,0.302804,0.716948,-2.26438,0.199491,1.18149,7.5813,24.2135,0.141104,-0.822067,-1.48106,0.199645,-0.310095,4.44511,22.7638,0.200327,-0.80867,-1.47943,0.199491,
3.5653,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.5743,4.36312,26.8101,0.438181,0.778245,2.51234,0.199491,3.23898,5.68455,22.0174,0.341317,0.689224,2.51607,0.199491,1.843,5.12817,24.254,0.288633,0.696284,-2.201,0.199491,0.200674,7.4412,22.7685,0.391821,0.769094,-2.20475,0.199491,1.17596,7.5969,24.2112,0.148135,-0.821169,-1.48349,0.199645,-0.32427,4.44113,22.7548,0.224553,-0.807313,-1.49566,0.199491,
3.5754,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.58436,4.3607,26.8233,0.445093,0.77697,2.51783,0.199491,3.24161,5.70197,21.992,0.327378,0.709408,2.50754,0.199491,1.84421,5.12613,24.2551,0.310603,0.708619,-2.18609,0.199491,0.166025,7.46527,22.7587,0.358386,0.75161,-2.2277,0.199491,1.17185,7.61431,24.2126,0.1506,-0.820317,-1.48208,0.199645,-0.339789,4.43732,22.745,0.194014,-0.801911,-1.47266,0.199491,
3.5855,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.59467,4.35857,26.8383,0.44636,0.781969,2.51961,0.199491,3.24559,5.72,21.9658,0.322029,0.720914,2.50515,0.199491,1.84739,5.12149,24.2583,0.330697,0.71934,-2.17145,0.199491,0.129063,7.493,22.7498,0.312319,0.725127,-2.25829,0.199491,1.16898,7.63328,24.2166,0.14269,-0.818947,-1.47292,0.199645,-0.356655,4.43307,22.7359,0.192415,-0.798392,-1.47016,0.199491,
3.5956,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.60479,4.35679,26.8539,0.449466,0.785151,2.52278,0.199491,3.25098,5.73921,21.9398,0.351316,0.69577,2.52552,0.199491,1.85021,5.11582,24.2629,0.352784,0.730262,-2.15511,0.199491,0.0908931,7.52198,22.7426,0.409091,0.779684,-2.19158,0.199491,1.1663,7.65376,24.2237,0.153869,-0.81912,-1.47761,0.199645,-0.372407,4.42926,22.7266,0.208005,-0.795879,-1.48017,0.199491,
3.6057,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.61506,4.35442,26.8692,0.453952,0.786929,2.52678,0.199491,3.25645,5.7584,21.9152,0.334014,0.719719,2.51585,0.199491,1.85292,5.10914,24.2688,0.369618,0.737755,-2.14197,0.199491,0.0535396,7.55161,22.736,0.354132,0.749929,-2.22911,0.199491,1.16339,7.67349,24.232,0.147384,-0.818557,-1.46922,0.199645,-0.387681,4.42661,22.7176,0.171265,-0.789961,-1.4526,0.199491,
3.6158,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.62475,4.35169,26.8831,0.451528,0.795425,2.52573,0.199491,3.26175,5.77741,21.8931,0.32881,0.730744,2.51388,0.199491,1.85557,5.10219,24.275,0.371484,0.737622,-2.13889,0.199491,0.01789,7.5802,22.7314,0.307963,0.721942,-2.25986,0.199491,1.15972,7.69295,24.2417,0.14201,-0.818202,-1.46165,0.199645,-0.401855,4.4242,22.7097,0.175668,-0.787598,-1.45407,0.199491,
3.6259,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.63397,4.34845,26.8955,0.450821,0.801712,2.52565,0.199491,3.26619,5.79632,21.8737,0.359373,0.703636,2.53543,0.199491,1.85715,5.09531,24.2818,0.368677,0.734938,-2.1391,0.199491,-0.015368,7.6058,22.7286,0.400993,0.773435,-2.19618,0.199491,1.15477,7.71091,24.2523,0.154699,-0.8194,-1.46729,0.199645,-0.414264,4.42291,22.7023,0.196447,-0.786856,-1.46697,0.199491,
3.636,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.64252,4.34488,26.9063,0.448003,0.809632,2.52384,0.199491,3.26873,5.81443,21.8583,0.351947,0.717078,2.53203,0.199491,1.85755,5.08889,24.2885,0.360241,0.729283,-2.14331,0.199491,-0.0451943,7.62836,22.7281,0.385155,0.763486,-2.20677,0.199491,1.14833,7.72649,24.263,0.143958,-0.819012,-1.45586,0.199645,-0.425862,4.42289,22.696,0.165753,-0.782402,-1.44325,0.199491,
3.6461,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.65038,4.34109,26.9157,0.442787,0.819391,2.5201,0.199491,3.26899,5.83147,21.8473,0.337396,0.737771,2.52358,0.199491,1.85643,5.08348,24.2949,0.353607,0.724364,-2.14662,0.199491,-0.0709836,7.64739,22.7306,0.308649,0.717564,-2.2582,0.199491,1.14029,7.73988,24.2738,0.139568,-0.819009,-1.44926,0.199645,-0.436206,4.42422,22.6923,0.157655,-0.780203,-1.43527,0.199491,
3.6562,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.6575,4.3372,26.9236,0.444836,0.821366,2.52145,0.199491,3.266,5.84721,21.8408,0.36507,0.713046,2.54301,0.199491,1.85322,5.07903,24.3013,0.360862,0.726136,-2.14101,0.199491,-0.0924364,7.66184,22.7355,0.375447,0.754215,-2.21311,0.199491,1.13026,7.75095,24.2847,0.153237,-0.820372,-1.45614,0.199645,-0.44498,4.42749,22.6908,0.187655,-0.781915,-1.45395,0.199491,
3.6663,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.66385,4.33328,26.93,0.447641,0.822031,2.52321,0.199491,3.25995,5.86133,21.8395,0.373751,0.708341,2.54964,0.199491,1.848,5.07579,24.3073,0.374266,0.730667,-2.13171,0.199491,-0.109514,7.67136,22.7436,0.422863,0.776554,-2.17995,0.199491,1.1182,7.7587,24.2951,0.142493,-0.819668,-1.44538,0.199645,-0.452802,4.43243,22.6914,0.174504,-0.780149,-1.44215,0.199491,
3.6764,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.66958,4.32896,26.9348,0.445536,0.827056,2.5212,0.199491,3.25113,5.8738,21.8429,0.353466,0.735572,2.53697,0.199491,1.84088,5.07376,24.3129,0.391616,0.736757,-2.12015,0.199491,-0.121702,7.67578,22.755,0.340079,0.729155,-2.23632,0.199491,1.10424,7.763,24.3049,0.136127,-0.819222,-1.43799,0.199645,-0.459807,4.43818,22.6946,0.147396,-0.777292,-1.42033,0.199491,
3.6865,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.67455,4.32403,26.9374,0.446441,0.828426,2.52107,0.199491,3.23945,5.8842,21.8513,0.364872,0.727678,2.54499,0.199491,1.83161,5.0728,24.3184,0.415136,0.745159,-2.10475,0.199491,-0.129679,7.67524,22.7684,0.337832,0.724796,-2.23767,0.199491,1.0883,7.76447,24.3145,0.147529,-0.820391,-1.44383,0.199645,-0.465032,4.44473,22.6998,0.171531,-0.780172,-1.43433,0.199491,
3.6966,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.67908,4.31812,26.9379,0.447535,0.829039,2.5207,0.199491,3.22565,5.89237,21.8645,0.391412,0.701391,2.56243,0.199491,1.82029,5.07286,24.3238,0.436579,0.752017,-2.0911,0.199491,-0.134113,7.66983,22.7833,0.429685,0.771126,-2.17534,0.199491,1.07054,7.76245,24.3238,0.142574,-0.82028,-1.43792,0.199645,-0.468182,4.45166,22.7069,0.19094,-0.783007,-1.44496,0.199491,
3.7067,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.68328,4.31093,26.9358,0.443025,0.834524,2.51578,0.199491,3.21034,5.89792,21.8822,0.384897,0.712181,2.55788,0.199491,1.80728,5.07355,24.3292,0.446884,0.753626,-2.08541,0.199491,-0.135158,7.65937,22.8001,0.425856,0.765486,-2.1786,0.199491,1.05121,7.75693,24.3328,0.133672,-0.820097,-1.42921,0.199645,-0.470184,4.4575,22.7154,0.165311,-0.782057,-1.42377,0.199491,
3.7168,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.68741,4.30227,26.9315,0.434131,0.843611,2.50713,0.199491,3.1943,5.90022,21.9039,0.368947,0.732534,2.54645,0.199491,1.7932,5.07461,24.3348,0.433452,0.744754,-2.09626,0.199491,-0.133783,7.64407,22.8179,0.347461,0.718784,-2.2325,0.199491,1.03025,7.74749,24.3418,0.141204,-0.821796,-1.43271,0.199645,-0.471206,4.46061,22.7255,0.149835,-0.782305,-1.4099,0.199491,
3.7269,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.69229,4.29117,26.926,0.422906,0.85475,2.4961,0.199491,3.17892,5.89593,21.9291,0.388222,0.711559,2.55743,0.199491,1.77844,5.07579,24.3409,0.4102,0.73095,-2.11374,0.199491,-0.133673,7.62296,22.8346,0.355684,0.719519,-2.22841,0.199491,1.00926,7.73357,24.3514,0.147083,-0.823736,-1.43557,0.199645,-0.472149,4.45513,22.7357,0.146628,-0.784372,-1.40505,0.199491,
3.737,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.69831,4.27675,26.9184,0.428365,0.850572,2.49666,0.199491,3.16233,5.88466,21.9556,0.409338,0.683926,2.56858,0.199491,1.76062,5.07609,24.3491,0.423539,0.732989,-2.10648,0.199491,-0.136213,7.59832,22.8465,0.443418,0.762614,-2.17158,0.199491,0.988269,7.71389,24.361,0.139035,-0.825163,-1.42877,0.199645,-0.470697,4.44563,22.7473,0.173742,-0.790216,-1.42227,0.199491,
