time,0_rod(strut).X,0_rod(strut).Y,0_rod(strut).Z,0_rod(strut).Euler1,0_rod(strut).Euler2,0_rod(strut).Euler3,0_rod(strut).mass,1_rod(strut).X,1_rod(strut).Y,1_rod(strut).Z,1_rod(strut).Euler1,1_rod(strut).Euler2,1_rod(strut).Euler3,1_rod(strut).mass,2_rod(strut).X,2_rod(strut).Y,2_rod(strut).Z,2_rod(strut).Euler1,2_rod(strut).Euler2,2_rod(strut).Euler3,2_rod(strut).mass,3_rod(strut).X,3_rod(strut).Y,3_rod(strut).Z,3_rod(strut).Euler1,3_rod(strut).Euler2,3_rod(strut).Euler3,3_rod(strut).mass,4_rod(strut).X,4_rod(strut).Y,4_rod(strut).Z,4_rod(strut).Euler1,4_rod(strut).Euler2,4_rod(strut).Euler3,4_rod(strut).mass,5_rod(strut).X,5_rod(strut).Y,5_rod(strut).Z,5_rod(strut).Euler1,5_rod(strut).Euler2,5_rod(strut).Euler3,5_rod(strut).mass,6_rod(payload_bars compound_fA45OA).X,6_rod(payload_bars compound_fA45OA).Y,6_rod(payload_bars compound_fA45OA).Z,6_rod(payload_bars compound_fA45OA).Euler1,6_rod(payload_bars compound_fA45OA).Euler2,6_rod(payload_bars compound_fA45OA).Euler3,6_rod(payload_bars compound_fA45OA).mass,7_rod(payload_bars compound_fA45OA).X,7_rod(payload_bars compound_fA45OA).Y,7_rod(payload_bars compound_fA45OA).Z,7_rod(payload_bars compound_fA45OA).Euler1,7_rod(payload_bars compound_fA45OA).Euler2,7_rod(payload_bars compound_fA45OA).Euler3,7_rod(payload_bars compound_fA45OA).mass,8_rod(payload_bars compound_fA45OA).X,8_rod(payload_bars compound_fA45OA).Y,8_rod(payload_bars compound_fA45OA).Z,8_rod(payload_bars compound_fA45OA).Euler1,8_rod(payload_bars compound_fA45OA).Euler2,8_rod(payload_bars compound_fA45OA).Euler3,8_rod(payload_bars compound_fA45OA).mass,9_rod(payload_bars compound_fA45OA).X,9_rod(payload_bars compound_fA45OA).Y,9_rod(payload_bars compound_fA45OA).Z,9_rod(payload_bars compound_fA45OA).Euler1,9_rod(payload_bars compound_fA45OA).Euler2,9_rod(payload_bars compound_fA45OA).Euler3,9_rod(payload_bars compound_fA45OA).mass,10_rod(payload_bars compound_fA45OA).X,10_rod(payload_bars compound_fA45OA).Y,10_rod(payload_bars compound_fA45OA).Z,10_rod(payload_bars compound_fA45OA).Euler1,10_rod(payload_bars compound_fA45OA).Euler2,10_rod(payload_bars compound_fA45OA).Euler3,10_rod(payload_bars compound_fA45OA).mass,
3.8279,3.61864,5.04972,0.276166,2.67617,-0.292259,2.48857,0.199491,-2.51341,8.41125,2.5759,2.5725,-0.36861,2.51223,0.199491,0.00659483,7.19117,2.32428,-0.0248222,-0.0564191,-0.863852,0.199491,-2.3324,5.03922,0.587447,2.67055,-0.306047,-2.25029,0.199491,-1.34517,5.05933,2.60599,0.817247,-0.59446,0.395166,0.199645,-0.138709,7.44451,-0.686871,0.84112,-0.591058,0.389779,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
3.838,3.7052,5.15239,0.359355,2.74383,-0.325499,2.47113,0.199491,-2.55669,8.36141,2.50731,2.64137,-0.396177,2.48693,0.199491,0.00631744,7.20424,2.31911,-0.024821,-0.0564179,-0.863855,0.199491,-2.23813,4.99571,0.532307,2.69197,-0.291288,-2.25711,0.199491,-1.29819,5.03884,2.57345,0.846319,-0.628559,0.378657,0.199645,-0.0890259,7.44432,-0.695976,0.858627,-0.64439,0.378317,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
3.8481,3.75993,5.26942,0.453003,2.73095,-0.246955,2.47492,0.199491,-2.60866,8.29871,2.43651,2.63775,-0.330618,2.48946,0.199491,-0.0316429,7.22116,2.31322,-0.0248193,-0.0564157,-0.863854,0.199491,-2.15846,4.96237,0.500237,2.61906,-0.347354,-2.23288,0.199491,-1.2729,5.02261,2.53777,0.87601,-0.666893,0.358999,0.199645,-0.0615265,7.44892,-0.695132,0.905564,-0.648181,0.352458,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
3.8582,3.81827,5.38326,0.558858,2.81919,-0.294691,2.44795,0.199491,-2.67108,8.24961,2.38063,2.64725,-0.28773,2.48648,0.199491,-0.0473048,7.23612,2.30755,-0.0248222,-0.0564192,-0.863851,0.199491,-2.07059,4.92787,0.465113,2.79682,-0.208554,-2.28015,0.199491,-1.24349,5.01049,2.51557,0.922374,-0.66537,0.335818,0.199645,-0.0131855,7.46012,-0.6893,0.964709,-0.620299,0.313813,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
3.8683,3.88521,5.51045,0.649797,2.77633,-0.182381,2.46071,0.199491,-2.70302,8.20273,2.3139,2.72124,-0.326562,2.46652,0.199491,-0.0699064,7.25695,2.29967,-0.024824,-0.0564211,-0.863863,0.199491,-2.00594,4.88739,0.431674,2.6881,-0.293412,-2.25003,0.199491,-1.2088,5.00747,2.50074,0.976945,-0.639594,0.298233,0.199645,0.0271031,7.48412,-0.686807,1.01485,-0.606814,0.284181,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
3.8784,3.95418,5.62129,0.724632,2.86638,-0.236516,2.44159,0.199491,-2.72583,8.16054,2.26447,2.74176,-0.304771,2.4622,0.199491,-0.0888101,7.28258,2.28962,-0.0248262,-0.0564236,-0.863855,0.199491,-1.90781,4.87286,0.399557,2.70386,-0.282035,-2.24939,0.199491,-1.17055,5.01982,2.47576,1.00683,-0.664403,0.281847,0.199645,0.0800218,7.5098,-0.691086,1.04389,-0.636201,0.269319,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
3.8885,4.01823,5.7634,0.774011,2.84094,-0.159825,2.4463,0.199491,-2.74729,8.11398,2.20728,2.71205,-0.221943,2.47124,0.199491,-0.107965,7.29598,2.28451,-0.0248202,-0.0564166,-0.863854,0.199491,-1.83106,4.87459,0.39782,2.90264,-0.120341,-2.28735,0.199491,-1.14001,5.03746,2.44327,1.02944,-0.710697,0.269702,0.199645,0.119637,7.53724,-0.695208,1.06419,-0.693833,0.261968,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
3.8986,4.05692,5.89195,0.839985,2.87738,-0.145475,2.44181,0.199491,-2.76189,8.07671,2.15864,2.77136,-0.242173,2.46021,0.199491,-0.164323,7.33451,2.26949,-0.024817,-0.0564128,-0.863854,0.199491,-1.75577,4.86461,0.383458,2.75237,-0.246918,-2.25752,0.199491,-1.1252,5.05273,2.4217,1.07055,-0.708067,0.243017,0.199645,0.149858,7.56368,-0.685243,1.10382,-0.69678,0.245626,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
3.9087,4.06275,6.02014,0.95587,2.92641,-0.164214,2.43736,0.199491,-2.82057,8.03226,2.10166,2.83144,-0.27386,2.44313,0.199491,-0.187394,7.33483,2.26959,-0.0248186,-0.0564144,-0.863855,0.199491,-1.68706,4.87153,0.354662,2.83699,-0.178857,-2.27079,0.199491,-1.08981,5.06725,2.41515,1.12266,-0.679937,0.211953,0.199645,0.169991,7.58954,-0.679342,1.15161,-0.672887,0.207436,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
3.9188,4.05505,6.14594,1.06259,2.90306,-0.0827967,2.43981,0.199491,-2.85702,8.00584,2.03185,2.80505,-0.191929,2.45098,0.199491,-0.220735,7.3605,2.25936,-0.0248247,-0.0564216,-0.863865,0.199491,-1.64641,4.85737,0.338487,2.94402,-0.0837581,-2.28851,0.199491,-1.07863,5.07119,2.39831,1.16371,-0.677774,0.180125,0.199645,0.171108,7.61833,-0.652693,1.19906,-0.649502,0.173838,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
3.9289,4.06299,6.23927,1.15075,2.98533,-0.134458,2.42669,0.199491,-2.87797,7.96968,1.98674,2.80605,-0.15438,2.44714,0.199491,-0.239264,7.37305,2.25422,-0.0248241,-0.0564208,-0.863853,0.199491,-1.55926,4.86594,0.309662,2.77818,-0.225857,-2.26468,0.199491,-1.04874,5.06881,2.38571,1.18789,-0.724433,0.167079,0.199645,0.206501,7.64216,-0.635773,1.23136,-0.656312,0.153739,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
3.939,4.09692,6.32479,1.20919,2.96287,-0.0701664,2.42615,0.199491,-2.85662,7.93161,1.93819,2.85671,-0.183322,2.43755,0.199491,-0.239461,7.37324,2.25417,-0.024827,-0.0564242,-0.863854,0.199491,-1.49038,4.86691,0.306934,2.91542,-0.10853,-2.28846,0.199491,-0.998911,5.076,2.36141,1.21053,-0.748809,0.147582,0.199645,0.249086,7.66042,-0.626642,1.25328,-0.696621,0.139888,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
3.9491,4.13446,6.41335,1.25109,3.0128,-0.0952178,2.42462,0.199491,-2.8296,7.90118,1.91462,2.90079,-0.200567,2.43222,0.199491,-0.258119,7.38596,2.24898,-0.0248255,-0.0564224,-0.863856,0.199491,-1.42414,4.86519,0.318621,2.96017,-0.0707914,-2.29169,0.199491,-0.967099,5.0859,2.35431,1.24384,-0.711077,0.125217,0.199645,0.28757,7.67126,-0.611242,1.27368,-0.724365,0.133264,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
3.9592,4.16581,6.50382,1.30415,2.99716,-0.0525322,2.43025,0.199491,-2.84271,7.86045,1.90176,2.87707,-0.147903,2.43809,0.199491,-0.275458,7.38597,2.24901,-0.0248149,-0.0564099,-0.863853,0.199491,-1.36072,4.86143,0.32757,2.86149,-0.161032,-2.27719,0.199491,-0.940743,5.09773,2.36562,1.2757,-0.68507,0.109386,0.199645,0.313031,7.68377,-0.597434,1.29936,-0.719864,0.120842,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
3.9693,4.15945,6.56986,1.38585,3.0346,-0.0624067,2.42925,0.199491,-2.86231,7.82007,1.87142,2.86937,-0.11236,2.44002,0.199491,-0.276722,7.38597,2.24901,-0.0248247,-0.0564212,-0.863853,0.199491,-1.32557,4.83834,0.322728,2.97943,-0.0564293,-2.28502,0.199491,-0.928916,5.09475,2.367,1.29769,-0.708719,0.0941211,0.199645,0.330085,7.69503,-0.582944,1.33097,-0.692514,0.0966303,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
3.9794,4.17455,6.61736,1.447,3.02148,-0.0240732,2.43362,0.199491,-2.87692,7.7912,1.83883,2.91075,-0.132425,2.43557,0.199491,-0.276748,7.386,2.24903,-0.0248271,-0.0564241,-0.86386,0.199491,-1.27323,4.82704,0.31597,2.97504,-0.0589291,-2.2819,0.199491,-0.898867,5.08691,2.36943,1.3167,-0.75027,0.0803714,0.199645,0.344671,7.69241,-0.578192,1.35545,-0.666033,0.0764259,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
3.9895,4.19929,6.65687,1.47001,3.05214,-0.0391005,2.43088,0.199491,-2.85787,7.75483,1.81399,2.95068,-0.155145,2.4304,0.199491,-0.276744,7.38599,2.24902,-0.0248266,-0.0564234,-0.863857,0.199491,-1.22259,4.82333,0.315643,2.87909,-0.140482,-2.27129,0.199491,-0.87103,5.07554,2.35083,1.33648,-0.724425,0.066623,0.199645,0.378419,7.68986,-0.581176,1.37262,-0.664573,0.0693542,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
3.9996,4.21085,6.70076,1.48492,3.04067,-0.00899907,2.43171,0.199491,-2.84727,7.73614,1.7921,2.9342,-0.112366,2.43436,0.199491,-0.295316,7.39867,2.24379,-0.0248209,-0.0564168,-0.863859,0.199491,-1.18657,4.82592,0.317062,3.01817,-0.0243111,-2.28305,0.199491,-0.855192,5.07775,2.33095,1.35456,-0.691661,0.0540977,0.199645,0.392808,7.6947,-0.586276,1.38521,-0.682271,0.066313,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
4.0097,4.20075,6.74824,1.52279,3.07692,-0.0346727,2.4295,0.199491,-2.87686,7.72333,1.77103,2.91703,-0.0810046,2.43425,0.199491,-0.295326,7.39866,2.24377,-0.0248225,-0.0564186,-0.863855,0.199491,-1.16815,4.82815,0.306547,2.97868,-0.0578493,-2.28207,0.199491,-0.852077,5.0775,2.33422,1.3667,-0.715828,0.0481613,0.199645,0.392329,7.7108,-0.574193,1.39723,-0.714791,0.0538007,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
4.0198,4.20319,6.78194,1.56274,3.04958,0.011092,2.43148,0.199491,-2.88925,7.71849,1.76401,2.93901,-0.101278,2.43244,0.199491,-0.295363,7.39867,2.24378,-0.0248269,-0.0564238,-0.863857,0.199491,-1.15485,4.81928,0.298215,2.95161,-0.0785422,-2.27822,0.199491,-0.848865,5.08833,2.35125,1.37398,-0.754062,0.0443602,0.199645,0.401471,7.72756,-0.566978,1.40649,-0.731347,0.0456774,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
4.0299,4.19868,6.80398,1.57221,3.07951,-0.0104311,2.43281,0.199491,-2.87244,7.71603,1.76106,2.97415,-0.132839,2.43064,0.199491,-0.33237,7.41125,2.23851,-0.024825,-0.0564214,-0.863861,0.199491,-1.14475,4.81674,0.30065,3.00617,-0.0331404,-2.28042,0.199491,-0.846971,5.10067,2.34647,1.38153,-0.726393,0.034543,0.199645,0.396635,7.73656,-0.563892,1.41368,-0.719154,0.0467113,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
4.04,4.16559,6.8415,1.57391,3.06905,0.000624794,2.43162,0.199491,-2.8978,7.71346,1.74009,2.95723,-0.103147,2.43172,0.199491,-0.332438,7.42391,2.23323,-0.0248182,-0.0564136,-0.863859,0.199491,-1.14793,4.84154,0.309613,3.0035,-0.0386322,-2.2867,0.199491,-0.854246,5.10355,2.33139,1.39123,-0.693326,0.0321372,0.199645,0.382157,7.73919,-0.558229,1.42089,-0.697084,0.0395292,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
4.0501,4.15517,6.86005,1.58364,3.089,-0.0134201,2.42781,0.199491,-2.92333,7.72257,1.7266,2.93643,-0.0724348,2.43029,0.199491,-0.351028,7.42387,2.23315,-0.024823,-0.0564192,-0.863852,0.199491,-1.15342,4.85078,0.288507,3.05042,0.00380034,-2.29009,0.199491,-0.869455,5.10483,2.32317,1.39464,-0.717082,0.0298066,0.199645,0.370191,7.75807,-0.557726,1.42725,-0.675835,0.033892,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
4.0602,4.15918,6.87123,1.58908,3.07545,0.00914345,2.42879,0.199491,-2.92693,7.71777,1.72262,2.94425,-0.0840989,2.43115,0.199491,-0.367498,7.43741,2.2274,-0.0248241,-0.0564202,-0.86385,0.199491,-1.15079,4.83487,0.268966,2.99148,-0.0474153,-2.28447,0.199491,-0.870364,5.11373,2.32721,1.39547,-0.753376,0.0295091,0.199645,0.372458,7.77047,-0.571277,1.43079,-0.675503,0.0325536,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
4.0703,4.16009,6.88881,1.58301,3.07996,0.00690983,2.43227,0.199491,-2.951,7.72328,1.71141,2.97184,-0.106434,2.43077,0.199491,-0.387824,7.44898,2.22248,-0.0248216,-0.0564174,-0.863861,0.199491,-1.15806,4.8302,0.26541,3.02959,-0.0144447,-2.28444,0.199491,-0.884947,5.12269,2.32117,1.40072,-0.745773,0.0252731,0.199645,0.359448,7.77783,-0.591371,1.43332,-0.695146,0.0329805,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
4.0804,4.13059,6.9006,1.58526,3.08702,-0.000211761,2.42882,0.199491,-2.99252,7.70973,1.69554,2.97428,-0.102125,2.42899,0.199491,-0.387973,7.44895,2.22245,-0.0248198,-0.0564154,-0.863854,0.199491,-1.17256,4.83465,0.255047,3.04719,-0.000616809,-2.2856,0.199491,-0.909776,5.1056,2.30793,1.40717,-0.700047,0.0258078,0.199645,0.339228,7.7751,-0.589849,1.43735,-0.720698,0.0270119,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
4.0905,4.13608,6.9004,1.58437,3.08076,0.00885503,2.43236,0.199491,-3.00841,7.71383,1.6881,2.96018,-0.0783706,2.43247,0.199491,-0.406405,7.46145,2.21708,-0.0248212,-0.056417,-0.86386,0.199491,-1.17531,4.82678,0.25127,3.03492,-0.0104106,-2.28345,0.199491,-0.916429,5.10828,2.30458,1.40971,-0.70263,0.0224806,0.199645,0.329054,7.77331,-0.605607,1.43877,-0.723805,0.0265225,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
4.1006,4.14093,6.90023,1.58238,3.08927,0.000388767,2.43184,0.199491,-3.00686,7.70559,1.68669,2.95382,-0.0750806,2.43292,0.199491,-0.406413,7.46144,2.21707,-0.0248218,-0.0564177,-0.863857,0.199491,-1.17463,4.81572,0.237199,3.01248,-0.0297647,-2.28001,0.199491,-0.916098,5.10679,2.30355,1.40783,-0.753239,0.0242919,0.199645,0.336444,7.77959,-0.617907,1.43995,-0.710406,0.0269431,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
4.1107,4.14144,6.89513,1.58088,3.069,0.0237417,2.43204,0.199491,-3.00973,7.71,1.68929,2.97092,-0.0936611,2.43148,0.199491,-0.42361,7.46139,2.21693,-0.0248236,-0.0564198,-0.863858,0.199491,-1.17518,4.8184,0.240217,3.03153,-0.0130876,-2.28124,0.199491,-0.919737,5.10755,2.30512,1.40784,-0.743498,0.0232661,0.199645,0.331337,7.77523,-0.614383,1.44015,-0.687737,0.0268346,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
4.1208,4.11224,6.91216,1.57816,3.10101,-0.0157726,2.43212,0.199491,-3.02373,7.71611,1.68019,2.9768,-0.0967177,2.43134,0.199491,-0.4248,7.47389,2.21166,-0.0248202,-0.0564159,-0.86386,0.199491,-1.19517,4.8317,0.24911,3.03035,-0.0148683,-2.28476,0.199491,-0.932593,5.11212,2.29748,1.41107,-0.693429,0.0213753,0.199645,0.311073,7.77928,-0.611223,1.44149,-0.672072,0.0249702,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
4.1309,4.09483,6.92571,1.58061,3.06901,0.0260629,2.42918,0.199491,-3.04154,7.72838,1.67875,2.96147,-0.0815076,2.43029,0.199491,-0.443297,7.4738,2.21147,-0.0248216,-0.0564174,-0.863854,0.199491,-1.21192,4.84118,0.234864,3.06012,0.011384,-2.28737,0.199491,-0.953225,5.12136,2.29653,1.41035,-0.703764,0.0224901,0.199645,0.296094,7.79748,-0.60532,1.44212,-0.677206,0.0250386,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
4.141,4.08956,6.93475,1.58034,3.10416,-0.0147471,2.43054,0.199491,-3.04996,7.73972,1.68059,2.95329,-0.0785949,2.43098,0.199491,-0.45984,7.48497,2.20654,-0.0248217,-0.0564175,-0.863853,0.199491,-1.21721,4.84154,0.224565,3.00947,-0.0331362,-2.28686,0.199491,-0.958962,5.13541,2.3055,1.40799,-0.751356,0.0244739,0.199645,0.288554,7.8112,-0.607964,1.44031,-0.699342,0.0256155,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
4.1511,4.06815,6.94209,1.57852,3.06617,0.0320923,2.42989,0.199491,-3.06042,7.7425,1.67606,2.96584,-0.0893534,2.43001,0.199491,-0.480092,7.48611,2.2058,-0.0248213,-0.056417,-0.863855,0.199491,-1.24012,4.84456,0.224082,3.02432,-0.0194895,-2.28821,0.199491,-0.977514,5.14012,2.29701,1.40868,-0.760407,0.0216875,0.199645,0.269134,7.8176,-0.612603,1.44063,-0.724441,0.0277096,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
4.1612,4.04285,6.94446,1.57767,3.11353,-0.0276553,2.42976,0.199491,-3.09385,7.74263,1.6644,2.97168,-0.0932872,2.42817,0.199491,-0.492032,7.49414,2.2022,-0.0248226,-0.0564187,-0.863851,0.199491,-1.25346,4.85465,0.220235,3.04255,-0.00409599,-2.29109,0.199491,-0.996372,5.13224,2.2926,1.41221,-0.712893,0.0221694,0.199645,0.24936,7.8093,-0.608071,1.44143,-0.724333,0.0231253,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
4.1713,4.03191,6.94111,1.57441,3.05981,0.0321018,2.43185,0.199491,-3.11299,7.74929,1.65742,2.96707,-0.0858359,2.42966,0.199491,-0.498412,7.49847,2.20029,-0.0248218,-0.0564177,-0.863857,0.199491,-1.26826,4.84971,0.210183,3.0232,-0.0210522,-2.28947,0.199491,-1.00581,5.13654,2.28772,1.41305,-0.69067,0.0203176,0.199645,0.231892,7.81345,-0.627408,1.44125,-0.703676,0.0222148,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
4.1814,4.03177,6.93539,1.56193,3.10892,-0.0216832,2.43076,0.199491,-3.12042,7.74976,1.65706,2.95847,-0.0783714,2.43014,0.199491,-0.516852,7.49835,2.20002,-0.0248219,-0.0564178,-0.863856,0.199491,-1.28066,4.84033,0.191289,3.05524,0.00710363,-2.28716,0.199491,-1.02187,5.13394,2.28421,1.40954,-0.732444,0.0223194,0.199645,0.22287,7.8176,-0.638651,1.44102,-0.679631,0.0248937,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
4.1915,4.0368,6.93641,1.54802,3.06425,0.0266983,2.42894,0.199491,-3.14348,7.74537,1.65924,2.96504,-0.0867867,2.42973,0.199491,-0.516852,7.49834,2.20002,-0.0248188,-0.0564142,-0.863853,0.199491,-1.28968,4.84176,0.197114,3.01846,-0.0260772,-2.2871,0.199491,-1.03853,5.13034,2.27824,1.4071,-0.76456,0.0281082,0.199645,0.219133,7.81829,-0.643813,1.4405,-0.672872,0.0261379,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
4.2016,4.01879,6.93684,1.54324,3.10292,-0.0187323,2.43114,0.199491,-3.15771,7.75118,1.65411,2.97185,-0.0906586,2.43092,0.199491,-0.535094,7.51065,2.19447,-0.0248203,-0.0564159,-0.863858,0.199491,-1.30844,4.83788,0.195897,3.0451,-0.00203463,-2.28651,0.199491,-1.05317,5.132,2.27427,1.40876,-0.730869,0.0253573,0.199645,0.202083,7.81729,-0.653782,1.4399,-0.689225,0.0262488,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
4.2117,4.00968,6.93062,1.54831,3.06469,0.0225788,2.43141,0.199491,-3.17255,7.75602,1.64996,2.96477,-0.0871867,2.43036,0.199491,-0.535109,7.51065,2.19447,-0.0248222,-0.0564182,-0.863856,0.199491,-1.31752,4.83712,0.182618,3.03132,-0.0137343,-2.28622,0.199491,-1.0595,5.13181,2.27847,1.40921,-0.686192,0.0253587,0.199645,0.189971,7.81954,-0.653836,1.43767,-0.712317,0.0245093,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
4.2218,4.01411,6.92345,1.53988,3.09583,-0.0159723,2.43137,0.199491,-3.16776,7.76268,1.6583,2.95803,-0.0835763,2.43109,0.199491,-0.535112,7.51065,2.19447,-0.0248219,-0.0564178,-0.863856,0.199491,-1.31873,4.83826,0.184321,3.03335,-0.0122471,-2.28654,0.199491,-1.05955,5.13579,2.28103,1.4043,-0.721888,0.0286629,0.199645,0.192848,7.82108,-0.655445,1.43379,-0.724141,0.0280999,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
4.2319,4.02034,6.92181,1.52385,3.06768,0.0147772,2.42942,0.199491,-3.14991,7.76557,1.66389,2.95946,-0.0883519,2.43073,0.199491,-0.535091,7.51064,2.19446,-0.0248195,-0.056415,-0.863854,0.199491,-1.32327,4.84483,0.190988,3.03252,-0.0133591,-2.28829,0.199491,-1.05899,5.13656,2.27487,1.39879,-0.762591,0.0317281,0.199645,0.197307,7.82231,-0.652508,1.43128,-0.7149,0.0329208,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
