time,0_rod(payload_bars compound_3ZGoMv).X,0_rod(payload_bars compound_3ZGoMv).Y,0_rod(payload_bars compound_3ZGoMv).Z,0_rod(payload_bars compound_3ZGoMv).Euler1,0_rod(payload_bars compound_3ZGoMv).Euler2,0_rod(payload_bars compound_3ZGoMv).Euler3,0_rod(payload_bars compound_3ZGoMv).mass,1_rod(payload_bars compound_3ZGoMv).X,1_rod(payload_bars compound_3ZGoMv).Y,1_rod(payload_bars compound_3ZGoMv).Z,1_rod(payload_bars compound_3ZGoMv).Euler1,1_rod(payload_bars compound_3ZGoMv).Euler2,1_rod(payload_bars compound_3ZGoMv).Euler3,1_rod(payload_bars compound_3ZGoMv).mass,2_rod(payload_bars compound_3ZGoMv).X,2_rod(payload_bars compound_3ZGoMv).Y,2_rod(payload_bars compound_3ZGoMv).Z,2_rod(payload_bars compound_3ZGoMv).Euler1,2_rod(payload_bars compound_3ZGoMv).Euler2,2_rod(payload_bars compound_3ZGoMv).Euler3,2_rod(payload_bars compound_3ZGoMv).mass,3_rod(payload_bars compound_3ZGoMv).X,3_rod(payload_bars compound_3ZGoMv).Y,3_rod(payload_bars compound_3ZGoMv).Z,3_rod(payload_bars compound_3ZGoMv).Euler1,3_rod(payload_bars compound_3ZGoMv).Euler2,3_rod(payload_bars compound_3ZGoMv).Euler3,3_rod(payload_bars compound_3ZGoMv).mass,4_rod(sense_bar compound_3ZGoMv).X,4_rod(sense_bar compound_3ZGoMv).Y,4_rod(sense_bar compound_3ZGoMv).Z,4_rod(sense_bar compound_3ZGoMv).Euler1,4_rod(sense_bar compound_3ZGoMv).Euler2,4_rod(sense_bar compound_3ZGoMv).Euler3,4_rod(sense_bar compound_3ZGoMv).mass,5_rod(strut).X,5_rod(strut).Y,5_rod(strut).Z,5_rod(strut).Euler1,5_rod(strut).Euler2,5_rod(strut).Euler3,5_rod(strut).mass,6_rod(strut).X,6_rod(strut).Y,6_rod(strut).Z,6_rod(strut).Euler1,6_rod(strut).Euler2,6_rod(strut).Euler3,6_rod(strut).mass,7_rod(strut).X,7_rod(strut).Y,7_rod(strut).Z,7_rod(strut).Euler1,7_rod(strut).Euler2,7_rod(strut).Euler3,7_rod(strut).mass,8_rod(strut).X,8_rod(strut).Y,8_rod(strut).Z,8_rod(strut).Euler1,8_rod(strut).Euler2,8_rod(strut).Euler3,8_rod(strut).mass,9_rod(strut).X,9_rod(strut).Y,9_rod(strut).Z,9_rod(strut).Euler1,9_rod(strut).Euler2,9_rod(strut).Euler3,9_rod(strut).mass,10_rod(strut).X,10_rod(strut).Y,10_rod(strut).Z,10_rod(strut).Euler1,10_rod(strut).Euler2,10_rod(strut).Euler3,10_rod(strut).mass,
1.2726,-0.946138,8.54699,1.5152,0.239069,-0.669512,-0.435606,0.24652,-0.946138,8.54699,1.5152,0.239069,-0.669512,-0.435606,0.24652,-0.946138,8.54699,1.5152,0.239069,-0.669512,-0.435606,0.24652,-0.946138,8.54699,1.5152,0.239069,-0.669512,-0.435606,0.24652,-0.946138,8.54699,1.5152,0.239069,-0.669512,-0.435606,0.24652,-1.49636,8.4179,1.09487,0.161784,-0.701379,-2.59461,0.0589629,-0.381017,8.64166,1.96366,0.237564,-0.594455,-2.6405,0.0589629,-0.606314,7.96403,1.24649,0.101219,-0.584748,2.14506,0.0589629,-1.27287,9.09547,1.81287,0.155681,-0.612872,2.11362,0.0589629,-0.647713,8.94839,1.02725,-1.57671,-0.261006,0.679192,0.0589629,-1.22993,8.10901,2.0316,-1.51955,-0.190636,0.666676,0.0589629,
1.2827,-0.979038,8.62467,1.57068,0.266011,-0.686173,-0.458444,0.24652,-0.979038,8.62467,1.57068,0.266011,-0.686173,-0.458444,0.24652,-0.979038,8.62467,1.57068,0.266011,-0.686173,-0.458444,0.24652,-0.979038,8.62467,1.57068,0.266011,-0.686173,-0.458444,0.24652,-0.979038,8.62467,1.57068,0.266011,-0.686173,-0.458444,0.24652,-1.51189,8.49111,1.14398,0.211575,-0.673807,-2.63798,0.0589629,-0.434572,8.72437,2.02577,0.209093,-0.676996,-2.63643,0.0589629,-0.636445,8.04771,1.32023,0.281593,-0.683044,2.02472,0.0589629,-1.31029,9.16738,1.84985,0.218959,-0.657911,2.06287,0.0589629,-0.674899,9.01485,1.09239,-1.55507,-0.241664,0.697864,0.0589629,-1.27231,8.19979,2.07812,-1.57169,-0.260444,0.7022,0.0589629,
1.2928,-1.01175,8.69223,1.62601,0.292916,-0.703326,-0.471652,0.24652,-1.01175,8.69223,1.62601,0.292916,-0.703326,-0.471652,0.24652,-1.01175,8.69223,1.62601,0.292916,-0.703326,-0.471652,0.24652,-1.01175,8.69223,1.62601,0.292916,-0.703326,-0.471652,0.24652,-1.01175,8.69223,1.62601,0.292916,-0.703326,-0.471652,0.24652,-1.53257,8.55302,1.19109,0.276272,-0.618939,-2.69145,0.0589629,-0.484002,8.79751,2.09117,0.21879,-0.709005,-2.65599,0.0589629,-0.665426,8.11605,1.39223,0.183422,-0.658735,2.07002,0.0589629,-1.35002,9.2353,1.88921,0.185266,-0.659481,2.06992,0.0589629,-0.698951,9.0752,1.15307,-1.50919,-0.19746,0.712675,0.0589629,-1.31642,8.27735,2.12784,-1.54488,-0.23765,0.720262,0.0589629,
1.3029,-1.04483,8.74953,1.68191,0.320266,-0.720663,-0.479424,0.24652,-1.04483,8.74953,1.68191,0.320266,-0.720663,-0.479424,0.24652,-1.04483,8.74953,1.68191,0.320266,-0.720663,-0.479424,0.24652,-1.04483,8.74953,1.68191,0.320266,-0.720663,-0.479424,0.24652,-1.04483,8.74953,1.68191,0.320266,-0.720663,-0.479424,0.24652,-1.55756,8.6051,1.23193,0.22023,-0.754449,-2.67016,0.0589629,-0.526104,8.86375,2.16035,0.276186,-0.66551,-2.7067,0.0589629,-0.691838,8.16847,1.46203,0.137801,-0.655219,2.08509,0.0589629,-1.39336,9.30011,1.92993,0.191493,-0.678153,2.05188,0.0589629,-0.718946,9.12871,1.20811,-1.58131,-0.283946,0.753914,0.0589629,-1.36507,8.33847,2.18412,-1.52668,-0.226273,0.740517,0.0589629,
1.313,-1.07813,8.79657,1.7381,0.345002,-0.73748,-0.480109,0.24652,-1.07813,8.79657,1.7381,0.345002,-0.73748,-0.480109,0.24652,-1.07813,8.79657,1.7381,0.345002,-0.73748,-0.480109,0.24652,-1.07813,8.79657,1.7381,0.345002,-0.73748,-0.480109,0.24652,-1.07813,8.79657,1.7381,0.345002,-0.73748,-0.480109,0.24652,-1.58824,8.64564,1.26859,0.251438,-0.756999,-2.70519,0.0589629,-0.563603,8.92034,2.23312,0.267155,-0.730358,-2.71585,0.0589629,-0.713605,8.20478,1.53106,0.321865,-0.738709,1.95333,0.0589629,-1.4392,9.36075,1.97149,0.269943,-0.72236,1.98659,0.0589629,-0.735758,9.17695,1.25887,-1.58604,-0.294445,0.779304,0.0589629,-1.41696,8.38739,2.24398,-1.58475,-0.292769,0.779214,0.0589629,
1.3231,-1.11198,8.83445,1.79173,0.34524,-0.753927,-0.455476,0.24652,-1.11198,8.83445,1.79173,0.34524,-0.753927,-0.455476,0.24652,-1.11198,8.83445,1.79173,0.34524,-0.753927,-0.455476,0.24652,-1.11198,8.83445,1.79173,0.34524,-0.753927,-0.455476,0.24652,-1.11198,8.83445,1.79173,0.34524,-0.753927,-0.455476,0.24652,-1.61854,8.67283,1.30753,0.326614,-0.679382,-2.77052,0.0589629,-0.601465,8.96776,2.30886,0.268445,-0.786609,-2.73156,0.0589629,-0.734725,8.22983,1.60204,0.290478,-0.742927,1.95763,0.0589629,-1.48494,9.4112,2.01339,0.253531,-0.731373,1.98291,0.0589629,-0.750971,9.21545,1.31127,-1.52193,-0.242705,0.786444,0.0589629,-1.46895,8.4264,2.30535,-1.58108,-0.297582,0.803051,0.0589629,
1.3332,-1.14786,8.86339,1.8463,0.316468,-0.772648,-0.406835,0.24652,-1.14786,8.86339,1.8463,0.316468,-0.772648,-0.406835,0.24652,-1.14786,8.86339,1.8463,0.316468,-0.772648,-0.406835,0.24652,-1.14786,8.86339,1.8463,0.316468,-0.772648,-0.406835,0.24652,-1.14786,8.86339,1.8463,0.316468,-0.772648,-0.406835,0.24652,-1.64372,8.68762,1.34645,0.327346,-0.740286,-2.78738,0.0589629,-0.64106,9.00799,2.38243,0.321492,-0.751218,-2.7834,0.0589629,-0.755565,8.24794,1.6741,0.163095,-0.714441,2.0264,0.0589629,-1.52863,9.44739,2.05456,0.22168,-0.734851,1.98789,0.0589629,-0.766143,9.23975,1.36375,-1.55006,-0.281486,0.819126,0.0589629,-1.51826,8.4559,2.36457,-1.53881,-0.271988,0.815544,0.0589629,
1.3433,-1.18168,8.88157,1.9022,0.296458,-0.797911,-0.378013,0.24652,-1.18168,8.88157,1.9022,0.296458,-0.797911,-0.378013,0.24652,-1.18168,8.88157,1.9022,0.296458,-0.797911,-0.378013,0.24652,-1.18168,8.88157,1.9022,0.296458,-0.797911,-0.378013,0.24652,-1.18168,8.88157,1.9022,0.296458,-0.797911,-0.378013,0.24652,-1.66113,8.69535,1.39212,0.300464,-0.852249,-2.7812,0.0589629,-0.691353,9.03591,2.44629,0.351794,-0.744234,-2.81878,0.0589629,-0.784158,8.26647,1.74684,0.271572,-0.763095,1.9397,0.0589629,-1.56801,9.46601,2.09271,0.300424,-0.770559,1.91935,0.0589629,-0.790293,9.24792,1.42257,-1.62368,-0.35284,0.866926,0.0589629,-1.56076,8.48119,2.41722,-1.56611,-0.306798,0.847939,0.0589629,
1.3534,-1.21478,8.88913,1.95806,0.309452,-0.826802,-0.391038,0.24652,-1.21478,8.88913,1.95806,0.309452,-0.826802,-0.391038,0.24652,-1.21478,8.88913,1.95806,0.309452,-0.826802,-0.391038,0.24652,-1.21478,8.88913,1.95806,0.309452,-0.826802,-0.391038,0.24652,-1.21478,8.88913,1.95806,0.309452,-0.826802,-0.391038,0.24652,-1.67746,8.69907,1.44664,0.356035,-0.809046,-2.83442,0.0589629,-0.742831,9.04821,2.50338,0.347515,-0.825492,-2.82809,0.0589629,-0.818923,8.28088,1.82276,0.446593,-0.813773,1.80341,0.0589629,-1.60162,9.46636,2.1273,0.376368,-0.801029,1.85398,0.0589629,-0.818863,9.24682,1.48866,-1.59029,-0.334186,0.877832,0.0589629,-1.60136,8.50026,2.46102,-1.6147,-0.352638,0.8863,0.0589629,
1.3635,-1.24739,8.88668,2.01356,0.335572,-0.85725,-0.424642,0.24652,-1.24739,8.88668,2.01356,0.335572,-0.85725,-0.424642,0.24652,-1.24739,8.88668,2.01356,0.335572,-0.85725,-0.424642,0.24652,-1.24739,8.88668,2.01356,0.335572,-0.85725,-0.424642,0.24652,-1.24739,8.88668,2.01356,0.335572,-0.85725,-0.424642,0.24652,-1.69373,8.69232,1.50086,0.410672,-0.747621,-2.88558,0.0589629,-0.795969,9.05081,2.56055,0.373046,-0.844393,-2.85867,0.0589629,-0.854208,8.28501,1.89684,0.325029,-0.803078,1.87983,0.0589629,-1.63503,9.45808,2.16406,0.317148,-0.801312,1.88546,0.0589629,-0.849141,9.2356,1.55586,-1.53633,-0.300149,0.883917,0.0589629,-1.6404,8.5085,2.50512,-1.58319,-0.335942,0.898705,0.0589629,
1.3736,-1.27993,8.87443,2.0689,0.364235,-0.887252,-0.462475,0.24652,-1.27993,8.87443,2.0689,0.364235,-0.887252,-0.462475,0.24652,-1.27993,8.87443,2.0689,0.364235,-0.887252,-0.462475,0.24652,-1.27993,8.87443,2.0689,0.364235,-0.887252,-0.462475,0.24652,-1.27993,8.87443,2.0689,0.364235,-0.887252,-0.462475,0.24652,-1.71238,8.6741,1.55154,0.399093,-0.861616,-2.88945,0.0589629,-0.846088,9.04563,2.62101,0.42168,-0.79711,-2.90612,0.0589629,-0.88751,8.27614,1.9695,0.250814,-0.799062,1.9226,0.0589629,-1.67188,9.44358,2.20287,0.314641,-0.814131,1.87652,0.0589629,-0.87566,9.21629,1.61896,-1.60692,-0.36074,0.929791,0.0589629,-1.6827,8.50238,2.5536,-1.56332,-0.32945,0.915214,0.0589629,
1.3837,-1.31351,8.85154,2.12383,0.397013,-0.91395,-0.504048,0.24652,-1.31351,8.85154,2.12383,0.397013,-0.91395,-0.504048,0.24652,-1.31351,8.85154,2.12383,0.397013,-0.91395,-0.504048,0.24652,-1.31351,8.85154,2.12383,0.397013,-0.91395,-0.504048,0.24652,-1.31351,8.85154,2.12383,0.397013,-0.91395,-0.504048,0.24652,-1.73431,8.64458,1.59783,0.414238,-0.906134,-2.91198,0.0589629,-0.891527,9.03209,2.68674,0.43478,-0.846684,-2.92777,0.0589629,-0.91584,8.25222,2.04153,0.4688,-0.852814,1.75115,0.0589629,-1.71147,9.42388,2.24251,0.440972,-0.84926,1.77161,0.0589629,-0.898806,9.19085,1.6791,-1.64339,-0.391262,0.965933,0.0589629,-1.72759,8.48493,2.60571,-1.62013,-0.37489,0.958228,0.0589629,
1.3938,-1.34806,8.81813,2.17826,0.435985,-0.931658,-0.551237,0.24652,-1.34806,8.81813,2.17826,0.435985,-0.931658,-0.551237,0.24652,-1.34806,8.81813,2.17826,0.435985,-0.931658,-0.551237,0.24652,-1.34806,8.81813,2.17826,0.435985,-0.931658,-0.551237,0.24652,-1.34806,8.81813,2.17826,0.435985,-0.931658,-0.551237,0.24652,-1.75838,8.60372,1.64115,0.474741,-0.813439,-2.96974,0.0589629,-0.935027,9.00961,2.75593,0.448466,-0.906342,-2.94982,0.0589629,-0.940919,8.21538,2.11374,0.483792,-0.867539,1.7271,0.0589629,-1.75147,9.39834,2.28389,0.439643,-0.862529,1.76064,0.0589629,-0.918348,9.15897,1.73625,-1.56603,-0.345517,0.963178,0.0589629,-1.7747,8.45505,2.66047,-1.62504,-0.383929,0.983495,0.0589629,
1.4039,-1.3809,8.77608,2.23302,0.481949,-0.93195,-0.606704,0.24652,-1.3809,8.77608,2.23302,0.481949,-0.93195,-0.606704,0.24652,-1.3809,8.77608,2.23302,0.481949,-0.93195,-0.606704,0.24652,-1.3809,8.77608,2.23302,0.481949,-0.93195,-0.606704,0.24652,-1.3809,8.77608,2.23302,0.481949,-0.93195,-0.606704,0.24652,-1.7826,8.55229,1.6831,0.497908,-0.841164,-2.99924,0.0589629,-0.978955,8.97707,2.82633,0.490106,-0.876206,-2.99333,0.0589629,-0.967678,8.16692,2.18452,0.3241,-0.860617,1.83743,0.0589629,-1.79401,9.36247,2.32446,0.360184,-0.866681,1.80986,0.0589629,-0.937295,9.11664,1.79483,-1.57489,-0.358022,0.990252,0.0589629,-1.82479,8.41241,2.7148,-1.583,-0.362867,0.9932,0.0589629,
1.414,-1.41527,8.72503,2.28974,0.527925,-0.916987,-0.668319,0.24652,-1.41527,8.72503,2.28974,0.527925,-0.916987,-0.668319,0.24652,-1.41527,8.72503,2.28974,0.527925,-0.916987,-0.668319,0.24652,-1.41527,8.72503,2.28974,0.527925,-0.916987,-0.668319,0.24652,-1.41527,8.72503,2.28974,0.527925,-0.916987,-0.668319,0.24652,-1.80445,8.49085,1.72512,0.503487,-0.961161,-3.0141,0.0589629,-1.02416,8.93239,2.89384,0.524649,-0.861346,-3.03085,0.0589629,-0.99398,8.10914,2.25537,0.419565,-0.891387,1.75424,0.0589629,-1.8344,9.31396,2.3635,0.436447,-0.893234,1.74194,0.0589629,-0.954808,9.0645,1.85404,-1.66849,-0.415748,1.04991,0.0589629,-1.87359,8.35945,2.7646,-1.60454,-0.380969,1.02507,0.0589629,
1.4241,-1.44961,8.66334,2.34567,0.563436,-0.907699,-0.725375,0.24652,-1.44961,8.66334,2.34567,0.563436,-0.907699,-0.725375,0.24652,-1.44961,8.66334,2.34567,0.563436,-0.907699,-0.725375,0.24652,-1.44961,8.66334,2.34567,0.563436,-0.907699,-0.725375,0.24652,-1.44961,8.66334,2.34567,0.563436,-0.907699,-0.725375,0.24652,-1.82258,8.42167,1.77304,0.542437,-0.95938,-3.05545,0.0589629,-1.07156,8.8776,2.95619,0.543431,-0.932484,-3.05631,0.0589629,-1.02496,8.04727,2.32781,0.627844,-0.919099,1.58184,0.0589629,-1.8712,9.25198,2.40131,0.564056,-0.917665,1.63104,0.0589629,-0.977082,8.999,1.9193,-1.66143,-0.417075,1.0703,0.0589629,-1.91818,8.29787,2.81058,-1.65851,-0.414995,1.06964,0.0589629,
1.4342,-1.4825,8.59076,2.40046,0.590573,-0.919394,-0.771978,0.24652,-1.4825,8.59076,2.40046,0.590573,-0.919394,-0.771978,0.24652,-1.4825,8.59076,2.40046,0.590573,-0.919394,-0.771978,0.24652,-1.4825,8.59076,2.40046,0.590573,-0.919394,-0.771978,0.24652,-1.4825,8.59076,2.40046,0.590573,-0.919394,-0.771978,0.24652,-1.83989,8.34242,1.8271,0.583145,-0.881812,-3.099,0.0589629,-1.12472,8.81173,3.01453,0.575867,-0.977402,-3.09316,0.0589629,-1.05958,7.98034,2.40135,0.567598,-0.930611,1.6179,0.0589629,-1.90397,9.1745,2.44051,0.529682,-0.929194,1.64884,0.0589629,-1.00628,8.92182,1.98506,-1.5896,-0.386356,1.0671,0.0589629,-1.95734,8.23336,2.85618,-1.64247,-0.412961,1.08733,0.0589629,
1.4443,-1.51589,8.50794,2.45602,0.618773,-0.941409,-0.814366,0.24652,-1.51589,8.50794,2.45602,0.618773,-0.941409,-0.814366,0.24652,-1.51589,8.50794,2.45602,0.618773,-0.941409,-0.814366,0.24652,-1.51589,8.50794,2.45602,0.618773,-0.941409,-0.814366,0.24652,-1.51589,8.50794,2.45602,0.618773,-0.941409,-0.814366,0.24652,-1.85605,8.25468,1.88201,0.615131,-0.917135,-3.13621,0.0589629,-1.17601,8.73669,3.07103,0.615249,-0.937051,-3.1363,0.0589629,-1.09487,7.90418,2.47347,0.422807,-0.934602,1.72357,0.0589629,-1.93704,9.08679,2.47887,0.47691,-0.93881,1.68018,0.0589629,-1.03501,8.83345,2.04943,-1.61996,-0.408987,1.10252,0.0589629,-1.99696,8.15806,2.90317,-1.61397,-0.405995,1.10033,0.0589629,
1.4544,-1.54955,8.41504,2.51201,0.649413,-0.963369,-0.855316,0.24652,-1.54955,8.41504,2.51201,0.649413,-0.963369,-0.855316,0.24652,-1.54955,8.41504,2.51201,0.649413,-0.963369,-0.855316,0.24652,-1.54955,8.41504,2.51201,0.649413,-0.963369,-0.855316,0.24652,-1.54955,8.41504,2.51201,0.649413,-0.963369,-0.855316,0.24652,-1.87406,8.1555,1.93371,0.655357,-1.01463,3.10266,0.0589629,-1.22507,8.65282,3.12906,0.648058,-0.918081,3.10866,0.0589629,-1.12848,7.81582,2.5462,0.583669,-0.955191,1.58285,0.0589629,-1.97183,8.99261,2.51699,0.605719,-0.955242,1.56431,0.0589629,-1.06127,8.73598,2.11352,-1.70644,-0.452515,1.16183,0.0589629,-2.03828,8.07108,2.94999,-1.65201,-0.43045,1.13861,0.0589629,
1.4645,-1.58268,8.31222,2.56771,0.682606,-0.984693,-0.895123,0.24652,-1.58268,8.31222,2.56771,0.682606,-0.984693,-0.895123,0.24652,-1.58268,8.31222,2.56771,0.682606,-0.984693,-0.895123,0.24652,-1.58268,8.31222,2.56771,0.682606,-0.984693,-0.895123,0.24652,-1.58268,8.31222,2.56771,0.682606,-0.984693,-0.895123,0.24652,-1.89434,8.04484,1.98379,0.690053,-0.98073,3.06218,0.0589629,-1.27349,8.55981,3.19015,0.690495,-0.984945,3.06181,0.0589629,-1.16068,7.71402,2.61939,0.765247,-0.959978,1.42219,0.0589629,-2.00739,8.89039,2.5547,0.711823,-0.963871,1.46555,0.0589629,-1.08543,8.6315,2.17511,-1.67636,-0.446909,1.17208,0.0589629,-2.08288,7.97277,2.99907,-1.6902,-0.452008,1.17819,0.0589629,
1.4746,-1.61617,8.2,2.62273,0.722369,-1.00522,-0.935336,0.24652,-1.61617,8.2,2.62273,0.722369,-1.00522,-0.935336,0.24652,-1.61617,8.2,2.62273,0.722369,-1.00522,-0.935336,0.24652,-1.61617,8.2,2.62273,0.722369,-1.00522,-0.935336,0.24652,-1.61617,8.2,2.62273,0.722369,-1.00522,-0.935336,0.24652,-1.91529,7.92197,2.03275,0.713693,-0.915744,3.02983,0.0589629,-1.32077,8.45775,3.25376,0.735837,-1.01237,3.01161,0.0589629,-1.19211,7.5991,2.69285,0.644822,-0.97928,1.50867,0.0589629,-2.0437,8.78066,2.59282,0.642084,-0.979375,1.51116,0.0589629,-1.10767,8.51763,2.23629,-1.61354,-0.430311,1.16867,0.0589629,-2.12842,7.86317,3.04923,-1.66514,-0.449403,1.1908,0.0589629,
1.4847,-1.65025,8.07923,2.6777,0.773126,-1.01901,-0.977706,0.24652,-1.65025,8.07923,2.6777,0.773126,-1.01901,-0.977706,0.24652,-1.65025,8.07923,2.6777,0.773126,-1.01901,-0.977706,0.24652,-1.65025,8.07923,2.6777,0.773126,-1.01901,-0.977706,0.24652,-1.65025,8.07923,2.6777,0.773126,-1.01901,-0.977706,0.24652,-1.93531,7.78948,2.08086,0.764448,-0.980057,2.97489,0.0589629,-1.36768,8.34454,3.31676,0.758904,-0.96383,2.97949,0.0589629,-1.22381,7.47364,2.76663,0.578292,-0.993837,1.55231,0.0589629,-2.07919,8.6601,2.63109,0.624891,-0.992894,1.51302,0.0589629,-1.12922,8.39119,2.29751,-1.67187,-0.457458,1.21732,0.0589629,-2.17399,7.74219,3.10061,-1.65495,-0.451793,1.20988,0.0589629,
1.4948,-1.68396,7.94694,2.73365,0.82954,-1.01748,-1.02012,0.24652,-1.68396,7.94694,2.73365,0.82954,-1.01748,-1.02012,0.24652,-1.68396,7.94694,2.73365,0.82954,-1.01748,-1.02012,0.24652,-1.68396,7.94694,2.73365,0.82954,-1.01748,-1.02012,0.24652,-1.68396,7.94694,2.73365,0.82954,-1.01748,-1.02012,0.24652,-1.95478,7.64986,2.13099,0.832755,-1.05328,2.90419,0.0589629,-1.41565,8.21983,3.37735,0.790214,-0.956502,2.94013,0.0589629,-1.25746,7.34194,2.83921,0.779904,-0.996004,1.36977,0.0589629,-2.11404,8.52803,2.66909,0.783048,-0.995642,1.36704,0.0589629,-1.15154,8.2551,2.36134,-1.75228,-0.485759,1.27679,0.0589629,-2.21855,7.61346,3.14716,-1.69977,-0.470875,1.25273,0.0589629,
1.5049,-1.71686,7.80393,2.78925,0.87577,-1.00923,-1.05724,0.24652,-1.71686,7.80393,2.78925,0.87577,-1.00923,-1.05724,0.24652,-1.71686,7.80393,2.78925,0.87577,-1.00923,-1.05724,0.24652,-1.71686,7.80393,2.78925,0.87577,-1.00923,-1.05724,0.24652,-1.71686,7.80393,2.78925,0.87577,-1.00923,-1.05724,0.24652,-1.97319,7.50159,2.18444,0.849558,-1.00803,2.87736,0.0589629,-1.46596,8.08469,3.43488,0.859578,-1.02539,2.86884,0.0589629,-1.29322,7.20305,2.91171,0.903584,-0.992522,1.25237,0.0589629,-2.14597,8.38268,2.70767,0.86641,-0.998829,1.28306,0.0589629,-1.17718,8.11013,2.42819,-1.71393,-0.47991,1.28222,0.0589629,-2.26273,7.4761,3.19135,-1.72967,-0.483809,1.28969,0.0589629,
1.515,-1.7498,7.65172,2.84459,0.912986,-1.00606,-1.09528,0.24652,-1.7498,7.65172,2.84459,0.912986,-1.00606,-1.09528,0.24652,-1.7498,7.65172,2.84459,0.912986,-1.00606,-1.09528,0.24652,-1.7498,7.65172,2.84459,0.912986,-1.00606,-1.09528,0.24652,-1.7498,7.65172,2.84459,0.912986,-1.00606,-1.09528,0.24652,-1.99079,7.34161,2.2395,0.861565,-0.957379,2.85431,0.0589629,-1.51767,7.93955,3.49136,0.916515,-1.04867,2.80793,0.0589629,-1.33055,7.05477,2.98425,0.780758,-1.02527,1.3436,0.0589629,-2.17729,8.22693,2.74662,0.792786,-1.02377,1.33359,0.0589629,-1.20469,7.95372,2.4952,-1.65863,-0.471147,1.2812,0.0589629,-2.3033,7.32832,3.23551,-1.71019,-0.484337,1.30477,0.0589629,
1.5251,-1.7833,7.4893,2.90039,0.952092,-1.00897,-1.14291,0.24652,-1.7833,7.4893,2.90039,0.952092,-1.00897,-1.14291,0.24652,-1.7833,7.4893,2.90039,0.952092,-1.00897,-1.14291,0.24652,-1.7833,7.4893,2.90039,0.952092,-1.00897,-1.14291,0.24652,-1.7833,7.4893,2.90039,0.952092,-1.00897,-1.14291,0.24652,-2.00767,7.17272,2.29524,0.938362,-1.0181,2.77788,0.0589629,-1.5682,7.78489,3.54656,0.923032,-0.99738,2.79084,0.0589629,-1.36805,6.89715,3.05609,0.764267,-1.0414,1.34745,0.0589629,-2.20824,8.06042,2.78512,0.800508,-1.03691,1.31626,0.0589629,-1.23224,7.78745,2.56118,-1.72497,-0.493487,1.33559,0.0589629,-2.34357,7.16968,3.28052,-1.70433,-0.488768,1.32613,0.0589629,
1.5352,-1.81683,7.31667,2.95587,0.994993,-1.01479,-1.19874,0.24652,-1.81683,7.31667,2.95587,0.994993,-1.01479,-1.19874,0.24652,-1.81683,7.31667,2.95587,0.994993,-1.01479,-1.19874,0.24652,-1.81683,7.31667,2.95587,0.994993,-1.01479,-1.19874,0.24652,-1.81683,7.31667,2.95587,0.994993,-1.01479,-1.19874,0.24652,-2.02548,6.99326,2.34976,1.02951,-1.07231,2.68835,0.0589629,-1.61786,7.62064,3.60269,0.95588,-0.987651,2.75155,0.0589629,-1.40411,6.72845,3.12898,0.979984,-1.01814,1.15226,0.0589629,-2.23991,7.88503,2.8238,0.97004,-1.02042,1.16025,0.0589629,-1.2598,7.61221,2.62662,-1.7997,-0.511974,1.39535,0.0589629,-2.38438,7.00094,3.32647,-1.74691,-0.503088,1.36976,0.0589629,
1.5453,-1.85029,7.13413,3.01129,1.04068,-1.02119,-1.25907,0.24652,-1.85029,7.13413,3.01129,1.04068,-1.02119,-1.25907,0.24652,-1.85029,7.13413,3.01129,1.04068,-1.02119,-1.25907,0.24652,-1.85029,7.13413,3.01129,1.04068,-1.02119,-1.25907,0.24652,-1.85029,7.13413,3.01129,1.04068,-1.02119,-1.25907,0.24652,-2.04466,6.80207,2.40328,1.02201,-1.01688,2.68412,0.0589629,-1.66721,7.44732,3.66079,1.04866,-1.04435,2.66126,0.0589629,-1.43919,6.54811,3.20196,1.06212,-1.01046,1.07103,0.0589629,-2.27262,7.70142,2.86218,1.03286,-1.01866,1.0958,0.0589629,-1.28472,7.42896,2.69071,-1.74797,-0.509209,1.39363,0.0589629,-2.42701,6.82045,3.37329,-1.77311,-0.51305,1.40588,0.0589629,
1.5554,-1.88437,6.94219,3.06665,1.09091,-1.02896,-1.32306,0.24652,-1.88437,6.94219,3.06665,1.09091,-1.02896,-1.32306,0.24652,-1.88437,6.94219,3.06665,1.09091,-1.02896,-1.32306,0.24652,-1.88437,6.94219,3.06665,1.09091,-1.02896,-1.32306,0.24652,-1.88437,6.94219,3.06665,1.09091,-1.02896,-1.32306,0.24652,-2.06377,6.59928,2.45552,1.02315,-0.973389,2.67119,0.0589629,-1.71536,7.26501,3.72018,1.11167,-1.05581,2.59594,0.0589629,-1.4732,6.35535,3.27528,0.951825,-1.05234,1.15483,0.0589629,-2.3053,7.50872,2.9002,0.960248,-1.05047,1.1476,0.0589629,-1.30863,7.2362,2.75438,-1.70083,-0.508922,1.39375,0.0589629,-2.47041,6.62897,3.42078,-1.75308,-0.516399,1.41945,0.0589629,
