time,0_rod(payload_bars compound_qUAOXr).X,0_rod(payload_bars compound_qUAOXr).Y,0_rod(payload_bars compound_qUAOXr).Z,0_rod(payload_bars compound_qUAOXr).Euler1,0_rod(payload_bars compound_qUAOXr).Euler2,0_rod(payload_bars compound_qUAOXr).Euler3,0_rod(payload_bars compound_qUAOXr).mass,1_rod(payload_bars compound_qUAOXr).X,1_rod(payload_bars compound_qUAOXr).Y,1_rod(payload_bars compound_qUAOXr).Z,1_rod(payload_bars compound_qUAOXr).Euler1,1_rod(payload_bars compound_qUAOXr).Euler2,1_rod(payload_bars compound_qUAOXr).Euler3,1_rod(payload_bars compound_qUAOXr).mass,2_rod(payload_bars compound_qUAOXr).X,2_rod(payload_bars compound_qUAOXr).Y,2_rod(payload_bars compound_qUAOXr).Z,2_rod(payload_bars compound_qUAOXr).Euler1,2_rod(payload_bars compound_qUAOXr).Euler2,2_rod(payload_bars compound_qUAOXr).Euler3,2_rod(payload_bars compound_qUAOXr).mass,3_rod(payload_bars compound_qUAOXr).X,3_rod(payload_bars compound_qUAOXr).Y,3_rod(payload_bars compound_qUAOXr).Z,3_rod(payload_bars compound_qUAOXr).Euler1,3_rod(payload_bars compound_qUAOXr).Euler2,3_rod(payload_bars compound_qUAOXr).Euler3,3_rod(payload_bars compound_qUAOXr).mass,4_rod(payload_bars compound_qUAOXr).X,4_rod(payload_bars compound_qUAOXr).Y,4_rod(payload_bars compound_qUAOXr).Z,4_rod(payload_bars compound_qUAOXr).Euler1,4_rod(payload_bars compound_qUAOXr).Euler2,4_rod(payload_bars compound_qUAOXr).Euler3,4_rod(payload_bars compound_qUAOXr).mass,5_rod(strut).X,5_rod(strut).Y,5_rod(strut).Z,5_rod(strut).Euler1,5_rod(strut).Euler2,5_rod(strut).Euler3,5_rod(strut).mass,6_rod(strut).X,6_rod(strut).Y,6_rod(strut).Z,6_rod(strut).Euler1,6_rod(strut).Euler2,6_rod(strut).Euler3,6_rod(strut).mass,7_rod(strut).X,7_rod(strut).Y,7_rod(strut).Z,7_rod(strut).Euler1,7_rod(strut).Euler2,7_rod(strut).Euler3,7_rod(strut).mass,8_rod(strut).X,8_rod(strut).Y,8_rod(strut).Z,8_rod(strut).Euler1,8_rod(strut).Euler2,8_rod(strut).Euler3,8_rod(strut).mass,9_rod(strut).X,9_rod(strut).Y,9_rod(strut).Z,9_rod(strut).Euler1,9_rod(strut).Euler2,9_rod(strut).Euler3,9_rod(strut).mass,10_rod(strut).X,10_rod(strut).Y,10_rod(strut).Z,10_rod(strut).Euler1,10_rod(strut).Euler2,10_rod(strut).Euler3,10_rod(strut).mass,
0.8484,1.12813,2.04029,-1.19132,1.50458,0.355698,2.74359,0.256021,1.12813,2.04029,-1.19132,1.50458,0.355698,2.74359,0.256021,1.12813,2.04029,-1.19132,1.50458,0.355698,2.74359,0.256021,1.12813,2.04029,-1.19132,1.50458,0.355698,2.74359,0.256021,1.12813,2.04029,-1.19132,1.50458,0.355698,2.74359,0.256021,1.2626,1.60965,-0.887101,1.51062,0.312834,-0.130262,0.0199491,1.51936,2.64711,-1.2972,0.436007,0.531778,-0.20486,0.0199491,1.2951,2.53948,-1.22651,0.948629,0.112944,1.09286,0.0199491,1.65434,2.07882,-1.18178,3.07114,0.465254,2.13878,0.0199491,1.54952,1.99837,-1.56914,-2.73947,1.17838,-2.41209,0.0199645,1.61138,2.1702,-0.698491,-2.36326,1.16497,-1.83905,0.0199491,
0.8585,1.12894,2.04029,-1.19112,1.50503,0.355756,2.74478,0.256021,1.12894,2.04029,-1.19112,1.50503,0.355756,2.74478,0.256021,1.12894,2.04029,-1.19112,1.50503,0.355756,2.74478,0.256021,1.12894,2.04029,-1.19112,1.50503,0.355756,2.74478,0.256021,1.12894,2.04029,-1.19112,1.50503,0.355756,2.74478,0.256021,1.26452,1.60976,-0.886642,1.51144,0.309726,-0.128129,0.0199491,1.51964,2.6466,-1.29879,0.43895,0.530983,-0.203092,0.0199491,1.29608,2.53921,-1.22715,0.948378,0.113299,1.09364,0.0199491,1.65623,2.07773,-1.18469,3.07567,0.461713,2.14151,0.0199491,1.54985,1.99836,-1.56942,-2.74168,1.17698,-2.41426,0.0199645,1.61302,2.17011,-0.699629,-2.37285,1.16196,-1.84816,0.0199491,
0.8686,1.1285,2.04036,-1.19036,1.50515,0.355395,2.74331,0.256021,1.1285,2.04036,-1.19036,1.50515,0.355395,2.74331,0.256021,1.1285,2.04036,-1.19036,1.50515,0.355395,2.74331,0.256021,1.1285,2.04036,-1.19036,1.50515,0.355395,2.74331,0.256021,1.1285,2.04036,-1.19036,1.50515,0.355395,2.74331,0.256021,1.26433,1.60961,-0.886254,1.51255,0.301561,-0.128844,0.0199491,1.51937,2.64661,-1.29816,0.440434,0.527911,-0.202266,0.0199491,1.29563,2.53908,-1.22679,0.948696,0.111991,1.09249,0.0199491,1.65677,2.07686,-1.18552,3.07823,0.462004,2.14275,0.0199491,1.55001,1.9986,-1.568,-2.74071,1.17839,-2.4137,0.0199645,1.61169,2.16983,-0.698759,-2.37762,1.16273,-1.85246,0.0199491,
0.8787,1.12759,2.04011,-1.18901,1.50624,0.353597,2.74233,0.256021,1.12759,2.04011,-1.18901,1.50624,0.353597,2.74233,0.256021,1.12759,2.04011,-1.18901,1.50624,0.353597,2.74233,0.256021,1.12759,2.04011,-1.18901,1.50624,0.353597,2.74233,0.256021,1.12759,2.04011,-1.18901,1.50624,0.353597,2.74233,0.256021,1.26379,1.60907,-0.885375,1.51359,0.300382,-0.129579,0.0199491,1.51838,2.64659,-1.29591,0.442623,0.526777,-0.199857,0.0199491,1.2943,2.53884,-1.22515,0.950005,0.109686,1.09251,0.0199491,1.65672,2.0759,-1.18565,3.07836,0.463334,2.14147,0.0199491,1.54961,1.99928,-1.56613,-2.74354,1.17969,-2.41793,0.0199645,1.60965,2.16876,-0.696757,-2.38176,1.16355,-1.85662,0.0199491,
0.8888,1.12667,2.03928,-1.18664,1.51151,0.348437,2.74552,0.256021,1.12667,2.03928,-1.18664,1.51151,0.348437,2.74552,0.256021,1.12667,2.03928,-1.18664,1.51151,0.348437,2.74552,0.256021,1.12667,2.03928,-1.18664,1.51151,0.348437,2.74552,0.256021,1.12667,2.03928,-1.18664,1.51151,0.348437,2.74552,0.256021,1.26545,1.60742,-0.885087,1.51788,0.301009,-0.126476,0.0199491,1.51531,2.64728,-1.29183,0.450718,0.527361,-0.191809,0.0199491,1.29144,2.53859,-1.2213,0.954766,0.106553,1.09776,0.0199491,1.65662,2.07573,-1.18661,3.0786,0.461283,2.13595,0.0199491,1.54818,2.0019,-1.56483,-2.76065,1.17768,-2.43886,0.0199645,1.60908,2.16655,-0.694978,-2.39202,1.16397,-1.87075,0.0199491,
0.8989,1.12482,2.03838,-1.18323,1.51702,0.342468,2.74705,0.256021,1.12482,2.03838,-1.18323,1.51702,0.342468,2.74705,0.256021,1.12482,2.03838,-1.18323,1.51702,0.342468,2.74705,0.256021,1.12482,2.03838,-1.18323,1.51702,0.342468,2.74705,0.256021,1.12482,2.03838,-1.18323,1.51702,0.342468,2.74705,0.256021,1.2663,1.60541,-0.88439,1.52343,0.293881,-0.124634,0.0199491,1.51138,2.64847,-1.28581,0.459209,0.523312,-0.183893,0.0199491,1.28741,2.53848,-1.21572,0.957876,0.102254,1.10223,0.0199491,1.65556,2.07603,-1.18578,3.08005,0.460296,2.12988,0.0199491,1.54696,2.00512,-1.56164,-2.78175,1.17674,-2.46311,0.0199645,1.60689,2.16424,-0.691816,-2.40458,1.16636,-1.88755,0.0199491,
0.909,1.12209,2.03759,-1.17952,1.5213,0.336988,2.74583,0.256021,1.12209,2.03759,-1.17952,1.5213,0.336988,2.74583,0.256021,1.12209,2.03759,-1.17952,1.5213,0.336988,2.74583,0.256021,1.12209,2.03759,-1.17952,1.5213,0.336988,2.74583,0.256021,1.12209,2.03759,-1.17952,1.5213,0.336988,2.74583,0.256021,1.26543,1.60351,-0.883266,1.52854,0.282274,-0.125312,0.0199491,1.50685,2.64969,-1.27865,0.466765,0.51524,-0.178266,0.0199491,1.28262,2.53835,-1.2098,0.962633,0.096776,1.10399,0.0199491,1.65347,2.0765,-1.18294,3.08144,0.461899,2.12449,0.0199491,1.54604,2.00815,-1.55697,-2.7994,1.17832,-2.48303,0.0199645,1.60245,2.1624,-0.686996,-2.41321,1.17129,-1.90043,0.0199491,
0.9191,1.11932,2.03637,-1.17517,1.52817,0.329383,2.74737,0.256021,1.11932,2.03637,-1.17517,1.52817,0.329383,2.74737,0.256021,1.11932,2.03637,-1.17517,1.52817,0.329383,2.74737,0.256021,1.11932,2.03637,-1.17517,1.52817,0.329383,2.74737,0.256021,1.11932,2.03637,-1.17517,1.52817,0.329383,2.74737,0.256021,1.26549,1.60089,-0.882628,1.53535,0.274253,-0.123788,0.0199491,1.50141,2.65137,-1.27022,0.476847,0.508647,-0.16902,0.0199491,1.27686,2.53809,-1.2025,0.969435,0.090848,1.10911,0.0199491,1.65123,2.07741,-1.18057,3.08241,0.461443,2.11637,0.0199491,1.54452,2.0125,-1.55266,-2.82661,1.17736,-2.51365,0.0199645,1.59883,2.15977,-0.682219,-2.42668,1.17575,-1.91996,0.0199491,
0.9292,1.11743,2.03678,-1.17065,1.5305,0.324087,2.7465,0.256021,1.11743,2.03678,-1.17065,1.5305,0.324087,2.7465,0.256021,1.11743,2.03678,-1.17065,1.5305,0.324087,2.7465,0.256021,1.11743,2.03678,-1.17065,1.5305,0.324087,2.7465,0.256021,1.11743,2.03678,-1.17065,1.5305,0.324087,2.7465,0.256021,1.26527,1.6,-0.880599,1.53891,0.259568,-0.123628,0.0199491,1.49801,2.65279,-1.2624,0.483174,0.504233,-0.163522,0.0199491,1.27388,2.53881,-1.19585,0.97222,0.0856728,1.11107,0.0199491,1.65002,2.07814,-1.17704,3.08196,0.462617,2.11139,0.0199491,1.54349,2.01564,-1.54751,-2.84147,1.17847,-2.53053,0.0199645,1.59594,2.15828,-0.676953,-2.4416,1.17933,-1.93775,0.0199491,
0.9393,1.11798,2.03721,-1.16789,1.52978,0.323359,2.74383,0.256021,1.11798,2.03721,-1.16789,1.52978,0.323359,2.74383,0.256021,1.11798,2.03721,-1.16789,1.52978,0.323359,2.74383,0.256021,1.11798,2.03721,-1.16789,1.52978,0.323359,2.74383,0.256021,1.11798,2.03721,-1.16789,1.52978,0.323359,2.74383,0.256021,1.26539,1.6,-0.878532,1.5396,0.249711,-0.125627,0.0199491,1.49997,2.65313,-1.25847,0.482782,0.496436,-0.163404,0.0199491,1.27465,2.53903,-1.19305,0.972145,0.0834829,1.10913,0.0199491,1.65136,2.07747,-1.17457,3.08059,0.465959,2.11123,0.0199491,1.54666,2.01676,-1.54305,-2.84972,1.1819,-2.53518,0.0199645,1.59478,2.15787,-0.673154,-2.44524,1.18239,-1.94041,0.0199491,
0.9494,1.12015,2.03692,-1.16816,1.52865,0.323835,2.74033,0.256021,1.12015,2.03692,-1.16816,1.52865,0.323835,2.74033,0.256021,1.12015,2.03692,-1.16816,1.52865,0.323835,2.74033,0.256021,1.12015,2.03692,-1.16816,1.52865,0.323835,2.74033,0.256021,1.12015,2.03692,-1.16816,1.52865,0.323835,2.74033,0.256021,1.26612,1.6,-0.877753,1.53784,0.256542,-0.129205,0.0199491,1.50387,2.6528,-1.25772,0.480788,0.488991,-0.165032,0.0199491,1.27713,2.53849,-1.19377,0.971814,0.0819063,1.10587,0.0199491,1.65409,2.0763,-1.17426,3.07878,0.470552,2.11172,0.0199491,1.55161,2.01684,-1.54143,-2.86192,1.18238,-2.54235,0.0199645,1.59452,2.15755,-0.67143,-2.44293,1.18437,-1.93586,0.0199491,
0.9595,1.12259,2.03633,-1.16964,1.52641,0.328093,2.73789,0.256021,1.12259,2.03633,-1.16964,1.52641,0.328093,2.73789,0.256021,1.12259,2.03633,-1.16964,1.52641,0.328093,2.73789,0.256021,1.12259,2.03633,-1.16964,1.52641,0.328093,2.73789,0.256021,1.12259,2.03633,-1.16964,1.52641,0.328093,2.73789,0.256021,1.26649,1.60042,-0.877275,1.53538,0.263757,-0.131779,0.0199491,1.5094,2.65085,-1.26112,0.476013,0.482355,-0.169637,0.0199491,1.28058,2.53733,-1.19776,0.969851,0.0841209,1.10146,0.0199491,1.65745,2.07347,-1.17651,3.07546,0.475329,2.11569,0.0199491,1.55782,2.01486,-1.5409,-2.8769,1.18067,-2.54673,0.0199645,1.59524,2.1575,-0.672359,-2.43362,1.18437,-1.92207,0.0199491,
0.9696,1.12467,2.03651,-1.17057,1.52638,0.329373,2.74109,0.256021,1.12467,2.03651,-1.17057,1.52638,0.329373,2.74109,0.256021,1.12467,2.03651,-1.17057,1.52638,0.329373,2.74109,0.256021,1.12467,2.03651,-1.17057,1.52638,0.329373,2.74109,0.256021,1.12467,2.03651,-1.17057,1.52638,0.329373,2.74109,0.256021,1.2682,1.60086,-0.877974,1.53419,0.27204,-0.129015,0.0199491,1.51493,2.65031,-1.2637,0.473229,0.476697,-0.167358,0.0199491,1.28329,2.53715,-1.20017,0.968928,0.0869715,1.1036,0.0199491,1.66042,2.07152,-1.18095,3.07048,0.475045,2.11619,0.0199491,1.56196,2.01504,-1.54204,-2.90572,1.17363,-2.56546,0.0199645,1.5981,2.15668,-0.674849,-2.43993,1.18189,-1.92476,0.0199491,
0.9797,1.12589,2.03662,-1.17082,1.52645,0.330068,2.74275,0.256021,1.12589,2.03662,-1.17082,1.52645,0.330068,2.74275,0.256021,1.12589,2.03662,-1.17082,1.52645,0.330068,2.74275,0.256021,1.12589,2.03662,-1.17082,1.52645,0.330068,2.74275,0.256021,1.12589,2.03662,-1.17082,1.52645,0.330068,2.74275,0.256021,1.26944,1.60106,-0.878284,1.53402,0.273636,-0.127333,0.0199491,1.51703,2.64978,-1.26549,0.473437,0.478156,-0.165424,0.0199491,1.28488,2.53703,-1.20136,0.968415,0.0885657,1.10489,0.0199491,1.66253,2.07029,-1.18403,3.07004,0.473904,2.11793,0.0199491,1.56262,2.01466,-1.54295,-2.90548,1.17222,-2.56461,0.0199645,1.59988,2.15656,-0.67635,-2.45115,1.17879,-1.93345,0.0199491,
0.9898,1.12629,2.03671,-1.17047,1.52644,0.330277,2.74256,0.256021,1.12629,2.03671,-1.17047,1.52644,0.330277,2.74256,0.256021,1.12629,2.03671,-1.17047,1.52644,0.330277,2.74256,0.256021,1.12629,2.03671,-1.17047,1.52644,0.330277,2.74256,0.256021,1.12629,2.03671,-1.17047,1.52644,0.330277,2.74256,0.256021,1.2698,1.60106,-0.878305,1.53464,0.269167,-0.12717,0.0199491,1.51772,2.64943,-1.26567,0.474492,0.477922,-0.16442,0.0199491,1.28541,2.53701,-1.20137,0.967961,0.0886762,1.10496,0.0199491,1.6638,2.06931,-1.18551,3.06956,0.474664,2.11897,0.0199491,1.56312,2.01461,-1.54248,-2.90555,1.17218,-2.56448,0.0199645,1.59992,2.15645,-0.676347,-2.459,1.17802,-1.93995,0.0199491,
0.9999,1.12601,2.03665,-1.16963,1.52718,0.329527,2.74212,0.256021,1.12601,2.03665,-1.16963,1.52718,0.329527,2.74212,0.256021,1.12601,2.03665,-1.16963,1.52718,0.329527,2.74212,0.256021,1.12601,2.03665,-1.16963,1.52718,0.329527,2.74212,0.256021,1.12601,2.03665,-1.16963,1.52718,0.329527,2.74212,0.256021,1.26969,1.60079,-0.878102,1.53582,0.265348,-0.127334,0.0199491,1.51743,2.64928,-1.26462,0.476645,0.477626,-0.162402,0.0199491,1.28483,2.53704,-1.2003,0.969341,0.0883661,1.10551,0.0199491,1.66432,2.06864,-1.18635,3.06742,0.476813,2.11824,0.0199491,1.56312,2.01513,-1.54139,-2.90948,1.1716,-2.56872,0.0199645,1.59883,2.15608,-0.67555,-2.46782,1.17776,-1.94813,0.0199491,
1.01,1.12572,2.03639,-1.16795,1.52941,0.327157,2.74358,0.256021,1.12572,2.03639,-1.16795,1.52941,0.327157,2.74358,0.256021,1.12572,2.03639,-1.16795,1.52941,0.327157,2.74358,0.256021,1.12572,2.03639,-1.16795,1.52941,0.327157,2.74358,0.256021,1.12572,2.03639,-1.16795,1.52941,0.327157,2.74358,0.256021,1.27038,1.6,-0.877896,1.53808,0.261893,-0.125751,0.0199491,1.51641,2.64932,-1.2624,0.481865,0.47461,-0.157225,0.0199491,1.2837,2.53709,-1.19769,0.971617,0.0875349,1.1085,0.0199491,1.66491,2.06819,-1.18739,3.06732,0.475943,2.1166,0.0199491,1.563,2.01667,-1.5401,-2.9234,1.16834,-2.58254,0.0199645,1.59874,2.15529,-0.674468,-2.47944,1.17679,-1.96098,0.0199491,
1.0201,1.1258,2.03643,-1.16704,1.52923,0.327821,2.74325,0.256021,1.1258,2.03643,-1.16704,1.52923,0.327821,2.74325,0.256021,1.1258,2.03643,-1.16704,1.52923,0.327821,2.74325,0.256021,1.1258,2.03643,-1.16704,1.52923,0.327821,2.74325,0.256021,1.1258,2.03643,-1.16704,1.52923,0.327821,2.74325,0.256021,1.27024,1.60001,-0.877336,1.53868,0.256883,-0.125718,0.0199491,1.51699,2.64851,-1.26245,0.482962,0.474162,-0.15637,0.0199491,1.28397,2.53701,-1.19734,0.971339,0.0881399,1.10825,0.0199491,1.66594,2.06692,-1.18845,3.066,0.477418,2.11794,0.0199491,1.56327,2.01625,-1.53896,-2.92209,1.1686,-2.58082,0.0199645,1.59854,2.15539,-0.673773,-2.4854,1.17456,-1.96614,0.0199491,
1.0302,1.12602,2.03643,-1.16706,1.52932,0.327816,2.74333,0.256021,1.12602,2.03643,-1.16706,1.52932,0.327816,2.74333,0.256021,1.12602,2.03643,-1.16706,1.52932,0.327816,2.74333,0.256021,1.12602,2.03643,-1.16706,1.52932,0.327816,2.74333,0.256021,1.12602,2.03643,-1.16706,1.52932,0.327816,2.74333,0.256021,1.27025,1.6,-0.877447,1.5386,0.257991,-0.125553,0.0199491,1.51758,2.64766,-1.26307,0.484491,0.475079,-0.1547,0.0199491,1.28429,2.53692,-1.19764,0.971307,0.0883187,1.10861,0.0199491,1.66711,2.06559,-1.19058,3.06334,0.479112,2.11808,0.0199491,1.56345,2.01606,-1.53894,-2.9245,1.16746,-2.58287,0.0199645,1.59857,2.15506,-0.674,-2.49125,1.17242,-1.97124,0.0199491,
1.0403,1.12614,2.03646,-1.16687,1.5293,0.327823,2.74311,0.256021,1.12614,2.03646,-1.16687,1.5293,0.327823,2.74311,0.256021,1.12614,2.03646,-1.16687,1.5293,0.327823,2.74311,0.256021,1.12614,2.03646,-1.16687,1.5293,0.327823,2.74311,0.256021,1.12614,2.03646,-1.16687,1.5293,0.327823,2.74311,0.256021,1.27016,1.6,-0.877356,1.53862,0.257781,-0.125599,0.0199491,1.51811,2.64688,-1.26332,0.486323,0.474225,-0.153361,0.0199491,1.28447,2.5369,-1.19757,0.971857,0.088636,1.10871,0.0199491,1.66816,2.06437,-1.19235,3.0595,0.481765,2.11798,0.0199491,1.56398,2.01593,-1.53845,-2.92988,1.16599,-2.58691,0.0199645,1.59833,2.15491,-0.673901,-2.4955,1.17081,-1.97511,0.0199491,
1.0504,1.12653,2.03647,-1.16693,1.52965,0.327857,2.74394,0.256021,1.12653,2.03647,-1.16693,1.52965,0.327857,2.74394,0.256021,1.12653,2.03647,-1.16693,1.52965,0.327857,2.74394,0.256021,1.12653,2.03647,-1.16693,1.52965,0.327857,2.74394,0.256021,1.12653,2.03647,-1.16693,1.52965,0.327857,2.74394,0.256021,1.27078,1.6,-0.877607,1.53894,0.257371,-0.124533,0.0199491,1.51929,2.646,-1.26406,0.487797,0.470712,-0.151947,0.0199491,1.28489,2.53686,-1.19793,0.972031,0.0893215,1.10969,0.0199491,1.66939,2.06301,-1.19471,3.05526,0.483672,2.11753,0.0199491,1.56656,2.01635,-1.53792,-2.95226,1.16196,-2.60228,0.0199645,1.59869,2.15452,-0.67421,-2.50298,1.16803,-1.98182,0.0199491,
1.0605,1.12722,2.03649,-1.1671,1.53,0.327925,2.74493,0.256021,1.12722,2.03649,-1.1671,1.53,0.327925,2.74493,0.256021,1.12722,2.03649,-1.1671,1.53,0.327925,2.74493,0.256021,1.12722,2.03649,-1.1671,1.53,0.327925,2.74493,0.256021,1.12722,2.03649,-1.1671,1.53,0.327925,2.74493,0.256021,1.27153,1.6,-0.87802,1.53915,0.257959,-0.123444,0.0199491,1.52291,2.64564,-1.26433,0.487041,0.460402,-0.149733,0.0199491,1.28566,2.53683,-1.1984,0.972471,0.0901956,1.11072,0.0199491,1.67089,2.06164,-1.19719,3.04794,0.486942,2.11514,0.0199491,1.57055,2.01716,-1.53723,-2.98023,1.15765,-2.62083,0.0199645,1.59904,2.15384,-0.674116,-2.5085,1.16516,-1.98606,0.0199491,
1.0706,1.12785,2.03651,-1.16724,1.53039,0.327947,2.74585,0.256021,1.12785,2.03651,-1.16724,1.53039,0.327947,2.74585,0.256021,1.12785,2.03651,-1.16724,1.53039,0.327947,2.74585,0.256021,1.12785,2.03651,-1.16724,1.53039,0.327947,2.74585,0.256021,1.12785,2.03651,-1.16724,1.53039,0.327947,2.74585,0.256021,1.27246,1.6,-0.878369,1.53955,0.257191,-0.122251,0.0199491,1.52395,2.64512,-1.26532,0.489322,0.461102,-0.147221,0.0199491,1.28624,2.53682,-1.19879,0.972786,0.0908831,1.11166,0.0199491,1.67246,2.06089,-1.20003,3.04324,0.488668,2.11307,0.0199491,1.57085,2.01732,-1.53779,-2.98139,1.15638,-2.62193,0.0199645,1.59976,2.15344,-0.674665,-2.51857,1.16179,-1.99515,0.0199491,
1.0807,1.12805,2.03652,-1.16724,1.53057,0.327939,2.7461,0.256021,1.12805,2.03652,-1.16724,1.53057,0.327939,2.7461,0.256021,1.12805,2.03652,-1.16724,1.53057,0.327939,2.7461,0.256021,1.12805,2.03652,-1.16724,1.53057,0.327939,2.7461,0.256021,1.12805,2.03652,-1.16724,1.53057,0.327939,2.7461,0.256021,1.27281,1.6,-0.878479,1.53979,0.256337,-0.121681,0.0199491,1.52415,2.64463,-1.26598,0.492459,0.459495,-0.145476,0.0199491,1.28645,2.53683,-1.19888,0.973607,0.0914128,1.11204,0.0199491,1.67359,2.06025,-1.20242,3.03866,0.491072,2.11146,0.0199491,1.57097,2.01753,-1.53795,-2.98362,1.1552,-2.62381,0.0199645,1.5998,2.15338,-0.674927,-2.52355,1.16005,-2.00016,0.0199491,
1.0908,1.12831,2.03655,-1.16728,1.5308,0.327912,2.7464,0.256021,1.12831,2.03655,-1.16728,1.5308,0.327912,2.7464,0.256021,1.12831,2.03655,-1.16728,1.5308,0.327912,2.7464,0.256021,1.12831,2.03655,-1.16728,1.5308,0.327912,2.7464,0.256021,1.12831,2.03655,-1.16728,1.5308,0.327912,2.7464,0.256021,1.27347,1.6,-0.87867,1.54029,0.253831,-0.120904,0.0199491,1.5245,2.64393,-1.26676,0.494406,0.459781,-0.144113,0.0199491,1.28669,2.53689,-1.19898,0.973693,0.0920961,1.11205,0.0199491,1.67476,2.0591,-1.20466,3.03608,0.492645,2.11185,0.0199491,1.5715,2.01766,-1.53797,-2.98752,1.15411,-2.62666,0.0199645,1.60012,2.15338,-0.675494,-2.53069,1.15801,-2.00733,0.0199491,
1.1009,1.12853,2.03658,-1.1673,1.53082,0.328008,2.7463,0.256021,1.12853,2.03658,-1.1673,1.53082,0.328008,2.7463,0.256021,1.12853,2.03658,-1.1673,1.53082,0.328008,2.7463,0.256021,1.12853,2.03658,-1.1673,1.53082,0.328008,2.7463,0.256021,1.12853,2.03658,-1.1673,1.53082,0.328008,2.7463,0.256021,1.27368,1.60001,-0.878802,1.54051,0.25234,-0.120694,0.0199491,1.52605,2.64315,-1.26703,0.49477,0.455502,-0.143226,0.0199491,1.28679,2.53696,-1.19896,0.974456,0.0923535,1.11181,0.0199491,1.67588,2.05763,-1.20652,3.03059,0.496187,2.11113,0.0199491,1.57472,2.01831,-1.53691,-3.01239,1.14997,-2.64325,0.0199645,1.59988,2.15316,-0.67536,-2.53582,1.15594,-2.01167,0.0199491,
1.111,1.1286,2.0367,-1.167,1.53009,0.328522,2.74514,0.256021,1.1286,2.0367,-1.167,1.53009,0.328522,2.74514,0.256021,1.1286,2.0367,-1.167,1.53009,0.328522,2.74514,0.256021,1.1286,2.0367,-1.167,1.53009,0.328522,2.74514,0.256021,1.1286,2.0367,-1.167,1.53009,0.328522,2.74514,0.256021,1.27322,1.60018,-0.878288,1.54001,0.25168,-0.121564,0.0199491,1.52883,2.64244,-1.26643,0.492975,0.448635,-0.142684,0.0199491,1.28702,2.53702,-1.1987,0.974722,0.0924184,1.11047,0.0199491,1.67688,2.05586,-1.20752,3.02351,0.501563,2.11028,0.0199491,1.57826,2.01883,-1.53507,-3.03495,1.14735,-2.65718,0.0199645,1.59887,2.15297,-0.674293,-2.53953,1.15424,-2.01368,0.0199491,
1.1211,1.12862,2.03683,-1.1666,1.52925,0.329035,2.74353,0.256021,1.12862,2.03683,-1.1666,1.52925,0.329035,2.74353,0.256021,1.12862,2.03683,-1.1666,1.52925,0.329035,2.74353,0.256021,1.12862,2.03683,-1.1666,1.52925,0.329035,2.74353,0.256021,1.12862,2.03683,-1.1666,1.52925,0.329035,2.74353,0.256021,1.27275,1.60035,-0.877659,1.53966,0.249306,-0.12272,0.0199491,1.53023,2.64242,-1.26621,0.495089,0.440839,-0.141519,0.0199491,1.28717,2.53714,-1.19821,0.975159,0.0923481,1.10879,0.0199491,1.67807,2.05578,-1.20908,3.01598,0.506562,2.10575,0.0199491,1.57928,2.01922,-1.53401,-3.0348,1.14961,-2.65574,0.0199645,1.59772,2.15302,-0.673068,-2.54354,1.15309,-2.01652,0.0199491,
1.1312,1.12849,2.0368,-1.16618,1.52943,0.3286,2.74265,0.256021,1.12849,2.0368,-1.16618,1.52943,0.3286,2.74265,0.256021,1.12849,2.0368,-1.16618,1.52943,0.3286,2.74265,0.256021,1.12849,2.0368,-1.16618,1.52943,0.3286,2.74265,0.256021,1.12849,2.0368,-1.16618,1.52943,0.3286,2.74265,0.256021,1.27258,1.60019,-0.877519,1.54017,0.246663,-0.123246,0.0199491,1.52999,2.64311,-1.26564,0.501694,0.419572,-0.139752,0.0199491,1.28674,2.53727,-1.19725,0.976494,0.0918132,1.10815,0.0199491,1.67916,2.05648,-1.2113,3.01454,0.507701,2.10256,0.0199491,1.5795,2.02043,-1.53352,-3.03412,1.15137,-2.6556,0.0199645,1.597,2.15386,-0.672118,-2.48921,1.16466,-1.96888,0.0199491,
1.1413,1.12784,2.03682,-1.16565,1.52902,0.328401,2.7405,0.256021,1.12784,2.03682,-1.16565,1.52902,0.328401,2.7405,0.256021,1.12784,2.03682,-1.16565,1.52902,0.328401,2.7405,0.256021,1.12784,2.03682,-1.16565,1.52902,0.328401,2.7405,0.256021,1.12784,2.03682,-1.16565,1.52902,0.328401,2.7405,0.256021,1.27189,1.60021,-0.876725,1.5402,0.244225,-0.124749,0.0199491,1.52925,2.64302,-1.26556,0.503743,0.419833,-0.139442,0.0199491,1.28594,2.53738,-1.19622,0.977255,0.0906819,1.10629,0.0199491,1.67952,2.05639,-1.21191,3.01295,0.510704,2.10168,0.0199491,1.58062,2.02173,-1.53204,-3.04098,1.15271,-2.66003,0.0199645,1.59581,2.15412,-0.672396,-2.47474,1.16642,-1.95622,0.0199491,
