time,0_rod(payload_bars compound_pwV5YN).X,0_rod(payload_bars compound_pwV5YN).Y,0_rod(payload_bars compound_pwV5YN).Z,0_rod(payload_bars compound_pwV5YN).Euler1,0_rod(payload_bars compound_pwV5YN).Euler2,0_rod(payload_bars compound_pwV5YN).Euler3,0_rod(payload_bars compound_pwV5YN).mass,1_rod(payload_bars compound_pwV5YN).X,1_rod(payload_bars compound_pwV5YN).Y,1_rod(payload_bars compound_pwV5YN).Z,1_rod(payload_bars compound_pwV5YN).Euler1,1_rod(payload_bars compound_pwV5YN).Euler2,1_rod(payload_bars compound_pwV5YN).Euler3,1_rod(payload_bars compound_pwV5YN).mass,2_rod(payload_bars compound_pwV5YN).X,2_rod(payload_bars compound_pwV5YN).Y,2_rod(payload_bars compound_pwV5YN).Z,2_rod(payload_bars compound_pwV5YN).Euler1,2_rod(payload_bars compound_pwV5YN).Euler2,2_rod(payload_bars compound_pwV5YN).Euler3,2_rod(payload_bars compound_pwV5YN).mass,3_rod(payload_bars compound_pwV5YN).X,3_rod(payload_bars compound_pwV5YN).Y,3_rod(payload_bars compound_pwV5YN).Z,3_rod(payload_bars compound_pwV5YN).Euler1,3_rod(payload_bars compound_pwV5YN).Euler2,3_rod(payload_bars compound_pwV5YN).Euler3,3_rod(payload_bars compound_pwV5YN).mass,4_rod(payload_bars compound_pwV5YN).X,4_rod(payload_bars compound_pwV5YN).Y,4_rod(payload_bars compound_pwV5YN).Z,4_rod(payload_bars compound_pwV5YN).Euler1,4_rod(payload_bars compound_pwV5YN).Euler2,4_rod(payload_bars compound_pwV5YN).Euler3,4_rod(payload_bars compound_pwV5YN).mass,5_rod(strut).X,5_rod(strut).Y,5_rod(strut).Z,5_rod(strut).Euler1,5_rod(strut).Euler2,5_rod(strut).Euler3,5_rod(strut).mass,6_rod(strut).X,6_rod(strut).Y,6_rod(strut).Z,6_rod(strut).Euler1,6_rod(strut).Euler2,6_rod(strut).Euler3,6_rod(strut).mass,7_rod(strut).X,7_rod(strut).Y,7_rod(strut).Z,7_rod(strut).Euler1,7_rod(strut).Euler2,7_rod(strut).Euler3,7_rod(strut).mass,8_rod(strut).X,8_rod(strut).Y,8_rod(strut).Z,8_rod(strut).Euler1,8_rod(strut).Euler2,8_rod(strut).Euler3,8_rod(strut).mass,9_rod(strut).X,9_rod(strut).Y,9_rod(strut).Z,9_rod(strut).Euler1,9_rod(strut).Euler2,9_rod(strut).Euler3,9_rod(strut).mass,10_rod(strut).X,10_rod(strut).Y,10_rod(strut).Z,10_rod(strut).Euler1,10_rod(strut).Euler2,10_rod(strut).Euler3,10_rod(strut).mass,
0.505,0.142011,2.12421,0.184355,-3.13099,-0.0525712,1.14944,0.256021,0.142011,2.12421,0.184355,-3.13099,-0.0525712,1.14944,0.256021,0.142011,2.12421,0.184355,-3.13099,-0.0525712,1.14944,0.256021,0.142011,2.12421,0.184355,-3.13099,-0.0525712,1.14944,0.256021,0.142011,2.12421,0.184355,-3.13099,-0.0525712,1.14944,0.256021,0.658255,1.94218,0.435157,-2.9909,0.00125227,-1.93721,0.0199491,-0.440113,2.04585,0.623347,1.87154,-0.747857,-0.561644,0.0199491,-0.333711,2.09834,0.458928,-3.12116,-0.0747819,-0.413746,0.0199491,0.131364,1.98477,0.665674,2.50344,0.672483,-0.506657,0.0199491,0.14884,2.48704,0.585218,1.39123,0.072394,-0.30982,0.0199645,0.169301,1.70181,0.740389,1.41801,-0.171895,0.323201,0.0199491,
0.5151,0.146258,2.11362,0.216942,3.07383,-0.120016,1.15705,0.256021,0.146258,2.11362,0.216942,3.07383,-0.120016,1.15705,0.256021,0.146258,2.11362,0.216942,3.07383,-0.120016,1.15705,0.256021,0.146258,2.11362,0.216942,3.07383,-0.120016,1.15705,0.256021,0.146258,2.11362,0.216942,3.07383,-0.120016,1.15705,0.256021,0.662741,1.8925,0.434769,-3.06715,-0.0660613,-1.93898,0.0199491,-0.408627,2.08146,0.696853,1.72797,-0.75025,-0.46235,0.0199491,-0.310375,2.12182,0.523798,3.08364,-0.143712,-0.398968,0.0199491,0.157882,1.97717,0.699186,2.464,0.616765,-0.447439,0.0199491,0.207747,2.47574,0.614009,1.31881,0.0835664,-0.248504,0.0199645,0.180592,1.69106,0.77208,1.32584,-0.149599,0.393283,0.0199491,
0.5252,0.150792,2.102,0.249127,3.00727,-0.193286,1.17884,0.256021,0.150792,2.102,0.249127,3.00727,-0.193286,1.17884,0.256021,0.150792,2.102,0.249127,3.00727,-0.193286,1.17884,0.256021,0.150792,2.102,0.249127,3.00727,-0.193286,1.17884,0.256021,0.150792,2.102,0.249127,3.00727,-0.193286,1.17884,0.256021,0.668215,1.85432,0.433887,-3.08947,-0.126315,-1.93334,0.0199491,-0.370596,2.11165,0.766404,1.60932,-0.76096,-0.372977,0.0199491,-0.280943,2.1411,0.586244,3.00883,-0.197283,-0.364323,0.0199491,0.187353,1.97116,0.73206,2.43112,0.582759,-0.380158,0.0199491,0.265019,2.46416,0.633904,1.25536,0.123775,-0.191738,0.0199645,0.198555,1.68972,0.808167,1.2997,-0.118546,0.471472,0.0199491,
0.5353,0.151513,2.10059,0.277926,2.9888,-0.27097,1.22305,0.256021,0.151513,2.10059,0.277926,2.9888,-0.27097,1.22305,0.256021,0.151513,2.10059,0.277926,2.9888,-0.27097,1.22305,0.256021,0.151513,2.10059,0.277926,2.9888,-0.27097,1.22305,0.256021,0.151513,2.10059,0.277926,2.9888,-0.27097,1.22305,0.256021,0.679579,1.84954,0.425458,3.13533,-0.225944,-1.89487,0.0199491,-0.326435,2.13114,0.833725,1.5301,-0.733058,-0.267384,0.0199491,-0.251069,2.15379,0.646223,2.99031,-0.275304,-0.32705,0.0199491,0.224288,1.98168,0.759578,2.46896,0.533402,-0.285858,0.0199491,0.299906,2.4732,0.640793,1.25831,0.173647,-0.120332,0.0199645,0.237594,1.70227,0.843869,1.27189,-0.0778277,0.544551,0.0199491,
0.5454,0.145799,2.0998,0.303459,2.97551,-0.355076,1.26836,0.256021,0.145799,2.0998,0.303459,2.97551,-0.355076,1.26836,0.256021,0.145799,2.0998,0.303459,2.97551,-0.355076,1.26836,0.256021,0.145799,2.0998,0.303459,2.97551,-0.355076,1.26836,0.256021,0.145799,2.0998,0.303459,2.97551,-0.355076,1.26836,0.256021,0.685502,1.85312,0.410201,3.13024,-0.314888,-1.86388,0.0199491,-0.280657,2.14608,0.898562,1.45759,-0.695504,-0.153399,0.0199491,-0.222776,2.16166,0.703965,2.9775,-0.362519,-0.284602,0.0199491,0.259578,1.99288,0.77941,2.51348,0.463881,-0.192992,0.0199491,0.325415,2.48252,0.641265,1.27594,0.221946,-0.0414774,0.0199645,0.280015,1.71593,0.87106,1.25554,-0.0190843,0.616939,0.0199491,
0.5555,0.133972,2.09608,0.328105,2.95761,-0.441575,1.31856,0.256021,0.133972,2.09608,0.328105,2.95761,-0.441575,1.31856,0.256021,0.133972,2.09608,0.328105,2.95761,-0.441575,1.31856,0.256021,0.133972,2.09608,0.328105,2.95761,-0.441575,1.31856,0.256021,0.133972,2.09608,0.328105,2.95761,-0.441575,1.31856,0.256021,0.681905,1.8525,0.39152,3.1153,-0.408735,-1.82734,0.0199491,-0.23714,2.16024,0.957145,1.39005,-0.65166,-0.0442065,0.0199491,-0.197013,2.16918,0.757474,2.95866,-0.445124,-0.238974,0.0199491,0.290432,2.00243,0.794497,2.55046,0.410459,-0.105595,0.0199491,0.343311,2.48877,0.636613,1.29746,0.270878,0.0418412,0.0199645,0.319076,1.72793,0.893251,1.24952,0.0405344,0.689958,0.0199491,
0.5656,0.116846,2.08791,0.352953,2.93149,-0.527726,1.37611,0.256021,0.116846,2.08791,0.352953,2.93149,-0.527726,1.37611,0.256021,0.116846,2.08791,0.352953,2.93149,-0.527726,1.37611,0.256021,0.116846,2.08791,0.352953,2.93149,-0.527726,1.37611,0.256021,0.116846,2.08791,0.352953,2.93149,-0.527726,1.37611,0.256021,0.668879,1.84607,0.372458,3.0978,-0.502132,-1.78614,0.0199491,-0.194709,2.17276,1.0102,1.33071,-0.599573,0.0574221,0.0199491,-0.17336,2.17479,0.807333,2.93273,-0.532362,-0.188349,0.0199491,0.315958,2.00869,0.805488,2.58157,0.351563,-0.0203587,0.0199491,0.353593,2.49025,0.627577,1.32445,0.323675,0.129868,0.0199645,0.354399,1.73821,0.910557,1.26204,0.107567,0.76406,0.0199491,
0.5757,0.096953,2.07482,0.378693,2.90301,-0.61218,1.44655,0.256021,0.096953,2.07482,0.378693,2.90301,-0.61218,1.44655,0.256021,0.096953,2.07482,0.378693,2.90301,-0.61218,1.44655,0.256021,0.096953,2.07482,0.378693,2.90301,-0.61218,1.44655,0.256021,0.096953,2.07482,0.378693,2.90301,-0.61218,1.44655,0.256021,0.651025,1.83796,0.354756,3.07866,-0.59578,-1.73305,0.0199491,-0.152711,2.18174,1.05875,1.28863,-0.532027,0.153466,0.0199491,-0.150604,2.17501,0.854723,2.90342,-0.614383,-0.117376,0.0199491,0.338253,2.01376,0.813004,2.61773,0.290626,0.0674663,0.0199491,0.354654,2.48917,0.614896,1.35988,0.371247,0.215249,0.0199645,0.389743,1.74785,0.924012,1.28718,0.175227,0.842765,0.0199491,
0.5858,0.0747294,2.05612,0.405813,2.87154,-0.695953,1.52922,0.256021,0.0747294,2.05612,0.405813,2.87154,-0.695953,1.52922,0.256021,0.0747294,2.05612,0.405813,2.87154,-0.695953,1.52922,0.256021,0.0747294,2.05612,0.405813,2.87154,-0.695953,1.52922,0.256021,0.0747294,2.05612,0.405813,2.87154,-0.695953,1.52922,0.256021,0.628581,1.82772,0.337543,3.0594,-0.690223,-1.67015,0.0199491,-0.111973,2.18782,1.10049,1.26644,-0.464531,0.242274,0.0199491,-0.129111,2.17202,0.897462,2.87191,-0.69709,-0.0421089,0.0199491,0.35703,2.0167,0.817175,2.65918,0.230404,0.155824,0.0199491,0.345701,2.48445,0.598577,1.41662,0.428182,0.312369,0.0199645,0.426135,1.75787,0.933013,1.34844,0.260489,0.930582,0.0199491,
0.5959,0.0510704,2.03168,0.434561,2.83544,-0.77723,1.62957,0.256021,0.0510704,2.03168,0.434561,2.83544,-0.77723,1.62957,0.256021,0.0510704,2.03168,0.434561,2.83544,-0.77723,1.62957,0.256021,0.0510704,2.03168,0.434561,2.83544,-0.77723,1.62957,0.256021,0.0510704,2.03168,0.434561,2.83544,-0.77723,1.62957,0.256021,0.602745,1.8158,0.322177,3.03238,-0.784524,-1.58791,0.0199491,-0.0720676,2.19163,1.13695,1.2623,-0.39417,0.329807,0.0199491,-0.108511,2.16424,0.937475,2.83516,-0.77886,0.0555814,0.0199491,0.372802,2.02015,0.817679,2.70771,0.166588,0.245213,0.0199491,0.325596,2.47655,0.579805,1.49024,0.482019,0.413412,0.0199645,0.461825,1.76831,0.936902,1.41272,0.330697,1.02398,0.0199491,
0.606,0.0247491,2.00567,0.463762,2.8039,-0.861214,1.74095,0.256021,0.0247491,2.00567,0.463762,2.8039,-0.861214,1.74095,0.256021,0.0247491,2.00567,0.463762,2.8039,-0.861214,1.74095,0.256021,0.0247491,2.00567,0.463762,2.8039,-0.861214,1.74095,0.256021,0.0247491,2.00567,0.463762,2.8039,-0.861214,1.74095,0.256021,0.572705,1.81065,0.304,3.01497,-0.882143,-1.49901,0.0199491,-0.0349902,2.19317,1.16789,1.2842,-0.314296,0.421342,0.0199491,-0.0900242,2.15247,0.974629,2.80458,-0.858761,0.166608,0.0199491,0.383105,2.02604,0.812204,2.76845,0.0923491,0.329784,0.0199491,0.289895,2.46942,0.561053,1.58931,0.522997,0.522936,0.0199645,0.496804,1.78252,0.932383,1.49463,0.405136,1.12197,0.0199491,
0.6161,-0.00300157,1.97669,0.494194,2.76777,-0.945066,1.86591,0.256021,-0.00300157,1.97669,0.494194,2.76777,-0.945066,1.86591,0.256021,-0.00300157,1.97669,0.494194,2.76777,-0.945066,1.86591,0.256021,-0.00300157,1.97669,0.494194,2.76777,-0.945066,1.86591,0.256021,-0.00300157,1.97669,0.494194,2.76777,-0.945066,1.86591,0.256021,0.536828,1.80878,0.28469,3.02428,-0.982802,-1.42286,0.0199491,-0.00382428,2.19188,1.1923,1.31949,-0.248558,0.512037,0.0199491,-0.0748817,2.13954,1.00713,2.77122,-0.93854,0.284353,0.0199491,0.386517,2.03271,0.802751,2.83626,0.0126498,0.407383,0.0199491,0.240817,2.45933,0.543807,1.71823,0.558606,0.651151,0.0199645,0.52728,1.79701,0.91902,1.58505,0.455213,1.23114,0.0199491,
0.6262,-0.0187962,1.96195,0.51297,2.84959,-1.01663,1.8489,0.256021,-0.0187962,1.96195,0.51297,2.84959,-1.01663,1.8489,0.256021,-0.0187962,1.96195,0.51297,2.84959,-1.01663,1.8489,0.256021,-0.0187962,1.96195,0.51297,2.84959,-1.01663,1.8489,0.256021,-0.0187962,1.96195,0.51297,2.84959,-1.01663,1.8489,0.256021,0.515607,1.83484,0.264122,3.08185,-1.04601,-1.42776,0.0199491,0.0120512,2.15829,1.21629,1.36539,-0.270502,0.586121,0.0199491,-0.0673438,2.10529,1.03449,2.85332,-1.00948,0.267428,0.0199491,0.385533,2.03525,0.798384,2.9043,-0.0549107,0.39457,0.0199491,0.195144,2.45828,0.562417,1.82423,0.51761,0.71999,0.0199645,0.549089,1.80327,0.895813,1.68143,0.425874,1.30517,0.0199491,
0.6363,-0.0272738,1.9459,0.529101,2.99613,-1.07502,1.762,0.256021,-0.0272738,1.9459,0.529101,2.99613,-1.07502,1.762,0.256021,-0.0272738,1.9459,0.529101,2.99613,-1.07502,1.762,0.256021,-0.0272738,1.9459,0.529101,2.99613,-1.07502,1.762,0.256021,-0.0272738,1.9459,0.529101,2.99613,-1.07502,1.762,0.256021,0.501659,1.87127,0.249347,-3.02837,-1.09206,-1.54393,0.0199491,0.0232295,2.10571,1.24009,1.41349,-0.325347,0.645587,0.0199491,-0.0607194,2.05745,1.05911,3.0001,-1.06452,0.177787,0.0199491,0.384225,2.03272,0.80018,2.98088,-0.106998,0.350172,0.0199491,0.155018,2.45306,0.596477,1.9077,0.447963,0.750645,0.0199645,0.568452,1.8061,0.875358,1.76971,0.363777,1.34917,0.0199491,
0.6464,-0.0345168,1.9294,0.54756,-3.12426,-1.12265,1.6385,0.256021,-0.0345168,1.9294,0.54756,-3.12426,-1.12265,1.6385,0.256021,-0.0345168,1.9294,0.54756,-3.12426,-1.12265,1.6385,0.256021,-0.0345168,1.9294,0.54756,-3.12426,-1.12265,1.6385,0.256021,-0.0345168,1.9294,0.54756,-3.12426,-1.12265,1.6385,0.256021,0.484107,1.9018,0.241541,-2.80379,-1.12088,-1.72759,0.0199491,0.0386814,2.04892,1.26407,1.45749,-0.371238,0.696133,0.0199491,-0.0504097,2.00796,1.08387,-3.12198,-1.10531,0.0552914,0.0199491,0.383632,2.02356,0.805931,3.04206,-0.152638,0.297072,0.0199491,0.124126,2.44132,0.63684,1.97155,0.380423,0.77274,0.0199645,0.582928,1.80315,0.858237,1.84593,0.296261,1.38393,0.0199491,
0.6565,-0.0443569,1.93624,0.567399,-3.09502,-1.1605,1.57564,0.256021,-0.0443569,1.93624,0.567399,-3.09502,-1.1605,1.57564,0.256021,-0.0443569,1.93624,0.567399,-3.09502,-1.1605,1.57564,0.256021,-0.0443569,1.93624,0.567399,-3.09502,-1.1605,1.57564,0.256021,-0.0443569,1.93624,0.567399,-3.09502,-1.1605,1.57564,0.256021,0.461226,1.90201,0.240807,-2.76337,-1.14931,-1.80489,0.0199491,0.0593598,2.03575,1.28312,1.40474,-0.397743,0.74345,0.0199491,-0.0378621,2.00323,1.10557,-3.09535,-1.14247,-0.00758239,0.0199491,0.385806,2.0128,0.811556,3.01819,-0.191261,0.276464,0.0199491,0.133122,2.44122,0.662864,1.94914,0.338692,0.799153,0.0199645,0.580728,1.78253,0.849481,1.81334,0.262692,1.41512,0.0199491,
0.6666,-0.0539627,1.93913,0.588073,-3.1063,-1.19959,1.55463,0.256021,-0.0539627,1.93913,0.588073,-3.1063,-1.19959,1.55463,0.256021,-0.0539627,1.93913,0.588073,-3.1063,-1.19959,1.55463,0.256021,-0.0539627,1.93913,0.588073,-3.1063,-1.19959,1.55463,0.256021,-0.0539627,1.93913,0.588073,-3.1063,-1.19959,1.55463,0.256021,0.43712,1.89176,0.241588,-2.7455,-1.1834,-1.85743,0.0199491,0.0790734,2.03127,1.29986,1.35843,-0.39929,0.785973,0.0199491,-0.0254593,2.00207,1.12551,-3.10812,-1.17697,-0.0296482,0.0199491,0.387587,2.00569,0.815234,2.99363,-0.211148,0.274156,0.0199491,0.14288,2.43774,0.679139,1.93194,0.320191,0.835909,0.0199645,0.576552,1.76691,0.84438,1.78314,0.245706,1.45011,0.0199491,
0.6767,-0.0629646,1.93923,0.60907,-3.1385,-1.23737,1.57446,0.256021,-0.0629646,1.93923,0.60907,-3.1385,-1.23737,1.57446,0.256021,-0.0629646,1.93923,0.60907,-3.1385,-1.23737,1.57446,0.256021,-0.0629646,1.93923,0.60907,-3.1385,-1.23737,1.57446,0.256021,-0.0629646,1.93923,0.60907,-3.1385,-1.23737,1.57446,0.256021,0.414023,1.88258,0.244739,-2.73989,-1.22115,-1.87778,0.0199491,0.0980273,2.03558,1.31551,1.33835,-0.379718,0.824568,0.0199491,-0.0126398,2.00412,1.14481,-3.13934,-1.20828,-0.00654301,0.0199491,0.387796,2.00502,0.81876,2.97989,-0.234844,0.288216,0.0199491,0.143677,2.43573,0.68823,1.93793,0.319591,0.878174,0.0199645,0.574452,1.76185,0.841845,1.78389,0.24967,1.49157,0.0199491,
0.6868,-0.0713792,1.93415,0.63018,3.08733,-1.2713,1.63425,0.256021,-0.0713792,1.93415,0.63018,3.08733,-1.2713,1.63425,0.256021,-0.0713792,1.93415,0.63018,3.08733,-1.2713,1.63425,0.256021,-0.0713792,1.93415,0.63018,3.08733,-1.2713,1.63425,0.256021,-0.0713792,1.93415,0.63018,3.08733,-1.2713,1.63425,0.256021,0.392819,1.86958,0.250818,-2.78387,-1.26255,-1.83521,0.0199491,0.115841,2.04306,1.32895,1.33125,-0.351904,0.85893,0.0199491,-0.00116865,2.00714,1.16318,3.09015,-1.25126,0.0514229,0.0199491,0.386559,2.00396,0.822365,2.97178,-0.269726,0.312982,0.0199491,0.137629,2.43175,0.694006,1.94706,0.320875,0.918253,0.0199645,0.573708,1.75844,0.841286,1.79255,0.265141,1.53416,0.0199491,
0.6969,-0.0790677,1.92249,0.651474,2.99235,-1.30129,1.74502,0.256021,-0.0790677,1.92249,0.651474,2.99235,-1.30129,1.74502,0.256021,-0.0790677,1.92249,0.651474,2.99235,-1.30129,1.74502,0.256021,-0.0790677,1.92249,0.651474,2.99235,-1.30129,1.74502,0.256021,-0.0790677,1.92249,0.651474,2.99235,-1.30129,1.74502,0.256021,0.373165,1.85223,0.258883,-2.8304,-1.30325,-1.77496,0.0199491,0.130275,2.05293,1.34044,1.33068,-0.32026,0.888552,0.0199491,0.00815736,2.0104,1.17982,3.00177,-1.28344,0.156298,0.0199491,0.384082,2.00216,0.826449,2.97276,-0.298468,0.348108,0.0199491,0.126007,2.42392,0.694862,1.97018,0.33249,0.961184,0.0199645,0.574438,1.75769,0.844527,1.8163,0.28626,1.57775,0.0199491,
0.707,-0.0821133,1.91955,0.659181,3.04841,-1.3057,1.69922,0.256021,-0.0821133,1.91955,0.659181,3.04841,-1.3057,1.69922,0.256021,-0.0821133,1.91955,0.659181,3.04841,-1.3057,1.69922,0.256021,-0.0821133,1.91955,0.659181,3.04841,-1.3057,1.69922,0.256021,-0.0821133,1.91955,0.659181,3.04841,-1.3057,1.69922,0.256021,0.36958,1.85954,0.264318,-2.76949,-1.30166,-1.8255,0.0199491,0.128127,2.04575,1.34897,1.33947,-0.332815,0.896353,0.0199491,0.00600739,2.00312,1.18835,3.05401,-1.28865,0.114336,0.0199491,0.380619,2.00312,0.833699,2.9882,-0.301958,0.336446,0.0199491,0.117252,2.42284,0.707977,1.98105,0.319516,0.958919,0.0199645,0.573783,1.75939,0.847415,1.82975,0.276644,1.58044,0.0199491,
0.7171,-0.0862016,1.91947,0.662126,3.0706,-1.30139,1.68321,0.256021,-0.0862016,1.91947,0.662126,3.0706,-1.30139,1.68321,0.256021,-0.0862016,1.91947,0.662126,3.0706,-1.30139,1.68321,0.256021,-0.0862016,1.91947,0.662126,3.0706,-1.30139,1.68321,0.256021,-0.0862016,1.91947,0.662126,3.0706,-1.30139,1.68321,0.256021,0.367682,1.86408,0.269113,-2.75868,-1.29612,-1.82981,0.0199491,0.119559,2.04481,1.35335,1.34419,-0.33863,0.892665,0.0199491,-0.00161036,2.00317,1.19184,3.07588,-1.2823,0.0978373,0.0199491,0.375051,2.00408,0.839548,2.99612,-0.297918,0.332249,0.0199491,0.109587,2.42392,0.713576,1.98727,0.318913,0.953073,0.0199645,0.569805,1.7611,0.852563,1.83831,0.274925,1.57652,0.0199491,
0.7272,-0.0898018,1.91896,0.664214,3.0703,-1.29234,1.68123,0.256021,-0.0898018,1.91896,0.664214,3.0703,-1.29234,1.68123,0.256021,-0.0898018,1.91896,0.664214,3.0703,-1.29234,1.68123,0.256021,-0.0898018,1.91896,0.664214,3.0703,-1.29234,1.68123,0.256021,-0.0898018,1.91896,0.664214,3.0703,-1.29234,1.68123,0.256021,0.367485,1.86258,0.275318,-2.773,-1.28775,-1.81711,0.0199491,0.11037,2.04439,1.35699,1.34784,-0.338736,0.883025,0.0199491,-0.00944203,2.00304,1.19474,3.07373,-1.27864,0.0972064,0.0199491,0.37009,2.00337,0.845377,2.99375,-0.289701,0.331482,0.0199491,0.106739,2.42301,0.717956,1.97801,0.319533,0.94323,0.0199645,0.564111,1.75919,0.859709,1.83204,0.278159,1.56842,0.0199491,
0.7373,-0.0928275,1.91887,0.665951,3.06237,-1.28234,1.68539,0.256021,-0.0928275,1.91887,0.665951,3.06237,-1.28234,1.68539,0.256021,-0.0928275,1.91887,0.665951,3.06237,-1.28234,1.68539,0.256021,-0.0928275,1.91887,0.665951,3.06237,-1.28234,1.68539,0.256021,-0.0928275,1.91887,0.665951,3.06237,-1.28234,1.68539,0.256021,0.368057,1.85981,0.281709,-2.8002,-1.27954,-1.7932,0.0199491,0.100334,2.04454,1.36088,1.3502,-0.338535,0.871663,0.0199491,-0.0176233,2.00301,1.19702,3.06783,-1.26318,0.100144,0.0199491,0.365486,2.00317,0.851639,2.99172,-0.273351,0.331665,0.0199491,0.104986,2.42222,0.720153,1.97609,0.328621,0.935906,0.0199645,0.558384,1.75758,0.86848,1.82464,0.282564,1.55817,0.0199491,
0.7474,-0.0956381,1.91918,0.667962,3.05718,-1.27261,1.68863,0.256021,-0.0956381,1.91918,0.667962,3.05718,-1.27261,1.68863,0.256021,-0.0956381,1.91918,0.667962,3.05718,-1.27261,1.68863,0.256021,-0.0956381,1.91918,0.667962,3.05718,-1.27261,1.68863,0.256021,-0.0956381,1.91918,0.667962,3.05718,-1.27261,1.68863,0.256021,0.368788,1.85848,0.288271,-2.81928,-1.2711,-1.77546,0.0199491,0.0912762,2.0453,1.36476,1.35255,-0.339237,0.862184,0.0199491,-0.0250542,2.00309,1.1997,3.06332,-1.25209,0.103868,0.0199491,0.361017,2.00299,0.857966,2.98966,-0.262553,0.332278,0.0199491,0.102589,2.4222,0.723094,1.97258,0.335,0.927701,0.0199645,0.553211,1.75619,0.876635,1.8206,0.288148,1.54979,0.0199491,
0.7575,-0.0983941,1.91947,0.669245,3.0507,-1.26241,1.69248,0.256021,-0.0983941,1.91947,0.669245,3.0507,-1.26241,1.69248,0.256021,-0.0983941,1.91947,0.669245,3.0507,-1.26241,1.69248,0.256021,-0.0983941,1.91947,0.669245,3.0507,-1.26241,1.69248,0.256021,-0.0983941,1.91947,0.669245,3.0507,-1.26241,1.69248,0.256021,0.369658,1.85663,0.294378,-2.84121,-1.26234,-1.7556,0.0199491,0.0822792,2.04623,1.36786,1.35392,-0.340171,0.852731,0.0199491,-0.0324368,2.00318,1.20166,3.05734,-1.2415,0.108653,0.0199491,0.356569,2.00277,0.863611,2.98662,-0.251688,0.333219,0.0199491,0.100558,2.42204,0.725345,1.9676,0.341371,0.918975,0.0199645,0.547819,1.75468,0.884284,1.81495,0.293582,1.54105,0.0199491,
0.7676,-0.101251,1.91995,0.670683,3.0423,-1.25287,1.69793,0.256021,-0.101251,1.91995,0.670683,3.0423,-1.25287,1.69793,0.256021,-0.101251,1.91995,0.670683,3.0423,-1.25287,1.69793,0.256021,-0.101251,1.91995,0.670683,3.0423,-1.25287,1.69793,0.256021,-0.101251,1.91995,0.670683,3.0423,-1.25287,1.69793,0.256021,0.370071,1.85458,0.300366,-2.8632,-1.2543,-1.73603,0.0199491,0.0740075,2.04767,1.37096,1.35398,-0.341002,0.844828,0.0199491,-0.0392515,2.00334,1.20373,3.04967,-1.23167,0.115511,0.0199491,0.352149,2.00249,0.869025,2.98284,-0.241994,0.334877,0.0199491,0.0986082,2.42201,0.727333,1.96274,0.348111,0.91124,0.0199645,0.542342,1.75301,0.891608,1.80939,0.299647,1.53356,0.0199491,
0.7777,-0.104168,1.92039,0.672454,3.0322,-1.24128,1.7039,0.256021,-0.104168,1.92039,0.672454,3.0322,-1.24128,1.7039,0.256021,-0.104168,1.92039,0.672454,3.0322,-1.24128,1.7039,0.256021,-0.104168,1.92039,0.672454,3.0322,-1.24128,1.7039,0.256021,-0.104168,1.92039,0.672454,3.0322,-1.24128,1.7039,0.256021,0.371003,1.85184,0.307687,-2.88457,-1.24416,-1.71796,0.0199491,0.0643942,2.04957,1.37439,1.35494,-0.341069,0.834258,0.0199491,-0.0469168,2.004,1.20621,3.03871,-1.22436,0.123455,0.0199491,0.347382,2.00215,0.875446,2.9778,-0.230227,0.336653,0.0199491,0.0971876,2.42175,0.730245,1.95245,0.353275,0.900726,0.0199645,0.536128,1.75107,0.900403,1.80228,0.306677,1.52438,0.0199491,
0.7878,-0.107161,1.92048,0.674573,3.02516,-1.22974,1.70682,0.256021,-0.107161,1.92048,0.674573,3.02516,-1.22974,1.70682,0.256021,-0.107161,1.92048,0.674573,3.02516,-1.22974,1.70682,0.256021,-0.107161,1.92048,0.674573,3.02516,-1.22974,1.70682,0.256021,-0.107161,1.92048,0.674573,3.02516,-1.22974,1.70682,0.256021,0.371816,1.84924,0.315381,-2.89908,-1.23353,-1.70652,0.0199491,0.0532551,2.05063,1.37793,1.35954,-0.338284,0.819487,0.0199491,-0.056721,2.00479,1.20841,3.03017,-1.21568,0.122789,0.0199491,0.342401,2.00185,0.882417,2.9742,-0.215667,0.337268,0.0199491,0.0964927,2.42113,0.734053,1.93714,0.354017,0.8877,0.0199645,0.529758,1.74927,0.910049,1.79239,0.311171,1.51201,0.0199491,
0.7979,-0.110272,1.92022,0.676874,3.02454,-1.22041,1.70511,0.256021,-0.110272,1.92022,0.676874,3.02454,-1.22041,1.70511,0.256021,-0.110272,1.92022,0.676874,3.02454,-1.22041,1.70511,0.256021,-0.110272,1.92022,0.676874,3.02454,-1.22041,1.70511,0.256021,-0.110272,1.92022,0.676874,3.02454,-1.22041,1.70511,0.256021,0.371873,1.84769,0.322212,-2.90997,-1.22464,-1.69734,0.0199491,0.0435654,2.04999,1.38166,1.35835,-0.343723,0.8105,0.0199491,-0.0648988,2.00361,1.21109,3.02865,-1.20765,0.120239,0.0199491,0.337508,2.00172,0.888806,2.97299,-0.203329,0.33645,0.0199491,0.0942546,2.42045,0.738296,1.92835,0.35519,0.877394,0.0199645,0.523961,1.7477,0.918042,1.78514,0.313533,1.50238,0.0199491,
