time,0_rod(payload_bars compound_pwV5YN).X,0_rod(payload_bars compound_pwV5YN).Y,0_rod(payload_bars compound_pwV5YN).Z,0_rod(payload_bars compound_pwV5YN).Euler1,0_rod(payload_bars compound_pwV5YN).Euler2,0_rod(payload_bars compound_pwV5YN).Euler3,0_rod(payload_bars compound_pwV5YN).mass,1_rod(payload_bars compound_pwV5YN).X,1_rod(payload_bars compound_pwV5YN).Y,1_rod(payload_bars compound_pwV5YN).Z,1_rod(payload_bars compound_pwV5YN).Euler1,1_rod(payload_bars compound_pwV5YN).Euler2,1_rod(payload_bars compound_pwV5YN).Euler3,1_rod(payload_bars compound_pwV5YN).mass,2_rod(payload_bars compound_pwV5YN).X,2_rod(payload_bars compound_pwV5YN).Y,2_rod(payload_bars compound_pwV5YN).Z,2_rod(payload_bars compound_pwV5YN).Euler1,2_rod(payload_bars compound_pwV5YN).Euler2,2_rod(payload_bars compound_pwV5YN).Euler3,2_rod(payload_bars compound_pwV5YN).mass,3_rod(payload_bars compound_pwV5YN).X,3_rod(payload_bars compound_pwV5YN).Y,3_rod(payload_bars compound_pwV5YN).Z,3_rod(payload_bars compound_pwV5YN).Euler1,3_rod(payload_bars compound_pwV5YN).Euler2,3_rod(payload_bars compound_pwV5YN).Euler3,3_rod(payload_bars compound_pwV5YN).mass,4_rod(payload_bars compound_pwV5YN).X,4_rod(payload_bars compound_pwV5YN).Y,4_rod(payload_bars compound_pwV5YN).Z,4_rod(payload_bars compound_pwV5YN).Euler1,4_rod(payload_bars compound_pwV5YN).Euler2,4_rod(payload_bars compound_pwV5YN).Euler3,4_rod(payload_bars compound_pwV5YN).mass,5_rod(strut).X,5_rod(strut).Y,5_rod(strut).Z,5_rod(strut).Euler1,5_rod(strut).Euler2,5_rod(strut).Euler3,5_rod(strut).mass,6_rod(strut).X,6_rod(strut).Y,6_rod(strut).Z,6_rod(strut).Euler1,6_rod(strut).Euler2,6_rod(strut).Euler3,6_rod(strut).mass,7_rod(strut).X,7_rod(strut).Y,7_rod(strut).Z,7_rod(strut).Euler1,7_rod(strut).Euler2,7_rod(strut).Euler3,7_rod(strut).mass,8_rod(strut).X,8_rod(strut).Y,8_rod(strut).Z,8_rod(strut).Euler1,8_rod(strut).Euler2,8_rod(strut).Euler3,8_rod(strut).mass,9_rod(strut).X,9_rod(strut).Y,9_rod(strut).Z,9_rod(strut).Euler1,9_rod(strut).Euler2,9_rod(strut).Euler3,9_rod(strut).mass,10_rod(strut).X,10_rod(strut).Y,10_rod(strut).Z,10_rod(strut).Euler1,10_rod(strut).Euler2,10_rod(strut).Euler3,10_rod(strut).mass,
1.111,-0.132033,1.9161,0.678047,3.05444,-1.18318,1.67235,0.256021,-0.132033,1.9161,0.678047,3.05444,-1.18318,1.67235,0.256021,-0.132033,1.9161,0.678047,3.05444,-1.18318,1.67235,0.256021,-0.132033,1.9161,0.678047,3.05444,-1.18318,1.67235,0.256021,-0.132033,1.9161,0.678047,3.05444,-1.18318,1.67235,0.256021,0.362958,1.84639,0.341388,-2.92621,-1.18664,-1.67822,0.0199491,-0.00534778,2.0459,1.38974,1.3745,-0.357076,0.776084,0.0199491,-0.106388,2.00299,1.21424,3.05964,-1.16154,0.0928567,0.0199491,0.307292,2.00111,0.907427,2.9722,-0.149913,0.33491,0.0199491,0.0671106,2.4156,0.7513,1.92768,0.372356,0.842036,0.0199645,0.491235,1.73884,0.938272,1.78069,0.32541,1.47497,0.0199491,
1.1211,-0.132705,1.91591,0.677189,3.05525,-1.18214,1.6713,0.256021,-0.132705,1.91591,0.677189,3.05525,-1.18214,1.6713,0.256021,-0.132705,1.91591,0.677189,3.05525,-1.18214,1.6713,0.256021,-0.132705,1.91591,0.677189,3.05525,-1.18214,1.6713,0.256021,-0.132705,1.91591,0.677189,3.05525,-1.18214,1.6713,0.256021,0.362622,1.84627,0.341032,-2.92589,-1.18553,-1.67855,0.0199491,-0.0066934,2.04543,1.38905,1.37715,-0.355253,0.774211,0.0199491,-0.107559,2.00298,1.21344,3.06057,-1.16008,0.0921247,0.0199491,0.306435,2.00109,0.906931,2.97176,-0.149116,0.334907,0.0199491,0.0662933,2.41536,0.750785,1.92792,0.373118,0.841175,0.0199645,0.490258,1.73886,0.938081,1.77908,0.325566,1.47345,0.0199491,
1.1312,-0.133331,1.91569,0.676305,3.05592,-1.18103,1.67024,0.256021,-0.133331,1.91569,0.676305,3.05592,-1.18103,1.67024,0.256021,-0.133331,1.91569,0.676305,3.05592,-1.18103,1.67024,0.256021,-0.133331,1.91569,0.676305,3.05592,-1.18103,1.67024,0.256021,-0.133331,1.91569,0.676305,3.05592,-1.18103,1.67024,0.256021,0.362344,1.84605,0.340683,-2.92552,-1.18434,-1.67905,0.0199491,-0.00803993,2.04504,1.38837,1.37853,-0.354521,0.772714,0.0199491,-0.108702,2.00297,1.21262,3.06138,-1.1585,0.091414,0.0199491,0.305611,2.00106,0.906456,2.97134,-0.147748,0.334859,0.0199491,0.06558,2.41505,0.750249,1.92811,0.374012,0.840289,0.0199645,0.489276,1.73885,0.937914,1.77781,0.325695,1.47196,0.0199491,
1.1413,-0.133757,1.9156,0.675262,3.0566,-1.18064,1.66958,0.256021,-0.133757,1.9156,0.675262,3.0566,-1.18064,1.66958,0.256021,-0.133757,1.9156,0.675262,3.0566,-1.18064,1.66958,0.256021,-0.133757,1.9156,0.675262,3.0566,-1.18064,1.66958,0.256021,-0.133757,1.9156,0.675262,3.0566,-1.18064,1.66958,0.256021,0.362053,1.84608,0.339829,-2.92526,-1.18392,-1.67914,0.0199491,-0.00950885,2.0446,1.38735,1.37065,-0.363302,0.773731,0.0199491,-0.110037,2.00288,1.21132,3.062,-1.15757,0.0884214,0.0199491,0.304945,2.00104,0.905943,2.9724,-0.143892,0.33485,0.0199491,0.0653356,2.41496,0.749521,1.92612,0.372403,0.83908,0.0199645,0.48853,1.73856,0.937916,1.77353,0.324906,1.46947,0.0199491,
1.1514,-0.133819,1.91573,0.674295,3.05562,-1.18087,1.67048,0.256021,-0.133819,1.91573,0.674295,3.05562,-1.18087,1.67048,0.256021,-0.133819,1.91573,0.674295,3.05562,-1.18087,1.67048,0.256021,-0.133819,1.91573,0.674295,3.05562,-1.18087,1.67048,0.256021,-0.133819,1.91573,0.674295,3.05562,-1.18087,1.67048,0.256021,0.361889,1.84599,0.338757,-2.92772,-1.18431,-1.67677,0.0199491,-0.0103923,2.04499,1.38617,1.36442,-0.36952,0.774548,0.0199491,-0.110793,2.00281,1.20999,3.06089,-1.15779,0.086141,0.0199491,0.304764,2.00097,0.905311,2.97322,-0.140395,0.335488,0.0199491,0.0657781,2.41509,0.748603,1.92261,0.369713,0.83815,0.0199645,0.488333,1.73861,0.937848,1.77339,0.325297,1.46829,0.0199491,
1.1615,-0.133428,1.91603,0.673987,3.0539,-1.18131,1.67226,0.256021,-0.133428,1.91603,0.673987,3.0539,-1.18131,1.67226,0.256021,-0.133428,1.91603,0.673987,3.0539,-1.18131,1.67226,0.256021,-0.133428,1.91603,0.673987,3.0539,-1.18131,1.67226,0.256021,-0.133428,1.91603,0.673987,3.0539,-1.18131,1.67226,0.256021,0.362102,1.84599,0.338247,-2.93149,-1.18505,-1.67301,0.0199491,-0.0102468,2.04563,1.38563,1.36058,-0.372612,0.775274,0.0199491,-0.110649,2.00281,1.20942,3.059,-1.15894,0.0856211,0.0199491,0.305137,2.00087,0.905099,2.97334,-0.139134,0.33659,0.0199491,0.0665913,2.41544,0.748165,1.91934,0.367235,0.837628,0.0199645,0.488696,1.73863,0.937889,1.77422,0.325443,1.46849,0.0199491,
1.1716,-0.132387,1.91638,0.673741,3.05231,-1.18038,1.67392,0.256021,-0.132387,1.91638,0.673741,3.05231,-1.18038,1.67392,0.256021,-0.132387,1.91638,0.673741,3.05231,-1.18038,1.67392,0.256021,-0.132387,1.91638,0.673741,3.05231,-1.18038,1.67392,0.256021,-0.132387,1.91638,0.673741,3.05231,-1.18038,1.67392,0.256021,0.363414,1.84617,0.338466,-2.93186,-1.18429,-1.67226,0.0199491,-0.00978951,2.04622,1.3853,1.36357,-0.36958,0.773202,0.0199491,-0.110277,2.00284,1.20908,3.05678,-1.16069,0.0858249,0.0199491,0.305974,2.00077,0.905226,2.97237,-0.139736,0.337692,0.0199491,0.0679105,2.41585,0.748206,1.91449,0.364303,0.835404,0.0199645,0.489496,1.73857,0.937946,1.77675,0.325624,1.46895,0.0199491,
1.1817,-0.13122,1.91671,0.673522,3.05011,-1.17922,1.67585,0.256021,-0.13122,1.91671,0.673522,3.05011,-1.17922,1.67585,0.256021,-0.13122,1.91671,0.673522,3.05011,-1.17922,1.67585,0.256021,-0.13122,1.91671,0.673522,3.05011,-1.17922,1.67585,0.256021,-0.13122,1.91671,0.673522,3.05011,-1.17922,1.67585,0.256021,0.364909,1.84603,0.338843,-2.93521,-1.18342,-1.66901,0.0199491,-0.00923971,2.04645,1.38499,1.36533,-0.367974,0.771238,0.0199491,-0.109759,2.00286,1.20879,3.05397,-1.16226,0.0866924,0.0199491,0.306945,2.00065,0.905389,2.97089,-0.140444,0.338899,0.0199491,0.0694774,2.41616,0.748215,1.90979,0.362029,0.83324,0.0199645,0.490279,1.73837,0.938141,1.77698,0.325221,1.46886,0.0199491,
1.1918,-0.129829,1.91713,0.673345,3.04748,-1.17818,1.67824,0.256021,-0.129829,1.91713,0.673345,3.04748,-1.17818,1.67824,0.256021,-0.129829,1.91713,0.673345,3.04748,-1.17818,1.67824,0.256021,-0.129829,1.91713,0.673345,3.04748,-1.17818,1.67824,0.256021,-0.129829,1.91713,0.673345,3.04748,-1.17818,1.67824,0.256021,0.366579,1.84591,0.339205,-2.93912,-1.18273,-1.6652,0.0199491,-0.00834898,2.04678,1.3847,1.36554,-0.367731,0.769935,0.0199491,-0.108907,2.00293,1.20855,3.05075,-1.16394,0.0880812,0.0199491,0.308157,2.00051,0.905578,2.96939,-0.141206,0.340289,0.0199491,0.0713158,2.41658,0.748163,1.90489,0.359628,0.831157,0.0199645,0.491297,1.73818,0.938374,1.77731,0.324793,1.469,0.0199491,
1.2019,-0.128663,1.91716,0.673539,3.04709,-1.17704,1.67838,0.256021,-0.128663,1.91716,0.673539,3.04709,-1.17704,1.67838,0.256021,-0.128663,1.91716,0.673539,3.04709,-1.17704,1.67838,0.256021,-0.128663,1.91716,0.673539,3.04709,-1.17704,1.67838,0.256021,-0.128663,1.91716,0.673539,3.04709,-1.17704,1.67838,0.256021,0.36809,1.84583,0.339962,-2.93865,-1.1816,-1.66561,0.0199491,-0.00758544,2.04691,1.38495,1.36531,-0.368458,0.7695,0.0199491,-0.108147,2.00295,1.20883,3.04984,-1.165,0.0885267,0.0199491,0.309131,2.00045,0.906136,2.96843,-0.141232,0.340758,0.0199491,0.072531,2.41656,0.748794,1.9023,0.358429,0.829454,0.0199645,0.492092,1.73785,0.938675,1.77826,0.324074,1.46949,0.0199491,
1.212,-0.128166,1.91719,0.674069,3.04768,-1.17666,1.67809,0.256021,-0.128166,1.91719,0.674069,3.04768,-1.17666,1.67809,0.256021,-0.128166,1.91719,0.674069,3.04768,-1.17666,1.67809,0.256021,-0.128166,1.91719,0.674069,3.04768,-1.17666,1.67809,0.256021,-0.128166,1.91719,0.674069,3.04768,-1.17666,1.67809,0.256021,0.368732,1.84605,0.340681,-2.93896,-1.18124,-1.6649,0.0199491,-0.0072632,2.04681,1.38552,1.36517,-0.369391,0.76958,0.0199491,-0.107814,2.00294,1.2094,3.05022,-1.16546,0.0883755,0.0199491,0.309511,2.00042,0.90685,2.96826,-0.141492,0.341106,0.0199491,0.0727995,2.41665,0.749578,1.90175,0.357824,0.82882,0.0199645,0.492485,1.73752,0.938941,1.77996,0.323349,1.47048,0.0199491,
1.2221,-0.128154,1.91727,0.674334,3.04835,-1.1766,1.67793,0.256021,-0.128154,1.91727,0.674334,3.04835,-1.1766,1.67793,0.256021,-0.128154,1.91727,0.674334,3.04835,-1.1766,1.67793,0.256021,-0.128154,1.91727,0.674334,3.04835,-1.1766,1.67793,0.256021,-0.128154,1.91727,0.674334,3.04835,-1.1766,1.67793,0.256021,0.368794,1.8464,0.340972,-2.9393,-1.18121,-1.66399,0.0199491,-0.00739839,2.04672,1.38581,1.36543,-0.369907,0.769604,0.0199491,-0.107905,2.00292,1.20967,3.05088,-1.16541,0.0880927,0.0199491,0.309432,2.00044,0.907238,2.96844,-0.141635,0.341515,0.0199491,0.0725231,2.41684,0.749935,1.90201,0.35758,0.828678,0.0199645,0.492506,1.73737,0.939044,1.78145,0.323086,1.47117,0.0199491,
1.2322,-0.128378,1.91744,0.674227,3.04848,-1.17659,1.67829,0.256021,-0.128378,1.91744,0.674227,3.04848,-1.17659,1.67829,0.256021,-0.128378,1.91744,0.674227,3.04848,-1.17659,1.67829,0.256021,-0.128378,1.91744,0.674227,3.04848,-1.17659,1.67829,0.256021,-0.128378,1.91744,0.674227,3.04848,-1.17659,1.67829,0.256021,0.368592,1.84673,0.340869,-2.9403,-1.1813,-1.66246,0.0199491,-0.00780455,2.04679,1.38572,1.36603,-0.369951,0.769437,0.0199491,-0.108248,2.00291,1.20954,3.05112,-1.16519,0.0880178,0.0199491,0.309128,2.0006,0.907235,2.96867,-0.141413,0.342107,0.0199491,0.072087,2.41711,0.749816,1.90206,0.35732,0.828595,0.0199645,0.492293,1.73743,0.938982,1.78226,0.323301,1.47146,0.0199491,
1.2423,-0.128714,1.91777,0.673821,3.04807,-1.17666,1.67939,0.256021,-0.128714,1.91777,0.673821,3.04807,-1.17666,1.67939,0.256021,-0.128714,1.91777,0.673821,3.04807,-1.17666,1.67939,0.256021,-0.128714,1.91777,0.673821,3.04807,-1.17666,1.67939,0.256021,-0.128714,1.91777,0.673821,3.04807,-1.17666,1.67939,0.256021,0.368255,1.84718,0.340436,-2.94274,-1.18158,-1.65937,0.0199491,-0.00856958,2.04698,1.38523,1.36573,-0.371259,0.76922,0.0199491,-0.108778,2.00293,1.20903,3.05084,-1.16473,0.0882317,0.0199491,0.308679,2.00098,0.906975,2.9693,-0.140415,0.342951,0.0199491,0.0715804,2.4176,0.749197,1.9022,0.357186,0.828676,0.0199645,0.491975,1.73765,0.938811,1.7824,0.323839,1.47144,0.0199491,
1.2524,-0.129163,1.91808,0.67328,3.04774,-1.17662,1.68036,0.256021,-0.129163,1.91808,0.67328,3.04774,-1.17662,1.68036,0.256021,-0.129163,1.91808,0.67328,3.04774,-1.17662,1.68036,0.256021,-0.129163,1.91808,0.67328,3.04774,-1.17662,1.68036,0.256021,-0.129163,1.91808,0.67328,3.04774,-1.17662,1.68036,0.256021,0.367839,1.84759,0.339921,-2.94509,-1.18173,-1.65641,0.0199491,-0.00923525,2.04747,1.3847,1.36029,-0.3772,0.771271,0.0199491,-0.109364,2.00293,1.20844,3.05041,-1.16516,0.0886192,0.0199491,0.308074,2.00126,0.906684,2.97,-0.13902,0.343723,0.0199491,0.0709692,2.41805,0.748598,1.90147,0.356379,0.828346,0.0199645,0.491458,1.73778,0.938622,1.78253,0.32414,1.47158,0.0199491,
1.2625,-0.129688,1.91842,0.672789,3.04775,-1.17662,1.68124,0.256021,-0.129688,1.91842,0.672789,3.04775,-1.17662,1.68124,0.256021,-0.129688,1.91842,0.672789,3.04775,-1.17662,1.68124,0.256021,-0.129688,1.91842,0.672789,3.04775,-1.17662,1.68124,0.256021,-0.129688,1.91842,0.672789,3.04775,-1.17662,1.68124,0.256021,0.367354,1.8482,0.339438,-2.94624,-1.18188,-1.65432,0.0199491,-0.00992561,2.04822,1.3842,1.35906,-0.379292,0.772344,0.0199491,-0.110013,2.00293,1.20792,3.05027,-1.16582,0.0889463,0.0199491,0.307405,2.00169,0.906373,2.97077,-0.138213,0.344495,0.0199491,0.0701627,2.41858,0.748085,1.90082,0.355356,0.827975,0.0199645,0.490968,1.73813,0.938347,1.78374,0.325044,1.47205,0.0199491,
1.2726,-0.130268,1.9188,0.67238,3.04809,-1.17668,1.68205,0.256021,-0.130268,1.9188,0.67238,3.04809,-1.17668,1.68205,0.256021,-0.130268,1.9188,0.67238,3.04809,-1.17668,1.68205,0.256021,-0.130268,1.9188,0.67238,3.04809,-1.17668,1.68205,0.256021,-0.130268,1.9188,0.67238,3.04809,-1.17668,1.68205,0.256021,0.366822,1.84898,0.33901,-2.94753,-1.18209,-1.65192,0.0199491,-0.0106663,2.04888,1.38378,1.35943,-0.380123,0.772901,0.0199491,-0.110718,2.00293,1.20747,3.05047,-1.16654,0.0891814,0.0199491,0.306694,2.00229,0.906078,2.97167,-0.1378,0.345252,0.0199491,0.0691793,2.4192,0.747658,1.90042,0.354265,0.827634,0.0199645,0.490504,1.73856,0.938027,1.78473,0.326118,1.47253,0.0199491,
1.2827,-0.1307,1.91907,0.671921,3.04787,-1.17662,1.68286,0.256021,-0.1307,1.91907,0.671921,3.04787,-1.17662,1.68286,0.256021,-0.1307,1.91907,0.671921,3.04787,-1.17662,1.68286,0.256021,-0.1307,1.91907,0.671921,3.04787,-1.17662,1.68286,0.256021,-0.1307,1.91907,0.671921,3.04787,-1.17662,1.68286,0.256021,0.366438,1.84938,0.338588,-2.94925,-1.18218,-1.64962,0.0199491,-0.01137,2.0494,1.38335,1.35923,-0.381059,0.773245,0.0199491,-0.111321,2.00294,1.20695,3.05029,-1.16632,0.0894371,0.0199491,0.30614,2.0027,0.905787,2.97227,-0.136622,0.345969,0.0199491,0.0685646,2.4196,0.747094,1.90034,0.354023,0.827499,0.0199645,0.490048,1.73884,0.937797,1.78555,0.326818,1.47286,0.0199491,
1.2928,-0.130887,1.91927,0.671479,3.04691,-1.17656,1.68391,0.256021,-0.130887,1.91927,0.671479,3.04691,-1.17656,1.68391,0.256021,-0.130887,1.91927,0.671479,3.04691,-1.17656,1.68391,0.256021,-0.130887,1.91927,0.671479,3.04691,-1.17656,1.68391,0.256021,-0.130887,1.91927,0.671479,3.04691,-1.17656,1.68391,0.256021,0.366263,1.84943,0.338189,-2.95158,-1.18229,-1.6472,0.0199491,-0.0118153,2.04984,1.38292,1.35868,-0.381773,0.773404,0.0199491,-0.111656,2.00296,1.20644,3.04945,-1.16577,0.0898976,0.0199491,0.305874,2.00293,0.905502,2.97243,-0.1352,0.346769,0.0199491,0.0684467,2.41985,0.746457,1.90008,0.354146,0.827512,0.0199645,0.489752,1.73899,0.937671,1.7861,0.327238,1.473,0.0199491,
1.3029,-0.130883,1.91949,0.671195,3.04568,-1.17655,1.68514,0.256021,-0.130883,1.91949,0.671195,3.04568,-1.17655,1.68514,0.256021,-0.130883,1.91949,0.671195,3.04568,-1.17655,1.68514,0.256021,-0.130883,1.91949,0.671195,3.04568,-1.17655,1.68514,0.256021,-0.130883,1.91949,0.671195,3.04568,-1.17655,1.68514,0.256021,0.366249,1.84943,0.337919,-2.95369,-1.18246,-1.64506,0.0199491,-0.0119312,2.05028,1.38261,1.35837,-0.382061,0.773534,0.0199491,-0.11172,2.00299,1.20609,3.04826,-1.16572,0.0905874,0.0199491,0.305845,2.00315,0.905287,2.97232,-0.134242,0.347657,0.0199491,0.0685823,2.42008,0.745982,1.89941,0.354009,0.827516,0.0199645,0.489669,1.73914,0.93759,1.78655,0.32761,1.47323,0.0199491,
1.313,-0.130645,1.91951,0.670963,3.04604,-1.17741,1.68508,0.256021,-0.130645,1.91951,0.670963,3.04604,-1.17741,1.68508,0.256021,-0.130645,1.91951,0.670963,3.04604,-1.17741,1.68508,0.256021,-0.130645,1.91951,0.670963,3.04604,-1.17741,1.68508,0.256021,-0.130645,1.91951,0.670963,3.04604,-1.17741,1.68508,0.256021,0.36624,1.84946,0.337275,-2.95803,-1.18345,-1.64075,0.0199491,-0.0125715,2.05003,1.38256,1.35604,-0.384816,0.773622,0.0199491,-0.111756,2.00298,1.20556,3.05035,-1.15895,0.0889248,0.0199491,0.305972,2.00326,0.905372,2.97465,-0.128793,0.347859,0.0199491,0.0687561,2.42025,0.744815,1.906,0.359025,0.830231,0.0199645,0.489853,1.73886,0.937787,1.78678,0.326979,1.47326,0.0199491,
1.3231,-0.130534,1.91939,0.670863,3.04784,-1.17845,1.68394,0.256021,-0.130534,1.91939,0.670863,3.04784,-1.17845,1.68394,0.256021,-0.130534,1.91939,0.670863,3.04784,-1.17845,1.68394,0.256021,-0.130534,1.91939,0.670863,3.04784,-1.17845,1.68394,0.256021,-0.130534,1.91939,0.670863,3.04784,-1.17845,1.68394,0.256021,0.366072,1.84985,0.336648,-2.95726,-1.18438,-1.64096,0.0199491,-0.0132169,2.04961,1.3827,1.35967,-0.382251,0.772233,0.0199491,-0.11186,2.00293,1.20519,3.05389,-1.15176,0.0865413,0.0199491,0.30602,2.00352,0.90542,2.97724,-0.124171,0.347691,0.0199491,0.0684721,2.42019,0.743946,1.91377,0.364142,0.833118,0.0199645,0.490173,1.73887,0.937795,1.78978,0.327472,1.47354,0.0199491,
1.3332,-0.130811,1.91929,0.671183,3.05139,-1.17914,1.68182,0.256021,-0.130811,1.91929,0.671183,3.05139,-1.17914,1.68182,0.256021,-0.130811,1.91929,0.671183,3.05139,-1.17914,1.68182,0.256021,-0.130811,1.91929,0.671183,3.05139,-1.17914,1.68182,0.256021,-0.130811,1.91929,0.671183,3.05139,-1.17914,1.68182,0.256021,0.365694,1.85081,0.336599,-2.95414,-1.18487,-1.64264,0.0199491,-0.0138478,2.04902,1.38316,1.36393,-0.380548,0.771544,0.0199491,-0.112201,2.00285,1.20544,3.05822,-1.14819,0.0842863,0.0199491,0.305667,2.00407,0.905733,2.97953,-0.122554,0.34728,0.0199491,0.0672727,2.42031,0.744162,1.91931,0.366426,0.834696,0.0199645,0.490257,1.73903,0.937737,1.79158,0.328039,1.47394,0.0199491,
1.3433,-0.131483,1.91911,0.671753,3.05625,-1.17939,1.67875,0.256021,-0.131483,1.91911,0.671753,3.05625,-1.17939,1.67875,0.256021,-0.131483,1.91911,0.671753,3.05625,-1.17939,1.67875,0.256021,-0.131483,1.91911,0.671753,3.05625,-1.17939,1.67875,0.256021,-0.131483,1.91911,0.671753,3.05625,-1.17939,1.67875,0.256021,0.365101,1.85205,0.33701,-2.94919,-1.1848,-1.64572,0.0199491,-0.0147367,2.04823,1.38391,1.36776,-0.379703,0.771209,0.0199491,-0.112933,2.00277,1.20609,3.06329,-1.14642,0.0819404,0.0199491,0.30486,2.00459,0.906329,2.98148,-0.122678,0.34657,0.0199491,0.065319,2.42042,0.74507,1.92397,0.367546,0.835441,0.0199645,0.489953,1.73908,0.937667,1.79354,0.328322,1.47464,0.0199491,
1.3534,-0.132566,1.91912,0.672343,3.06132,-1.17923,1.67602,0.256021,-0.132566,1.91912,0.672343,3.06132,-1.17923,1.67602,0.256021,-0.132566,1.91912,0.672343,3.06132,-1.17923,1.67602,0.256021,-0.132566,1.91912,0.672343,3.06132,-1.17923,1.67602,0.256021,-0.132566,1.91912,0.672343,3.06132,-1.17923,1.67602,0.256021,0.364258,1.85367,0.337648,-2.94494,-1.1844,-1.64758,0.0199491,-0.0155369,2.048,1.38457,1.37158,-0.379436,0.772009,0.0199491,-0.113932,2.00269,1.20695,3.06759,-1.14937,0.0805049,0.0199491,0.303617,2.00536,0.906849,2.98282,-0.125512,0.346111,0.0199491,0.0626894,2.42086,0.746528,1.92465,0.365055,0.834549,0.0199645,0.489332,1.73946,0.937344,1.79615,0.329348,1.47591,0.0199491,
1.3635,-0.133694,1.91924,0.672532,3.06524,-1.1791,1.67421,0.256021,-0.133694,1.91924,0.672532,3.06524,-1.1791,1.67421,0.256021,-0.133694,1.91924,0.672532,3.06524,-1.1791,1.67421,0.256021,-0.133694,1.91924,0.672532,3.06524,-1.1791,1.67421,0.256021,-0.133694,1.91924,0.672532,3.06524,-1.1791,1.67421,0.256021,0.363326,1.85518,0.337877,-2.94072,-1.18408,-1.64957,0.0199491,-0.0167565,2.0478,1.38468,1.38435,-0.370294,0.768887,0.0199491,-0.115127,2.00265,1.20729,3.07104,-1.15092,0.0793466,0.0199491,0.302373,2.00613,0.906901,2.98368,-0.128709,0.34603,0.0199491,0.0602727,2.42138,0.747294,1.92571,0.363491,0.833936,0.0199645,0.488751,1.74022,0.936817,1.80094,0.331716,1.47696,0.0199491,
1.3736,-0.134449,1.9192,0.672206,3.06676,-1.17867,1.67325,0.256021,-0.134449,1.9192,0.672206,3.06676,-1.17867,1.67325,0.256021,-0.134449,1.9192,0.672206,3.06676,-1.17867,1.67325,0.256021,-0.134449,1.9192,0.672206,3.06676,-1.17867,1.67325,0.256021,-0.134449,1.9192,0.672206,3.06676,-1.17867,1.67325,0.256021,0.362762,1.85561,0.337754,-2.93896,-1.18356,-1.6506,0.0199491,-0.0180828,2.04718,1.38447,1.38842,-0.367921,0.767101,0.0199491,-0.116254,2.00264,1.20696,3.07281,-1.14885,0.078458,0.0199491,0.301446,2.00619,0.906831,2.98403,-0.128446,0.3461,0.0199491,0.0590343,2.42142,0.747081,1.92773,0.364685,0.833926,0.0199645,0.487956,1.74022,0.93669,1.8014,0.331887,1.47656,0.0199491,
1.3837,-0.134828,1.91908,0.671709,3.06676,-1.1782,1.6729,0.256021,-0.134828,1.91908,0.671709,3.06676,-1.1782,1.6729,0.256021,-0.134828,1.91908,0.671709,3.06676,-1.1782,1.6729,0.256021,-0.134828,1.91908,0.671709,3.06676,-1.1782,1.6729,0.256021,-0.134828,1.91908,0.671709,3.06676,-1.1782,1.6729,0.256021,0.362526,1.85541,0.337492,-2.93901,-1.18307,-1.65074,0.0199491,-0.0187598,2.04681,1.38407,1.38936,-0.367337,0.766355,0.0199491,-0.11684,2.00264,1.20649,3.07291,-1.14785,0.07831,0.0199491,0.300985,2.00597,0.906541,2.98348,-0.127936,0.346381,0.0199491,0.0586413,2.42124,0.746691,1.92798,0.365358,0.833742,0.0199645,0.487352,1.74014,0.936631,1.80057,0.33176,1.47585,0.0199491,
