time,0_rod(payload_bars compound_2kFFvD).X,0_rod(payload_bars compound_2kFFvD).Y,0_rod(payload_bars compound_2kFFvD).Z,0_rod(payload_bars compound_2kFFvD).Euler1,0_rod(payload_bars compound_2kFFvD).Euler2,0_rod(payload_bars compound_2kFFvD).Euler3,0_rod(payload_bars compound_2kFFvD).mass,1_rod(payload_bars compound_2kFFvD).X,1_rod(payload_bars compound_2kFFvD).Y,1_rod(payload_bars compound_2kFFvD).Z,1_rod(payload_bars compound_2kFFvD).Euler1,1_rod(payload_bars compound_2kFFvD).Euler2,1_rod(payload_bars compound_2kFFvD).Euler3,1_rod(payload_bars compound_2kFFvD).mass,2_rod(payload_bars compound_2kFFvD).X,2_rod(payload_bars compound_2kFFvD).Y,2_rod(payload_bars compound_2kFFvD).Z,2_rod(payload_bars compound_2kFFvD).Euler1,2_rod(payload_bars compound_2kFFvD).Euler2,2_rod(payload_bars compound_2kFFvD).Euler3,2_rod(payload_bars compound_2kFFvD).mass,3_rod(payload_bars compound_2kFFvD).X,3_rod(payload_bars compound_2kFFvD).Y,3_rod(payload_bars compound_2kFFvD).Z,3_rod(payload_bars compound_2kFFvD).Euler1,3_rod(payload_bars compound_2kFFvD).Euler2,3_rod(payload_bars compound_2kFFvD).Euler3,3_rod(payload_bars compound_2kFFvD).mass,4_rod(payload_bars compound_2kFFvD).X,4_rod(payload_bars compound_2kFFvD).Y,4_rod(payload_bars compound_2kFFvD).Z,4_rod(payload_bars compound_2kFFvD).Euler1,4_rod(payload_bars compound_2kFFvD).Euler2,4_rod(payload_bars compound_2kFFvD).Euler3,4_rod(payload_bars compound_2kFFvD).mass,5_rod(strut).X,5_rod(strut).Y,5_rod(strut).Z,5_rod(strut).Euler1,5_rod(strut).Euler2,5_rod(strut).Euler3,5_rod(strut).mass,6_rod(strut).X,6_rod(strut).Y,6_rod(strut).Z,6_rod(strut).Euler1,6_rod(strut).Euler2,6_rod(strut).Euler3,6_rod(strut).mass,7_rod(strut).X,7_rod(strut).Y,7_rod(strut).Z,7_rod(strut).Euler1,7_rod(strut).Euler2,7_rod(strut).Euler3,7_rod(strut).mass,8_rod(strut).X,8_rod(strut).Y,8_rod(strut).Z,8_rod(strut).Euler1,8_rod(strut).Euler2,8_rod(strut).Euler3,8_rod(strut).mass,9_rod(strut).X,9_rod(strut).Y,9_rod(strut).Z,9_rod(strut).Euler1,9_rod(strut).Euler2,9_rod(strut).Euler3,9_rod(strut).mass,10_rod(strut).X,10_rod(strut).Y,10_rod(strut).Z,10_rod(strut).Euler1,10_rod(strut).Euler2,10_rod(strut).Euler3,10_rod(strut).mass,
12.0493,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.3049,5.86952,65.827,-0.337751,-1.06742,0.802056,0.199491,17.8758,5.66763,71.2205,0.932167,-1.24127,-0.354901,0.199491,18.3061,5.75756,69.0323,0.844746,-1.30338,1.42354,0.199491,19.3642,3.86452,69.2491,0.0789263,-1.25685,1.96913,0.199491,19.4859,5.86389,68.7177,1.29983,0.0950962,1.78817,0.199645,16.2088,4.44044,69.0633,1.38324,0.0608946,1.87439,0.199491,
12.0594,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.3037,5.86952,65.8258,-0.337243,-1.06763,0.801719,0.199491,17.8765,5.66789,71.2195,0.932449,-1.24113,-0.355345,0.199491,18.3065,5.75696,69.0316,0.845693,-1.30335,1.4223,0.199491,19.3642,3.8646,69.249,0.0792025,-1.25685,1.96889,0.199491,19.4858,5.86385,68.7175,1.29985,0.0951012,1.78819,0.199645,16.2086,4.44029,69.0626,1.38336,0.0610637,1.87448,0.199491,
12.0695,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.3034,5.86952,65.8254,-0.337013,-1.06764,0.801546,0.199491,17.8768,5.66799,71.2192,0.932509,-1.24112,-0.35545,0.199491,18.3067,5.7568,69.0314,0.84619,-1.30333,1.42173,0.199491,19.3643,3.86462,69.249,0.07916,-1.25683,1.96893,0.199491,19.4858,5.86384,68.7175,1.29989,0.0951011,1.78821,0.199645,16.2086,4.44023,69.0625,1.38336,0.0611217,1.87452,0.199491,
12.0796,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.304,5.86955,65.826,-0.337163,-1.06749,0.80161,0.199491,17.8765,5.66785,71.2197,0.932372,-1.24123,-0.355222,0.199491,18.3065,5.75718,69.0316,0.845194,-1.30338,1.42287,0.199491,19.3644,3.86458,69.249,0.0790252,-1.25681,1.96905,0.199491,19.486,5.86387,68.7175,1.29982,0.0951113,1.7882,0.199645,16.2088,4.44028,69.0628,1.3832,0.0610672,1.87448,0.199491,
12.0897,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.3055,5.86958,65.8274,-0.337441,-1.0671,0.801717,0.199491,17.8759,5.66756,71.2208,0.931986,-1.24141,-0.354649,0.199491,18.3062,5.75793,69.0322,0.84504,-1.30337,1.42341,0.199491,19.3645,3.86449,69.249,0.0787323,-1.25678,1.96931,0.199491,19.4863,5.86393,68.7176,1.29977,0.0951211,1.78821,0.199645,16.209,4.44042,69.0636,1.3829,0.060924,1.87438,0.199491,
12.0998,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.3073,5.86957,65.8294,-0.337954,-1.06663,0.801996,0.199491,17.8751,5.66723,71.2224,0.931407,-1.24163,-0.353834,0.199491,18.3057,5.75886,69.0332,0.846346,-1.30327,1.42265,0.199491,19.3646,3.86439,69.249,0.0782334,-1.25672,1.96976,0.199491,19.4866,5.86398,68.7177,1.29971,0.0951347,1.78823,0.199645,16.2094,4.44059,69.0648,1.3825,0.0607236,1.87423,0.199491,
12.1099,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.3093,5.86958,65.8314,-0.338789,-1.06627,0.802543,0.199491,17.8742,5.66685,71.2241,0.930882,-1.24189,-0.353056,0.199491,18.3051,5.75983,69.0342,0.846966,-1.30322,1.42256,0.199491,19.3648,3.86426,69.2492,0.0776417,-1.25666,1.97029,0.199491,19.487,5.86404,68.718,1.29962,0.0951503,1.78822,0.199645,16.2097,4.44076,69.0661,1.38213,0.0604979,1.87408,0.199491,
12.12,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.311,5.86961,65.8331,-0.33955,-1.066,0.803044,0.199491,17.8735,5.66651,71.2256,0.930467,-1.24212,-0.352419,0.199491,18.3047,5.76068,69.0351,0.846863,-1.30323,1.42311,0.199491,19.365,3.86411,69.2493,0.0770695,-1.25661,1.9708,0.199491,19.4874,5.86408,68.7184,1.29957,0.0951559,1.78822,0.199645,16.2101,4.44091,69.0671,1.38185,0.0602907,1.87395,0.199491,
12.1301,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.3121,5.86964,65.8342,-0.33992,-1.06577,0.803258,0.199491,17.8732,5.66632,71.2266,0.930142,-1.24221,-0.35197,0.199491,18.3045,5.76122,69.0356,0.847523,-1.30318,1.42274,0.199491,19.3651,3.86399,69.2494,0.0766467,-1.25656,1.97118,0.199491,19.4877,5.86413,68.7185,1.29951,0.0951763,1.78823,0.199645,16.2103,4.44102,69.0678,1.38168,0.0601559,1.87387,0.199491,
12.1402,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.3124,5.86968,65.8345,-0.34005,-1.06573,0.803327,0.199491,17.8732,5.66631,71.2268,0.930043,-1.24218,-0.351863,0.199491,18.3045,5.76134,69.0357,0.847887,-1.30316,1.42243,0.199491,19.3652,3.86391,69.2494,0.0765352,-1.25654,1.97126,0.199491,19.4879,5.86414,68.7185,1.29949,0.0951903,1.78824,0.199645,16.2104,4.44106,69.0681,1.38163,0.0601269,1.87385,0.199491,
12.1503,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.312,5.86976,65.8338,-0.34007,-1.06598,0.803371,0.199491,17.8737,5.66646,71.2263,0.930246,-1.24209,-0.352164,0.199491,18.3048,5.76107,69.0353,0.847272,-1.30322,1.42283,0.199491,19.3653,3.86388,69.2494,0.0767703,-1.25657,1.97103,0.199491,19.4879,5.86412,68.7185,1.2995,0.0951925,1.78823,0.199645,16.2103,4.44102,69.0677,1.38175,0.0602006,1.87391,0.199491,
12.1604,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.3107,5.86983,65.8323,-0.339761,-1.06636,0.803198,0.199491,17.8744,5.66677,71.2253,0.930632,-1.24191,-0.352745,0.199491,18.3053,5.76047,69.0345,0.846748,-1.30329,1.42295,0.199491,19.3653,3.86388,69.2494,0.0772595,-1.25662,1.97057,0.199491,19.4879,5.86409,68.7184,1.2995,0.0951983,1.78822,0.199645,16.2101,4.44092,69.067,1.38202,0.0603544,1.87402,0.199491,
12.1705,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.309,5.86988,65.8304,-0.339109,-1.06674,0.802773,0.199491,17.8753,5.66716,71.2238,0.931099,-1.24166,-0.353466,0.199491,18.3059,5.75965,69.0334,0.846551,-1.30333,1.42265,0.199491,19.3653,3.8639,69.2493,0.0779372,-1.25668,1.96993,0.199491,19.4877,5.86406,68.7181,1.29955,0.0951987,1.78822,0.199645,16.2098,4.44077,69.0659,1.38236,0.0605671,1.87416,0.199491,
12.1806,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.3072,5.86993,65.8284,-0.338431,-1.06714,0.802331,0.199491,17.8762,5.66755,71.2222,0.931601,-1.24142,-0.35422,0.199491,18.3064,5.7588,69.0323,0.845723,-1.30341,1.42295,0.199491,19.3653,3.86397,69.2492,0.0786772,-1.25675,1.96924,0.199491,19.4874,5.86402,68.7178,1.29958,0.0951993,1.78822,0.199645,16.2095,4.4406,69.0648,1.38266,0.0608044,1.87431,0.199491,
12.1907,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.3057,5.86997,65.8267,-0.337885,-1.06749,0.801982,0.199491,17.877,5.66785,71.2209,0.932027,-1.24122,-0.354845,0.199491,18.3069,5.7581,69.0313,0.844637,-1.30349,1.42359,0.199491,19.3653,3.86406,69.2492,0.0791754,-1.25678,1.96879,0.199491,19.4872,5.86399,68.7175,1.29962,0.0951955,1.78821,0.199645,16.2093,4.44043,69.0639,1.38289,0.0610137,1.87444,0.199491,
12.2008,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.3047,5.86997,65.8257,-0.337359,-1.06762,0.80161,0.199491,17.8775,5.66802,71.22,0.932266,-1.2411,-0.355199,0.199491,18.3073,5.75767,69.0307,0.844441,-1.30352,1.42354,0.199491,19.3653,3.86413,69.249,0.0793848,-1.25679,1.96861,0.199491,19.4871,5.86399,68.7173,1.29966,0.0951943,1.78823,0.199645,16.2091,4.4403,69.0633,1.38301,0.0611432,1.87453,0.199491,
12.2109,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.3045,5.86996,65.8254,-0.337065,-1.06756,0.801373,0.199491,17.8777,5.66805,71.2199,0.932291,-1.2411,-0.355238,0.199491,18.3074,5.75762,69.0305,0.844469,-1.30352,1.42348,0.199491,19.3654,3.86413,69.249,0.079308,-1.25676,1.96868,0.199491,19.4872,5.864,68.7173,1.29965,0.0952041,1.78825,0.199645,16.2091,4.44024,69.0632,1.383,0.0611772,1.87456,0.199491,
12.221,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.3052,5.86997,65.8261,-0.337233,-1.0674,0.801459,0.199491,17.8775,5.66791,71.2204,0.932125,-1.24121,-0.35498,0.199491,18.3072,5.75797,69.0307,0.844296,-1.30353,1.42383,0.199491,19.3654,3.86411,69.249,0.0791188,-1.25673,1.96886,0.199491,19.4874,5.86402,68.7173,1.29963,0.0952075,1.78825,0.199645,16.2093,4.44028,69.0636,1.38282,0.061127,1.87452,0.199491,
12.2311,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.3065,5.86999,65.8274,-0.33767,-1.06712,0.801717,0.199491,17.8769,5.66766,71.2214,0.931768,-1.24139,-0.354451,0.199491,18.3069,5.75863,69.0313,0.844574,-1.3035,1.42391,0.199491,19.3655,3.86406,69.249,0.0787824,-1.25669,1.96916,0.199491,19.4876,5.86405,68.7174,1.29957,0.0952151,1.78826,0.199645,16.2095,4.44039,69.0644,1.38251,0.0610042,1.87442,0.199491,
12.2412,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.3082,5.87,65.8291,-0.338171,-1.06671,0.801996,0.199491,17.8762,5.66736,71.2228,0.931275,-1.2416,-0.353746,0.199491,18.3065,5.75948,69.0322,0.845283,-1.30344,1.42367,0.199491,19.3657,3.86396,69.2491,0.078394,-1.25665,1.96951,0.199491,19.4879,5.8641,68.7176,1.2995,0.095229,1.78826,0.199645,16.2099,4.44055,69.0654,1.38216,0.0608221,1.87429,0.199491,
12.2513,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.3099,5.87003,65.8309,-0.338744,-1.06633,0.802331,0.199491,17.8754,5.66703,71.2243,0.930807,-1.24181,-0.353059,0.199491,18.306,5.76037,69.0331,0.845494,-1.30341,1.42393,0.199491,19.3658,3.8638,69.2492,0.0779338,-1.2566,1.96991,0.199491,19.4883,5.86417,68.7178,1.29944,0.0952419,1.78827,0.199645,16.2102,4.44072,69.0665,1.38186,0.0606171,1.87415,0.199491,
12.2614,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.3113,5.87005,65.8323,-0.339364,-1.06609,0.80273,0.199491,17.8749,5.66675,71.2256,0.930433,-1.24199,-0.352504,0.199491,18.3056,5.7611,69.0338,0.845671,-1.3034,1.42413,0.199491,19.366,3.86366,69.2493,0.0774502,-1.25656,1.97034,0.199491,19.4887,5.86421,68.718,1.29937,0.0952575,1.78826,0.199645,16.2105,4.44085,69.0674,1.38162,0.0604433,1.87405,0.199491,
12.2715,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.3123,5.87008,65.8332,-0.339811,-1.06597,0.803029,0.199491,17.8746,5.66661,71.2264,0.930185,-1.24207,-0.352162,0.199491,18.3055,5.7615,69.0342,0.846371,-1.30336,1.42365,0.199491,19.3661,3.86357,69.2494,0.0770668,-1.25651,1.97068,0.199491,19.4889,5.86423,68.7182,1.29934,0.0952688,1.78827,0.199645,16.2107,4.44093,69.068,1.38146,0.0603401,1.87398,0.199491,
12.2816,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.3125,5.87014,65.8333,-0.339964,-1.066,0.80313,0.199491,17.8747,5.66663,71.2266,0.930141,-1.24204,-0.352125,0.199491,18.3056,5.76156,69.0342,0.846602,-1.30335,1.42343,0.199491,19.3662,3.86349,69.2494,0.0769853,-1.2565,1.97074,0.199491,19.4891,5.86423,68.7183,1.29931,0.0952804,1.78827,0.199645,16.2107,4.44096,69.0682,1.38145,0.0603242,1.87398,0.199491,
12.2917,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.312,5.87021,65.8326,-0.339846,-1.06619,0.803054,0.199491,17.8752,5.66679,71.2261,0.930326,-1.24194,-0.352412,0.199491,18.3058,5.76131,69.0338,0.845985,-1.30341,1.42384,0.199491,19.3663,3.86344,69.2494,0.077251,-1.25653,1.97048,0.199491,19.4891,5.86423,68.7182,1.2993,0.0952901,1.78827,0.199645,16.2107,4.44093,69.0678,1.38158,0.0603939,1.87403,0.199491,
12.3018,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.3108,5.87028,65.8312,-0.33949,-1.0665,0.80283,0.199491,17.8759,5.66707,71.2251,0.930668,-1.24175,-0.352936,0.199491,18.3063,5.76077,69.0331,0.845419,-1.30346,1.42403,0.199491,19.3663,3.86343,69.2494,0.0777501,-1.25658,1.97,0.199491,19.4891,5.86421,68.718,1.29932,0.0952931,1.78826,0.199645,16.2105,4.44085,69.0671,1.38183,0.0605379,1.87413,0.199491,
12.3119,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.3093,5.87033,65.8295,-0.338982,-1.06688,0.802511,0.199491,17.8767,5.66743,71.2238,0.931097,-1.24155,-0.353592,0.199491,18.3068,5.76003,69.0321,0.845199,-1.30351,1.4238,0.199491,19.3664,3.86346,69.2493,0.0783635,-1.25663,1.96943,0.199491,19.4889,5.86418,68.7178,1.29935,0.0952963,1.78826,0.199645,16.2102,4.44071,69.0662,1.38211,0.0607337,1.87426,0.199491,
12.322,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.3078,5.87038,65.8278,-0.338427,-1.06724,0.802156,0.199491,17.8775,5.66777,71.2224,0.931537,-1.24135,-0.354249,0.199491,18.3074,5.7593,69.0311,0.844579,-1.30358,1.42396,0.199491,19.3664,3.86353,69.2492,0.0789657,-1.25669,1.96887,0.199491,19.4887,5.86414,68.7176,1.29938,0.095293,1.78826,0.199645,16.21,4.44056,69.0653,1.38236,0.0609424,1.87439,0.199491,
12.3321,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.3065,5.8704,65.8264,-0.337887,-1.0675,0.801795,0.199491,17.8782,5.66801,71.2213,0.931878,-1.24118,-0.354754,0.199491,18.3078,5.75871,69.0303,0.843714,-1.30364,1.42446,0.199491,19.3663,3.86362,69.2491,0.0793251,-1.25671,1.96855,0.199491,19.4885,5.86412,68.7173,1.29942,0.095291,1.78826,0.199645,16.2098,4.44041,69.0645,1.38255,0.06112,1.87451,0.199491,
12.3422,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.3057,5.8704,65.8256,-0.337372,-1.06755,0.801416,0.199491,17.8786,5.66813,71.2206,0.932056,-1.24108,-0.355018,0.199491,18.308,5.75839,69.0297,0.843368,-1.30367,1.42462,0.199491,19.3664,3.86367,69.249,0.0794716,-1.2567,1.96842,0.199491,19.4885,5.86412,68.7171,1.29944,0.0952953,1.78828,0.199645,16.2097,4.44029,69.064,1.38264,0.0612252,1.87458,0.199491,
12.3523,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.3056,5.87039,65.8255,-0.337153,-1.06749,0.801236,0.199491,17.8787,5.66813,71.2205,0.932063,-1.24109,-0.355021,0.199491,18.3081,5.75839,69.0296,0.843259,-1.30368,1.42472,0.199491,19.3664,3.86367,69.249,0.0793734,-1.25667,1.96852,0.199491,19.4885,5.86414,68.717,1.29945,0.0952992,1.7883,0.199645,16.2097,4.44024,69.0639,1.38261,0.0612478,1.8746,0.199491,
12.3624,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.3062,5.8704,65.8261,-0.33737,-1.06736,0.80137,0.199491,17.8785,5.668,71.221,0.9319,-1.24121,-0.354767,0.199491,18.308,5.75872,69.0298,0.843324,-1.30368,1.42484,0.199491,19.3665,3.86366,69.249,0.0791596,-1.25664,1.96872,0.199491,19.4887,5.86415,68.7171,1.29942,0.0953043,1.7883,0.199645,16.2098,4.44026,69.0643,1.38243,0.0611999,1.87456,0.199491,
12.3725,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.3074,5.87041,65.8273,-0.337763,-1.0671,0.801602,0.199491,17.878,5.66777,71.222,0.931568,-1.24137,-0.35428,0.199491,18.3077,5.75931,69.0304,0.843736,-1.30365,1.42475,0.199491,19.3666,3.86362,69.249,0.0788607,-1.25661,1.96899,0.199491,19.4889,5.86418,68.7172,1.29937,0.0953107,1.78831,0.199645,16.21,4.44036,69.0651,1.38214,0.0610902,1.87447,0.199491,
12.3826,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.3089,5.87043,65.8288,-0.338167,-1.06673,0.80181,0.199491,17.8773,5.66751,71.2232,0.931133,-1.24155,-0.353659,0.199491,18.3073,5.76008,69.0311,0.844136,-1.3036,1.42476,0.199491,19.3667,3.86352,69.2491,0.0785551,-1.25657,1.96926,0.199491,19.4892,5.86423,68.7174,1.29931,0.0953228,1.78832,0.199645,16.2103,4.4405,69.066,1.38184,0.06093,1.87436,0.199491,
12.3927,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.3104,5.87046,65.8303,-0.338646,-1.0664,0.802082,0.199491,17.8767,5.66722,71.2245,0.930734,-1.24173,-0.353074,0.199491,18.3069,5.76086,69.0319,0.84414,-1.30358,1.42516,0.199491,19.3669,3.86337,69.2492,0.0781907,-1.25653,1.96957,0.199491,19.4895,5.86429,68.7175,1.29924,0.0953389,1.78831,0.199645,16.2106,4.44066,69.0669,1.38158,0.0607534,1.87424,0.199491,
12.4028,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.3116,5.87049,65.8315,-0.339195,-1.06621,0.802441,0.199491,17.8762,5.667,71.2255,0.930423,-1.24187,-0.352617,0.199491,18.3066,5.76146,69.0325,0.844449,-1.30357,1.42516,0.199491,19.367,3.86324,69.2493,0.0777657,-1.25649,1.96995,0.199491,19.4899,5.86433,68.7177,1.29919,0.0953503,1.78831,0.199645,16.2109,4.44078,69.0677,1.38138,0.0606088,1.87415,0.199491,
12.4129,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.3123,5.87053,65.8322,-0.339603,-1.06614,0.802722,0.199491,17.8761,5.66692,71.2262,0.930227,-1.24193,-0.352355,0.199491,18.3065,5.76177,69.0328,0.845192,-1.30353,1.42459,0.199491,19.3671,3.86316,69.2493,0.0774266,-1.25646,1.97025,0.199491,19.4901,5.86434,68.7179,1.29916,0.0953629,1.78832,0.199645,16.211,4.44084,69.0682,1.38126,0.0605279,1.8741,0.199491,
12.423,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.3125,5.87058,65.8322,-0.339718,-1.06619,0.802795,0.199491,17.8763,5.66695,71.2263,0.930213,-1.2419,-0.352361,0.199491,18.3066,5.7618,69.0328,0.845261,-1.30354,1.4245,0.199491,19.3672,3.86308,69.2494,0.0773908,-1.25645,1.97027,0.199491,19.4903,5.86434,68.7179,1.29913,0.0953745,1.78832,0.199645,16.2111,4.44086,69.0682,1.38126,0.0605224,1.8741,0.199491,
12.4331,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.312,5.87066,65.8315,-0.339563,-1.06635,0.802684,0.199491,17.8767,5.6671,71.2258,0.930389,-1.24179,-0.352637,0.199491,18.3069,5.76156,69.0323,0.844572,-1.30359,1.42498,0.199491,19.3673,3.86303,69.2494,0.0776771,-1.25648,1.96998,0.199491,19.4903,5.86434,68.7179,1.29913,0.0953832,1.78832,0.199645,16.211,4.44084,69.0679,1.38139,0.0605901,1.87416,0.199491,
12.4432,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.311,5.87073,65.8303,-0.33923,-1.06663,0.80247,0.199491,17.8773,5.66736,71.2249,0.930694,-1.24162,-0.353108,0.199491,18.3073,5.76108,69.0316,0.844125,-1.30364,1.4251,0.199491,19.3674,3.86301,69.2493,0.0781417,-1.25652,1.96954,0.199491,19.4902,5.86433,68.7177,1.29913,0.0953897,1.78831,0.199645,16.2109,4.44077,69.0673,1.38161,0.0607214,1.87425,0.199491,
12.4533,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.3097,5.87077,65.8288,-0.338802,-1.06697,0.802204,0.199491,17.878,5.66768,71.2237,0.931072,-1.24146,-0.353684,0.199491,18.3078,5.76044,69.0308,0.843998,-1.30368,1.42483,0.199491,19.3674,3.86304,69.2493,0.0786733,-1.25657,1.96904,0.199491,19.4901,5.86429,68.7175,1.29916,0.0953897,1.78831,0.199645,16.2106,4.44065,69.0665,1.38185,0.0608954,1.87436,0.199491,
12.4634,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,16.3083,5.87081,65.8273,-0.338319,-1.06727,0.801892,0.199491,17.8787,5.66797,71.2226,0.931444,-1.2413,-0.354237,0.199491,18.3082,5.75982,69.03,0.843372,-1.30374,1.42507,0.199491,19.3674,3.86311,69.2492,0.0791663,-1.25661,1.96859,0.199491,19.49,5.86426,68.7173,1.29919,0.0953873,1.78831,0.199645,16.2104,4.44051,69.0657,1.38205,0.0610775,1.87447,0.199491,
