time,0_rod(payload_bars compound_uhMVoB).X,0_rod(payload_bars compound_uhMVoB).Y,0_rod(payload_bars compound_uhMVoB).Z,0_rod(payload_bars compound_uhMVoB).Euler1,0_rod(payload_bars compound_uhMVoB).Euler2,0_rod(payload_bars compound_uhMVoB).Euler3,0_rod(payload_bars compound_uhMVoB).mass,1_rod(payload_bars compound_uhMVoB).X,1_rod(payload_bars compound_uhMVoB).Y,1_rod(payload_bars compound_uhMVoB).Z,1_rod(payload_bars compound_uhMVoB).Euler1,1_rod(payload_bars compound_uhMVoB).Euler2,1_rod(payload_bars compound_uhMVoB).Euler3,1_rod(payload_bars compound_uhMVoB).mass,2_rod(payload_bars compound_uhMVoB).X,2_rod(payload_bars compound_uhMVoB).Y,2_rod(payload_bars compound_uhMVoB).Z,2_rod(payload_bars compound_uhMVoB).Euler1,2_rod(payload_bars compound_uhMVoB).Euler2,2_rod(payload_bars compound_uhMVoB).Euler3,2_rod(payload_bars compound_uhMVoB).mass,3_rod(payload_bars compound_uhMVoB).X,3_rod(payload_bars compound_uhMVoB).Y,3_rod(payload_bars compound_uhMVoB).Z,3_rod(payload_bars compound_uhMVoB).Euler1,3_rod(payload_bars compound_uhMVoB).Euler2,3_rod(payload_bars compound_uhMVoB).Euler3,3_rod(payload_bars compound_uhMVoB).mass,4_rod(payload_bars compound_uhMVoB).X,4_rod(payload_bars compound_uhMVoB).Y,4_rod(payload_bars compound_uhMVoB).Z,4_rod(payload_bars compound_uhMVoB).Euler1,4_rod(payload_bars compound_uhMVoB).Euler2,4_rod(payload_bars compound_uhMVoB).Euler3,4_rod(payload_bars compound_uhMVoB).mass,5_rod(strut).X,5_rod(strut).Y,5_rod(strut).Z,5_rod(strut).Euler1,5_rod(strut).Euler2,5_rod(strut).Euler3,5_rod(strut).mass,6_rod(strut).X,6_rod(strut).Y,6_rod(strut).Z,6_rod(strut).Euler1,6_rod(strut).Euler2,6_rod(strut).Euler3,6_rod(strut).mass,7_rod(strut).X,7_rod(strut).Y,7_rod(strut).Z,7_rod(strut).Euler1,7_rod(strut).Euler2,7_rod(strut).Euler3,7_rod(strut).mass,8_rod(strut).X,8_rod(strut).Y,8_rod(strut).Z,8_rod(strut).Euler1,8_rod(strut).Euler2,8_rod(strut).Euler3,8_rod(strut).mass,9_rod(strut).X,9_rod(strut).Y,9_rod(strut).Z,9_rod(strut).Euler1,9_rod(strut).Euler2,9_rod(strut).Euler3,9_rod(strut).mass,10_rod(strut).X,10_rod(strut).Y,10_rod(strut).Z,10_rod(strut).Euler1,10_rod(strut).Euler2,10_rod(strut).Euler3,10_rod(strut).mass,
1.0504,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.55309,5.64946,2.47298,-0.107691,-0.210421,-2.46027,0.199491,3.09031,5.46695,3.21933,-0.151737,-0.253616,-2.44369,0.199491,0.25318,4.74727,2.81323,0.0220179,-0.142426,-0.902924,0.199491,0.451143,7.35654,5.27849,-0.00314085,-0.121006,-0.90283,0.199491,0.26466,5.45088,5.44283,-1.52503,0.655273,0.116161,0.199645,-0.378003,7.74142,2.095,-1.51666,0.619383,0.129598,0.199491,
1.0605,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.57097,5.62127,2.49047,-0.0701492,-0.176346,-2.47411,0.199491,3.11345,5.48062,3.20855,-0.100615,-0.189822,-2.45995,0.199491,0.251543,4.7257,2.80712,-0.061679,-0.0737929,-0.898258,0.199491,0.427842,7.42553,5.30986,0.02176,-0.136234,-0.915142,0.199491,0.267498,5.44892,5.45226,-1.54196,0.528201,0.105362,0.199645,-0.377068,7.72763,2.07807,-1.52373,0.550264,0.119763,0.199491,
1.0706,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.57836,5.5816,2.50706,0.0104359,-0.082398,-2.49078,0.199491,3.12878,5.49055,3.19734,-0.0300672,-0.0965968,-2.47373,0.199491,0.242828,4.70459,2.80104,-0.107435,-0.0337408,-0.899446,0.199491,0.414571,7.47999,5.3402,-0.0232388,-0.0973843,-0.918165,0.199491,0.262881,5.4316,5.46843,-1.52216,0.67117,0.114794,0.199645,-0.382902,7.71615,2.05531,-1.50406,0.656192,0.123562,0.199491,
1.0807,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.58175,5.5427,2.53216,0.04845,-0.0356716,-2.49679,0.199491,3.14719,5.49831,3.18531,-0.0337358,-0.102138,-2.47591,0.199491,0.234602,4.67278,2.79062,-0.12832,-0.0121725,-0.90107,0.199491,0.398893,7.50739,5.35433,-0.0548015,-0.0702225,-0.923708,0.199491,0.247611,5.41064,5.49264,-1.51173,0.730626,0.118226,0.199645,-0.389605,7.7065,2.03608,-1.49147,0.719105,0.124649,0.199491,
1.0908,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.57246,5.5271,2.55412,0.0248356,-0.0646055,-2.49021,0.199491,3.15614,5.50196,3.17456,-0.120946,-0.216331,-2.46282,0.199491,0.22198,4.64446,2.77208,-0.0904012,-0.0399623,-0.903002,0.199491,0.381721,7.52532,5.36502,0.0143572,-0.118619,-0.935503,0.199491,0.234048,5.39816,5.50409,-1.53503,0.544937,0.101184,0.199645,-0.404215,7.70162,2.05343,-1.51194,0.591775,0.1049,0.199491,
1.1009,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.55422,5.51104,2.57756,-0.0008392,-0.0925741,-2.48274,0.199491,3.14851,5.50712,3.16804,-0.0598037,-0.14092,-2.47543,0.199491,0.2015,4.65545,2.77901,-0.0579919,-0.0611325,-0.902036,0.199491,0.365978,7.5327,5.36144,0.00526012,-0.110048,-0.937044,0.199491,0.216642,5.38799,5.50869,-1.52279,0.626288,0.105089,0.199645,-0.418568,7.70314,2.06187,-1.50601,0.654618,0.101949,0.199491,
1.111,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.54415,5.4971,2.59544,-0.0321598,-0.126351,-2.47476,0.199491,3.12983,5.51179,3.15529,0.0356009,-0.0221485,-2.48474,0.199491,0.186642,4.67938,2.79446,-0.0627768,-0.052704,-0.895833,0.199491,0.352745,7.5306,5.3529,-0.0530424,-0.0651397,-0.937395,0.199491,0.19709,5.38404,5.50846,-1.50222,0.758345,0.113108,0.199645,-0.433779,7.68666,2.08854,-1.49784,0.731279,0.102435,0.199491,
1.1211,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.52905,5.48121,2.61848,-0.0177552,-0.0992716,-2.47131,0.199491,3.10906,5.51503,3.14708,0.0115302,-0.0620823,-2.485,0.199491,0.174651,4.70027,2.80694,-0.0930358,-0.0234314,-0.889623,0.199491,0.335752,7.50472,5.33504,-0.0189698,-0.0884463,-0.945629,0.199491,0.174489,5.38113,5.51259,-1.51519,0.646063,0.100328,0.199645,-0.451075,7.66977,2.12159,-1.51054,0.64455,0.0898459,0.199491,
1.1312,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.50947,5.46215,2.64405,0.017065,-0.0468093,-2.46757,0.199491,3.07402,5.52018,3.14281,-0.0551635,-0.150279,-2.47703,0.199491,0.166397,4.70637,2.82229,-0.0909606,-0.0216096,-0.888413,0.199491,0.321404,7.47148,5.31887,0.0355831,-0.126744,-0.95323,0.199491,0.146616,5.37667,5.5094,-1.52887,0.501185,0.0883619,0.199645,-0.461664,7.65624,2.15432,-1.51926,0.571041,0.0808172,0.199491,
1.1413,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.49098,5.44358,2.66461,0.0373798,-0.0140843,-2.46192,0.199491,3.02453,5.51567,3.13643,-0.0698011,-0.16495,-2.47461,0.199491,0.154385,4.71699,2.84921,-0.0209074,-0.0769523,-0.889155,0.199491,0.313351,7.44097,5.30493,0.069261,-0.148947,-0.958653,0.199491,0.123994,5.36621,5.50089,-1.52976,0.479119,0.0825109,0.199645,-0.468273,7.64281,2.18256,-1.51386,0.64893,0.0818122,0.199491,
1.1514,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.47366,5.42833,2.67802,0.0527156,0.0117853,-2.45667,0.199491,2.97581,5.50763,3.12752,-0.027288,-0.104044,-2.47934,0.199491,0.142175,4.72947,2.87877,0.0354539,-0.120014,-0.891413,0.199491,0.310135,7.4068,5.29039,0.0635064,-0.144953,-0.95891,0.199491,0.104843,5.35098,5.49004,-1.52115,0.573766,0.0827491,0.199645,-0.481988,7.61103,2.21799,-1.50407,0.764862,0.0865956,0.199491,
1.1615,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.45488,5.40981,2.69106,0.051201,0.0159568,-2.45036,0.199491,2.9287,5.5006,3.12009,0.0858352,0.0469995,-2.48005,0.199491,0.132445,4.74347,2.90418,0.0313249,-0.114724,-0.887185,0.199491,0.306354,7.36093,5.27819,0.00141389,-0.100275,-0.951825,0.199491,0.0871953,5.33325,5.48172,-1.50493,0.728641,0.0880829,0.199645,-0.494385,7.58083,2.2517,-1.50614,0.769075,0.084371,0.199491,
1.1716,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.43454,5.38669,2.707,-0.0142004,-0.0593034,-2.44148,0.199491,2.87983,5.49118,3.11604,0.113463,0.0823969,-2.47506,0.199491,0.131645,4.75386,2.92591,-0.0517278,-0.0433731,-0.877912,0.199491,0.30291,7.31244,5.26485,-0.0629144,-0.0526849,-0.943161,0.199491,0.0664447,5.31537,5.47094,-1.50001,0.769144,0.0850186,0.199645,-0.504191,7.56129,2.2835,-1.51934,0.657292,0.0747773,0.199491,
1.1817,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.41513,5.36334,2.71602,-0.102329,-0.158673,-2.42461,0.199491,2.83323,5.48044,3.11456,-0.0366726,-0.103818,-2.46968,0.199491,0.12465,4.76682,2.95295,-0.10131,0.00211164,-0.873758,0.199491,0.29832,7.25987,5.25174,-0.0617242,-0.0506342,-0.938563,0.199491,0.0572968,5.29515,5.45668,-1.5097,0.67356,0.074459,0.199645,-0.516725,7.53555,2.31193,-1.52353,0.618899,0.06969,0.199491,
1.1918,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.40299,5.34225,2.71817,-0.134282,-0.191849,-2.41261,0.199491,2.78535,5.46802,3.11212,-0.100017,-0.175482,-2.45716,0.199491,0.119633,4.77949,2.9778,-0.104407,0.00857139,-0.870795,0.199491,0.29916,7.20539,5.24253,0.0369744,-0.119267,-0.942917,0.199491,0.0513667,5.2736,5.44053,-1.51521,0.606691,0.0660424,0.199645,-0.532667,7.50346,2.34181,-1.51563,0.712079,0.0744404,0.199491,
1.2019,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.39505,5.32348,2.72296,-0.0918675,-0.145228,-2.41378,0.199491,2.73968,5.45533,3.11244,0.0755504,0.0440098,-2.46458,0.199491,0.115068,4.79097,2.99573,-0.0855249,-0.00536865,-0.867886,0.199491,0.299098,7.14643,5.23029,0.0544323,-0.129367,-0.938199,0.199491,0.0448808,5.25437,5.42912,-1.50449,0.724285,0.0676347,0.199645,-0.549148,7.48231,2.36364,-1.51934,0.672054,0.073355,0.199491,
1.212,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.39696,5.31485,2.72847,-0.0380907,-0.0875362,-2.4172,0.199491,2.69786,5.43746,3.11399,-0.0644614,-0.124706,-2.45303,0.199491,0.103614,4.80133,3.00603,-0.0300733,-0.0511483,-0.866757,0.199491,0.300281,7.09088,5.21904,-0.0322452,-0.0629204,-0.920035,0.199491,0.0390225,5.24372,5.41184,-1.50387,0.765276,0.0652226,0.199645,-0.567096,7.46334,2.38017,-1.52057,0.668224,0.0740931,0.199491,
1.2221,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.41037,5.31261,2.72737,0.0016347,-0.0503676,-2.41913,0.199491,2.65825,5.42027,3.11501,-0.0541113,-0.107916,-2.44891,0.199491,0.0999254,4.80988,3.01415,-0.0744269,-0.0108863,-0.86323,0.199491,0.299758,7.04204,5.20901,0.0274562,-0.105318,-0.913803,0.199491,0.0369912,5.23588,5.39536,-1.51627,0.644631,0.054291,0.199645,-0.588581,7.45234,2.38497,-1.51565,0.714422,0.0802875,0.199491,
1.2322,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.4369,5.32011,2.71847,-0.0331261,-0.100556,-2.41869,0.199491,2.62713,5.40306,3.11528,0.0329575,-9.76303e-05,-2.4481,0.199491,0.0958421,4.81626,3.02025,-0.129835,0.0396438,-0.862631,0.199491,0.29791,6.99743,5.20068,0.0522768,-0.121758,-0.905405,0.199491,0.0394914,5.23099,5.38209,-1.51472,0.722455,0.0538965,0.199645,-0.617041,7.44143,2.38198,-1.52214,0.646048,0.0808425,0.199491,
1.2423,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.47582,5.3314,2.70244,-0.0446247,-0.126696,-2.42039,0.199491,2.60295,5.38645,3.12481,-0.0432822,-0.0916581,-2.43929,0.199491,0.0923595,4.81961,3.023,-0.146735,0.0557645,-0.862771,0.199491,0.294446,6.95844,5.19614,-0.0266265,-0.0563677,-0.886394,0.199491,0.0421281,5.23318,5.37069,-1.51305,0.780537,0.0548752,0.199645,-0.643787,7.43773,2.37438,-1.51305,0.704962,0.0919676,0.199491,
1.2524,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.51992,5.34286,2.68599,-0.00281224,-0.0913757,-2.42824,0.199491,2.58284,5.36994,3.14456,-0.00977165,-0.0563604,-2.43641,0.199491,0.0915968,4.81893,3.02114,-0.133132,0.0440694,-0.862272,0.199491,0.285535,6.92605,5.19404,0.0499877,-0.118653,-0.878185,0.199491,0.0437946,5.24248,5.3648,-1.52209,0.661012,0.050593,0.199645,-0.670151,7.44539,2.36444,-1.51355,0.669907,0.0990805,0.199491,
1.2625,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.57168,5.35616,2.66711,0.0438642,-0.0500071,-2.43597,0.199491,2.56994,5.35225,3.16554,-0.0424964,-0.0992672,-2.42816,0.199491,0.0867386,4.81765,3.01675,-0.0705418,-0.0101653,-0.861505,0.199491,0.27293,6.89311,5.19391,0.0342913,-0.105767,-0.861892,0.199491,0.0442905,5.24899,5.36177,-1.51656,0.754167,0.0568098,0.199645,-0.698102,7.45248,2.35335,-1.5089,0.674798,0.108895,0.199491,
1.2726,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.61068,5.35371,2.65559,0.00888055,-0.0935847,-2.43161,0.199491,2.55649,5.33792,3.18216,-0.0539422,-0.11625,-2.42228,0.199491,0.0757238,4.81485,3.00494,0.0365621,-0.102101,-0.868266,0.199491,0.250872,6.87647,5.19806,-0.0184498,-0.0616496,-0.847121,0.199491,0.0382773,5.24553,5.35665,-1.5118,0.77997,0.0639039,0.199645,-0.725337,7.46143,2.34656,-1.5009,0.714454,0.11883,0.199491,
1.2827,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.6243,5.34684,2.65245,0.0195474,-0.0874336,-2.4309,0.199491,2.54752,5.33558,3.1824,-0.0227352,-0.0806559,-2.42461,0.199491,0.0589779,4.81394,2.99891,0.129813,-0.178458,-0.881493,0.199491,0.221527,6.88065,5.20778,0.066594,-0.136544,-0.854027,0.199491,0.00467055,5.22984,5.36231,-1.5177,0.703594,0.059692,0.199645,-0.737583,7.46088,2.3414,-1.50184,0.69839,0.114475,0.199491,
1.2928,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.63897,5.34469,2.64907,0.00807435,-0.106746,-2.42992,0.199491,2.53664,5.33783,3.1718,-0.0386256,-0.0959282,-2.42362,0.199491,0.0487185,4.81504,2.99755,0.0420452,-0.1024,-0.868595,0.199491,0.19789,6.89515,5.23157,0.047511,-0.117948,-0.860334,0.199491,-0.0116414,5.21054,5.3755,-1.51852,0.702155,0.0599777,0.199645,-0.761054,7.44957,2.33851,-1.50034,0.708931,0.115028,0.199491,
1.3029,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.6516,5.34115,2.65151,-0.00818815,-0.130001,-2.42686,0.199491,2.53713,5.33709,3.16833,0.0198636,-0.0219482,-2.42731,0.199491,0.0273681,4.81198,2.99805,-0.0185239,-0.0479872,-0.864846,0.199491,0.17811,6.91722,5.25733,-0.0381762,-0.0427536,-0.856488,0.199491,-0.0216495,5.19244,5.38323,-1.51501,0.763765,0.0642476,0.199645,-0.780005,7.44332,2.33227,-1.50202,0.705602,0.110718,0.199491,
1.313,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.66387,5.32929,2.66409,0.0264453,-0.0921557,-2.42701,0.199491,2.54632,5.33498,3.17113,0.00292657,-0.0393184,-2.4261,0.199491,0.0126035,4.80522,2.991,0.00484516,-0.0646943,-0.86799,0.199491,0.154369,6.94246,5.28074,0.0601781,-0.126394,-0.861907,0.199491,-0.0327511,5.17616,5.38998,-1.52058,0.691553,0.0620047,0.199645,-0.792369,7.45425,2.32572,-1.50701,0.673471,0.102644,0.199491,
1.3231,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.67958,5.32003,2.6742,0.0744178,-0.039556,-2.42743,0.199491,2.55887,5.33414,3.17594,-0.0894801,-0.145741,-2.41723,0.199491,0.00207188,4.79708,2.97941,-0.0253198,-0.0352164,-0.8687,0.199491,0.132699,6.95993,5.30625,0.0258982,-0.0952285,-0.858596,0.199491,-0.0423128,5.16107,5.40572,-1.51575,0.733798,0.0661611,0.199645,-0.808397,7.46166,2.32227,-1.49947,0.728319,0.103548,0.199491,
1.3332,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.6958,5.31745,2.67731,0.0413199,-0.0839287,-2.42496,0.199491,2.56627,5.33432,3.17829,-0.00446788,-0.0488708,-2.42557,0.199491,-0.00877905,4.79204,2.97483,-0.0379803,-0.0212179,-0.869774,0.199491,0.112725,6.97814,5.33421,-0.0349014,-0.0409309,-0.85703,0.199491,-0.0491202,5.14803,5.42252,-1.51291,0.762181,0.0696318,0.199645,-0.826733,7.46145,2.31833,-1.50156,0.709082,0.0998606,0.199491,
1.3433,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.71196,5.31624,2.67634,0.0154379,-0.119642,-2.42213,0.199491,2.5723,5.33341,3.18095,0.0105731,-0.030006,-2.42587,0.199491,-0.0179,4.78725,2.97179,-0.0356616,-0.0208417,-0.871189,0.199491,0.0922329,6.99853,5.35727,0.0601866,-0.121863,-0.865235,0.199491,-0.0578271,5.13549,5.43331,-1.5202,0.68265,0.0668684,0.199645,-0.842364,7.46511,2.30942,-1.50285,0.69367,0.0977893,0.199491,
1.3534,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.72967,5.31385,2.67643,0.05351,-0.0800493,-2.42531,0.199491,2.5801,5.33206,3.18702,-0.0593769,-0.110614,-2.42052,0.199491,-0.0277618,4.78056,2.96554,0.00553653,-0.0541142,-0.874532,0.199491,0.0745448,7.01358,5.37602,0.00338782,-0.0733323,-0.858639,0.199491,-0.066343,5.12764,5.44254,-1.51373,0.744888,0.07316,0.199645,-0.854409,7.47359,2.30158,-1.49736,0.728615,0.100042,0.199491,
1.3635,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.7469,5.31175,2.67647,0.101695,-0.0277698,-2.42751,0.199491,2.58244,5.33149,3.1947,-0.0206816,-0.0677548,-2.42374,0.199491,-0.0358852,4.77687,2.96207,0.0378944,-0.0798974,-0.877641,0.199491,0.0605096,7.02384,5.3921,-0.0177762,-0.0542487,-0.856237,0.199491,-0.0708775,5.12377,5.45046,-1.51393,0.732458,0.0743868,0.199645,-0.86791,7.47868,2.29827,-1.50091,0.693328,0.0973546,0.199491,
1.3736,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.76033,5.31242,2.67414,0.0774404,-0.0607122,-2.42709,0.199491,2.58456,5.33196,3.20094,0.00737998,-0.0385457,-2.42473,0.199491,-0.040361,4.7737,2.95964,0.0378511,-0.0785658,-0.878435,0.199491,0.0478795,7.02616,5.40174,0.0631156,-0.122899,-0.862337,0.199491,-0.0748339,5.12325,5.45789,-1.51714,0.688924,0.0731548,0.199645,-0.880289,7.4815,2.29622,-1.49489,0.725673,0.101328,0.199491,
1.3837,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.77011,5.31185,2.67119,0.042804,-0.104414,-2.42428,0.199491,2.58566,5.3322,3.208,-0.0419773,-0.0987066,-2.42094,0.199491,-0.0427055,4.77035,2.95752,0.0298402,-0.0709549,-0.87869,0.199491,0.0399146,7.02436,5.4054,-0.0171289,-0.0527492,-0.853365,0.199491,-0.0752071,5.12589,5.46188,-1.50877,0.755566,0.0788587,0.199645,-0.890334,7.48547,2.29347,-1.49458,0.71394,0.10186,0.199491,
1.3938,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.77259,5.3098,2.67139,0.0532982,-0.0924957,-2.4247,0.199491,2.58531,5.33562,3.21225,0.00416353,-0.0483637,-2.42446,0.199491,-0.0466997,4.76871,2.9566,0.0643375,-0.0993096,-0.882046,0.199491,0.0363844,7.02577,5.40418,0.00662868,-0.0727985,-0.853276,0.199491,-0.0753681,5.13098,5.46005,-1.51265,0.702554,0.0762259,0.199645,-0.894246,7.4896,2.29484,-1.49425,0.709319,0.101494,0.199491,
1.4039,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.77188,5.31086,2.67023,0.0586513,-0.0858956,-2.42548,0.199491,2.58195,5.34355,3.21001,-0.00962613,-0.0648609,-2.42424,0.199491,-0.0469107,4.77198,2.96009,0.0628675,-0.0981184,-0.881024,0.199491,0.0376739,7.02775,5.39828,0.062507,-0.120126,-0.859593,0.199491,-0.075166,5.13774,5.45803,-1.51109,0.709981,0.0759668,0.199645,-0.894418,7.49101,2.29632,-1.49106,0.727971,0.103271,0.199491,
1.414,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.76536,5.31331,2.66829,0.0258119,-0.122818,-2.4228,0.199491,2.57546,5.35203,3.20675,-0.0320062,-0.0910895,-2.42336,0.199491,-0.0453702,4.77617,2.96429,0.0555273,-0.0923882,-0.879232,0.199491,0.043945,7.0283,5.38945,-0.0223387,-0.0458548,-0.85426,0.199491,-0.0729739,5.14811,5.45363,-1.50606,0.752224,0.0773444,0.199645,-0.892634,7.48953,2.29927,-1.49568,0.689396,0.100384,0.199491,
1.4241,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.7565,5.31475,2.66788,0.0193207,-0.12772,-2.42237,0.199491,2.57092,5.35917,3.20345,0.0162521,-0.037364,-2.42725,0.199491,-0.0431154,4.77907,2.96738,0.0568462,-0.0941541,-0.878626,0.199491,0.0520649,7.02323,5.37372,0.0223626,-0.0839973,-0.857354,0.199491,-0.0685307,5.16028,5.44618,-1.51136,0.690267,0.07215,0.199645,-0.887688,7.48988,2.3033,-1.49058,0.725192,0.10358,0.199491,
1.4342,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.74658,5.31602,2.66785,0.0348658,-0.106271,-2.42448,0.199491,2.56713,5.36358,3.20117,-0.016821,-0.0780608,-2.42632,0.199491,-0.039269,4.78058,2.96922,0.0533606,-0.0922643,-0.877958,0.199491,0.0631458,7.01294,5.35331,0.0657922,-0.120668,-0.861333,0.199491,-0.0622703,5.1739,5.43704,-1.50632,0.732563,0.0734575,0.199645,-0.881187,7.49042,2.30708,-1.49342,0.704423,0.102,0.199491,
1.4443,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.73558,5.31969,2.66509,0.0168605,-0.12425,-2.4235,0.199491,2.56123,5.366,3.19819,-0.0289226,-0.0939914,-2.42634,0.199491,-0.0338952,4.78199,2.97125,0.048997,-0.0899808,-0.877251,0.199491,0.0780498,7.00067,5.33194,-0.0148282,-0.0505386,-0.854136,0.199491,-0.0540987,5.18924,5.4259,-1.50377,0.755156,0.0730544,0.199645,-0.873476,7.48814,2.30994,-1.49413,0.699436,0.102532,0.199491,
