time,0_rod(strut).X,0_rod(strut).Y,0_rod(strut).Z,0_rod(strut).Euler1,0_rod(strut).Euler2,0_rod(strut).Euler3,0_rod(strut).mass,1_rod(strut).X,1_rod(strut).Y,1_rod(strut).Z,1_rod(strut).Euler1,1_rod(strut).Euler2,1_rod(strut).Euler3,1_rod(strut).mass,2_rod(strut).X,2_rod(strut).Y,2_rod(strut).Z,2_rod(strut).Euler1,2_rod(strut).Euler2,2_rod(strut).Euler3,2_rod(strut).mass,3_rod(strut).X,3_rod(strut).Y,3_rod(strut).Z,3_rod(strut).Euler1,3_rod(strut).Euler2,3_rod(strut).Euler3,3_rod(strut).mass,4_rod(strut).X,4_rod(strut).Y,4_rod(strut).Z,4_rod(strut).Euler1,4_rod(strut).Euler2,4_rod(strut).Euler3,4_rod(strut).mass,5_rod(strut).X,5_rod(strut).Y,5_rod(strut).Z,5_rod(strut).Euler1,5_rod(strut).Euler2,5_rod(strut).Euler3,5_rod(strut).mass,6_rod(payload_bars compound_55rHy1).X,6_rod(payload_bars compound_55rHy1).Y,6_rod(payload_bars compound_55rHy1).Z,6_rod(payload_bars compound_55rHy1).Euler1,6_rod(payload_bars compound_55rHy1).Euler2,6_rod(payload_bars compound_55rHy1).Euler3,6_rod(payload_bars compound_55rHy1).mass,7_rod(payload_bars compound_55rHy1).X,7_rod(payload_bars compound_55rHy1).Y,7_rod(payload_bars compound_55rHy1).Z,7_rod(payload_bars compound_55rHy1).Euler1,7_rod(payload_bars compound_55rHy1).Euler2,7_rod(payload_bars compound_55rHy1).Euler3,7_rod(payload_bars compound_55rHy1).mass,8_rod(payload_bars compound_55rHy1).X,8_rod(payload_bars compound_55rHy1).Y,8_rod(payload_bars compound_55rHy1).Z,8_rod(payload_bars compound_55rHy1).Euler1,8_rod(payload_bars compound_55rHy1).Euler2,8_rod(payload_bars compound_55rHy1).Euler3,8_rod(payload_bars compound_55rHy1).mass,9_rod(payload_bars compound_55rHy1).X,9_rod(payload_bars compound_55rHy1).Y,9_rod(payload_bars compound_55rHy1).Z,9_rod(payload_bars compound_55rHy1).Euler1,9_rod(payload_bars compound_55rHy1).Euler2,9_rod(payload_bars compound_55rHy1).Euler3,9_rod(payload_bars compound_55rHy1).mass,10_rod(payload_bars compound_55rHy1).X,10_rod(payload_bars compound_55rHy1).Y,10_rod(payload_bars compound_55rHy1).Z,10_rod(payload_bars compound_55rHy1).Euler1,10_rod(payload_bars compound_55rHy1).Euler2,10_rod(payload_bars compound_55rHy1).Euler3,10_rod(payload_bars compound_55rHy1).mass,
3.1512,-0.745861,92.4381,-3.36681,1.5164,-1.28335,1.17697,0.199491,1.83967,93.3212,3.59834,0.191789,-1.14289,2.42404,0.199491,0.28799,92.6875,1.28192,0.263685,-1.23751,-2.34158,0.199491,1.71112,95.7664,0.754271,0.332822,-1.21662,-2.4289,0.199491,-0.0246321,95.2689,1.29069,-2.9636,-0.374966,1.62085,0.199645,2.73702,93.0278,-0.456637,-2.89207,-0.370228,1.60327,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
3.1613,-0.658948,92.5086,-3.40887,1.64386,-1.27339,1.0435,0.199491,1.83529,93.3084,3.50266,0.0647522,-1.09074,2.53492,0.199491,0.3388,92.7437,1.2179,0.360158,-1.20404,-2.43813,0.199491,1.7508,95.7361,0.748034,0.390771,-1.19266,-2.48838,0.199491,0.0456814,95.2806,1.2305,-2.95507,-0.370088,1.60532,0.199645,2.76335,93.0576,-0.491119,-2.95868,-0.356374,1.62094,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
3.1714,-0.571166,92.5659,-3.44653,1.28833,-1.32016,1.37768,0.199491,1.83217,93.2905,3.40049,-0.106406,-0.963886,2.68173,0.199491,0.387656,92.791,1.15944,0.368524,-1.20329,-2.44847,0.199491,1.78017,95.7011,0.747019,0.429432,-1.17401,-2.52742,0.199491,0.103751,95.2864,1.16601,-2.88673,-0.367122,1.56752,0.199645,2.78538,93.0865,-0.53169,-2.86202,-0.34559,1.58458,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
3.1815,-0.496026,92.6177,-3.48381,0.255632,-1.22839,2.37326,0.199491,1.82728,93.2716,3.30031,-0.0603652,-1.03601,2.64651,0.199491,0.439885,92.8343,1.09322,0.248338,-1.25153,-2.33505,0.199491,1.79371,95.6556,0.741384,0.36969,-1.20872,-2.472,0.199491,0.154271,95.2784,1.10367,-2.83258,-0.359698,1.53908,0.199645,2.80823,93.1174,-0.565723,-2.8499,-0.33348,1.57682,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
3.1916,-0.425317,92.6588,-3.52462,0.0446544,-1.13742,2.57488,0.199491,1.82189,93.255,3.20424,0.159158,-1.19973,2.4539,0.199491,0.487178,92.8721,1.02516,0.214457,-1.26717,-2.29825,0.199491,1.78869,95.6044,0.730534,0.253576,-1.2582,-2.35381,0.199491,0.190842,95.2611,1.03655,-2.90923,-0.354775,1.55839,0.199645,2.82829,93.1505,-0.596986,-2.93744,-0.32156,1.60097,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
3.2017,-0.351464,92.679,-3.57284,0.351457,-1.27364,2.29361,0.199491,1.81736,93.2384,3.11403,0.356636,-1.28308,2.2749,0.199491,0.530858,92.8989,0.95483,0.30688,-1.24555,-2.3781,0.199491,1.77227,95.5576,0.717494,0.38985,-1.21343,-2.47127,0.199491,0.213376,95.2395,0.976971,-2.87624,-0.347047,1.54058,0.199645,2.84261,93.1761,-0.640177,-2.83794,-0.312286,1.56864,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
3.2118,-0.280363,92.6883,-3.63109,1.11462,-1.3571,1.55965,0.199491,1.80891,93.206,3.02934,0.387815,-1.30547,2.25378,0.199491,0.567865,92.9004,0.893932,0.161995,-1.28926,-2.23091,0.199491,1.76763,95.5317,0.69677,0.445246,-1.19333,-2.51321,0.199491,0.230304,95.207,0.925914,-2.80343,-0.336648,1.5097,0.199645,2.86045,93.1879,-0.68506,-2.92585,-0.300182,1.59318,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
3.2219,-0.22514,92.6964,-3.69522,0.5552,-1.3352,2.11456,0.199491,1.81458,93.1618,2.97149,0.174197,-1.26164,2.46863,0.199491,0.592872,92.8765,0.825855,0.136577,-1.29889,-2.196,0.199491,1.77259,95.508,0.669159,0.164639,-1.29408,-2.23651,0.199491,0.233127,95.1678,0.878696,-2.86441,-0.330119,1.52529,0.199645,2.89104,93.1913,-0.726934,-2.8577,-0.291152,1.56778,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
3.232,-0.174748,92.6997,-3.77278,0.0343167,-1.18943,2.62606,0.199491,1.82707,93.1052,2.93594,0.494764,-1.35392,2.16877,0.199491,0.607787,92.818,0.760523,0.19364,-1.29105,-2.23927,0.199491,1.78143,95.4932,0.631576,0.48607,-1.18871,-2.5334,0.199491,0.228082,95.1252,0.839286,-2.77503,-0.314393,1.49353,0.199645,2.93037,93.1862,-0.770012,-2.88481,-0.282321,1.56758,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
3.2421,-0.127998,92.6924,-3.86698,0.143249,-1.27277,2.53646,0.199491,1.84812,93.0352,2.91988,0.158716,-1.2861,2.50511,0.199491,0.613757,92.7343,0.693032,0.176702,-1.29839,-2.21076,0.199491,1.79725,95.4857,0.590695,0.236663,-1.28634,-2.28987,0.199491,0.213975,95.0792,0.806058,-2.8328,-0.306389,1.50901,0.199645,2.97542,93.167,-0.815717,-2.84862,-0.273916,1.54896,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
3.2522,-0.0827871,92.6719,-3.97191,0.812481,-1.41113,1.89342,0.199491,1.86785,92.9561,2.91275,-0.0208377,-1.20634,2.68793,0.199491,0.616536,92.6315,0.625314,0.0826104,-1.31749,-2.10755,0.199491,1.81599,95.4859,0.546928,0.0206439,-1.3293,-2.0734,0.199491,0.193869,95.0235,0.778822,-2.84603,-0.295008,1.51077,0.199645,3.02475,93.1345,-0.864815,-2.78365,-0.26401,1.52341,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
3.2623,-0.0442643,92.6422,-4.07747,1.56345,-1.42385,1.1635,0.199491,1.88229,92.8771,2.90877,-0.19969,-1.00905,2.86454,0.199491,0.617816,92.5165,0.5577,0.105429,-1.31801,-2.11545,0.199491,1.82453,95.4845,0.500493,0.249834,-1.29269,-2.28112,0.199491,0.165851,94.956,0.748769,-2.74939,-0.276439,1.48355,0.199645,3.07405,93.101,-0.91757,-2.82876,-0.257558,1.5288,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
3.2724,-0.00757806,92.6034,-4.17538,1.29287,-1.45243,1.44757,0.199491,1.89593,92.793,2.90376,-0.206534,-1.00099,2.89062,0.199491,0.618302,92.3984,0.485207,0.208715,-1.30533,-2.1961,0.199491,1.81977,95.48,0.454738,0.440503,-1.24229,-2.44612,0.199491,0.120747,94.8776,0.715765,-2.73552,-0.263596,1.48075,0.199645,3.11963,93.0711,-0.965797,-2.77858,-0.248743,1.50924,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
3.2825,0.03164,92.5534,-4.268,0.354255,-1.42254,2.3997,0.199491,1.9085,92.7022,2.89497,-0.132404,-1.13428,2.84891,0.199491,0.62098,92.2764,0.409826,0.169747,-1.31744,-2.13493,0.199491,1.80268,95.4716,0.410403,0.533408,-1.21228,-2.51658,0.199491,0.0631671,94.7893,0.685963,-2.77727,-0.255209,1.49308,0.199645,3.15676,93.0427,-1.0166,-2.71566,-0.237865,1.48828,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
3.2926,0.0684088,92.4953,-4.35898,-0.00960711,-1.33364,2.78134,0.199491,1.91911,92.6048,2.88545,-0.0062661,-1.27481,2.75485,0.199491,0.625886,92.145,0.334673,0.0413676,-1.33887,-1.98598,0.199491,1.77706,95.4582,0.36493,0.546133,-1.21991,-2.5103,0.199491,0.00525068,94.6862,0.652244,-2.79708,-0.245342,1.49903,0.199645,3.19074,93.0102,-1.06505,-2.70367,-0.230494,1.4803,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
3.3027,0.101176,92.429,-4.44862,-0.12573,-1.2657,2.91918,0.199491,1.92783,92.4996,2.87532,0.12803,-1.36278,2.64808,0.199491,0.634029,92.0039,0.258689,-0.0864586,-1.3534,-1.8375,0.199491,1.74763,95.4375,0.319859,0.503593,-1.25201,-2.45036,0.199491,-0.0528653,94.5699,0.61433,-2.77033,-0.232305,1.49377,0.199645,3.2258,92.969,-1.11066,-2.70525,-0.224711,1.47546,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
3.3128,0.135768,92.3531,-4.53673,-0.162078,-1.25922,2.98053,0.199491,1.93878,92.3864,2.86503,0.0763652,-1.35745,2.72181,0.199491,0.640912,91.853,0.181962,-0.179771,-1.36136,-1.72117,0.199491,1.71601,95.4039,0.277744,0.317895,-1.31479,-2.25169,0.199491,-0.115824,94.4455,0.57485,-2.73128,-0.218603,1.48617,0.199645,3.25874,92.9225,-1.15759,-2.71378,-0.219589,1.4726,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
3.3229,0.171992,92.2697,-4.62407,-0.159847,-1.33553,3.00507,0.199491,1.95249,92.2645,2.85554,-0.07982,-1.25432,2.89667,0.199491,0.650939,91.6913,0.105214,-0.1816,-1.365,-1.69367,0.199491,1.67613,95.3585,0.236196,-0.123157,-1.37095,-1.80101,0.199491,-0.181105,94.3123,0.531674,-2.67618,-0.203689,1.47578,0.199645,3.28807,92.8704,-1.20224,-2.69983,-0.212758,1.46473,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
3.333,0.204324,92.1783,-4.71036,-0.111082,-1.476,2.98386,0.199491,1.96103,92.1358,2.842,-0.13363,-1.17082,2.97191,0.199491,0.662944,91.5213,0.0296542,0.012085,-1.36147,-1.85724,0.199491,1.6358,95.302,0.196789,-0.532627,-1.37674,-1.37732,0.199491,-0.246889,94.1663,0.484855,-2.6137,-0.188385,1.46502,0.199645,3.31748,92.8136,-1.24508,-2.64572,-0.200893,1.44969,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
3.3431,0.23335,92.0814,-4.79178,2.9334,-1.53104,-0.0323993,0.199491,1.96739,92.0009,2.82129,-0.117952,-1.20207,2.98338,0.199491,0.679396,91.3475,-0.0451275,0.173226,-1.35587,-1.9874,0.199491,1.58795,95.2329,0.158079,-0.334102,-1.38559,-1.54991,0.199491,-0.315147,94.0085,0.433266,-2.59928,-0.178348,1.4642,0.199645,3.34191,92.7556,-1.28181,-2.58509,-0.187338,1.43448,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
3.3532,0.262509,91.9769,-4.86252,-2.44312,-1.54761,-0.907474,0.199491,1.97495,91.866,2.79284,-0.115682,-1.20516,3.00965,0.199491,0.699934,91.1796,-0.12117,-0.0894634,-1.37831,-1.69854,0.199491,1.52685,95.149,0.120624,0.187539,-1.37005,-2.0392,0.199491,-0.389379,93.8384,0.37352,-2.60277,-0.171243,1.46666,0.199645,3.34956,92.7049,-1.3112,-2.60036,-0.183983,1.43425,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
3.3633,0.289354,91.8659,-4.92042,-0.411441,-1.4253,-2.90005,0.199491,1.98073,91.7291,2.74938,-0.0803185,-1.29743,3.00699,0.199491,0.724841,91.0218,-0.194809,-0.164423,-1.38641,-1.58926,0.199491,1.45525,95.0516,0.0851381,0.299777,-1.36892,-2.12578,0.199491,-0.470139,93.6549,0.306343,-2.54085,-0.158464,1.45806,0.199645,3.34535,92.6586,-1.33276,-2.55068,-0.171193,1.42322,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
3.3734,0.317768,91.7485,-4.96633,-0.388206,-1.36887,-2.88219,0.199491,1.98472,91.591,2.69748,-0.0641646,-1.35674,3.02398,0.199491,0.752536,90.8701,-0.269133,0.119598,-1.38772,-1.83086,0.199491,1.3717,94.9381,0.0481031,-0.231892,-1.4076,-1.57635,0.199491,-0.547909,93.4592,0.231926,-2.50393,-0.148597,1.454,0.199645,3.32569,92.6144,-1.34661,-2.48729,-0.156835,1.41057,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
3.3835,0.352319,91.6203,-4.99832,-0.60508,-1.43151,-2.62856,0.199491,1.98254,91.4497,2.63882,-0.0431992,-1.43946,3.03697,0.199491,0.783393,90.7178,-0.346949,-0.00749535,-1.40051,-1.66827,0.199491,1.27874,94.8075,0.0110405,-0.491687,-1.40898,-1.29117,0.199491,-0.617511,93.254,0.160793,-2.50811,-0.142423,1.45704,0.199645,3.29668,92.5619,-1.3695,-2.51467,-0.156312,1.41378,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
3.3936,0.385517,91.4878,-5.02751,-1.49965,-1.48394,-1.69936,0.199491,1.97543,91.3016,2.57194,-0.0880818,-1.43883,3.11493,0.199491,0.814825,90.5639,-0.419661,-0.282246,-1.40546,-1.36039,0.199491,1.18193,94.6541,-0.0226551,0.141806,-1.41527,-1.88667,0.199491,-0.6762,93.0385,0.0869622,-2.45618,-0.130664,1.45145,0.199645,3.26323,92.5033,-1.38732,-2.43251,-0.137709,1.40066,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
3.4037,0.416697,91.3596,-5.04233,-1.46561,-1.46334,-1.69329,0.199491,1.96993,91.1475,2.49875,-0.107399,-1.31179,-3.11392,0.199491,0.848385,90.4125,-0.493315,-0.096041,-1.41743,-1.5054,0.199491,1.08154,94.4751,-0.0514446,0.0833855,-1.42775,-1.799,0.199491,-0.730418,92.8174,0.0101133,-2.39137,-0.116325,1.44368,0.199645,3.21675,92.4461,-1.39519,-2.39834,-0.126003,1.39373,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
3.4138,0.448344,91.2304,-5.04383,-0.808008,-1.39952,-2.30014,0.199491,1.96184,91,2.40922,-0.102283,-1.26929,-3.08074,0.199491,0.882936,90.2773,-0.562296,-0.162288,-1.42547,-1.39765,0.199491,0.971063,94.2821,-0.078408,-0.63394,-1.4214,-1.05689,0.199491,-0.779813,92.5916,-0.0699371,-2.35708,-0.106301,1.44019,0.199645,3.14928,92.3944,-1.39642,-2.39082,-0.118466,1.39153,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
3.4239,0.480339,91.1035,-5.01944,-1.0365,-1.40573,-2.02423,0.199491,1.94947,90.8706,2.30657,-0.138711,-1.34954,-3.00356,0.199491,0.914814,90.1746,-0.631693,-0.434258,-1.42143,-1.082,0.199491,0.845291,94.076,-0.110133,-0.872295,-1.40117,-0.785163,0.199491,-0.826049,92.3682,-0.15641,-2.30793,-0.0940438,1.437,0.199645,3.05893,92.3583,-1.39148,-2.28648,-0.0943296,1.37931,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
3.434,0.517505,90.9867,-4.97068,-1.19223,-1.39544,-1.81678,0.199491,1.93455,90.761,2.18927,-0.316252,-1.44424,-2.78274,0.199491,0.9411,90.1056,-0.69912,-0.176497,-1.44671,-1.28604,0.199491,0.707633,93.8661,-0.141344,-0.559937,-1.44553,-1.0548,0.199491,-0.865557,92.154,-0.245878,-2.24788,-0.079538,1.4335,0.199645,2.93774,92.3349,-1.37793,-2.3015,-0.0937686,1.37937,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
3.4441,0.551087,90.8924,-4.90632,-0.910414,-1.35523,-2.03579,0.199491,1.91475,90.6664,2.0605,-0.462475,-1.45248,-2.58947,0.199491,0.960811,90.069,-0.761159,-0.611186,-1.42432,-0.801407,0.199491,0.564936,93.6534,-0.161797,0.275488,-1.4693,-1.84455,0.199491,-0.895023,91.9521,-0.328088,-2.23601,-0.0691663,1.43305,0.199645,2.79958,92.3238,-1.35612,-2.21127,-0.070326,1.37011,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
3.4542,0.579686,90.8453,-4.84729,-0.930663,-1.34007,-1.95886,0.199491,1.88682,90.5926,1.93065,-0.955638,-1.47995,-2.04942,0.199491,0.971118,90.0614,-0.809519,-0.487497,-1.45265,-0.870262,0.199491,0.423069,93.4342,-0.163434,-0.757031,-1.44641,-0.771603,0.199491,-0.915293,91.7808,-0.396831,-2.1561,-0.0473034,1.42539,0.199645,2.65269,92.3314,-1.32454,-2.19344,-0.0581439,1.36685,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
3.4643,0.606592,90.8686,-4.81545,-0.880565,-1.32532,-1.95692,0.199491,1.84825,90.5501,1.81078,-1.16255,-1.46926,-1.79407,0.199491,0.972807,90.0899,-0.834191,-0.786336,-1.41784,-0.523018,0.199491,0.280904,93.2225,-0.139659,0.125961,-1.49308,-1.60208,0.199491,-0.931932,91.6574,-0.436473,-2.11734,-0.029957,1.41709,0.199645,2.50689,92.3691,-1.29775,-2.14955,-0.0343007,1.36621,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
3.4744,0.628189,90.9731,-4.83135,-0.878408,-1.32977,-1.92086,0.199491,1.79181,90.5471,1.70973,-1.39827,-1.45381,-1.51235,0.199491,0.962284,90.1601,-0.824149,-0.838374,-1.41376,-0.426764,0.199491,0.148232,93.0504,-0.0884272,-0.683348,-1.46618,-0.74188,0.199491,-0.951031,91.5892,-0.441925,-2.08009,-0.0142703,1.40535,0.199645,2.38216,92.4431,-1.28826,-2.08773,-0.000271854,1.37339,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
3.4845,0.64418,91.1461,-4.89184,-0.890982,-1.34683,-1.88651,0.199491,1.71121,90.5843,1.63696,-1.61126,-1.43038,-1.25833,0.199491,0.943295,90.2691,-0.78743,-0.818586,-1.42828,-0.412528,0.199491,0.0259179,92.9474,-0.0194873,-0.321143,-1.49432,-1.04236,0.199491,-0.971437,91.5845,-0.416136,-2.03274,0.00228192,1.39164,0.199645,2.29247,92.5552,-1.29928,-2.04955,0.0321205,1.38872,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
3.4946,0.651785,91.3482,-4.98068,-1.1421,-1.38044,-1.63146,0.199491,1.60183,90.6585,1.60439,-1.56383,-1.41672,-1.26734,0.199491,0.921766,90.409,-0.751428,-0.920181,-1.37985,-0.29119,0.199491,-0.0847257,92.9243,0.0390414,-0.709289,-1.45864,-0.588341,0.199491,-0.988509,91.6374,-0.360104,-2.00345,0.0168563,1.3835,0.199645,2.23896,92.6995,-1.33762,-2.04302,0.0531937,1.40585,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
3.5047,0.640209,91.5616,-5.08661,-0.313388,-1.31135,-2.44166,0.199491,1.48268,90.7582,1.60785,-1.44125,-1.41124,-1.35742,0.199491,0.901276,90.5649,-0.718446,-0.848967,-1.41434,-0.351039,0.199491,-0.178951,92.9721,0.0814854,-0.592785,-1.47491,-0.638318,0.199491,-1.0052,91.7422,-0.30057,-1.99953,0.0269707,1.37885,0.199645,2.21716,92.8736,-1.37596,-2.02023,0.0722609,1.42386,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
3.5148,0.624621,91.7922,-5.19398,-0.673054,-1.39862,-2.09361,0.199491,1.37381,90.8655,1.64008,-1.36748,-1.40592,-1.40668,0.199491,0.886696,90.7184,-0.697157,-0.93622,-1.36516,-0.261346,0.199491,-0.265064,93.0715,0.115518,-0.58664,-1.47817,-0.590288,0.199491,-1.03423,91.8788,-0.235445,-1.96615,0.0459851,1.37719,0.199645,2.21263,93.0649,-1.4008,-2.00729,0.0870219,1.43664,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
3.5249,0.583313,91.9864,-5.23686,-0.666406,-1.38973,-2.08399,0.199491,1.3175,90.983,1.70055,-1.11399,-1.40218,-1.64366,0.199491,0.877306,90.834,-0.720695,-0.846529,-1.4389,-0.341327,0.199491,-0.340642,93.2631,0.115404,-0.934592,-1.39396,-0.221992,0.199491,-1.08348,91.9888,-0.219077,-1.99262,0.0559443,1.38601,0.199645,2.19796,93.2675,-1.37999,-1.99812,0.0969182,1.43524,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
3.535,0.58345,92.1798,-5.28791,-0.0718965,-1.22,-2.64209,0.199491,1.31164,91.1051,1.79116,-1.41968,-1.38817,-1.32955,0.199491,0.87067,90.9226,-0.769462,-1.02454,-1.3397,-0.145609,0.199491,-0.456435,93.48,0.128537,0.749877,-1.53558,-1.90561,0.199491,-1.17216,92.0769,-0.226589,-1.99289,0.0712049,1.38786,0.199645,2.16866,93.4321,-1.34585,-1.97304,0.102462,1.43006,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
3.5451,0.57079,92.3545,-5.34359,-0.539235,-1.35612,-2.17288,0.199491,1.3173,91.2112,1.86157,-1.04763,-1.38348,-1.68003,0.199491,0.878489,90.9946,-0.800715,-1.0789,-1.24661,-0.0691827,0.199491,-0.586138,93.7154,0.146265,-1.00991,-1.40458,-0.156527,0.199491,-1.2707,92.1419,-0.21223,-1.90925,0.101365,1.40542,0.199645,2.14995,93.5928,-1.33087,-2.00249,0.109227,1.42547,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
3.5552,0.551543,92.517,-5.38908,-2.10801,-1.24402,-0.622737,0.199491,1.30211,91.3068,1.96142,-0.586827,-1.34198,-2.11906,0.199491,0.8872,91.054,-0.850209,-1.08929,-1.27371,-0.0408521,0.199491,-0.697191,93.9428,0.159153,-1.11237,-1.24614,-0.0510097,0.199491,-1.36187,92.1969,-0.224215,-1.92449,0.113513,1.41169,0.199645,2.13227,93.7496,-1.30794,-2.00629,0.112838,1.41827,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
