time,0_rod(payload_bars compound_bgKi3l).X,0_rod(payload_bars compound_bgKi3l).Y,0_rod(payload_bars compound_bgKi3l).Z,0_rod(payload_bars compound_bgKi3l).Euler1,0_rod(payload_bars compound_bgKi3l).Euler2,0_rod(payload_bars compound_bgKi3l).Euler3,0_rod(payload_bars compound_bgKi3l).mass,1_rod(payload_bars compound_bgKi3l).X,1_rod(payload_bars compound_bgKi3l).Y,1_rod(payload_bars compound_bgKi3l).Z,1_rod(payload_bars compound_bgKi3l).Euler1,1_rod(payload_bars compound_bgKi3l).Euler2,1_rod(payload_bars compound_bgKi3l).Euler3,1_rod(payload_bars compound_bgKi3l).mass,2_rod(payload_bars compound_bgKi3l).X,2_rod(payload_bars compound_bgKi3l).Y,2_rod(payload_bars compound_bgKi3l).Z,2_rod(payload_bars compound_bgKi3l).Euler1,2_rod(payload_bars compound_bgKi3l).Euler2,2_rod(payload_bars compound_bgKi3l).Euler3,2_rod(payload_bars compound_bgKi3l).mass,3_rod(payload_bars compound_bgKi3l).X,3_rod(payload_bars compound_bgKi3l).Y,3_rod(payload_bars compound_bgKi3l).Z,3_rod(payload_bars compound_bgKi3l).Euler1,3_rod(payload_bars compound_bgKi3l).Euler2,3_rod(payload_bars compound_bgKi3l).Euler3,3_rod(payload_bars compound_bgKi3l).mass,4_rod(payload_bars compound_bgKi3l).X,4_rod(payload_bars compound_bgKi3l).Y,4_rod(payload_bars compound_bgKi3l).Z,4_rod(payload_bars compound_bgKi3l).Euler1,4_rod(payload_bars compound_bgKi3l).Euler2,4_rod(payload_bars compound_bgKi3l).Euler3,4_rod(payload_bars compound_bgKi3l).mass,5_rod(strut).X,5_rod(strut).Y,5_rod(strut).Z,5_rod(strut).Euler1,5_rod(strut).Euler2,5_rod(strut).Euler3,5_rod(strut).mass,6_rod(strut).X,6_rod(strut).Y,6_rod(strut).Z,6_rod(strut).Euler1,6_rod(strut).Euler2,6_rod(strut).Euler3,6_rod(strut).mass,7_rod(strut).X,7_rod(strut).Y,7_rod(strut).Z,7_rod(strut).Euler1,7_rod(strut).Euler2,7_rod(strut).Euler3,7_rod(strut).mass,8_rod(strut).X,8_rod(strut).Y,8_rod(strut).Z,8_rod(strut).Euler1,8_rod(strut).Euler2,8_rod(strut).Euler3,8_rod(strut).mass,9_rod(strut).X,9_rod(strut).Y,9_rod(strut).Z,9_rod(strut).Euler1,9_rod(strut).Euler2,9_rod(strut).Euler3,9_rod(strut).mass,10_rod(strut).X,10_rod(strut).Y,10_rod(strut).Z,10_rod(strut).Euler1,10_rod(strut).Euler2,10_rod(strut).Euler3,10_rod(strut).mass,
12.4533,62.566,11.6206,41.6916,1.56149,-0.00781563,-0.7005,4000.24,62.566,11.6206,41.6916,1.56149,-0.00781563,-0.7005,4000.24,62.566,11.6206,41.6916,1.56149,-0.00781563,-0.7005,4000.24,62.566,11.6206,41.6916,1.56149,-0.00781563,-0.7005,4000.24,62.566,11.6206,41.6916,1.56149,-0.00781563,-0.7005,4000.24,51.4149,1.6591,37.0385,1.5294,0.0257095,-0.764808,0.199491,50.8831,10.2806,37.5153,-0.3786,-0.94028,2.95808,0.199491,50.0106,7.14535,37.2026,0.673732,-0.721957,-1.93956,0.199491,52.2255,8.64282,37.8767,1.66293,0.12923,-2.30803,0.199491,50.6402,7.6026,39.9006,-3.06355,-0.0250422,3.0706,0.199645,53.3702,6.19295,36.8259,-0.12997,-0.879804,0.462524,0.199491,
12.4634,62.5658,11.6206,41.6916,1.56149,-0.00781573,-0.700493,4000.24,62.5658,11.6206,41.6916,1.56149,-0.00781573,-0.700493,4000.24,62.5658,11.6206,41.6916,1.56149,-0.00781573,-0.700493,4000.24,62.5658,11.6206,41.6916,1.56149,-0.00781573,-0.700493,4000.24,62.5658,11.6206,41.6916,1.56149,-0.00781573,-0.700493,4000.24,51.4151,1.65911,37.0385,1.52897,0.026161,-0.764787,0.199491,50.8824,10.2808,37.515,-0.378796,-0.940393,2.95816,0.199491,50.0094,7.14576,37.2018,0.675185,-0.721423,-1.94026,0.199491,52.2256,8.64271,37.8765,1.66292,0.129246,-2.30802,0.199491,50.6402,7.60287,39.9005,-3.06347,-0.0251973,3.07053,0.199645,53.3702,6.19312,36.8258,-0.131236,-0.881456,0.463406,0.199491,
12.4735,62.5656,11.6206,41.6917,1.56149,-0.00781568,-0.700486,4000.24,62.5656,11.6206,41.6917,1.56149,-0.00781568,-0.700486,4000.24,62.5656,11.6206,41.6917,1.56149,-0.00781568,-0.700486,4000.24,62.5656,11.6206,41.6917,1.56149,-0.00781568,-0.700486,4000.24,62.5656,11.6206,41.6917,1.56149,-0.00781568,-0.700486,4000.24,51.4151,1.65911,37.0383,1.52871,0.0264297,-0.764752,0.199491,50.8785,10.2825,37.5112,-0.380733,-0.940359,2.95949,0.199491,50.0002,7.15275,37.1948,0.676049,-0.719857,-1.9383,0.199491,52.2256,8.64248,37.8763,1.66277,0.129076,-2.30805,0.199491,50.6399,7.60282,39.9006,-3.06355,-0.0235343,3.0705,0.199645,53.3701,6.19324,36.8258,-0.132504,-0.883086,0.464314,0.199491,
12.4836,62.5655,11.6206,41.6918,1.56149,-0.00781551,-0.700479,4000.24,62.5655,11.6206,41.6918,1.56149,-0.00781551,-0.700479,4000.24,62.5655,11.6206,41.6918,1.56149,-0.00781551,-0.700479,4000.24,62.5655,11.6206,41.6918,1.56149,-0.00781551,-0.700479,4000.24,62.5655,11.6206,41.6918,1.56149,-0.00781551,-0.700479,4000.24,51.415,1.65911,37.038,1.52856,0.0265856,-0.764706,0.199491,50.8749,10.284,37.507,-0.3827,-0.94025,2.96092,0.199491,49.9915,7.15996,37.1875,0.676049,-0.718536,-1.93577,0.199491,52.2256,8.64203,37.8761,1.66256,0.128798,-2.30808,0.199491,50.6398,7.60214,39.9006,-3.06378,-0.0210382,3.07057,0.199645,53.37,6.19336,36.8258,-0.133798,-0.884748,0.465244,0.199491,
12.4937,62.5653,11.6206,41.6918,1.56149,-0.00781533,-0.700472,4000.24,62.5653,11.6206,41.6918,1.56149,-0.00781533,-0.700472,4000.24,62.5653,11.6206,41.6918,1.56149,-0.00781533,-0.700472,4000.24,62.5653,11.6206,41.6918,1.56149,-0.00781533,-0.700472,4000.24,62.5653,11.6206,41.6918,1.56149,-0.00781533,-0.700472,4000.24,51.4148,1.65912,37.0378,1.52839,0.0267666,-0.764658,0.199491,50.8746,10.2839,37.5061,-0.383015,-0.940127,2.9612,0.199491,49.9902,7.16108,37.1863,0.67561,-0.718437,-1.93507,0.199491,52.2256,8.64165,37.876,1.66244,0.128627,-2.3081,0.199491,50.6398,7.60154,39.9005,-3.06397,-0.0194715,3.07067,0.199645,53.3699,6.19349,36.8258,-0.135091,-0.886404,0.466176,0.199491,
12.5038,62.5651,11.6206,41.6919,1.56149,-0.00781522,-0.700465,4000.24,62.5651,11.6206,41.6919,1.56149,-0.00781522,-0.700465,4000.24,62.5651,11.6206,41.6919,1.56149,-0.00781522,-0.700465,4000.24,62.5651,11.6206,41.6919,1.56149,-0.00781522,-0.700465,4000.24,62.5651,11.6206,41.6919,1.56149,-0.00781522,-0.700465,4000.24,51.4148,1.65912,37.0376,1.5281,0.0270714,-0.764618,0.199491,50.8775,10.2822,37.5092,-0.381415,-0.94017,2.96008,0.199491,49.9973,7.15518,37.192,0.674934,-0.71966,-1.93655,0.199491,52.2256,8.64137,37.8758,1.6624,0.128553,-2.3081,0.199491,50.6401,7.60127,39.9,-3.06371,-0.0223329,3.0706,0.199645,53.3698,6.19361,36.8258,-0.136399,-0.88807,0.46712,0.199491,
12.5139,62.5649,11.6206,41.6919,1.56149,-0.00781524,-0.700458,4000.24,62.5649,11.6206,41.6919,1.56149,-0.00781524,-0.700458,4000.24,62.5649,11.6206,41.6919,1.56149,-0.00781524,-0.700458,4000.24,62.5649,11.6206,41.6919,1.56149,-0.00781524,-0.700458,4000.24,62.5649,11.6206,41.6919,1.56149,-0.00781524,-0.700458,4000.24,51.415,1.65913,37.0376,1.52767,0.0275215,-0.76459,0.199491,50.8814,10.2801,37.5134,-0.379335,-0.940207,2.95866,0.199491,50.0066,7.1478,37.1996,0.674065,-0.721176,-1.9384,0.199491,52.2256,8.64126,37.8758,1.66242,0.12857,-2.3081,0.199491,50.6403,7.60136,39.8997,-3.06347,-0.0247222,3.07052,0.199645,53.3697,6.19373,36.8258,-0.137751,-0.889784,0.468099,0.199491,
12.524,62.5647,11.6206,41.692,1.56149,-0.00781533,-0.700451,4000.24,62.5647,11.6206,41.692,1.56149,-0.00781533,-0.700451,4000.24,62.5647,11.6206,41.692,1.56149,-0.00781533,-0.700451,4000.24,62.5647,11.6206,41.692,1.56149,-0.00781533,-0.700451,4000.24,62.5647,11.6206,41.692,1.56149,-0.00781533,-0.700451,4000.24,51.4152,1.65914,37.0377,1.52721,0.0279971,-0.764566,0.199491,50.8825,10.2794,37.515,-0.37863,-0.940296,2.95813,0.199491,50.0096,7.14495,37.2023,0.674935,-0.721454,-1.93991,0.199491,52.2255,8.6412,37.8757,1.66246,0.12861,-2.30809,0.199491,50.6402,7.60161,39.8997,-3.06333,-0.0258041,3.07044,0.199645,53.3696,6.19385,36.8258,-0.139147,-0.891546,0.469114,0.199491,
12.5341,62.5645,11.6206,41.6921,1.56149,-0.00781535,-0.700444,4000.24,62.5645,11.6206,41.6921,1.56149,-0.00781535,-0.700444,4000.24,62.5645,11.6206,41.6921,1.56149,-0.00781535,-0.700444,4000.24,62.5645,11.6206,41.6921,1.56149,-0.00781535,-0.700444,4000.24,62.5645,11.6206,41.6921,1.56149,-0.00781535,-0.700444,4000.24,51.4153,1.65915,37.0376,1.52688,0.0283496,-0.764534,0.199491,50.88,10.2804,37.5128,-0.379763,-0.940318,2.95889,0.199491,50.004,7.14891,37.1983,0.676064,-0.720359,-1.93916,0.199491,52.2255,8.64106,37.8756,1.66238,0.128533,-2.30809,0.199491,50.64,7.60173,39.8998,-3.06336,-0.0246724,3.07039,0.199645,53.3695,6.19398,36.8258,-0.140576,-0.89334,0.470156,0.199491,
12.5442,62.5643,11.6206,41.6921,1.56149,-0.00781524,-0.700437,4000.24,62.5643,11.6206,41.6921,1.56149,-0.00781524,-0.700437,4000.24,62.5643,11.6206,41.6921,1.56149,-0.00781524,-0.700437,4000.24,62.5643,11.6206,41.6921,1.56149,-0.00781524,-0.700437,4000.24,62.5643,11.6206,41.6921,1.56149,-0.00781524,-0.700437,4000.24,51.4152,1.65916,37.0374,1.52667,0.0285608,-0.764489,0.199491,50.8764,10.2819,37.5088,-0.381704,-0.940239,2.96027,0.199491,49.9952,7.15602,37.1911,0.676409,-0.718944,-1.93688,0.199491,52.2255,8.64071,37.8754,1.6622,0.128308,-2.30812,0.199491,50.6399,7.60129,39.8998,-3.06357,-0.0222125,3.07044,0.199645,53.3694,6.1941,36.8257,-0.142015,-0.895139,0.471207,0.199491,
12.5543,62.5641,11.6206,41.6922,1.56149,-0.00781508,-0.70043,4000.24,62.5641,11.6206,41.6922,1.56149,-0.00781508,-0.70043,4000.24,62.5641,11.6206,41.6922,1.56149,-0.00781508,-0.70043,4000.24,62.5641,11.6206,41.6922,1.56149,-0.00781508,-0.70043,4000.24,62.5641,11.6206,41.6922,1.56149,-0.00781508,-0.70043,4000.24,51.415,1.65916,37.0372,1.52652,0.0287235,-0.764439,0.199491,50.8746,10.2825,37.5063,-0.382778,-0.940109,2.96108,0.199491,49.9906,7.15991,37.1871,0.676194,-0.718281,-1.93536,0.199491,52.2256,8.64027,37.8752,1.66203,0.128081,-2.30814,0.199491,50.6399,7.60057,39.8997,-3.0638,-0.0200634,3.07054,0.199645,53.3692,6.19422,36.8257,-0.143457,-0.896934,0.472263,0.199491,
12.5644,62.5639,11.6206,41.6923,1.56149,-0.00781494,-0.700422,4000.24,62.5639,11.6206,41.6923,1.56149,-0.00781494,-0.700422,4000.24,62.5639,11.6206,41.6923,1.56149,-0.00781494,-0.700422,4000.24,62.5639,11.6206,41.6923,1.56149,-0.00781494,-0.700422,4000.24,62.5639,11.6206,41.6923,1.56149,-0.00781494,-0.700422,4000.24,51.415,1.65916,37.037,1.52631,0.0289512,-0.764391,0.199491,50.8759,10.2816,37.5077,-0.382058,-0.940099,2.96058,0.199491,49.9937,7.15722,37.1897,0.67589,-0.718838,-1.93604,0.199491,52.2256,8.63998,37.875,1.66191,0.127932,-2.30815,0.199491,50.64,7.60027,39.8994,-3.0637,-0.0213343,3.07053,0.199645,53.3691,6.19435,36.8257,-0.144916,-0.89874,0.473334,0.199491,
12.5745,62.5637,11.6206,41.6923,1.56149,-0.00781491,-0.700415,4000.24,62.5637,11.6206,41.6923,1.56149,-0.00781491,-0.700415,4000.24,62.5637,11.6206,41.6923,1.56149,-0.00781491,-0.700415,4000.24,62.5637,11.6206,41.6923,1.56149,-0.00781491,-0.700415,4000.24,62.5637,11.6206,41.6923,1.56149,-0.00781491,-0.700415,4000.24,51.415,1.65917,37.0369,1.52597,0.0293058,-0.764354,0.199491,50.8795,10.2796,37.5114,-0.380163,-0.940142,2.95928,0.199491,50.0021,7.15048,37.1965,0.674946,-0.720206,-1.93753,0.199491,52.2256,8.63974,37.8749,1.66194,0.127933,-2.30815,0.199491,50.6403,7.60012,39.899,-3.06345,-0.0239445,3.07044,0.199645,53.369,6.19447,36.8257,-0.146403,-0.900572,0.474428,0.199491,
12.5846,62.5636,11.6206,41.6924,1.56149,-0.00781496,-0.700408,4000.24,62.5636,11.6206,41.6924,1.56149,-0.00781496,-0.700408,4000.24,62.5636,11.6206,41.6924,1.56149,-0.00781496,-0.700408,4000.24,62.5636,11.6206,41.6924,1.56149,-0.00781496,-0.700408,4000.24,62.5636,11.6206,41.6924,1.56149,-0.00781496,-0.700408,4000.24,51.4152,1.65918,37.037,1.52555,0.0297432,-0.764325,0.199491,50.8819,10.2783,37.5141,-0.378832,-0.940206,2.95834,0.199491,50.0079,7.14557,37.2015,0.675064,-0.72105,-1.93926,0.199491,52.2256,8.63966,37.8748,1.66197,0.127976,-2.30814,0.199491,50.6404,7.60032,39.8988,-3.06326,-0.025605,3.07037,0.199645,53.369,6.1946,36.8257,-0.147918,-0.902431,0.475543,0.199491,
12.5947,62.5634,11.6206,41.6925,1.56149,-0.00781504,-0.7004,4000.24,62.5634,11.6206,41.6925,1.56149,-0.00781504,-0.7004,4000.24,62.5634,11.6206,41.6925,1.56149,-0.00781504,-0.7004,4000.24,62.5634,11.6206,41.6925,1.56149,-0.00781504,-0.7004,4000.24,62.5634,11.6206,41.6925,1.56149,-0.00781504,-0.7004,4000.24,51.4153,1.65919,37.0369,1.52518,0.0301225,-0.764294,0.199491,50.8811,10.2785,37.5137,-0.379118,-0.940268,2.9585,0.199491,50.0063,7.14636,37.2005,0.676177,-0.720559,-1.93963,0.199491,52.2256,8.63957,37.8747,1.66195,0.127963,-2.30813,0.199491,50.6403,7.60054,39.8988,-3.06322,-0.0254164,3.07031,0.199645,53.3689,6.19473,36.8256,-0.149432,-0.90428,0.476655,0.199491,
12.6048,62.5632,11.6206,41.6925,1.56149,-0.00781499,-0.700393,4000.24,62.5632,11.6206,41.6925,1.56149,-0.00781499,-0.700393,4000.24,62.5632,11.6206,41.6925,1.56149,-0.00781499,-0.700393,4000.24,62.5632,11.6206,41.6925,1.56149,-0.00781499,-0.700393,4000.24,62.5632,11.6206,41.6925,1.56149,-0.00781499,-0.700393,4000.24,51.4153,1.6592,37.0368,1.52495,0.0303725,-0.764252,0.199491,50.878,10.2798,37.5105,-0.380667,-0.940241,2.95957,0.199491,49.999,7.15203,37.1949,0.676839,-0.719285,-1.93802,0.199491,52.2257,8.63934,37.8744,1.66182,0.127833,-2.30814,0.199491,50.6401,7.60045,39.8989,-3.06337,-0.02326,3.07031,0.199645,53.3688,6.19488,36.8256,-0.150908,-0.906079,0.477732,0.199491,
12.6149,62.563,11.6206,41.6926,1.56149,-0.00781489,-0.700385,4000.24,62.563,11.6206,41.6926,1.56149,-0.00781489,-0.700385,4000.24,62.563,11.6206,41.6926,1.56149,-0.00781489,-0.700385,4000.24,62.563,11.6206,41.6926,1.56149,-0.00781489,-0.700385,4000.24,62.563,11.6206,41.6926,1.56149,-0.00781489,-0.700385,4000.24,51.4152,1.6592,37.0366,1.52479,0.0305366,-0.7642,0.199491,50.8755,10.2807,37.5072,-0.38214,-0.940159,2.96064,0.199491,49.9925,7.15739,37.1894,0.677,-0.718245,-1.93627,0.199491,52.2258,8.63894,37.8741,1.66164,0.127631,-2.30816,0.199491,50.6401,7.59992,39.8987,-3.06363,-0.0206523,3.0704,0.199645,53.3688,6.19504,36.8255,-0.152318,-0.907797,0.478749,0.199491,
12.625,62.5628,11.6206,41.6927,1.56149,-0.00781473,-0.700378,4000.24,62.5628,11.6206,41.6927,1.56149,-0.00781473,-0.700378,4000.24,62.5628,11.6206,41.6927,1.56149,-0.00781473,-0.700378,4000.24,62.5628,11.6206,41.6927,1.56149,-0.00781473,-0.700378,4000.24,62.5628,11.6206,41.6927,1.56149,-0.00781473,-0.700378,4000.24,51.4151,1.65921,37.0364,1.52463,0.030706,-0.764147,0.199491,50.8754,10.2805,37.5066,-0.382249,-0.940103,2.96073,0.199491,49.992,7.15774,37.1889,0.676832,-0.718202,-1.93603,0.199491,52.2259,8.63862,37.8738,1.6615,0.127472,-2.30819,0.199491,50.6401,7.59962,39.8986,-3.06374,-0.0197649,3.07047,0.199645,53.3687,6.19519,36.8254,-0.153705,-0.90947,0.479757,0.199491,
12.6351,62.5626,11.6206,41.6927,1.56149,-0.00781462,-0.70037,4000.24,62.5626,11.6206,41.6927,1.56149,-0.00781462,-0.70037,4000.24,62.5626,11.6206,41.6927,1.56149,-0.00781462,-0.70037,4000.24,62.5626,11.6206,41.6927,1.56149,-0.00781462,-0.70037,4000.24,62.5626,11.6206,41.6927,1.56149,-0.00781462,-0.70037,4000.24,51.4151,1.65921,37.0363,1.52439,0.0309653,-0.764101,0.199491,50.8779,10.2791,37.5094,-0.38087,-0.940152,2.95975,0.199491,49.9979,7.15271,37.1938,0.676272,-0.719175,-1.93719,0.199491,52.2259,8.63825,37.8737,1.66144,0.127358,-2.3082,0.199491,50.6404,7.59922,39.8981,-3.06347,-0.0225178,3.07039,0.199645,53.3686,6.19531,36.8254,-0.155158,-0.91121,0.480835,0.199491,
12.6452,62.5624,11.6206,41.6928,1.56149,-0.00781463,-0.700363,4000.24,62.5624,11.6206,41.6928,1.56149,-0.00781463,-0.700363,4000.24,62.5624,11.6206,41.6928,1.56149,-0.00781463,-0.700363,4000.24,62.5624,11.6206,41.6928,1.56149,-0.00781463,-0.700363,4000.24,62.5624,11.6206,41.6928,1.56149,-0.00781463,-0.700363,4000.24,51.4152,1.65922,37.0363,1.52402,0.0313533,-0.764066,0.199491,50.8809,10.2774,37.5126,-0.379261,-0.940179,2.95866,0.199491,50.0051,7.14703,37.1997,0.675691,-0.720287,-1.93861,0.199491,52.2259,8.63807,37.8736,1.66146,0.127358,-2.30819,0.199491,50.6406,7.5992,39.8978,-3.06323,-0.0249567,3.0703,0.199645,53.3685,6.19544,36.8254,-0.15664,-0.912976,0.481937,0.199491,
12.6553,62.5622,11.6206,41.6929,1.56149,-0.00781468,-0.700355,4000.24,62.5622,11.6206,41.6929,1.56149,-0.00781468,-0.700355,4000.24,62.5622,11.6206,41.6929,1.56149,-0.00781468,-0.700355,4000.24,62.5622,11.6206,41.6929,1.56149,-0.00781468,-0.700355,4000.24,62.5622,11.6206,41.6929,1.56149,-0.00781468,-0.700355,4000.24,51.4153,1.65923,37.0363,1.52363,0.0317518,-0.764034,0.199491,50.8815,10.2769,37.5136,-0.378835,-0.940234,2.95833,0.199491,50.0068,7.14518,37.2014,0.676487,-0.720402,-1.93974,0.199491,52.2259,8.63799,37.8735,1.66146,0.127366,-2.30818,0.199491,50.6405,7.59942,39.8978,-3.06312,-0.0257137,3.07024,0.199645,53.3684,6.19556,36.8254,-0.158159,-0.914778,0.48307,0.199491,
12.6654,62.562,11.6206,41.6929,1.56149,-0.00781466,-0.700348,4000.24,62.562,11.6206,41.6929,1.56149,-0.00781466,-0.700348,4000.24,62.562,11.6206,41.6929,1.56149,-0.00781466,-0.700348,4000.24,62.562,11.6206,41.6929,1.56149,-0.00781466,-0.700348,4000.24,62.562,11.6206,41.6929,1.56149,-0.00781466,-0.700348,4000.24,51.4154,1.65924,37.0363,1.52335,0.0320545,-0.763995,0.199491,50.8794,10.2777,37.5117,-0.379817,-0.940216,2.959,0.199491,50.002,7.14866,37.1979,0.67722,-0.719514,-1.93892,0.199491,52.2258,8.63782,37.8734,1.66137,0.127273,-2.30819,0.199491,50.6403,7.59946,39.8979,-3.06318,-0.0244012,3.07022,0.199645,53.3683,6.19568,36.8254,-0.159704,-0.9166,0.484225,0.199491,
12.6755,62.5618,11.6206,41.693,1.56149,-0.00781456,-0.70034,4000.24,62.5618,11.6206,41.693,1.56149,-0.00781456,-0.70034,4000.24,62.5618,11.6206,41.693,1.56149,-0.00781456,-0.70034,4000.24,62.5618,11.6206,41.693,1.56149,-0.00781456,-0.70034,4000.24,62.5618,11.6206,41.693,1.56149,-0.00781456,-0.70034,4000.24,51.4153,1.65925,37.0361,1.52315,0.0322562,-0.763946,0.199491,50.8766,10.2788,37.5085,-0.381351,-0.940122,2.96011,0.199491,49.9951,7.15423,37.1923,0.67748,-0.718407,-1.93713,0.199491,52.2259,8.63747,37.8732,1.6612,0.127065,-2.30821,0.199491,50.6402,7.59898,39.8979,-3.06339,-0.0221316,3.07028,0.199645,53.3682,6.1958,36.8253,-0.161258,-0.918423,0.485389,0.199491,
12.6856,62.5616,11.6206,41.6931,1.56149,-0.00781442,-0.700333,4000.24,62.5616,11.6206,41.6931,1.56149,-0.00781442,-0.700333,4000.24,62.5616,11.6206,41.6931,1.56149,-0.00781442,-0.700333,4000.24,62.5616,11.6206,41.6931,1.56149,-0.00781442,-0.700333,4000.24,62.5616,11.6206,41.6931,1.56149,-0.00781442,-0.700333,4000.24,51.4151,1.65925,37.0359,1.523,0.0324241,-0.763893,0.199491,50.8753,10.2792,37.5067,-0.382109,-0.940026,2.96068,0.199491,49.9918,7.15692,37.1895,0.677467,-0.717904,-1.93616,0.199491,52.2259,8.63709,37.873,1.66107,0.126886,-2.30823,0.199491,50.6402,7.59842,39.8978,-3.0636,-0.0202587,3.07037,0.199645,53.3681,6.19593,36.8253,-0.162821,-0.92025,0.486562,0.199491,
12.6957,62.5614,11.6206,41.6931,1.56149,-0.0078143,-0.700326,4000.24,62.5614,11.6206,41.6931,1.56149,-0.0078143,-0.700326,4000.24,62.5614,11.6206,41.6931,1.56149,-0.0078143,-0.700326,4000.24,62.5614,11.6206,41.6931,1.56149,-0.0078143,-0.700326,4000.24,62.5614,11.6206,41.6931,1.56149,-0.0078143,-0.700326,4000.24,51.4151,1.65925,37.0358,1.52279,0.0326456,-0.763843,0.199491,50.8765,10.2784,37.5081,-0.381397,-0.940069,2.96016,0.199491,49.9946,7.1543,37.192,0.677269,-0.718366,-1.93679,0.199491,52.2259,8.63677,37.8728,1.661,0.126782,-2.30824,0.199491,50.6404,7.5981,39.8974,-3.06342,-0.0222006,3.07031,0.199645,53.368,6.19605,36.8253,-0.164402,-0.922086,0.487751,0.199491,
12.7058,62.5612,11.6206,41.6932,1.56149,-0.00781426,-0.700318,4000.24,62.5612,11.6206,41.6932,1.56149,-0.00781426,-0.700318,4000.24,62.5612,11.6206,41.6932,1.56149,-0.00781426,-0.700318,4000.24,62.5612,11.6206,41.6932,1.56149,-0.00781426,-0.700318,4000.24,62.5612,11.6206,41.6932,1.56149,-0.00781426,-0.700318,4000.24,51.4151,1.65926,37.0357,1.52248,0.0329718,-0.763801,0.199491,50.8795,10.2767,37.5111,-0.379858,-0.940087,2.95911,0.199491,50.0014,7.1489,37.1975,0.676555,-0.719424,-1.93797,0.199491,52.226,8.63652,37.8727,1.66094,0.126701,-2.30824,0.199491,50.6407,7.59792,39.897,-3.06317,-0.0246408,3.07023,0.199645,53.3679,6.19617,36.8253,-0.166017,-0.923952,0.488968,0.199491,
12.7159,62.561,11.6206,41.6933,1.56149,-0.00781429,-0.700311,4000.24,62.561,11.6206,41.6933,1.56149,-0.00781429,-0.700311,4000.24,62.561,11.6206,41.6933,1.56149,-0.00781429,-0.700311,4000.24,62.561,11.6206,41.6933,1.56149,-0.00781429,-0.700311,4000.24,62.561,11.6206,41.6933,1.56149,-0.00781429,-0.700311,4000.24,51.4152,1.65927,37.0358,1.52211,0.033351,-0.763767,0.199491,50.8812,10.2757,37.5131,-0.378882,-0.940133,2.95842,0.199491,50.0057,7.14519,37.2012,0.676854,-0.720001,-1.93941,0.199491,52.2259,8.63643,37.8726,1.66096,0.126722,-2.30823,0.199491,50.6407,7.59811,39.8969,-3.06302,-0.0259544,3.07016,0.199645,53.3678,6.1963,36.8253,-0.167679,-0.925861,0.490225,0.199491,
12.726,62.5608,11.6206,41.6933,1.56149,-0.00781432,-0.700303,4000.24,62.5608,11.6206,41.6933,1.56149,-0.00781432,-0.700303,4000.24,62.5608,11.6206,41.6933,1.56149,-0.00781432,-0.700303,4000.24,62.5608,11.6206,41.6933,1.56149,-0.00781432,-0.700303,4000.24,62.5608,11.6206,41.6933,1.56149,-0.00781432,-0.700303,4000.24,51.4153,1.65928,37.0357,1.5218,0.0336754,-0.763729,0.199491,50.8803,10.2759,37.5126,-0.379199,-0.940149,2.95861,0.199491,50.0039,7.14617,37.2002,0.677593,-0.719583,-1.93948,0.199491,52.2259,8.63631,37.8725,1.66091,0.126685,-2.30823,0.199491,50.6406,7.59828,39.8969,-3.063,-0.0255394,3.07012,0.199645,53.3677,6.19642,36.8253,-0.169372,-0.927796,0.491509,0.199491,
12.7361,62.5607,11.6206,41.6934,1.56149,-0.00781426,-0.700295,4000.24,62.5607,11.6206,41.6934,1.56149,-0.00781426,-0.700295,4000.24,62.5607,11.6206,41.6934,1.56149,-0.00781426,-0.700295,4000.24,62.5607,11.6206,41.6934,1.56149,-0.00781426,-0.700295,4000.24,62.5607,11.6206,41.6934,1.56149,-0.00781426,-0.700295,4000.24,51.4153,1.65929,37.0356,1.52159,0.0338995,-0.763682,0.199491,50.8779,10.2768,37.5099,-0.380485,-0.940085,2.95953,0.199491,49.998,7.15084,37.1956,0.678034,-0.718573,-1.9381,0.199491,52.2259,8.63605,37.8723,1.66078,0.12654,-2.30824,0.199491,50.6404,7.59808,39.897,-3.06316,-0.0235675,3.07014,0.199645,53.3676,6.19654,36.8253,-0.171063,-0.929718,0.492791,0.199491,
12.7462,62.5605,11.6206,41.6935,1.56149,-0.00781416,-0.700287,4000.24,62.5605,11.6206,41.6935,1.56149,-0.00781416,-0.700287,4000.24,62.5605,11.6206,41.6935,1.56149,-0.00781416,-0.700287,4000.24,62.5605,11.6206,41.6935,1.56149,-0.00781416,-0.700287,4000.24,62.5605,11.6206,41.6935,1.56149,-0.00781416,-0.700287,4000.24,51.4152,1.65929,37.0355,1.52145,0.0340576,-0.763628,0.199491,50.8759,10.2776,37.5074,-0.381628,-0.939999,2.96036,0.199491,49.9929,7.15494,37.1914,0.678224,-0.71776,-1.93679,0.199491,52.226,8.63567,37.8721,1.66063,0.126349,-2.30826,0.199491,50.6404,7.59755,39.8969,-3.06339,-0.0213443,3.07023,0.199645,53.3675,6.19668,36.8252,-0.172719,-0.931593,0.494042,0.199491,
