time,0_rod(payload_bars compound_foSQ).X,0_rod(payload_bars compound_foSQ).Y,0_rod(payload_bars compound_foSQ).Z,0_rod(payload_bars compound_foSQ).Euler1,0_rod(payload_bars compound_foSQ).Euler2,0_rod(payload_bars compound_foSQ).Euler3,0_rod(payload_bars compound_foSQ).mass,1_rod(payload_bars compound_foSQ).X,1_rod(payload_bars compound_foSQ).Y,1_rod(payload_bars compound_foSQ).Z,1_rod(payload_bars compound_foSQ).Euler1,1_rod(payload_bars compound_foSQ).Euler2,1_rod(payload_bars compound_foSQ).Euler3,1_rod(payload_bars compound_foSQ).mass,2_rod(payload_bars compound_foSQ).X,2_rod(payload_bars compound_foSQ).Y,2_rod(payload_bars compound_foSQ).Z,2_rod(payload_bars compound_foSQ).Euler1,2_rod(payload_bars compound_foSQ).Euler2,2_rod(payload_bars compound_foSQ).Euler3,2_rod(payload_bars compound_foSQ).mass,3_rod(payload_bars compound_foSQ).X,3_rod(payload_bars compound_foSQ).Y,3_rod(payload_bars compound_foSQ).Z,3_rod(payload_bars compound_foSQ).Euler1,3_rod(payload_bars compound_foSQ).Euler2,3_rod(payload_bars compound_foSQ).Euler3,3_rod(payload_bars compound_foSQ).mass,4_rod(payload_bars compound_foSQ).X,4_rod(payload_bars compound_foSQ).Y,4_rod(payload_bars compound_foSQ).Z,4_rod(payload_bars compound_foSQ).Euler1,4_rod(payload_bars compound_foSQ).Euler2,4_rod(payload_bars compound_foSQ).Euler3,4_rod(payload_bars compound_foSQ).mass,5_rod(strut).X,5_rod(strut).Y,5_rod(strut).Z,5_rod(strut).Euler1,5_rod(strut).Euler2,5_rod(strut).Euler3,5_rod(strut).mass,6_rod(strut).X,6_rod(strut).Y,6_rod(strut).Z,6_rod(strut).Euler1,6_rod(strut).Euler2,6_rod(strut).Euler3,6_rod(strut).mass,7_rod(strut).X,7_rod(strut).Y,7_rod(strut).Z,7_rod(strut).Euler1,7_rod(strut).Euler2,7_rod(strut).Euler3,7_rod(strut).mass,8_rod(strut).X,8_rod(strut).Y,8_rod(strut).Z,8_rod(strut).Euler1,8_rod(strut).Euler2,8_rod(strut).Euler3,8_rod(strut).mass,9_rod(strut).X,9_rod(strut).Y,9_rod(strut).Z,9_rod(strut).Euler1,9_rod(strut).Euler2,9_rod(strut).Euler3,9_rod(strut).mass,10_rod(strut).X,10_rod(strut).Y,10_rod(strut).Z,10_rod(strut).Euler1,10_rod(strut).Euler2,10_rod(strut).Euler3,10_rod(strut).mass,
44.6824,95.5667,3.4692,6.09022,1.97606,-0.45909,2.05863,0.00640547,95.5667,3.4692,6.09022,1.97606,-0.45909,2.05863,0.00640547,95.5667,3.4692,6.09022,1.97606,-0.45909,2.05863,0.00640547,95.5667,3.4692,6.09022,1.97606,-0.45909,2.05863,0.00640547,95.5667,3.4692,6.09022,1.97606,-0.45909,2.05863,0.00640547,100.519,2.71447,9.92055,2.45815,-0.0211866,1.29531,0.199491,94.7578,7.3289,10.443,2.43511,-0.0741926,1.264,0.199491,96.5635,5.13131,10.6977,2.43333,-0.0483149,2.82916,0.199491,96.599,6.10358,7.42963,2.44054,-0.0609654,2.85044,0.199491,95.6872,4.79582,8.30283,-2.23385,-0.487808,3.05809,0.199645,98.9109,6.78809,9.58251,-2.22643,-0.474331,3.06329,0.199491,
44.6925,95.5637,3.49668,6.0171,2.02062,-0.614309,1.73572,0.00640547,95.5637,3.49668,6.0171,2.02062,-0.614309,1.73572,0.00640547,95.5637,3.49668,6.0171,2.02062,-0.614309,1.73572,0.00640547,95.5637,3.49668,6.0171,2.02062,-0.614309,1.73572,0.00640547,95.5637,3.49668,6.0171,2.02062,-0.614309,1.73572,0.00640547,100.521,2.71351,9.92045,2.45873,-0.020709,1.2953,0.199491,94.7574,7.33058,10.4423,2.44536,-0.0708157,1.26308,0.199491,96.5643,5.13037,10.6984,2.43308,-0.0482755,2.82899,0.199491,96.601,6.10405,7.42651,2.43782,-0.0526466,2.85042,0.199491,95.6871,4.79581,8.30189,-2.23385,-0.488598,3.05826,0.199645,98.9131,6.78828,9.58256,-2.22642,-0.478267,3.06316,0.199491,
44.7026,95.5606,3.52154,5.9433,2.11848,-0.699968,1.3913,0.00640547,95.5606,3.52154,5.9433,2.11848,-0.699968,1.3913,0.00640547,95.5606,3.52154,5.9433,2.11848,-0.699968,1.3913,0.00640547,95.5606,3.52154,5.9433,2.11848,-0.699968,1.3913,0.00640547,95.5606,3.52154,5.9433,2.11848,-0.699968,1.3913,0.00640547,100.522,2.71293,9.92042,2.45926,-0.020327,1.29525,0.199491,94.757,7.33178,10.442,2.44551,-0.070677,1.26287,0.199491,96.5648,5.12958,10.6992,2.43242,-0.0467632,2.82881,0.199491,96.6026,6.10455,7.4242,2.43644,-0.048579,2.85028,0.199491,95.687,4.79577,8.3012,-2.23376,-0.490012,3.05832,0.199645,98.9148,6.78846,9.58288,-2.22668,-0.477785,3.06318,0.199491,
44.7127,95.5576,3.54059,5.86916,2.23436,-0.721422,1.04054,0.00640547,95.5576,3.54059,5.86916,2.23436,-0.721422,1.04054,0.00640547,95.5576,3.54059,5.86916,2.23436,-0.721422,1.04054,0.00640547,95.5576,3.54059,5.86916,2.23436,-0.721422,1.04054,0.00640547,95.5576,3.54059,5.86916,2.23436,-0.721422,1.04054,0.00640547,100.522,2.71262,9.92043,2.45955,-0.0200912,1.29521,0.199491,94.7566,7.33257,10.4421,2.43558,-0.0737504,1.26339,0.199491,96.5651,5.1289,10.7002,2.43233,-0.0469054,2.82861,0.199491,96.6037,6.10494,7.42274,2.43926,-0.0583614,2.84992,0.199491,95.6869,4.7957,8.3008,-2.23366,-0.491166,3.05833,0.199645,98.9161,6.78854,9.5834,-2.22713,-0.473869,3.06329,0.199491,
44.7228,95.5546,3.55318,5.79477,2.32457,-0.686348,0.714668,0.00640547,95.5546,3.55318,5.79477,2.32457,-0.686348,0.714668,0.00640547,95.5546,3.55318,5.79477,2.32457,-0.686348,0.714668,0.00640547,95.5546,3.55318,5.79477,2.32457,-0.686348,0.714668,0.00640547,95.5546,3.55318,5.79477,2.32457,-0.686348,0.714668,0.00640547,100.523,2.71251,9.92044,2.45973,-0.0199674,1.29517,0.199491,94.7563,7.33299,10.4427,2.43901,-0.0726632,1.26299,0.199491,96.5653,5.12833,10.7011,2.43271,-0.0484166,2.82842,0.199491,96.6044,6.10525,7.42219,2.43969,-0.0600905,2.84976,0.199491,95.6869,4.79569,8.30084,-2.2336,-0.491614,3.05829,0.199645,98.9169,6.78858,9.58399,-2.22698,-0.476216,3.06309,0.199491,
44.7329,95.5516,3.55845,5.72025,2.36615,-0.615607,0.427143,0.00640547,95.5516,3.55845,5.72025,2.36615,-0.615607,0.427143,0.00640547,95.5516,3.55845,5.72025,2.36615,-0.615607,0.427143,0.00640547,95.5516,3.55845,5.72025,2.36615,-0.615607,0.427143,0.00640547,95.5516,3.55845,5.72025,2.36615,-0.615607,0.427143,0.00640547,100.523,2.71259,9.92046,2.45981,-0.0199526,1.29516,0.199491,94.7563,7.33288,10.4434,2.44807,-0.0698842,1.26224,0.199491,96.5655,5.12788,10.7016,2.43269,-0.0486484,2.82828,0.199491,96.6047,6.10543,7.42258,2.43664,-0.0502069,2.84987,0.199491,95.687,4.79575,8.30128,-2.23357,-0.491657,3.05817,0.199645,98.9174,6.7885,9.58462,-2.22674,-0.478724,3.06284,0.199491,
44.743,95.5486,3.55549,5.64566,2.35933,-0.530391,0.171271,0.00640547,95.5486,3.55549,5.64566,2.35933,-0.530391,0.171271,0.00640547,95.5486,3.55549,5.64566,2.35933,-0.530391,0.171271,0.00640547,95.5486,3.55549,5.64566,2.35933,-0.530391,0.171271,0.00640547,95.5486,3.55549,5.64566,2.35933,-0.530391,0.171271,0.00640547,100.522,2.71283,9.92048,2.46008,-0.0199437,1.29514,0.199491,94.7568,7.33222,10.4445,2.44184,-0.0720334,1.2626,0.199491,96.5658,5.12756,10.7019,2.43255,-0.0484461,2.82821,0.199491,96.6046,6.10543,7.42383,2.43696,-0.0514612,2.84982,0.199491,95.6872,4.79586,8.30205,-2.23353,-0.491625,3.05799,0.199645,98.9174,6.78802,9.58526,-2.227,-0.474907,3.06282,0.199491,
44.7531,95.5457,3.54497,5.57103,2.30205,-0.442109,-0.0590037,0.00640547,95.5457,3.54497,5.57103,2.30205,-0.442109,-0.0590037,0.00640547,95.5457,3.54497,5.57103,2.30205,-0.442109,-0.0590037,0.00640547,95.5457,3.54497,5.57103,2.30205,-0.442109,-0.0590037,0.00640547,95.5457,3.54497,5.57103,2.30205,-0.442109,-0.0590037,0.00640547,100.522,2.71323,9.92048,2.46045,-0.0199751,1.29513,0.199491,94.7578,7.33109,10.4459,2.43468,-0.0745471,1.2631,0.199491,96.566,5.12736,10.702,2.43265,-0.0489264,2.82819,0.199491,96.604,6.10527,7.42594,2.43985,-0.0612823,2.84964,0.199491,95.6875,4.79602,8.30318,-2.23348,-0.491385,3.05774,0.199645,98.917,6.7872,9.58588,-2.22691,-0.474231,3.06263,0.199491,
44.7632,95.5429,3.52803,5.4964,2.19126,-0.360941,-0.270573,0.00640547,95.5429,3.52803,5.4964,2.19126,-0.360941,-0.270573,0.00640547,95.5429,3.52803,5.4964,2.19126,-0.360941,-0.270573,0.00640547,95.5429,3.52803,5.4964,2.19126,-0.360941,-0.270573,0.00640547,95.5429,3.52803,5.4964,2.19126,-0.360941,-0.270573,0.00640547,100.521,2.71383,9.92047,2.46064,-0.0201429,1.29515,0.199491,94.7589,7.3295,10.4475,2.44283,-0.0722941,1.26252,0.199491,96.5661,5.12728,10.7019,2.43275,-0.0493422,2.82821,0.199491,96.6031,6.10501,7.42895,2.43868,-0.0575242,2.84978,0.199491,95.6878,4.79625,8.30473,-2.23345,-0.490827,3.05742,0.199645,98.9162,6.78637,9.58654,-2.22635,-0.478081,3.0622,0.199491,
44.7733,95.5401,3.50525,5.42187,2.03039,-0.300205,-0.472553,0.00640547,95.5401,3.50525,5.42187,2.03039,-0.300205,-0.472553,0.00640547,95.5401,3.50525,5.42187,2.03039,-0.300205,-0.472553,0.00640547,95.5401,3.50525,5.42187,2.03039,-0.300205,-0.472553,0.00640547,95.5401,3.50525,5.42187,2.03039,-0.300205,-0.472553,0.00640547,100.52,2.71469,9.92047,2.46056,-0.0204711,1.29517,0.199491,94.7601,7.32748,10.4496,2.44671,-0.0714439,1.26228,0.199491,96.5661,5.12732,10.7018,2.43289,-0.0497478,2.82822,0.199491,96.6017,6.10465,7.43282,2.43615,-0.0490626,2.85005,0.199491,95.6882,4.79647,8.3066,-2.2334,-0.490158,3.05704,0.199645,98.915,6.78556,9.58736,-2.2262,-0.476458,3.06195,0.199491,
44.7834,95.5376,3.47866,5.34759,1.8157,-0.270193,-0.667912,0.00640547,95.5376,3.47866,5.34759,1.8157,-0.270193,-0.667912,0.00640547,95.5376,3.47866,5.34759,1.8157,-0.270193,-0.667912,0.00640547,95.5376,3.47866,5.34759,1.8157,-0.270193,-0.667912,0.00640547,95.5376,3.47866,5.34759,1.8157,-0.270193,-0.667912,0.00640547,100.518,2.71584,9.92051,2.46059,-0.0208374,1.29516,0.199491,94.7613,7.32513,10.452,2.43695,-0.0749541,1.26303,0.199491,96.5659,5.12752,10.7017,2.43337,-0.0510718,2.82823,0.199491,96.5999,6.10429,7.43741,2.43817,-0.0556128,2.85003,0.199491,95.6886,4.79667,8.30873,-2.23326,-0.490071,3.05655,0.199645,98.9132,6.78464,9.58834,-2.22607,-0.473424,3.06172,0.199491,
44.7935,95.5353,3.45472,5.27408,1.52813,-0.277461,-0.852371,0.00640547,95.5353,3.45472,5.27408,1.52813,-0.277461,-0.852371,0.00640547,95.5353,3.45472,5.27408,1.52813,-0.277461,-0.852371,0.00640547,95.5353,3.45472,5.27408,1.52813,-0.277461,-0.852371,0.00640547,95.5353,3.45472,5.27408,1.52813,-0.277461,-0.852371,0.00640547,100.517,2.71731,9.92061,2.46109,-0.0211436,1.29511,0.199491,94.7627,7.32245,10.4547,2.43546,-0.0759132,1.26318,0.199491,96.5655,5.12788,10.7015,2.43372,-0.0518767,2.82828,0.199491,96.5977,6.10401,7.44266,2.44029,-0.0623682,2.84996,0.199491,95.689,4.79691,8.31112,-2.23304,-0.490623,3.05597,0.199645,98.911,6.78371,9.58945,-2.2253,-0.476612,3.06121,0.199491,
44.8036,95.5333,3.44597,5.20253,1.166,-0.328492,-1.02045,0.00640547,95.5333,3.44597,5.20253,1.166,-0.328492,-1.02045,0.00640547,95.5333,3.44597,5.20253,1.166,-0.328492,-1.02045,0.00640547,95.5333,3.44597,5.20253,1.166,-0.328492,-1.02045,0.00640547,95.5333,3.44597,5.20253,1.166,-0.328492,-1.02045,0.00640547,100.515,2.71901,9.92072,2.46196,-0.0214118,1.29505,0.199491,94.7643,7.31938,10.4576,2.44229,-0.0743114,1.26273,0.199491,96.5651,5.12839,10.701,2.43367,-0.0513077,2.82836,0.199491,96.5951,6.10369,7.44861,2.43795,-0.0541757,2.85021,0.199491,95.6895,4.79719,8.31379,-2.2328,-0.491143,3.05532,0.199645,98.9085,6.78282,9.59062,-2.22468,-0.477503,3.06076,0.199491,
44.8137,95.5315,3.46218,5.13418,0.811931,-0.428702,-1.1772,0.00640547,95.5315,3.46218,5.13418,0.811931,-0.428702,-1.1772,0.00640547,95.5315,3.46218,5.13418,0.811931,-0.428702,-1.1772,0.00640547,95.5315,3.46218,5.13418,0.811931,-0.428702,-1.1772,0.00640547,95.5315,3.46218,5.13418,0.811931,-0.428702,-1.1772,0.00640547,100.513,2.72079,9.92082,2.46239,-0.0218599,1.29502,0.199491,94.766,7.31605,10.4606,2.43907,-0.0759367,1.26308,0.199491,96.5647,5.12904,10.7004,2.43394,-0.0516541,2.82848,0.199491,96.5923,6.10319,7.4552,2.43694,-0.0503331,2.85044,0.199491,95.6901,4.79747,8.31668,-2.23261,-0.491065,3.05467,0.199645,98.9055,6.78176,9.59174,-2.22446,-0.473487,3.06049,0.199491,
44.8238,95.5294,3.49285,5.06836,0.54986,-0.577467,-1.3346,0.00640547,95.5294,3.49285,5.06836,0.54986,-0.577467,-1.3346,0.00640547,95.5294,3.49285,5.06836,0.54986,-0.577467,-1.3346,0.00640547,95.5294,3.49285,5.06836,0.54986,-0.577467,-1.3346,0.00640547,95.5294,3.49285,5.06836,0.54986,-0.577467,-1.3346,0.00640547,100.511,2.7227,9.92093,2.46283,-0.0223478,1.295,0.199491,94.768,7.31261,10.4639,2.43835,-0.0768264,1.26326,0.199491,96.5641,5.12978,10.6997,2.43456,-0.0530517,2.82863,0.199491,96.5891,6.10274,7.46218,2.43994,-0.05984,2.85043,0.199491,95.6907,4.79778,8.31979,-2.23238,-0.491207,3.05395,0.199645,98.9022,6.78058,9.59286,-2.22373,-0.474732,3.05998,0.199491,
44.8339,95.5272,3.52491,5.00384,0.382648,-0.762478,-1.50531,0.00640547,95.5272,3.52491,5.00384,0.382648,-0.762478,-1.50531,0.00640547,95.5272,3.52491,5.00384,0.382648,-0.762478,-1.50531,0.00640547,95.5272,3.52491,5.00384,0.382648,-0.762478,-1.50531,0.00640547,95.5272,3.52491,5.00384,0.382648,-0.762478,-1.50531,0.00640547,100.508,2.72481,9.92106,2.46395,-0.022674,1.29492,0.199491,94.7701,7.30896,10.4673,2.44733,-0.0747226,1.26268,0.199491,96.5636,5.13056,10.6989,2.43465,-0.0527463,2.82879,0.199491,96.5859,6.10246,7.4694,2.44038,-0.0607726,2.85054,0.199491,95.6913,4.79814,8.32308,-2.23206,-0.492134,3.05313,0.199645,98.8989,6.77949,9.59416,-2.22282,-0.477482,3.05937,0.199491,
44.844,95.525,3.55169,4.93991,0.307084,-0.968367,-1.71573,0.00640547,95.525,3.55169,4.93991,0.307084,-0.968367,-1.71573,0.00640547,95.525,3.55169,4.93991,0.307084,-0.968367,-1.71573,0.00640547,95.525,3.55169,4.93991,0.307084,-0.968367,-1.71573,0.00640547,95.525,3.55169,4.93991,0.307084,-0.968367,-1.71573,0.00640547,100.506,2.72704,9.92123,2.46513,-0.0230013,1.29483,0.199491,94.7721,7.30519,10.4709,2.44765,-0.0753839,1.26272,0.199491,96.5631,5.13128,10.6983,2.43438,-0.0513143,2.82892,0.199491,96.5827,6.10216,7.47683,2.43773,-0.0513836,2.85079,0.199491,95.6919,4.79845,8.32645,-2.23169,-0.493389,3.05228,0.199645,98.8955,6.77842,9.5957,-2.22245,-0.473869,3.059,0.199491,
44.8541,95.5226,3.57081,4.87629,0.389331,-1.17428,-2.052,0.00640547,95.5226,3.57081,4.87629,0.389331,-1.17428,-2.052,0.00640547,95.5226,3.57081,4.87629,0.389331,-1.17428,-2.052,0.00640547,95.5226,3.57081,4.87629,0.389331,-1.17428,-2.052,0.00640547,95.5226,3.57081,4.87629,0.389331,-1.17428,-2.052,0.00640547,100.504,2.72924,9.92141,2.46599,-0.0234126,1.29474,0.199491,94.774,7.30145,10.4748,2.4409,-0.0782419,1.26328,0.199491,96.5625,5.13188,10.698,2.43488,-0.0523532,2.82897,0.199491,96.5794,6.1018,7.48435,2.43874,-0.0542472,2.85081,0.199491,95.6925,4.79873,8.32987,-2.23131,-0.494447,3.05142,0.199645,98.8922,6.77724,9.59737,-2.22186,-0.472704,3.05849,0.199491,
44.8642,95.5202,3.58209,4.81299,0.906467,-1.31551,-2.80288,0.00640547,95.5202,3.58209,4.81299,0.906467,-1.31551,-2.80288,0.00640547,95.5202,3.58209,4.81299,0.906467,-1.31551,-2.80288,0.00640547,95.5202,3.58209,4.81299,0.906467,-1.31551,-2.80288,0.00640547,95.5202,3.58209,4.81299,0.906467,-1.31551,-2.80288,0.00640547,100.501,2.73135,9.92159,2.4662,-0.0239955,1.29468,0.199491,94.776,7.29774,10.4788,2.44513,-0.0776099,1.26298,0.199491,96.562,5.13231,10.6979,2.43562,-0.0542865,2.82899,0.199491,96.5764,6.10149,7.49189,2.4415,-0.0630744,2.85074,0.199491,95.6932,4.79908,8.33337,-2.23101,-0.494989,3.05058,0.199645,98.8893,6.77601,9.5991,-2.22082,-0.476552,3.05775,0.199491,
44.8743,95.5178,3.58537,4.75,1.6655,-1.24573,2.4962,0.00640547,95.5178,3.58537,4.75,1.6655,-1.24573,2.4962,0.00640547,95.5178,3.58537,4.75,1.6655,-1.24573,2.4962,0.00640547,95.5178,3.58537,4.75,1.6655,-1.24573,2.4962,0.00640547,95.5178,3.58537,4.75,1.6655,-1.24573,2.4962,0.00640547,100.499,2.73331,9.92175,2.46648,-0.0245227,1.29464,0.199491,94.778,7.29405,10.4829,2.45151,-0.076332,1.26248,0.199491,96.5618,5.13253,10.6979,2.43582,-0.0547121,2.82899,0.199491,96.5737,6.10117,7.49926,2.43988,-0.0574719,2.85095,0.199491,95.6939,4.79946,8.33692,-2.23074,-0.495296,3.04975,0.199645,98.8867,6.77474,9.60095,-2.22035,-0.474807,3.05721,0.199491,
44.8844,95.5154,3.5811,4.68742,1.90606,-1.0301,2.02874,0.00640547,95.5154,3.5811,4.68742,1.90606,-1.0301,2.02874,0.00640547,95.5154,3.5811,4.68742,1.90606,-1.0301,2.02874,0.00640547,95.5154,3.5811,4.68742,1.90606,-1.0301,2.02874,0.00640547,95.5154,3.5811,4.68742,1.90606,-1.0301,2.02874,0.00640547,100.497,2.73509,9.92189,2.46698,-0.0249345,1.29459,0.199491,94.7802,7.2905,10.4869,2.44565,-0.0789479,1.26291,0.199491,96.5617,5.13254,10.6979,2.43598,-0.0551768,2.82897,0.199491,96.5713,6.10079,7.50624,2.43809,-0.0514597,2.85111,0.199491,95.6946,4.79979,8.34044,-2.23045,-0.495677,3.04891,0.199645,98.8844,6.77322,9.60288,-2.22007,-0.471573,3.05673,0.199491,
44.8945,95.513,3.57184,4.62576,1.90474,-0.761103,1.79309,0.00640547,95.513,3.57184,4.62576,1.90474,-0.761103,1.79309,0.00640547,95.513,3.57184,4.62576,1.90474,-0.761103,1.79309,0.00640547,95.513,3.57184,4.62576,1.90474,-0.761103,1.79309,0.00640547,95.513,3.57184,4.62576,1.90474,-0.761103,1.79309,0.00640547,100.495,2.73666,9.92201,2.46718,-0.0253695,1.29456,0.199491,94.7824,7.28714,10.4911,2.44202,-0.0808243,1.26314,0.199491,96.5618,5.13229,10.6982,2.43636,-0.0565494,2.8289,0.199491,96.5693,6.10046,7.51278,2.44068,-0.060268,2.85096,0.199491,95.6953,4.80015,8.34386,-2.23017,-0.496121,3.0481,0.199645,98.8827,6.77152,9.60483,-2.21923,-0.474784,3.05595,0.199491,
44.9046,95.5106,3.56222,4.56601,1.81157,-0.447599,1.62608,0.00640547,95.5106,3.56222,4.56601,1.81157,-0.447599,1.62608,0.00640547,95.5106,3.56222,4.56601,1.81157,-0.447599,1.62608,0.00640547,95.5106,3.56222,4.56601,1.81157,-0.447599,1.62608,0.00640547,95.5106,3.56222,4.56601,1.81157,-0.447599,1.62608,0.00640547,100.494,2.73804,9.92211,2.46701,-0.0258602,1.29455,0.199491,94.7845,7.284,10.4951,2.4483,-0.0795201,1.26253,0.199491,96.5621,5.13179,10.6988,2.43656,-0.057523,2.82877,0.199491,96.5677,6.10022,7.51889,2.44151,-0.0633846,2.85093,0.199491,95.696,4.80055,8.34717,-2.22994,-0.496245,3.04733,0.199645,98.8815,6.76993,9.60686,-2.21875,-0.474958,3.0553,0.199491,
44.9147,95.5081,3.55969,4.50997,1.66851,-0.0899965,1.45893,0.00640547,95.5081,3.55969,4.50997,1.66851,-0.0899965,1.45893,0.00640547,95.5081,3.55969,4.50997,1.66851,-0.0899965,1.45893,0.00640547,95.5081,3.55969,4.50997,1.66851,-0.0899965,1.45893,0.00640547,95.5081,3.55969,4.50997,1.66851,-0.0899965,1.45893,0.00640547,100.492,2.7392,9.92219,2.4666,-0.0263547,1.29455,0.199491,94.7863,7.28119,10.499,2.44655,-0.0807077,1.26253,0.199491,96.5625,5.13106,10.6998,2.43683,-0.0588472,2.82857,0.199491,96.5666,6.09996,7.52442,2.43861,-0.0541466,2.85112,0.199491,95.6966,4.80089,8.3503,-2.22975,-0.496063,3.04663,0.199645,98.8807,6.76846,9.609,-2.21873,-0.470993,3.05483,0.199491,
44.9248,95.5057,3.57446,4.46042,1.4814,0.269375,1.23373,0.00640547,95.5057,3.57446,4.46042,1.4814,0.269375,1.23373,0.00640547,95.5057,3.57446,4.46042,1.4814,0.269375,1.23373,0.00640547,95.5057,3.57446,4.46042,1.4814,0.269375,1.23373,0.00640547,95.5057,3.57446,4.46042,1.4814,0.269375,1.23373,0.00640547,100.491,2.74016,9.92228,2.466,-0.0268296,1.29456,0.199491,94.7879,7.27878,10.5029,2.43863,-0.0837737,1.263,0.199491,96.563,5.13014,10.701,2.4374,-0.0612369,2.82831,0.199491,96.5657,6.09973,7.52923,2.43912,-0.0564049,2.85103,0.199491,95.6972,4.80116,8.35314,-2.22955,-0.496073,3.04598,0.199645,98.8804,6.76694,9.61111,-2.21814,-0.473349,3.0541,0.199491,
44.9349,95.5032,3.6056,4.41765,1.22504,0.531668,0.902171,0.00640547,95.5032,3.6056,4.41765,1.22504,0.531668,0.902171,0.00640547,95.5032,3.6056,4.41765,1.22504,0.531668,0.902171,0.00640547,95.5032,3.6056,4.41765,1.22504,0.531668,0.902171,0.00640547,95.5032,3.6056,4.41765,1.22504,0.531668,0.902171,0.00640547,100.491,2.74097,9.92238,2.46595,-0.0270748,1.29453,0.199491,94.7894,7.27685,10.5064,2.44554,-0.082139,1.26217,0.199491,96.5637,5.12904,10.7023,2.43742,-0.0620503,2.82804,0.199491,96.5654,6.09983,7.53321,2.44161,-0.0654758,2.85071,0.199491,95.6977,4.80147,8.35572,-2.22932,-0.496698,3.04534,0.199645,98.8806,6.76553,9.61328,-2.21771,-0.475025,3.05341,0.199491,
44.945,95.5007,3.64073,4.37874,0.894661,0.635908,0.472153,0.00640547,95.5007,3.64073,4.37874,0.894661,0.635908,0.472153,0.00640547,95.5007,3.64073,4.37874,0.894661,0.635908,0.472153,0.00640547,95.5007,3.64073,4.37874,0.894661,0.635908,0.472153,0.00640547,95.5007,3.64073,4.37874,0.894661,0.635908,0.472153,0.00640547,100.49,2.74166,9.92249,2.46701,-0.0269209,1.29443,0.199491,94.7907,7.27547,10.5099,2.45344,-0.0802052,1.26119,0.199491,96.5645,5.12776,10.7037,2.43686,-0.0611906,2.82774,0.199491,96.5657,6.10032,7.53618,2.4396,-0.059622,2.85061,0.199491,95.6983,4.80177,8.3581,-2.22901,-0.498071,3.04469,0.199645,98.8812,6.76445,9.61565,-2.21799,-0.47046,3.05301,0.199491,
44.9551,95.4981,3.67157,4.34148,0.57664,0.579369,0.0369381,0.00640547,95.4981,3.67157,4.34148,0.57664,0.579369,0.0369381,0.00640547,95.4981,3.67157,4.34148,0.57664,0.579369,0.0369381,0.00640547,95.4981,3.67157,4.34148,0.57664,0.579369,0.0369381,0.00640547,95.4981,3.67157,4.34148,0.57664,0.579369,0.0369381,0.00640547,100.49,2.74215,9.92262,2.46747,-0.0268496,1.29433,0.199491,94.7917,7.2746,10.5133,2.44467,-0.0835025,1.2615,0.199491,96.5654,5.12622,10.7056,2.43657,-0.0613238,2.82735,0.199491,96.5665,6.1009,7.53818,2.43795,-0.0551041,2.85036,0.199491,95.6986,4.80194,8.36016,-2.22867,-0.499643,3.0441,0.199645,98.8824,6.76345,9.61814,-2.21781,-0.471059,3.05239,0.199491,
44.9652,95.4954,3.69557,4.30518,0.364702,0.404996,-0.318576,0.00640547,95.4954,3.69557,4.30518,0.364702,0.404996,-0.318576,0.00640547,95.4954,3.69557,4.30518,0.364702,0.404996,-0.318576,0.00640547,95.4954,3.69557,4.30518,0.364702,0.404996,-0.318576,0.00640547,95.4954,3.69557,4.30518,0.364702,0.404996,-0.318576,0.00640547,100.491,2.74227,9.92274,2.46727,-0.0268639,1.29427,0.199491,94.7924,7.27408,10.5165,2.44267,-0.0844816,1.26122,0.199491,96.5665,5.12431,10.7079,2.43655,-0.0625236,2.82684,0.199491,96.5678,6.10141,7.53944,2.44059,-0.0650827,2.84981,0.199491,95.699,4.80211,8.36183,-2.22842,-0.500751,3.04363,0.199645,98.8844,6.76235,9.62061,-2.21749,-0.473835,3.0517,0.199491,
44.9753,95.4928,3.7116,4.26951,0.26847,0.169986,-0.600957,0.00640547,95.4928,3.7116,4.26951,0.26847,0.169986,-0.600957,0.00640547,95.4928,3.7116,4.26951,0.26847,0.169986,-0.600957,0.00640547,95.4928,3.7116,4.26951,0.26847,0.169986,-0.600957,0.00640547,95.4928,3.7116,4.26951,0.26847,0.169986,-0.600957,0.00640547,100.491,2.74196,9.92281,2.46732,-0.0267047,1.29424,0.199491,94.7928,7.27393,10.5194,2.45242,-0.081618,1.25992,0.199491,96.5678,5.12205,10.7106,2.43635,-0.0634099,2.82627,0.199491,96.5698,6.10189,7.53999,2.44029,-0.0655361,2.84952,0.199491,95.6993,4.80234,8.36323,-2.22835,-0.500651,3.04332,0.199645,98.8871,6.76131,9.62303,-2.21796,-0.470243,3.05132,0.199491,
