time,0_rod(payload_bars compound_).X,0_rod(payload_bars compound_).Y,0_rod(payload_bars compound_).Z,0_rod(payload_bars compound_).Euler1,0_rod(payload_bars compound_).Euler2,0_rod(payload_bars compound_).Euler3,0_rod(payload_bars compound_).mass,1_rod(payload_bars compound_).X,1_rod(payload_bars compound_).Y,1_rod(payload_bars compound_).Z,1_rod(payload_bars compound_).Euler1,1_rod(payload_bars compound_).Euler2,1_rod(payload_bars compound_).Euler3,1_rod(payload_bars compound_).mass,2_rod(payload_bars compound_).X,2_rod(payload_bars compound_).Y,2_rod(payload_bars compound_).Z,2_rod(payload_bars compound_).Euler1,2_rod(payload_bars compound_).Euler2,2_rod(payload_bars compound_).Euler3,2_rod(payload_bars compound_).mass,3_rod(payload_bars compound_).X,3_rod(payload_bars compound_).Y,3_rod(payload_bars compound_).Z,3_rod(payload_bars compound_).Euler1,3_rod(payload_bars compound_).Euler2,3_rod(payload_bars compound_).Euler3,3_rod(payload_bars compound_).mass,4_rod(sense_bar compound_).X,4_rod(sense_bar compound_).Y,4_rod(sense_bar compound_).Z,4_rod(sense_bar compound_).Euler1,4_rod(sense_bar compound_).Euler2,4_rod(sense_bar compound_).Euler3,4_rod(sense_bar compound_).mass,5_rod(strut).X,5_rod(strut).Y,5_rod(strut).Z,5_rod(strut).Euler1,5_rod(strut).Euler2,5_rod(strut).Euler3,5_rod(strut).mass,6_rod(strut).X,6_rod(strut).Y,6_rod(strut).Z,6_rod(strut).Euler1,6_rod(strut).Euler2,6_rod(strut).Euler3,6_rod(strut).mass,7_rod(strut).X,7_rod(strut).Y,7_rod(strut).Z,7_rod(strut).Euler1,7_rod(strut).Euler2,7_rod(strut).Euler3,7_rod(strut).mass,8_rod(strut).X,8_rod(strut).Y,8_rod(strut).Z,8_rod(strut).Euler1,8_rod(strut).Euler2,8_rod(strut).Euler3,8_rod(strut).mass,9_rod(strut).X,9_rod(strut).Y,9_rod(strut).Z,9_rod(strut).Euler1,9_rod(strut).Euler2,9_rod(strut).Euler3,9_rod(strut).mass,10_rod(strut).X,10_rod(strut).Y,10_rod(strut).Z,10_rod(strut).Euler1,10_rod(strut).Euler2,10_rod(strut).Euler3,10_rod(strut).mass,
1.2524,-0.770646,10.1283,-1.05024,0.0632461,0.132428,1.04017,0.24652,-0.770646,10.1283,-1.05024,0.0632461,0.132428,1.04017,0.24652,-0.770646,10.1283,-1.05024,0.0632461,0.132428,1.04017,0.24652,-0.770646,10.1283,-1.05024,0.0632461,0.132428,1.04017,0.24652,-0.770646,10.1283,-1.05024,0.0632461,0.132428,1.04017,0.24652,-1.49515,10.0739,-0.970619,0.0958843,0.121065,-1.29315,0.0593527,-0.0235181,10.157,-1.16216,0.100908,0.119091,-1.2925,0.0593527,-0.864166,10.3125,-1.77618,0.0657564,0.104799,0.265216,0.0593527,-0.653715,9.91812,-0.357217,0.0635029,0.0969056,0.264513,0.0593527,-0.73286,9.3979,-1.26196,-1.75838,1.07594,-0.276086,0.0593527,-0.785393,10.8321,-0.870586,-1.77358,1.09901,-0.289135,0.0593527,
1.2625,-0.799882,10.2847,-1.09031,0.0374895,0.118282,0.864376,0.24652,-0.799882,10.2847,-1.09031,0.0374895,0.118282,0.864376,0.24652,-0.799882,10.2847,-1.09031,0.0374895,0.118282,0.864376,0.24652,-0.799882,10.2847,-1.09031,0.0374895,0.118282,0.864376,0.24652,-0.799882,10.2847,-1.09031,0.0374895,0.118282,0.864376,0.24652,-1.52689,10.2429,-1.01509,-0.00523157,0.12362,-1.50465,0.0593527,-0.0500986,10.2942,-1.19241,0.0938907,0.116758,-1.49273,0.0593527,-0.879737,10.3187,-1.84132,0.0461204,0.0533297,0.0655138,0.0593527,-0.697333,10.218,-0.366023,0.0455661,0.0450373,0.0656257,0.0593527,-0.757026,9.52575,-1.15351,-1.65702,0.787131,-0.169835,0.0593527,-0.820002,11.0112,-1.05418,-1.65782,0.790783,-0.170443,0.0593527,
1.2726,-0.829287,10.4305,-1.13121,0.0120199,0.093999,0.665839,0.24652,-0.829287,10.4305,-1.13121,0.0120199,0.093999,0.665839,0.24652,-0.829287,10.4305,-1.13121,0.0120199,0.093999,0.665839,0.24652,-0.829287,10.4305,-1.13121,0.0120199,0.093999,0.665839,0.24652,-0.829287,10.4305,-1.13121,0.0120199,0.093999,0.665839,0.24652,-1.55672,10.4011,-1.0617,0.0108798,0.10562,-1.69959,0.0593527,-0.0786922,10.4234,-1.21923,-0.0143566,0.101816,-1.70213,0.0593527,-0.894732,10.3162,-1.87445,0.0297955,0.118703,-0.133405,0.0593527,-0.741079,10.5081,-0.406943,0.0283234,0.128701,-0.133909,0.0593527,-0.783583,9.67507,-1.04287,-1.6336,0.634153,-0.130799,0.0593527,-0.85186,11.1489,-1.23771,-1.62931,0.608617,-0.128423,0.0593527,
1.2827,-0.859007,10.5661,-1.17175,-0.000821193,0.0777019,0.448584,0.24652,-0.859007,10.5661,-1.17175,-0.000821193,0.0777019,0.448584,0.24652,-0.859007,10.5661,-1.17175,-0.000821193,0.0777019,0.448584,0.24652,-0.859007,10.5661,-1.17175,-0.000821193,0.0777019,0.448584,0.24652,-0.859007,10.5661,-1.17175,-0.000821193,0.0777019,0.448584,0.24652,-1.58785,10.5469,-1.11269,0.0595833,0.107537,-1.89023,0.0593527,-0.106113,10.5445,-1.24207,-0.02597,0.0791798,-1.89821,0.0593527,-0.909019,10.31,-1.88064,-0.000343285,0.131571,-0.33413,0.0593527,-0.784292,10.782,-0.474252,-0.000717333,0.132704,-0.333942,0.0593527,-0.814833,9.84207,-0.937468,-1.62045,0.507183,-0.0989542,0.0593527,-0.878825,11.25,-1.41769,-1.62159,0.514298,-0.099174,0.0593527,
1.2928,-0.888012,10.6907,-1.21274,-0.00920936,0.065366,0.246973,0.24652,-0.888012,10.6907,-1.21274,-0.00920936,0.065366,0.246973,0.24652,-0.888012,10.6907,-1.21274,-0.00920936,0.065366,0.246973,0.24652,-0.888012,10.6907,-1.21274,-0.00920936,0.065366,0.246973,0.24652,-0.888012,10.6907,-1.21274,-0.00920936,0.065366,0.246973,0.24652,-1.6182,10.6811,-1.16631,0.000898121,0.0749978,-2.09238,0.0593527,-0.134201,10.6598,-1.26217,0.0373245,0.0955379,-2.08928,0.0593527,-0.924377,10.3013,-1.85909,0.0201548,0.035964,-0.529263,0.0593527,-0.828722,11.0392,-0.56927,0.0296813,0.0197112,-0.529235,0.0593527,-0.850198,10.0272,-0.839718,-1.60126,0.23966,-0.0662362,0.0593527,-0.902479,11.3134,-1.58828,-1.60214,0.257083,-0.066754,0.0593527,
1.3029,-0.91774,10.8052,-1.25378,-0.019088,0.0410581,0.0645528,0.24652,-0.91774,10.8052,-1.25378,-0.019088,0.0410581,0.0645528,0.24652,-0.91774,10.8052,-1.25378,-0.019088,0.0410581,0.0645528,0.24652,-0.91774,10.8052,-1.25378,-0.019088,0.0410581,0.0645528,0.24652,-0.91774,10.8052,-1.25378,-0.019088,0.0410581,0.0645528,0.24652,-1.64851,10.8021,-1.22067,-0.0509681,0.0179845,-2.29291,0.0593527,-0.162564,10.7679,-1.28105,0.0060749,0.067734,-2.29044,0.0593527,-0.940075,10.2947,-1.81018,0.0238656,0.0114877,-0.727071,0.0593527,-0.870483,11.2749,-0.691402,0.0305105,0.00402705,-0.727138,0.0593527,-0.886565,10.2282,-0.756584,-1.59428,0.0149881,-0.0407525,0.0593527,-0.924217,11.3415,-1.74473,-1.59391,-0.0017856,-0.0404737,0.0593527,
1.313,-0.94668,10.9092,-1.29466,-0.0238046,0.00905244,-0.127515,0.24652,-0.94668,10.9092,-1.29466,-0.0238046,0.00905244,-0.127515,0.24652,-0.94668,10.9092,-1.29466,-0.0238046,0.00905244,-0.127515,0.24652,-0.94668,10.9092,-1.29466,-0.0238046,0.00905244,-0.127515,0.24652,-0.94668,10.9092,-1.29466,-0.0238046,0.00905244,-0.127515,0.24652,-1.67821,10.9099,-1.27577,-0.0182957,0.0282854,-2.48954,0.0593527,-0.191599,10.8695,-1.29917,-0.0512334,-0.014693,-2.48976,0.0593527,-0.959041,10.2988,-1.73963,-0.0421658,0.0470071,-0.926685,0.0593527,-0.911087,11.4808,-0.835394,-0.0520404,0.0544025,-0.927294,0.0593527,-0.925498,10.4408,-0.693651,-1.59628,-0.103107,-0.0153371,0.0593527,-0.944488,11.3386,-1.88147,-1.59591,-0.113353,-0.0155907,0.0593527,
1.3231,-0.976188,11.0025,-1.33552,-0.0206243,-0.0156104,-0.336142,0.24652,-0.976188,11.0025,-1.33552,-0.0206243,-0.0156104,-0.336142,0.24652,-0.976188,11.0025,-1.33552,-0.0206243,-0.0156104,-0.336142,0.24652,-0.976188,11.0025,-1.33552,-0.0206243,-0.0156104,-0.336142,0.24652,-0.976188,11.0025,-1.33552,-0.0206243,-0.0156104,-0.336142,0.24652,-1.70746,11.0047,-1.33163,-0.00172995,0.0417647,-2.68505,0.0593527,-0.22107,10.9652,-1.31675,-0.0275396,-0.0113442,-2.68544,0.0593527,-0.979143,10.3177,-1.65364,-0.0405873,0.0141797,-1.12295,0.0593527,-0.949042,11.6523,-0.995081,-0.0403184,0.0140541,-1.12292,0.0593527,-0.967414,10.6612,-0.654154,-1.60041,-0.317208,0.0109824,0.0593527,-0.960947,11.3091,-1.99438,-1.60037,-0.297675,0.0111625,0.0593527,
1.3332,-1.00512,11.0856,-1.37582,-0.0146898,-0.0342299,-0.538457,0.24652,-1.00512,11.0856,-1.37582,-0.0146898,-0.0342299,-0.538457,0.24652,-1.00512,11.0856,-1.37582,-0.0146898,-0.0342299,-0.538457,0.24652,-1.00512,11.0856,-1.37582,-0.0146898,-0.0342299,-0.538457,0.24652,-1.00512,11.0856,-1.37582,-0.0146898,-0.0342299,-0.538457,0.24652,-1.7369,11.0859,-1.38816,-0.0203088,-0.0312269,-2.88164,0.0593527,-0.250539,11.0552,-1.33491,-0.00452324,0.027989,-2.88166,0.0593527,-1.00221,10.3515,-1.55469,0.0406559,-0.0355879,-1.32105,0.0593527,-0.985463,11.7895,-1.16806,0.0548008,-0.0391805,-1.32166,0.0593527,-1.01201,10.8842,-0.640592,-1.61491,-0.579056,0.0432024,0.0593527,-0.975502,11.2568,-2.08213,-1.61476,-0.578554,0.0430234,0.0593527,
1.3433,-1.03444,11.1581,-1.41598,-0.0057844,-0.0573731,-0.726751,0.24652,-1.03444,11.1581,-1.41598,-0.0057844,-0.0573731,-0.726751,0.24652,-1.03444,11.1581,-1.41598,-0.0057844,-0.0573731,-0.726751,0.24652,-1.03444,11.1581,-1.41598,-0.0057844,-0.0573731,-0.726751,0.24652,-1.03444,11.1581,-1.41598,-0.0057844,-0.0573731,-0.726751,0.24652,-1.76536,11.1535,-1.44355,-0.0125682,-0.0896309,-3.07968,0.0593527,-0.280841,11.1393,-1.35405,-0.00962331,-0.0448793,-3.07987,0.0593527,-1.02806,10.4033,-1.44587,0.0254983,-0.0463561,-1.51834,0.0593527,-1.01809,11.8893,-1.35138,0.0291222,-0.046538,-1.5187,0.0593527,-1.05661,11.1051,-0.655974,-1.6331,-0.720643,0.0800571,0.0593527,-0.989588,11.1876,-2.14116,-1.63543,-0.741178,0.081682,0.0593527,
1.3534,-1.06341,11.2205,-1.45588,0.0107177,-0.082691,-0.919828,0.24652,-1.06341,11.2205,-1.45588,0.0107177,-0.082691,-0.919828,0.24652,-1.06341,11.2205,-1.45588,0.0107177,-0.082691,-0.919828,0.24652,-1.06341,11.2205,-1.45588,0.0107177,-0.082691,-0.919828,0.24652,-1.06341,11.2205,-1.45588,0.0107177,-0.082691,-0.919828,0.24652,-1.79397,11.208,-1.49685,0.00176321,-0.0591823,3.00519,0.0593527,-0.311417,11.2166,-1.3751,0.0102682,-0.121045,3.00443,0.0593527,-1.05758,10.4746,-1.33601,-0.0366677,-0.0719503,-1.71191,0.0593527,-1.04767,11.95,-1.53624,-0.0437557,-0.072953,-1.71136,0.0593527,-1.10148,11.3174,-0.700618,-1.66489,-0.882652,0.129339,0.0593527,-1.00381,11.1072,-2.17168,-1.66305,-0.873531,0.127934,0.0593527,
1.3635,-1.09255,11.2725,-1.49508,0.0318888,-0.100426,-1.1252,0.24652,-1.09255,11.2725,-1.49508,0.0318888,-0.100426,-1.1252,0.24652,-1.09255,11.2725,-1.49508,0.0318888,-0.100426,-1.1252,0.24652,-1.09255,11.2725,-1.49508,0.0318888,-0.100426,-1.1252,0.24652,-1.09255,11.2725,-1.49508,0.0318888,-0.100426,-1.1252,0.24652,-1.82168,11.2502,-1.5487,0.00693296,-0.0516082,2.80869,0.0593527,-0.342501,11.2867,-1.3992,0.017834,-0.0826342,2.80796,0.0593527,-1.08977,10.5643,-1.23248,0.0155105,-0.0873438,-1.91212,0.0593527,-1.07446,11.9725,-1.71552,0.0197868,-0.0858288,-1.91254,0.0593527,-1.14683,11.5155,-0.774808,-1.77225,-1.14731,0.247761,0.0593527,-1.01738,11.0216,-2.17326,-1.76322,-1.13215,0.239565,0.0593527,
1.3736,-1.12153,11.3145,-1.53387,0.0525271,-0.111327,-1.32852,0.24652,-1.12153,11.3145,-1.53387,0.0525271,-0.111327,-1.32852,0.24652,-1.12153,11.3145,-1.53387,0.0525271,-0.111327,-1.32852,0.24652,-1.12153,11.3145,-1.53387,0.0525271,-0.111327,-1.32852,0.24652,-1.12153,11.3145,-1.53387,0.0525271,-0.111327,-1.32852,0.24652,-1.84957,11.2795,-1.59826,0.0472018,-0.116593,2.60869,0.0593527,-0.373778,11.3496,-1.42634,0.0158684,-0.0633248,2.61152,0.0593527,-1.12494,10.6711,-1.13805,0.0933127,-0.0701906,-2.11574,0.0593527,-1.09838,11.9582,-1.88623,0.102983,-0.0643287,-2.11647,0.0593527,-1.19203,11.6936,-0.876199,-2.0049,-1.32492,0.494748,0.0593527,-1.03128,10.9357,-2.14805,-2.0362,-1.33811,0.525181,0.0593527,
1.3837,-1.15061,11.3464,-1.57214,0.0754049,-0.121086,-1.52319,0.24652,-1.15061,11.3464,-1.57214,0.0754049,-0.121086,-1.52319,0.24652,-1.15061,11.3464,-1.57214,0.0754049,-0.121086,-1.52319,0.24652,-1.15061,11.3464,-1.57214,0.0754049,-0.121086,-1.52319,0.24652,-1.15061,11.3464,-1.57214,0.0754049,-0.121086,-1.52319,0.24652,-1.877,11.2964,-1.64425,0.0902123,-0.145506,2.40596,0.0593527,-0.405213,11.4052,-1.45731,0.0742239,-0.127869,2.40814,0.0593527,-1.16339,10.7936,-1.05743,0.0763073,-0.102335,-2.31216,0.0593527,-1.11897,11.9081,-2.04399,0.0767958,-0.101888,-2.3123,0.0593527,-1.23546,11.8466,-1.00342,-2.4346,-1.41515,0.943505,0.0593527,-1.04685,10.855,-2.09803,-2.47524,-1.41952,0.98363,0.0593527,
1.3938,-1.17964,11.3683,-1.61001,0.103956,-0.127375,-1.71975,0.24652,-1.17964,11.3683,-1.61001,0.103956,-0.127375,-1.71975,0.24652,-1.17964,11.3683,-1.61001,0.103956,-0.127375,-1.71975,0.24652,-1.17964,11.3683,-1.61001,0.103956,-0.127375,-1.71975,0.24652,-1.17964,11.3683,-1.61001,0.103956,-0.127375,-1.71975,0.24652,-1.90425,11.3025,-1.68665,0.0783255,-0.115263,2.21068,0.0593527,-0.437246,11.4516,-1.49241,0.126517,-0.150574,2.2043,0.0593527,-1.20442,10.9275,-0.997051,0.0641741,-0.154424,-2.50711,0.0593527,-1.1368,11.8264,-2.18209,0.0619628,-0.157399,-2.50683,0.0593527,-1.27675,11.9703,-1.15233,2.38224,-1.3716,2.42171,0.0593527,-1.06458,10.7837,-2.02689,2.4514,-1.38555,2.3539,0.0593527,
1.4039,-1.20865,11.3805,-1.64731,0.133204,-0.126057,-1.92326,0.24652,-1.20865,11.3805,-1.64731,0.133204,-0.126057,-1.92326,0.24652,-1.20865,11.3805,-1.64731,0.133204,-0.126057,-1.92326,0.24652,-1.20865,11.3805,-1.64731,0.133204,-0.126057,-1.92326,0.24652,-1.20865,11.3805,-1.64731,0.133204,-0.126057,-1.92326,0.24652,-1.93142,11.2981,-1.72605,0.0852852,-0.111449,2.01349,0.0593527,-0.468915,11.488,-1.53148,0.0992544,-0.117937,2.01189,0.0593527,-1.24746,11.0676,-0.960893,0.119412,-0.114789,-2.71081,0.0593527,-1.15305,11.7184,-2.29667,0.121551,-0.110165,-2.711,0.0593527,-1.31591,12.0598,-1.31891,1.9956,-1.14533,2.81948,0.0593527,-1.08449,10.7262,-1.93875,1.99392,-1.1435,2.82094,0.0593527,
1.414,-1.23777,11.383,-1.68418,0.158442,-0.119386,-2.12605,0.24652,-1.23777,11.383,-1.68418,0.158442,-0.119386,-2.12605,0.24652,-1.23777,11.383,-1.68418,0.158442,-0.119386,-2.12605,0.24652,-1.23777,11.383,-1.68418,0.158442,-0.119386,-2.12605,0.24652,-1.23777,11.383,-1.68418,0.158442,-0.119386,-2.12605,0.24652,-1.95834,11.2832,-1.76168,0.162087,-0.127683,1.80753,0.0593527,-0.501038,11.5141,-1.57504,0.105289,-0.113777,1.81438,0.0593527,-1.29193,11.2101,-0.950825,0.156055,-0.0618847,-2.91164,0.0593527,-1.16735,11.5876,-2.38575,0.157961,-0.0536877,-2.91193,0.0593527,-1.35269,12.1131,-1.49743,1.93513,-1.02015,2.90008,0.0593527,-1.10666,10.6846,-1.83915,1.92764,-1.00343,2.90652,0.0593527,
1.4241,-1.26682,11.3757,-1.7207,0.182166,-0.109318,-2.32352,0.24652,-1.26682,11.3757,-1.7207,0.182166,-0.109318,-2.32352,0.24652,-1.26682,11.3757,-1.7207,0.182166,-0.109318,-2.32352,0.24652,-1.26682,11.3757,-1.7207,0.182166,-0.109318,-2.32352,0.24652,-1.26682,11.3757,-1.7207,0.182166,-0.109318,-2.32352,0.24652,-1.98562,11.2592,-1.79297,0.203994,-0.116012,1.60587,0.0593527,-0.532631,11.5296,-1.62313,0.19556,-0.115673,1.60685,0.0593527,-1.33809,11.3499,-0.96906,0.168235,-0.109728,-3.11032,0.0593527,-1.18038,11.4389,-2.44705,0.168261,-0.108899,-3.11035,0.0593527,-1.38641,12.1275,-1.68328,1.8856,-0.849646,2.96821,0.0593527,-1.13195,10.6614,-1.73292,1.88856,-0.861162,2.96588,0.0593527,
1.4342,-1.29604,11.3588,-1.75694,0.20636,-0.0935004,-2.51999,0.24652,-1.29604,11.3588,-1.75694,0.20636,-0.0935004,-2.51999,0.24652,-1.29604,11.3588,-1.75694,0.20636,-0.0935004,-2.51999,0.24652,-1.29604,11.3588,-1.75694,0.20636,-0.0935004,-2.51999,0.24652,-1.29604,11.3588,-1.75694,0.20636,-0.0935004,-2.51999,0.24652,-2.01282,11.227,-1.82099,0.176175,-0.104246,1.41246,0.0593527,-0.564509,11.5326,-1.67509,0.231925,-0.0952069,1.40691,0.0593527,-1.38444,11.4805,-1.01663,0.199129,-0.140214,2.97307,0.0593527,-1.19255,11.2789,-2.47936,0.199297,-0.141175,2.973,0.0593527,-1.41669,12.1029,-1.87049,1.84271,-0.576478,3.02463,0.0593527,-1.16041,10.6564,-1.62562,1.84467,-0.589129,3.02368,0.0593527,
1.4443,-1.32512,11.3324,-1.79294,0.22732,-0.0721214,-2.71914,0.24652,-1.32512,11.3324,-1.79294,0.22732,-0.0721214,-2.71914,0.24652,-1.32512,11.3324,-1.79294,0.22732,-0.0721214,-2.71914,0.24652,-1.32512,11.3324,-1.79294,0.22732,-0.0721214,-2.71914,0.24652,-1.32512,11.3324,-1.79294,0.22732,-0.0721214,-2.71914,0.24652,-2.04016,11.1867,-1.84626,0.189987,-0.0933389,1.21441,0.0593527,-0.59583,11.5227,-1.73005,0.190526,-0.0931098,1.21436,0.0593527,-1.43078,11.5962,-1.09303,0.205113,-0.060534,2.77593,0.0593527,-1.20545,11.1132,-2.48331,0.20362,-0.056643,2.77597,0.0593527,-1.44384,12.0391,-2.05265,1.83197,-0.392617,3.05748,0.0593527,-1.19229,10.6703,-1.52363,1.83032,-0.375793,3.058,0.0593527,
1.4544,-1.35448,11.2965,-1.82886,0.242258,-0.0486647,-2.91873,0.24652,-1.35448,11.2965,-1.82886,0.242258,-0.0486647,-2.91873,0.24652,-1.35448,11.2965,-1.82886,0.242258,-0.0486647,-2.91873,0.24652,-1.35448,11.2965,-1.82886,0.242258,-0.0486647,-2.91873,0.24652,-1.35448,11.2965,-1.82886,0.242258,-0.0486647,-2.91873,0.24652,-2.06782,11.1389,-1.86839,0.252832,-0.0501238,1.01319,0.0593527,-0.626984,11.4995,-1.78815,0.206782,-0.078557,1.01616,0.0593527,-1.47603,11.6916,-1.19662,0.199934,-0.0116173,2.57842,0.0593527,-1.2186,10.9471,-2.46003,0.19623,-0.00576515,2.57836,0.0593527,-1.46794,11.9382,-2.22447,1.83065,-0.26664,3.08607,0.0593527,-1.22675,10.7005,-1.43232,1.83057,-0.262993,3.08622,0.0593527,
1.4645,-1.38366,11.2511,-1.86474,0.252155,-0.0234752,-3.11536,0.24652,-1.38366,11.2511,-1.86474,0.252155,-0.0234752,-3.11536,0.24652,-1.38366,11.2511,-1.86474,0.252155,-0.0234752,-3.11536,0.24652,-1.38366,11.2511,-1.86474,0.252155,-0.0234752,-3.11536,0.24652,-1.38366,11.2511,-1.86474,0.252155,-0.0234752,-3.11536,0.24652,-2.09578,11.0847,-1.88805,0.267135,-0.0177626,0.816662,0.0593527,-0.657641,11.4624,-1.84894,0.271614,-0.0135232,0.816594,0.0593527,-1.52059,11.7616,-1.32488,0.252494,-0.0446177,2.37988,0.0593527,-1.23307,10.7855,-2.41216,0.251022,-0.0430716,2.3798,0.0593527,-1.48937,11.802,-2.38084,1.82816,-0.0258516,3.11555,0.0593527,-1.26418,10.7451,-1.35635,1.82859,-0.0463199,3.11542,0.0593527,
1.4746,-1.41312,11.1961,-1.90065,0.25783,0.00528036,2.97326,0.24652,-1.41312,11.1961,-1.90065,0.25783,0.00528036,2.97326,0.24652,-1.41312,11.1961,-1.90065,0.25783,0.00528036,2.97326,0.24652,-1.41312,11.1961,-1.90065,0.25783,0.00528036,2.97326,0.24652,-1.41312,11.1961,-1.90065,0.25783,0.00528036,2.97326,0.24652,-2.12427,11.0242,-1.90667,0.244172,-0.0248044,0.620785,0.0593527,-0.687926,11.411,-1.91095,0.272909,0.0153864,0.620656,0.0593527,-1.56281,11.8017,-1.47467,0.282978,-0.030235,2.18298,0.0593527,-1.24902,10.6334,-2.34272,0.282845,-0.0301455,2.18305,0.0593527,-1.50791,11.6345,-2.51702,1.8343,0.217207,-3.13841,0.0593527,-1.30406,10.8005,-1.30031,1.83449,0.222193,-3.13821,0.0593527,
1.4847,-1.4424,11.1317,-1.93687,0.258485,0.0357604,2.7771,0.24652,-1.4424,11.1317,-1.93687,0.258485,0.0357604,2.7771,0.24652,-1.4424,11.1317,-1.93687,0.258485,0.0357604,2.7771,0.24652,-1.4424,11.1317,-1.93687,0.258485,0.0357604,2.7771,0.24652,-1.4424,11.1317,-1.93687,0.258485,0.0357604,2.7771,0.24652,-2.15286,10.9572,-1.92431,0.249591,-0.000531171,0.423893,0.0593527,-0.717694,11.3449,-1.97298,0.244566,-0.0115716,0.423924,0.0593527,-1.60296,11.8081,-1.64122,0.221709,0.0343924,1.98609,0.0593527,-1.26786,10.494,-2.25619,0.218956,0.0355991,1.98585,0.0593527,-1.52436,11.4403,-2.62901,1.84665,0.348969,-3.10611,0.0593527,-1.34636,10.8619,-1.26845,1.84721,0.366825,-3.10603,0.0593527,
1.4948,-1.47199,11.0576,-1.97324,0.253308,0.0644112,2.57875,0.24652,-1.47199,11.0576,-1.97324,0.253308,0.0644112,2.57875,0.24652,-1.47199,11.0576,-1.97324,0.253308,0.0644112,2.57875,0.24652,-1.47199,11.0576,-1.97324,0.253308,0.0644112,2.57875,0.24652,-1.47199,11.0576,-1.97324,0.253308,0.0644112,2.57875,0.24652,-2.1821,10.8845,-1.94176,0.261433,0.0712032,0.227914,0.0593527,-0.746998,11.2642,-2.03516,0.251184,0.0275311,0.227414,0.0593527,-1.63996,11.7778,-1.81938,0.204295,0.0588311,1.78775,0.0593527,-1.28892,10.3711,-2.1578,0.197563,0.0603063,1.78729,0.0593527,-1.539,11.2242,-2.71408,1.8662,0.530378,-3.06847,0.0593527,-1.38993,10.9245,-1.26317,1.86519,0.516578,-3.06883,0.0593527,
1.5049,-1.50134,10.9739,-2.01004,0.242,0.090795,2.38114,0.24652,-1.50134,10.9739,-2.01004,0.242,0.090795,2.38114,0.24652,-1.50134,10.9739,-2.01004,0.242,0.090795,2.38114,0.24652,-1.50134,10.9739,-2.01004,0.242,0.090795,2.38114,0.24652,-1.50134,10.9739,-2.01004,0.242,0.090795,2.38114,0.24652,-2.21182,10.806,-1.95999,0.248551,0.101659,0.0310826,0.0593527,-0.775647,11.1688,-2.09629,0.249049,0.117949,0.0311404,0.0593527,-1.67471,11.7093,-2.00354,0.269927,0.07541,1.59554,0.0593527,-1.31297,10.2655,-2.0527,0.266469,0.0754975,1.59521,0.0593527,-1.55293,10.9915,-2.77035,1.91169,0.793516,-3.01044,0.0593527,-1.43462,10.9832,-1.28591,1.90904,0.780069,-3.01242,0.0593527,
1.515,-1.53101,10.8805,-2.04713,0.225069,0.115928,2.18472,0.24652,-1.53101,10.8805,-2.04713,0.225069,0.115928,2.18472,0.24652,-1.53101,10.8805,-2.04713,0.225069,0.115928,2.18472,0.24652,-1.53101,10.8805,-2.04713,0.225069,0.115928,2.18472,0.24652,-1.53101,10.8805,-2.04713,0.225069,0.115928,2.18472,0.24652,-2.24181,10.721,-1.98001,0.237368,0.0848074,-0.16637,0.0593527,-0.80408,11.0594,-2.15507,0.230935,0.123023,-0.167035,0.0593527,-1.70573,11.6016,-2.18889,0.258541,0.106917,1.39885,0.0593527,-1.33983,10.1789,-1.94606,0.258554,0.106919,1.39883,0.0593527,-1.56617,10.7484,-2.79706,1.97353,0.96497,-2.93333,0.0593527,-1.47957,11.0322,-1.33791,1.98076,0.983162,-2.92719,0.0593527,
1.5251,-1.56044,10.7773,-2.08485,0.20394,0.138832,1.98618,0.24652,-1.56044,10.7773,-2.08485,0.20394,0.138832,1.98618,0.24652,-1.56044,10.7773,-2.08485,0.20394,0.138832,1.98618,0.24652,-1.56044,10.7773,-2.08485,0.20394,0.138832,1.98618,0.24652,-1.56044,10.7773,-2.08485,0.20394,0.138832,1.98618,0.24652,-2.27235,10.6295,-2.00206,0.22275,0.109288,-0.364475,0.0593527,-0.83177,10.9363,-2.21075,0.229545,0.0913512,-0.363794,0.0593527,-1.73389,11.4555,-2.36902,0.16988,0.108452,1.19234,0.0593527,-1.37044,10.1102,-1.84387,0.167781,0.107621,1.19209,0.0593527,-1.57959,10.5005,-2.79486,2.0599,1.09571,-2.82909,0.0593527,-1.52462,11.0652,-1.41801,2.06291,1.10026,-2.82651,0.0593527,
1.5352,-1.59016,10.6641,-2.12301,0.179292,0.156644,1.78493,0.24652,-1.59016,10.6641,-2.12301,0.179292,0.156644,1.78493,0.24652,-1.59016,10.6641,-2.12301,0.179292,0.156644,1.78493,0.24652,-1.59016,10.6641,-2.12301,0.179292,0.156644,1.78493,0.24652,-1.59016,10.6641,-2.12301,0.179292,0.156644,1.78493,0.24652,-2.30307,10.5314,-2.02705,0.179318,0.167831,-0.566509,0.0593527,-0.859349,10.7997,-2.26289,0.197683,0.138995,-0.563697,0.0593527,-1.75864,11.2725,-2.5378,0.15786,0.123894,0.993853,0.0593527,-1.4036,10.0585,-1.75242,0.151443,0.119738,0.992919,0.0593527,-1.59356,10.2534,-2.7651,2.40268,1.31094,-2.47668,0.0593527,-1.56871,11.0774,-1.52507,2.35459,1.29367,-2.52292,0.0593527,
