time,0_rod(payload_bars compound_QU2E82).X,0_rod(payload_bars compound_QU2E82).Y,0_rod(payload_bars compound_QU2E82).Z,0_rod(payload_bars compound_QU2E82).Euler1,0_rod(payload_bars compound_QU2E82).Euler2,0_rod(payload_bars compound_QU2E82).Euler3,0_rod(payload_bars compound_QU2E82).mass,1_rod(payload_bars compound_QU2E82).X,1_rod(payload_bars compound_QU2E82).Y,1_rod(payload_bars compound_QU2E82).Z,1_rod(payload_bars compound_QU2E82).Euler1,1_rod(payload_bars compound_QU2E82).Euler2,1_rod(payload_bars compound_QU2E82).Euler3,1_rod(payload_bars compound_QU2E82).mass,2_rod(payload_bars compound_QU2E82).X,2_rod(payload_bars compound_QU2E82).Y,2_rod(payload_bars compound_QU2E82).Z,2_rod(payload_bars compound_QU2E82).Euler1,2_rod(payload_bars compound_QU2E82).Euler2,2_rod(payload_bars compound_QU2E82).Euler3,2_rod(payload_bars compound_QU2E82).mass,3_rod(payload_bars compound_QU2E82).X,3_rod(payload_bars compound_QU2E82).Y,3_rod(payload_bars compound_QU2E82).Z,3_rod(payload_bars compound_QU2E82).Euler1,3_rod(payload_bars compound_QU2E82).Euler2,3_rod(payload_bars compound_QU2E82).Euler3,3_rod(payload_bars compound_QU2E82).mass,4_rod(payload_bars compound_QU2E82).X,4_rod(payload_bars compound_QU2E82).Y,4_rod(payload_bars compound_QU2E82).Z,4_rod(payload_bars compound_QU2E82).Euler1,4_rod(payload_bars compound_QU2E82).Euler2,4_rod(payload_bars compound_QU2E82).Euler3,4_rod(payload_bars compound_QU2E82).mass,5_rod(strut).X,5_rod(strut).Y,5_rod(strut).Z,5_rod(strut).Euler1,5_rod(strut).Euler2,5_rod(strut).Euler3,5_rod(strut).mass,6_rod(strut).X,6_rod(strut).Y,6_rod(strut).Z,6_rod(strut).Euler1,6_rod(strut).Euler2,6_rod(strut).Euler3,6_rod(strut).mass,7_rod(strut).X,7_rod(strut).Y,7_rod(strut).Z,7_rod(strut).Euler1,7_rod(strut).Euler2,7_rod(strut).Euler3,7_rod(strut).mass,8_rod(strut).X,8_rod(strut).Y,8_rod(strut).Z,8_rod(strut).Euler1,8_rod(strut).Euler2,8_rod(strut).Euler3,8_rod(strut).mass,9_rod(strut).X,9_rod(strut).Y,9_rod(strut).Z,9_rod(strut).Euler1,9_rod(strut).Euler2,9_rod(strut).Euler3,9_rod(strut).mass,10_rod(strut).X,10_rod(strut).Y,10_rod(strut).Z,10_rod(strut).Euler1,10_rod(strut).Euler2,10_rod(strut).Euler3,10_rod(strut).mass,
3.6057,3.68285,7.41888,12.3236,-1.37892,-0.0742231,0.360649,500.12,3.68285,7.41888,12.3236,-1.37892,-0.0742231,0.360649,500.12,3.68285,7.41888,12.3236,-1.37892,-0.0742231,0.360649,500.12,3.68285,7.41888,12.3236,-1.37892,-0.0742231,0.360649,500.12,3.68285,7.41888,12.3236,-1.37892,-0.0742231,0.360649,500.12,3.03531,12.5501,12.9389,-1.45644,-0.106987,-1.96816,0.199491,5.86899,2.50763,12.7437,-1.2481,0.0750401,-2.26209,0.199491,3.86645,2.01986,12.656,-1.5595,0.155576,-0.500086,0.199491,5.70891,2.75596,14.3417,-1.2339,-0.351846,-0.489593,0.199491,2.21216,5.75413,17.2243,-2.50511,0.441549,0.218257,0.199645,9.59742,6.28791,12.1187,-2.95565,0.543917,-0.171637,0.199491,
3.6158,3.68398,7.41902,12.3227,-1.37894,-0.0742249,0.360476,500.12,3.68398,7.41902,12.3227,-1.37894,-0.0742249,0.360476,500.12,3.68398,7.41902,12.3227,-1.37894,-0.0742249,0.360476,500.12,3.68398,7.41902,12.3227,-1.37894,-0.0742249,0.360476,500.12,3.68398,7.41902,12.3227,-1.37894,-0.0742249,0.360476,500.12,3.03601,12.5501,12.9372,-1.46024,-0.108594,-1.9681,0.199491,5.87129,2.50802,12.7436,-1.24662,0.0763165,-2.26211,0.199491,3.86507,2.0197,12.6554,-1.55873,0.154061,-0.50019,0.199491,5.71084,2.75631,14.3419,-1.23306,-0.353186,-0.490163,0.199491,2.21492,5.75377,17.224,-2.50532,0.440105,0.2181,0.199645,9.59792,6.28818,12.1181,-2.95551,0.543055,-0.171365,0.199491,
3.6259,3.68519,7.41915,12.3217,-1.37898,-0.074227,0.360297,500.12,3.68519,7.41915,12.3217,-1.37898,-0.074227,0.360297,500.12,3.68519,7.41915,12.3217,-1.37898,-0.074227,0.360297,500.12,3.68519,7.41915,12.3217,-1.37898,-0.074227,0.360297,500.12,3.68519,7.41915,12.3217,-1.37898,-0.074227,0.360297,500.12,3.03592,12.5499,12.9356,-1.46018,-0.108597,-1.96853,0.199491,5.87368,2.50839,12.7435,-1.24508,0.077655,-2.26214,0.199491,3.86351,2.01951,12.6547,-1.55793,0.152461,-0.500316,0.199491,5.71286,2.75666,14.3422,-1.23217,-0.354618,-0.490759,0.199491,2.21778,5.75343,17.2237,-2.50552,0.438722,0.217949,0.199645,9.59847,6.28846,12.1173,-2.95531,0.541862,-0.171057,0.199491,
3.636,3.68649,7.41929,12.3208,-1.37902,-0.0742312,0.360111,500.12,3.68649,7.41929,12.3208,-1.37902,-0.0742312,0.360111,500.12,3.68649,7.41929,12.3208,-1.37902,-0.0742312,0.360111,500.12,3.68649,7.41929,12.3208,-1.37902,-0.0742312,0.360111,500.12,3.68649,7.41929,12.3208,-1.37902,-0.0742312,0.360111,500.12,3.033,12.5492,12.9339,-1.45246,-0.105419,-1.97007,0.199491,5.87608,2.50875,12.7432,-1.24345,0.0790638,-2.26215,0.199491,3.86159,2.01925,12.6539,-1.55692,0.150451,-0.500468,0.199491,5.7149,2.75699,14.3425,-1.23151,-0.355655,-0.491285,0.199491,2.22074,5.75308,17.2235,-2.50565,0.437631,0.21783,0.199645,9.5991,6.28875,12.1166,-2.95508,0.540467,-0.170726,0.199491,
3.6461,3.68788,7.41943,12.3199,-1.37907,-0.0742375,0.359919,500.12,3.68788,7.41943,12.3199,-1.37907,-0.0742375,0.359919,500.12,3.68788,7.41943,12.3199,-1.37907,-0.0742375,0.359919,500.12,3.68788,7.41943,12.3199,-1.37907,-0.0742375,0.359919,500.12,3.68788,7.41943,12.3199,-1.37907,-0.0742375,0.359919,500.12,3.03354,12.5491,12.9319,-1.45846,-0.107958,-1.96988,0.199491,5.87872,2.50913,12.7431,-1.2413,0.0809171,-2.26214,0.199491,3.85932,2.01894,12.6531,-1.55573,0.148069,-0.500641,0.199491,5.71707,2.75733,14.3427,-1.23048,-0.357345,-0.49195,0.199491,2.2238,5.75273,17.2232,-2.50572,0.436755,0.217735,0.199645,9.59979,6.28906,12.1158,-2.95483,0.538953,-0.17038,0.199491,
3.6562,3.68936,7.41957,12.3189,-1.37913,-0.0742441,0.359718,500.12,3.68936,7.41957,12.3189,-1.37913,-0.0742441,0.359718,500.12,3.68936,7.41957,12.3189,-1.37913,-0.0742441,0.359718,500.12,3.68936,7.41957,12.3189,-1.37913,-0.0742441,0.359718,500.12,3.68936,7.41957,12.3189,-1.37913,-0.0742441,0.359718,500.12,3.03428,12.549,12.9303,-1.45789,-0.107736,-1.97033,0.199491,5.88166,2.50955,12.743,-1.23881,0.0830669,-2.26213,0.199491,3.85687,2.0186,12.6522,-1.55456,0.145718,-0.500843,0.199491,5.71946,2.75769,14.3431,-1.22877,-0.360239,-0.492869,0.199491,2.22698,5.7524,17.223,-2.50579,0.43591,0.217641,0.199645,9.60053,6.28938,12.115,-2.95466,0.537783,-0.170069,0.199491,
3.6663,3.69096,7.41971,12.3179,-1.37919,-0.0742517,0.35951,500.12,3.69096,7.41971,12.3179,-1.37919,-0.0742517,0.35951,500.12,3.69096,7.41971,12.3179,-1.37919,-0.0742517,0.35951,500.12,3.69096,7.41971,12.3179,-1.37919,-0.0742517,0.35951,500.12,3.69096,7.41971,12.3179,-1.37919,-0.0742517,0.35951,500.12,3.03524,12.549,12.9287,-1.45766,-0.107655,-1.97074,0.199491,5.88481,2.50998,12.7431,-1.23612,0.0853883,-2.2621,0.199491,3.85413,2.01821,12.6514,-1.5533,0.143168,-0.501072,0.199491,5.72203,2.75806,14.3435,-1.22664,-0.363845,-0.493949,0.199491,2.23028,5.7521,17.2227,-2.50585,0.435157,0.217554,0.199645,9.60134,6.28971,12.1142,-2.95448,0.536485,-0.169744,0.199491,
3.6764,3.69266,7.41984,12.317,-1.37926,-0.0742607,0.359293,500.12,3.69266,7.41984,12.317,-1.37926,-0.0742607,0.359293,500.12,3.69266,7.41984,12.317,-1.37926,-0.0742607,0.359293,500.12,3.69266,7.41984,12.317,-1.37926,-0.0742607,0.359293,500.12,3.69266,7.41984,12.317,-1.37926,-0.0742607,0.359293,500.12,3.03641,12.5489,12.9271,-1.45735,-0.107537,-1.97117,0.199491,5.88817,2.51042,12.7432,-1.23311,0.0879879,-2.26206,0.199491,3.85102,2.01774,12.6504,-1.5519,0.14034,-0.501347,0.199491,5.7248,2.75844,14.3439,-1.2242,-0.367988,-0.495161,0.199491,2.23371,5.75181,17.2225,-2.5059,0.434501,0.217477,0.199645,9.60223,6.29006,12.1134,-2.95429,0.535094,-0.169407,0.199491,
3.6865,3.69449,7.41998,12.316,-1.37935,-0.0742715,0.359068,500.12,3.69449,7.41998,12.316,-1.37935,-0.0742715,0.359068,500.12,3.69449,7.41998,12.316,-1.37935,-0.0742715,0.359068,500.12,3.69449,7.41998,12.316,-1.37935,-0.0742715,0.359068,500.12,3.69449,7.41998,12.316,-1.37935,-0.0742715,0.359068,500.12,3.03782,12.5489,12.9255,-1.45689,-0.107356,-1.97161,0.199491,5.89178,2.51087,12.7434,-1.22968,0.090945,-2.26199,0.199491,3.84744,2.01719,12.6492,-1.55034,0.13716,-0.501682,0.199491,5.72778,2.75883,14.3442,-1.22145,-0.372653,-0.496506,0.199491,2.23728,5.75155,17.2223,-2.50592,0.433967,0.217411,0.199645,9.6032,6.29043,12.1125,-2.95409,0.533556,-0.169053,0.199491,
3.6966,3.69646,7.42012,12.315,-1.37945,-0.0742846,0.358833,500.12,3.69646,7.42012,12.315,-1.37945,-0.0742846,0.358833,500.12,3.69646,7.42012,12.315,-1.37945,-0.0742846,0.358833,500.12,3.69646,7.42012,12.315,-1.37945,-0.0742846,0.358833,500.12,3.69646,7.42012,12.315,-1.37945,-0.0742846,0.358833,500.12,3.0395,12.5489,12.924,-1.45627,-0.107103,-1.97206,0.199491,5.89567,2.51134,12.7435,-1.22571,0.094365,-2.26188,0.199491,3.84329,2.01654,12.6478,-1.54856,0.133525,-0.502098,0.199491,5.73104,2.75924,14.3446,-1.2184,-0.377812,-0.497986,0.199491,2.241,5.7513,17.2221,-2.50592,0.433587,0.21736,0.199645,9.60426,6.29081,12.1116,-2.95386,0.531824,-0.168677,0.199491,
3.7067,3.69863,7.42027,12.314,-1.37954,-0.0742904,0.358556,500.12,3.69863,7.42027,12.314,-1.37954,-0.0742904,0.358556,500.12,3.69863,7.42027,12.314,-1.37954,-0.0742904,0.358556,500.12,3.69863,7.42027,12.314,-1.37954,-0.0742904,0.358556,500.12,3.69863,7.42027,12.314,-1.37954,-0.0742904,0.358556,500.12,3.04143,12.549,12.9224,-1.45562,-0.106833,-1.97256,0.199491,5.90007,2.5119,12.7436,-1.22095,0.0984446,-2.26175,0.199491,3.8394,2.01587,12.6459,-1.54802,0.132094,-0.502768,0.199491,5.73481,2.75972,14.3447,-1.21493,-0.38361,-0.499674,0.199491,2.24519,5.75099,17.2218,-2.50589,0.433183,0.217291,0.199645,9.60532,6.29127,12.111,-2.95486,0.536309,-0.168873,0.199491,
3.7168,3.701,7.4205,12.3128,-1.37964,-0.0743113,0.35826,500.12,3.701,7.4205,12.3128,-1.37964,-0.0743113,0.35826,500.12,3.701,7.4205,12.3128,-1.37964,-0.0743113,0.35826,500.12,3.701,7.4205,12.3128,-1.37964,-0.0743113,0.35826,500.12,3.701,7.4205,12.3128,-1.37964,-0.0743113,0.35826,500.12,3.04373,12.5491,12.9207,-1.45464,-0.106432,-1.97309,0.199491,5.90052,2.51146,12.7398,-1.21827,0.100758,-2.26162,0.199491,3.83281,2.01455,12.6413,-1.54643,0.128368,-0.504024,0.199491,5.73839,2.75994,14.3417,-1.22809,-0.360971,-0.495297,0.199491,2.24976,5.75023,17.2216,-2.50452,0.437508,0.217775,0.199645,9.60675,6.29179,12.1096,-2.95463,0.53459,-0.168391,0.199491,
3.7269,3.70351,7.42076,12.3116,-1.37977,-0.0743442,0.357968,500.12,3.70351,7.42076,12.3116,-1.37977,-0.0743442,0.357968,500.12,3.70351,7.42076,12.3116,-1.37977,-0.0743442,0.357968,500.12,3.70351,7.42076,12.3116,-1.37977,-0.0743442,0.357968,500.12,3.70351,7.42076,12.3116,-1.37977,-0.0743442,0.357968,500.12,3.04635,12.5494,12.9189,-1.45349,-0.10596,-1.97363,0.199491,5.90412,2.51187,12.7402,-1.21557,0.103121,-2.26154,0.199491,3.82627,2.01354,12.6394,-1.54329,0.122102,-0.504613,0.199491,5.74336,2.76064,14.3412,-1.2286,-0.36009,-0.495497,0.199491,2.25435,5.74944,17.2214,-2.50282,0.443128,0.218425,0.199645,9.60821,6.29232,12.1083,-2.95471,0.534306,-0.168061,0.199491,
3.737,3.70614,7.42086,12.3105,-1.37993,-0.0743637,0.357691,500.12,3.70614,7.42086,12.3105,-1.37993,-0.0743637,0.357691,500.12,3.70614,7.42086,12.3105,-1.37993,-0.0743637,0.357691,500.12,3.70614,7.42086,12.3105,-1.37993,-0.0743637,0.357691,500.12,3.70614,7.42086,12.3105,-1.37993,-0.0743637,0.357691,500.12,3.04933,12.5495,12.9174,-1.45228,-0.105433,-1.97414,0.199491,5.90932,2.51235,12.7402,-1.20806,0.109528,-2.2611,0.199491,3.81936,2.01226,12.6359,-1.54063,0.116545,-0.505576,0.199491,5.7488,2.76119,14.3409,-1.22746,-0.36214,-0.496279,0.199491,2.25875,5.74939,17.2211,-2.50289,0.442781,0.218361,0.199645,9.60975,6.29284,12.107,-2.95455,0.532645,-0.16764,0.199491,
3.7471,3.70891,7.42085,12.3096,-1.38013,-0.0743808,0.357431,500.12,3.70891,7.42085,12.3096,-1.38013,-0.0743808,0.357431,500.12,3.70891,7.42085,12.3096,-1.38013,-0.0743808,0.357431,500.12,3.70891,7.42085,12.3096,-1.38013,-0.0743808,0.357431,500.12,3.70891,7.42085,12.3096,-1.38013,-0.0743808,0.357431,500.12,3.05273,12.5495,12.916,-1.45093,-0.10482,-1.97465,0.199491,5.9152,2.51274,12.7401,-1.19833,0.117805,-2.26043,0.199491,3.81115,2.01061,12.6309,-1.53723,0.109482,-0.506816,0.199491,5.75474,2.76164,14.3405,-1.22598,-0.364847,-0.497182,0.199491,2.26307,5.74972,17.2209,-2.50376,0.439827,0.217993,0.199645,9.6116,6.29338,12.1052,-2.95252,0.521051,-0.166288,0.199491,
3.7572,3.71195,7.42091,12.3085,-1.38033,-0.0744034,0.357128,500.12,3.71195,7.42091,12.3085,-1.38033,-0.0744034,0.357128,500.12,3.71195,7.42091,12.3085,-1.38033,-0.0744034,0.357128,500.12,3.71195,7.42091,12.3085,-1.38033,-0.0744034,0.357128,500.12,3.71195,7.42091,12.3085,-1.38033,-0.0744034,0.357128,500.12,3.05651,12.5496,12.9145,-1.44935,-0.104114,-1.97521,0.199491,5.92186,2.51332,12.7404,-1.18741,0.127065,-2.25956,0.199491,3.80177,2.00873,12.6245,-1.53388,0.1024,-0.508451,0.199491,5.76178,2.7623,14.3398,-1.22348,-0.369251,-0.498493,0.199491,2.26792,5.74974,17.2207,-2.50372,0.439999,0.217982,0.199645,9.61326,6.29392,12.1042,-2.95254,0.519975,-0.165975,0.199491,
3.7673,3.71531,7.42108,12.3074,-1.38056,-0.0744461,0.356799,500.12,3.71531,7.42108,12.3074,-1.38056,-0.0744461,0.356799,500.12,3.71531,7.42108,12.3074,-1.38056,-0.0744461,0.356799,500.12,3.71531,7.42108,12.3074,-1.38056,-0.0744461,0.356799,500.12,3.71531,7.42108,12.3074,-1.38056,-0.0744461,0.356799,500.12,3.06077,12.5499,12.9129,-1.4476,-0.103348,-1.9758,0.199491,5.92923,2.51411,12.7413,-1.17493,0.137563,-2.25837,0.199491,3.78986,2.00642,12.616,-1.52878,0.0920213,-0.510512,0.199491,5.7699,2.76324,14.3391,-1.21966,-0.37592,-0.500335,0.199491,2.27316,5.74948,17.2205,-2.50272,0.443636,0.218385,0.199645,9.61528,6.29451,12.1029,-2.95204,0.516109,-0.165367,0.199491,
3.7774,3.71897,7.42123,12.3063,-1.38079,-0.074486,0.356445,500.12,3.71897,7.42123,12.3063,-1.38079,-0.074486,0.356445,500.12,3.71897,7.42123,12.3063,-1.38079,-0.074486,0.356445,500.12,3.71897,7.42123,12.3063,-1.38079,-0.074486,0.356445,500.12,3.71897,7.42123,12.3063,-1.38079,-0.074486,0.356445,500.12,3.06551,12.5502,12.9113,-1.44586,-0.102578,-1.9764,0.199491,5.93684,2.51469,12.7405,-1.15402,0.154867,-2.25575,0.199491,3.77501,2.00315,12.6013,-1.52316,0.0802873,-0.513887,0.199491,5.7786,2.76405,14.3368,-1.21899,-0.377207,-0.501106,0.199491,2.27875,5.74943,17.2204,-2.50217,0.445825,0.218603,0.199645,9.61765,6.29514,12.1011,-2.95086,0.508553,-0.16441,0.199491,
3.7875,3.72293,7.42126,12.3052,-1.38102,-0.0744934,0.356044,500.12,3.72293,7.42126,12.3052,-1.38102,-0.0744934,0.356044,500.12,3.72293,7.42126,12.3052,-1.38102,-0.0744934,0.356044,500.12,3.72293,7.42126,12.3052,-1.38102,-0.0744934,0.356044,500.12,3.72293,7.42126,12.3052,-1.38102,-0.0744934,0.356044,500.12,3.07063,12.5503,12.9099,-1.44451,-0.101947,-1.977,0.199491,5.94863,2.51608,12.7422,-1.13126,0.173706,-2.25279,0.199491,3.76115,1.99974,12.5832,-1.51974,0.0725157,-0.517954,0.199491,5.78996,2.76525,14.3356,-1.20633,-0.398471,-0.506453,0.199491,2.28487,5.74974,17.2203,-2.50281,0.443794,0.218276,0.199645,9.6203,6.29578,12.099,-2.94919,0.498235,-0.163217,0.199491,
3.7976,3.7272,7.42126,12.3042,-1.38119,-0.0744616,0.355543,500.12,3.7272,7.42126,12.3042,-1.38119,-0.0744616,0.355543,500.12,3.7272,7.42126,12.3042,-1.38119,-0.0744616,0.355543,500.12,3.7272,7.42126,12.3042,-1.38119,-0.0744616,0.355543,500.12,3.7272,7.42126,12.3042,-1.38119,-0.0744616,0.355543,500.12,3.07587,12.5504,12.9085,-1.44366,-0.101516,-1.97763,0.199491,5.95681,2.51652,12.7407,-1.10829,0.192408,-2.24908,0.199491,3.74786,1.99587,12.5611,-1.52129,0.0732574,-0.523185,0.199491,5.80265,2.76628,14.3303,-1.21235,-0.388272,-0.504752,0.199491,2.29369,5.7492,17.2204,-2.50629,0.428768,0.216509,0.199645,9.62268,6.29647,12.0982,-2.95051,0.503805,-0.163421,0.199491,
3.8077,3.73189,7.42191,12.3025,-1.3813,-0.074503,0.354908,500.12,3.73189,7.42191,12.3025,-1.3813,-0.074503,0.354908,500.12,3.73189,7.42191,12.3025,-1.3813,-0.074503,0.354908,500.12,3.73189,7.42191,12.3025,-1.3813,-0.074503,0.354908,500.12,3.73189,7.42191,12.3025,-1.3813,-0.074503,0.354908,500.12,3.08136,12.5512,12.906,-1.44269,-0.101142,-1.97839,0.199491,5.96538,2.51812,12.7456,-1.10669,0.193936,-2.2491,0.199491,3.73546,1.99314,12.5458,-1.51677,0.0641227,-0.526559,0.199491,5.81812,2.76873,14.326,-1.20827,-0.394817,-0.507002,0.199491,2.30238,5.74777,17.2204,-2.50437,0.434257,0.21708,0.199645,9.626,6.29734,12.0952,-2.94974,0.498787,-0.162403,0.199491,
3.8178,3.7369,7.42285,12.3004,-1.38129,-0.0745261,0.354124,500.12,3.7369,7.42285,12.3004,-1.38129,-0.0745261,0.354124,500.12,3.7369,7.42285,12.3004,-1.38129,-0.0745261,0.354124,500.12,3.7369,7.42285,12.3004,-1.38129,-0.0745261,0.354124,500.12,3.7369,7.42285,12.3004,-1.38129,-0.0745261,0.354124,500.12,3.08669,12.5521,12.9031,-1.44182,-0.100855,-1.97928,0.199491,5.97529,2.52034,12.7496,-1.09904,0.200201,-2.24802,0.199491,3.72395,1.99039,12.5257,-1.51958,0.0675583,-0.531202,0.199491,5.83448,2.77171,14.3213,-1.20362,-0.401889,-0.509581,0.199491,2.31256,5.74548,17.2202,-2.50191,0.440482,0.21773,0.199645,9.62978,6.29823,12.0912,-2.9482,0.490113,-0.160949,0.199491,
3.8279,3.74224,7.42402,12.2979,-1.3812,-0.0745346,0.353185,500.12,3.74224,7.42402,12.2979,-1.3812,-0.0745346,0.353185,500.12,3.74224,7.42402,12.2979,-1.3812,-0.0745346,0.353185,500.12,3.74224,7.42402,12.2979,-1.3812,-0.0745346,0.353185,500.12,3.74224,7.42402,12.2979,-1.3812,-0.0745346,0.353185,500.12,3.0921,12.5533,12.8999,-1.44091,-0.100581,-1.98032,0.199491,5.98439,2.52272,12.7538,-1.10702,0.194143,-2.25017,0.199491,3.71664,1.98885,12.5125,-1.52423,0.0746026,-0.534625,0.199491,5.85113,2.77498,14.316,-1.19821,-0.409846,-0.512621,0.199491,2.32403,5.7426,17.2199,-2.49892,0.447904,0.218493,0.199645,9.63371,6.29916,12.0871,-2.94702,0.48361,-0.159606,0.199491,
3.838,3.74809,7.4251,12.2951,-1.38118,-0.0745511,0.352229,500.12,3.74809,7.4251,12.2951,-1.38118,-0.0745511,0.352229,500.12,3.74809,7.4251,12.2951,-1.38118,-0.0745511,0.352229,500.12,3.74809,7.4251,12.2951,-1.38118,-0.0745511,0.352229,500.12,3.74809,7.4251,12.2951,-1.38118,-0.0745511,0.352229,500.12,3.09848,12.5544,12.8964,-1.44012,-0.100332,-1.98138,0.199491,5.9914,2.5243,12.7562,-1.12309,0.181648,-2.25377,0.199491,3.70805,1.98695,12.4996,-1.52642,0.077261,-0.537936,0.199491,5.86563,2.77755,14.3107,-1.19631,-0.412122,-0.514355,0.199491,2.33533,5.74077,17.2192,-2.49721,0.45194,0.218797,0.199645,9.63787,6.3002,12.0826,-2.94546,0.474427,-0.158036,0.199491,
3.8481,3.7545,7.42534,12.2929,-1.38129,-0.0744729,0.351311,500.12,3.7545,7.42534,12.2929,-1.38129,-0.0744729,0.351311,500.12,3.7545,7.42534,12.2929,-1.38129,-0.0744729,0.351311,500.12,3.7545,7.42534,12.2929,-1.38129,-0.0744729,0.351311,500.12,3.7545,7.42534,12.2929,-1.38129,-0.0744729,0.351311,500.12,3.10611,12.5548,12.8939,-1.4396,-0.100041,-1.98239,0.199491,5.99384,2.5237,12.7559,-1.13432,0.172857,-2.25577,0.199491,3.70618,1.98571,12.4948,-1.53556,0.0919107,-0.539956,0.199491,5.87925,2.77845,14.3023,-1.21146,-0.386692,-0.509413,0.199491,2.34697,5.74058,17.2188,-2.49858,0.44634,0.217827,0.199645,9.64185,6.30124,12.0795,-2.94504,0.470472,-0.157105,0.199491,
3.8582,3.76134,7.42605,12.2903,-1.38157,-0.0745446,0.350479,500.12,3.76134,7.42605,12.2903,-1.38157,-0.0745446,0.350479,500.12,3.76134,7.42605,12.2903,-1.38157,-0.0745446,0.350479,500.12,3.76134,7.42605,12.2903,-1.38157,-0.0745446,0.350479,500.12,3.76134,7.42605,12.2903,-1.38157,-0.0745446,0.350479,500.12,3.11476,12.5557,12.8903,-1.43829,-0.0994816,-1.98339,0.199491,5.99719,2.52415,12.7652,-1.18029,0.135715,-2.26294,0.199491,3.69891,1.98491,12.4998,-1.52848,0.0797902,-0.539181,0.199491,5.88933,2.77978,14.3027,-1.20067,-0.404507,-0.514235,0.199491,2.35814,5.73984,17.2181,-2.49721,0.450775,0.218222,0.199645,9.64595,6.30241,12.0767,-2.94564,0.471763,-0.156572,0.199491,
3.8683,3.76828,7.42629,12.2877,-1.38168,-0.0744589,0.349517,500.12,3.76828,7.42629,12.2877,-1.38168,-0.0744589,0.349517,500.12,3.76828,7.42629,12.2877,-1.38168,-0.0744589,0.349517,500.12,3.76828,7.42629,12.2877,-1.38168,-0.0744589,0.349517,500.12,3.76828,7.42629,12.2877,-1.38168,-0.0744589,0.349517,500.12,3.12291,12.5561,12.8874,-1.43752,-0.0990803,-1.98446,0.199491,6.00294,2.52426,12.7665,-1.18285,0.133842,-2.26337,0.199491,3.69553,1.98314,12.4898,-1.53765,0.0940777,-0.542262,0.199491,5.89809,2.78017,14.3012,-1.19989,-0.405357,-0.515236,0.199491,2.3707,5.73957,17.2175,-2.49857,0.445028,0.217228,0.199645,9.65033,6.30352,12.0732,-2.94509,0.467058,-0.155524,0.199491,
3.8784,3.7753,7.42651,12.2852,-1.38172,-0.0743344,0.348475,500.12,3.7753,7.42651,12.2852,-1.38172,-0.0743344,0.348475,500.12,3.7753,7.42651,12.2852,-1.38172,-0.0743344,0.348475,500.12,3.7753,7.42651,12.2852,-1.38172,-0.0743344,0.348475,500.12,3.7753,7.42651,12.2852,-1.38172,-0.0743344,0.348475,500.12,3.1309,12.5563,12.8848,-1.43722,-0.0988764,-1.98557,0.199491,6.00846,2.52429,12.7666,-1.19928,0.120642,-2.26595,0.199491,3.70517,1.98443,12.4972,-1.55352,0.121053,-0.542208,0.199491,5.90703,2.78054,14.2992,-1.20154,-0.402034,-0.515319,0.199491,2.38401,5.73917,17.2171,-2.50009,0.4384,0.216086,0.199645,9.65464,6.3046,12.07,-2.94547,0.467836,-0.154887,0.199491,
3.8885,3.78225,7.42682,12.2824,-1.3818,-0.0742465,0.347472,500.12,3.78225,7.42682,12.2824,-1.3818,-0.0742465,0.347472,500.12,3.78225,7.42682,12.2824,-1.3818,-0.0742465,0.347472,500.12,3.78225,7.42682,12.2824,-1.3818,-0.0742465,0.347472,500.12,3.78225,7.42682,12.2824,-1.3818,-0.0742465,0.347472,500.12,3.13897,12.5567,12.8818,-1.43698,-0.0987184,-1.98662,0.199491,6.00809,2.52342,12.7683,-1.24231,0.0849461,-2.27042,0.199491,3.72082,1.9876,12.5191,-1.56576,0.143542,-0.538938,0.199491,5.91198,2.78036,14.2981,-1.20703,-0.392578,-0.513918,0.199491,2.39701,5.73866,17.2164,-2.50111,0.433592,0.215215,0.199645,9.65864,6.3057,12.0675,-2.947,0.47513,-0.154763,0.199491,
3.8986,3.78881,7.42673,12.2799,-1.3818,-0.0740657,0.346481,500.12,3.78881,7.42673,12.2799,-1.3818,-0.0740657,0.346481,500.12,3.78881,7.42673,12.2799,-1.3818,-0.0740657,0.346481,500.12,3.78881,7.42673,12.2799,-1.3818,-0.0740657,0.346481,500.12,3.78881,7.42673,12.2799,-1.3818,-0.0740657,0.346481,500.12,3.14635,12.5566,12.8795,-1.43737,-0.0987712,-1.9876,0.199491,6.00566,2.5218,12.7684,-1.2603,0.0698238,-2.27107,0.199491,3.75029,1.99215,12.5376,-1.57319,0.158121,-0.535557,0.199491,5.91291,2.77907,14.298,-1.21543,-0.378064,-0.511438,0.199491,2.40978,5.73865,17.2159,-2.504,0.421809,0.213502,0.199645,9.66225,6.30672,12.0655,-2.94929,0.486896,-0.15505,0.199491,
