time,0_rod(strut).X,0_rod(strut).Y,0_rod(strut).Z,0_rod(strut).Euler1,0_rod(strut).Euler2,0_rod(strut).Euler3,0_rod(strut).mass,1_rod(strut).X,1_rod(strut).Y,1_rod(strut).Z,1_rod(strut).Euler1,1_rod(strut).Euler2,1_rod(strut).Euler3,1_rod(strut).mass,2_rod(strut).X,2_rod(strut).Y,2_rod(strut).Z,2_rod(strut).Euler1,2_rod(strut).Euler2,2_rod(strut).Euler3,2_rod(strut).mass,3_rod(strut).X,3_rod(strut).Y,3_rod(strut).Z,3_rod(strut).Euler1,3_rod(strut).Euler2,3_rod(strut).Euler3,3_rod(strut).mass,4_rod(strut).X,4_rod(strut).Y,4_rod(strut).Z,4_rod(strut).Euler1,4_rod(strut).Euler2,4_rod(strut).Euler3,4_rod(strut).mass,5_rod(strut).X,5_rod(strut).Y,5_rod(strut).Z,5_rod(strut).Euler1,5_rod(strut).Euler2,5_rod(strut).Euler3,5_rod(strut).mass,6_rod(payload_bars compound_5BlTDB).X,6_rod(payload_bars compound_5BlTDB).Y,6_rod(payload_bars compound_5BlTDB).Z,6_rod(payload_bars compound_5BlTDB).Euler1,6_rod(payload_bars compound_5BlTDB).Euler2,6_rod(payload_bars compound_5BlTDB).Euler3,6_rod(payload_bars compound_5BlTDB).mass,7_rod(payload_bars compound_5BlTDB).X,7_rod(payload_bars compound_5BlTDB).Y,7_rod(payload_bars compound_5BlTDB).Z,7_rod(payload_bars compound_5BlTDB).Euler1,7_rod(payload_bars compound_5BlTDB).Euler2,7_rod(payload_bars compound_5BlTDB).Euler3,7_rod(payload_bars compound_5BlTDB).mass,8_rod(payload_bars compound_5BlTDB).X,8_rod(payload_bars compound_5BlTDB).Y,8_rod(payload_bars compound_5BlTDB).Z,8_rod(payload_bars compound_5BlTDB).Euler1,8_rod(payload_bars compound_5BlTDB).Euler2,8_rod(payload_bars compound_5BlTDB).Euler3,8_rod(payload_bars compound_5BlTDB).mass,9_rod(payload_bars compound_5BlTDB).X,9_rod(payload_bars compound_5BlTDB).Y,9_rod(payload_bars compound_5BlTDB).Z,9_rod(payload_bars compound_5BlTDB).Euler1,9_rod(payload_bars compound_5BlTDB).Euler2,9_rod(payload_bars compound_5BlTDB).Euler3,9_rod(payload_bars compound_5BlTDB).mass,10_rod(payload_bars compound_5BlTDB).X,10_rod(payload_bars compound_5BlTDB).Y,10_rod(payload_bars compound_5BlTDB).Z,10_rod(payload_bars compound_5BlTDB).Euler1,10_rod(payload_bars compound_5BlTDB).Euler2,10_rod(payload_bars compound_5BlTDB).Euler3,10_rod(payload_bars compound_5BlTDB).mass,
2.222,-2.57305,7.07767,31.8458,1.15617,-1.03964,-2.29906,0.199491,-1.52744,11.7098,38.2577,1.22974,-1.02978,-2.36442,0.199491,-0.957226,9.86874,35.5148,1.5276,-1.0487,-1.01993,0.199491,-4.44028,8.52823,37.479,1.07062,-0.820947,-0.720353,0.199491,-2.16227,7.82749,37.4437,-0.251135,0.00414407,0.95896,0.199645,-4.08738,10.6422,34.7134,-0.23644,-0.0185433,0.934632,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.2321,-2.73376,7.32186,31.8234,1.41494,-0.849925,-2.47847,0.199491,-1.53866,11.6614,38.5248,1.1465,-1.07201,-2.28873,0.199491,-1.0159,9.93001,35.6873,1.28226,-1.00102,-0.812842,0.199491,-4.53719,8.54242,37.6481,1.37239,-1.04592,-0.949639,0.199491,-2.1973,7.85518,37.5397,-0.426416,-0.0826696,1.00871,0.199645,-4.19448,10.7814,34.9412,-0.403851,-0.0965153,0.977401,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.2422,-2.90868,7.55376,31.8753,0.963188,-1.07899,-2.09082,0.199491,-1.55073,11.6053,38.779,1.41978,-0.918738,-2.50994,0.199491,-1.07244,9.99278,35.8287,1.1784,-1.008,-0.715833,0.199491,-4.59303,8.55087,37.7893,1.1483,-1.00515,-0.742989,0.199491,-2.26162,7.86159,37.6263,-0.282505,0.0435585,1.04361,0.199645,-4.30042,10.9061,35.1758,-0.230933,0.0524173,1.00916,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.2523,-3.09266,7.80162,31.9575,0.828284,-1.12262,-1.96372,0.199491,-1.56762,11.5442,38.9906,0.812942,-1.17319,-1.96506,0.199491,-1.16164,10.0669,35.973,1.30221,-1.13835,-0.815054,0.199491,-4.62619,8.538,37.9386,0.901143,-0.881361,-0.531313,0.199491,-2.33602,7.82749,37.7069,-0.385742,0.0201694,1.07113,0.199645,-4.37239,11.0102,35.4178,-0.450609,-0.0445873,1.04523,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.2624,-3.24964,8.04182,32.0654,1.39488,-0.91375,-2.44572,0.199491,-1.58165,11.4412,39.1844,1.29951,-1.01128,-2.38938,0.199491,-1.26999,10.1001,36.1314,0.937846,-0.980439,-0.48513,0.199491,-4.67333,8.52954,38.0805,1.35773,-1.21699,-0.913816,0.199491,-2.40891,7.83716,37.7669,-0.314617,0.0943246,1.1094,0.199645,-4.44263,11.0967,35.6657,-0.24254,0.105554,1.08854,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.2725,-3.41367,8.2819,32.1835,1.17615,-1.0499,-2.25589,0.199491,-1.60613,11.3226,39.3586,0.939006,-1.14474,-2.05925,0.199491,-1.38883,10.1233,36.3008,1.08658,-1.18475,-0.606269,0.199491,-4.68418,8.51642,38.21,0.864695,-1.02296,-0.454363,0.199491,-2.48702,7.83811,37.8366,-0.365093,0.103338,1.13868,0.199645,-4.51594,11.1621,35.9148,-0.418452,0.051518,1.11393,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.2826,-3.59133,8.52536,32.3093,0.315357,-1.17777,-1.46336,0.199491,-1.64222,11.2006,39.5242,0.518698,-1.20065,-1.66021,0.199491,-1.49685,10.1388,36.4778,1.10025,-1.27305,-0.613338,0.199491,-4.67591,8.50711,38.3278,0.769696,-1.01805,-0.358437,0.199491,-2.58177,7.82049,37.9043,-0.410641,0.11376,1.16518,0.199645,-4.57727,11.19,36.1708,-0.409507,0.0944844,1.15149,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.2927,-3.74705,8.74582,32.4554,0.129098,-1.16556,-1.27954,0.199491,-1.6696,11.0475,39.6821,0.935538,-1.15709,-2.03712,0.199491,-1.61661,10.132,36.6527,0.714223,-1.05028,-0.251292,0.199491,-4.67756,8.49219,38.4416,0.942286,-1.28693,-0.496122,0.199491,-2.67429,7.8215,37.9636,-0.19632,0.224708,1.23908,0.199645,-4.64984,11.2211,36.4289,-0.287322,0.178839,1.20625,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.3028,-3.90724,8.96596,32.5997,0.459168,-1.18875,-1.57217,0.199491,-1.70276,10.8856,39.8251,1.0027,-1.1446,-2.08918,0.199491,-1.73696,10.108,36.8373,0.60757,-1.00052,-0.145873,0.199491,-4.67874,8.46752,38.5634,0.86355,-1.35676,-0.407803,0.199491,-2.75841,7.81052,38.0295,-0.0986214,0.274352,1.30264,0.199645,-4.72045,11.2404,36.6792,-0.358129,0.18796,1.23503,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.3129,-4.07967,9.18589,32.7481,0.917203,-1.16052,-1.98696,0.199491,-1.7402,10.7257,39.9643,0.53608,-1.20587,-1.64687,0.199491,-1.85038,10.0824,37.0191,0.535288,-1.0703,-0.0660465,0.199491,-4.67438,8.42397,38.6811,0.544438,-1.15456,-0.0942238,0.199491,-2.85077,7.78742,38.1041,-0.181672,0.273698,1.3181,0.199645,-4.77875,11.2303,36.9274,-0.481929,0.185503,1.25132,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.323,-4.24519,9.39149,32.9238,1.0163,-1.15437,-2.07423,0.199491,-1.77409,10.5602,40.0963,0.0567697,-1.18305,-1.18646,0.199491,-1.95985,10.0539,37.1943,0.420247,-1.26509,0.0517019,0.199491,-4.67932,8.36352,38.7876,0.436622,-0.985695,0.0202342,0.199491,-2.94937,7.75207,38.1806,-0.481836,0.223293,1.28032,0.199645,-4.83595,11.2123,37.1714,-0.560493,0.201709,1.27072,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.3331,-4.40108,9.57989,33.1042,0.753621,-1.20752,-1.82529,0.199491,-1.81125,10.3776,40.2313,0.117867,-1.19469,-1.23173,0.199491,-2.06707,10.0096,37.3684,0.151592,-1.36302,0.314973,0.199491,-4.6918,8.3036,38.8971,0.345153,-1.058,0.126377,0.199491,-3.04409,7.70744,38.2423,-0.479064,0.257775,1.31141,0.199645,-4.89805,11.1931,37.4207,-0.508591,0.257193,1.31825,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.3432,-4.5472,9.75389,33.2926,0.0962441,-1.20307,-1.1993,0.199491,-1.84384,10.183,40.3528,0.453458,-1.22197,-1.53464,0.199491,-2.16855,9.95336,37.5405,-0.00825314,-1.32183,0.471245,0.199491,-4.71738,8.23542,39.0059,0.092523,-1.26057,0.383887,0.199491,-3.13466,7.6598,38.3075,-0.275573,0.330713,1.40598,0.199645,-4.97134,11.1633,37.6748,-0.346594,0.327426,1.40408,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.3533,-4.69509,9.91356,33.5042,-0.277693,-1.11608,-0.843906,0.199491,-1.87966,9.99088,40.4785,0.354971,-1.22656,-1.43009,0.199491,-2.26664,9.89696,37.7,-0.0205723,-1.2214,0.488905,0.199491,-4.75052,8.15209,39.102,-0.327655,-1.33646,0.799129,0.199491,-3.22226,7.60332,38.3686,-0.0739482,0.376197,1.5174,0.199645,-5.0384,11.1096,37.9306,-0.280713,0.366898,1.46646,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.3634,-4.8476,10.0715,33.7208,-0.286172,-1.11646,-0.823225,0.199491,-1.92159,9.80592,40.6049,-0.325221,-1.09263,-0.789045,0.199491,-2.35867,9.83105,37.857,0.000222876,-1.10043,0.485934,0.199491,-4.78924,8.05358,39.2084,-0.206757,-1.22527,0.684764,0.199491,-3.31073,7.52837,38.4171,-0.0330846,0.394766,1.57689,0.199645,-5.09434,11.0335,38.1858,-0.410278,0.386295,1.45691,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.3735,-4.9894,10.2224,33.9487,-0.175897,-1.16301,-0.910042,0.199491,-1.96586,9.61542,40.7204,-0.502699,-0.98899,-0.622655,0.199491,-2.44352,9.75311,38.0123,-0.124149,-1.09944,0.616409,0.199491,-4.84218,7.9381,39.3241,-0.102845,-1.08725,0.597597,0.199491,-3.39854,7.43541,38.4588,-0.324866,0.40936,1.50043,0.199645,-5.15227,10.957,38.4395,-0.428509,0.421029,1.48676,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.3836,-5.12293,10.3483,34.1828,-0.200993,-1.16286,-0.873394,0.199491,-2.00483,9.40841,40.8418,-0.482265,-1.00807,-0.626662,0.199491,-2.52986,9.6686,38.1644,-0.329067,-1.12747,0.814872,0.199491,-4.91083,7.81724,39.4213,-0.0787747,-0.981077,0.594182,0.199491,-3.48368,7.35307,38.5078,-0.508187,0.428599,1.46207,0.199645,-5.20926,10.8633,38.6958,-0.363166,0.458147,1.5509,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.3937,-5.25517,10.4594,34.4224,-0.346808,-1.11066,-0.726436,0.199491,-2.03862,9.18752,40.9654,-0.303003,-1.12015,-0.771534,0.199491,-2.61585,9.58052,38.3124,-0.538371,-1.1316,1.01321,0.199491,-4.98383,7.68945,39.5166,-0.303624,-1.04632,0.804146,0.199491,-3.56992,7.2638,38.5573,-0.328256,0.473025,1.57856,0.199645,-5.26759,10.7557,38.9498,-0.265714,0.486681,1.63212,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.4038,-5.39379,10.5643,34.665,-0.452605,-1.05763,-0.619278,0.199491,-2.07519,8.96178,41.0849,-0.267406,-1.14577,-0.79061,0.199491,-2.69032,9.48517,38.4589,-0.608758,-1.09092,1.08659,0.199491,-5.05405,7.54483,39.6147,-0.814035,-1.12961,1.26774,0.199491,-3.65754,7.15736,38.6084,-0.109184,0.485971,1.72074,0.199645,-5.3297,10.6402,39.202,-0.24119,0.515412,1.68422,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.4139,-5.54108,10.6585,34.9114,-0.539642,-1.00056,-0.53168,0.199491,-2.10806,8.72747,41.2043,-0.45866,-1.05603,-0.605817,0.199491,-2.75972,9.38296,38.6085,-0.585263,-1.02866,1.07817,0.199491,-5.12627,7.38886,39.7082,-1.02275,-1.09764,1.45642,0.199491,-3.7421,7.04188,38.659,-0.0456085,0.499313,1.79401,0.199645,-5.39297,10.5114,39.4523,-0.293697,0.552316,1.69657,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.424,-5.68205,10.7357,35.1622,-0.623725,-0.921222,-0.448277,0.199491,-2.13835,8.4765,41.3217,-0.611872,-0.929324,-0.462665,0.199491,-2.8288,9.27746,38.7521,-0.545661,-0.961132,1.05844,0.199491,-5.20574,7.22429,39.7984,-0.87535,-1.03306,1.33111,0.199491,-3.82843,6.92365,38.7169,-0.267336,0.564801,1.7248,0.199645,-5.45644,10.3707,39.7024,-0.33675,0.589827,1.70949,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.4341,-5.81721,10.8006,35.4183,-0.679645,-0.856737,-0.391114,0.199491,-2.16845,8.21346,41.436,-0.693451,-0.828653,-0.384298,0.199491,-2.89551,9.16377,38.8959,-0.536353,-0.90353,1.06634,0.199491,-5.29214,7.04801,39.8912,-0.672247,-0.942617,1.17192,0.199491,-3.91407,6.79831,38.7695,-0.477391,0.621051,1.64355,0.199645,-5.52203,10.2214,39.9529,-0.314544,0.619078,1.75794,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.4442,-5.95058,10.8524,35.6797,-0.707364,-0.827339,-0.356323,0.199491,-2.19714,7.94151,41.5459,-0.715058,-0.806683,-0.353569,0.199491,-2.96017,9.0425,39.0407,-0.583452,-0.865758,1.11868,0.199491,-5.38846,6.86139,39.9807,-0.512747,-0.841432,1.06511,0.199491,-3.99728,6.6642,38.8234,-0.435694,0.6572,1.70194,0.199645,-5.58538,10.0608,40.2033,-0.198334,0.627831,1.86286,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.4543,-6.08718,10.8943,35.9466,-0.717967,-0.830117,-0.335269,0.199491,-2.22492,7.66269,41.6522,-0.707539,-0.841818,-0.344425,0.199491,-3.01824,8.91243,39.1859,-0.651707,-0.834536,1.18617,0.199491,-5.49322,6.66537,40.0689,-0.442622,-0.763307,1.03734,0.199491,-4.08028,6.52117,38.8795,-0.247282,0.663859,1.85386,0.199645,-5.64479,9.88391,40.4505,-0.0581179,0.615089,1.98414,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.4644,-6.2203,10.9194,36.2214,-0.725694,-0.836381,-0.316348,0.199491,-2.25076,7.37267,41.7563,-0.698484,-0.882719,-0.337075,0.199491,-3.07445,8.77655,39.33,-0.731949,-0.804904,1.25971,0.199491,-5.60318,6.45973,40.1529,-0.489335,-0.732232,1.09205,0.199491,-4.16232,6.37146,38.9343,-0.0373311,0.633296,2.02185,0.199645,-5.70721,9.69722,40.6987,0.0442859,0.599552,2.08329,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.4745,-6.34981,10.9273,36.5033,-0.739575,-0.82916,-0.292407,0.199491,-2.27507,7.07293,41.8572,-0.71923,-0.870518,-0.307483,0.199491,-3.12917,8.63823,39.4742,-0.807957,-0.77141,1.32637,0.199491,-5.72,6.24178,40.2362,-0.656109,-0.737497,1.22305,0.199491,-4.24612,6.21855,38.9854,0.106119,0.596946,2.14937,0.199645,-5.76768,9.49523,40.9473,0.0423463,0.625916,2.12182,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.4846,-6.47606,10.9207,36.7913,-0.767816,-0.786022,-0.258148,0.199491,-2.29971,6.76538,41.9535,-0.77429,-0.769083,-0.253678,0.199491,-3.18079,8.49039,39.6173,-0.841758,-0.729114,1.36193,0.199491,-5.84595,6.01736,40.3219,-0.881546,-0.735016,1.38922,0.199491,-4.32816,6.05708,39.0328,0.103395,0.627804,2.19278,0.199645,-5.82677,9.2801,41.1968,-0.06113,0.703323,2.0954,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.4947,-6.60093,10.8997,37.0861,-0.803972,-0.703671,-0.219556,0.199491,-2.3247,6.44921,42.0453,-0.828605,-0.625613,-0.204184,0.199491,-3.22873,8.33636,39.7628,-0.839635,-0.682035,1.37363,0.199491,-5.97353,5.78264,40.4035,-0.987699,-0.69931,1.46659,0.199491,-4.4113,5.88773,39.0812,-0.0330215,0.734599,2.14907,0.199645,-5.88787,9.05237,41.4446,-0.132844,0.765819,2.08167,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.5048,-6.72314,10.8613,37.3883,-0.835944,-0.606277,-0.18561,0.199491,-2.35116,6.12308,42.135,-0.849233,-0.582022,-0.177916,0.199491,-3.27323,8.17553,39.9109,-0.816469,-0.632493,1.37375,0.199491,-6.102,5.54432,40.4847,-0.808019,-0.63059,1.36442,0.199491,-4.49906,5.71251,39.1262,-0.0818069,0.795978,2.15336,0.199645,-5.94806,8.80818,41.6885,0.0205155,0.724505,2.22009,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.5149,-6.83708,10.8005,37.6987,-0.847496,-0.57468,-0.164376,0.199491,-2.38084,5.79161,42.2137,-0.84436,-0.653768,-0.167493,0.199491,-3.31989,8.00292,40.0585,-0.843265,-0.591177,1.40361,0.199491,-6.23372,5.30172,40.5675,-0.709113,-0.56621,1.32377,0.199491,-4.58844,5.53614,39.1711,0.148696,0.696542,2.34998,0.199645,-6.0063,8.54896,41.934,0.119567,0.692005,2.31987,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.525,-6.94288,10.7169,38.0194,-0.848926,-0.594564,-0.147946,0.199491,-2.41747,5.45894,42.2832,-0.87526,-0.543216,-0.137238,0.199491,-3.37119,7.81655,40.2104,-0.902329,-0.553119,1.4494,0.199491,-6.3609,5.05478,40.6517,-0.945987,-0.556503,1.46255,0.199491,-4.68197,5.36105,39.2172,0.0649737,0.794008,2.3321,0.199645,-6.06145,8.27039,42.1717,0.0224495,0.790418,2.2887,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.5351,-7.03771,10.6074,38.3546,-0.865165,-0.527568,-0.122846,0.199491,-2.46603,5.12942,42.3446,-0.892267,-0.490487,-0.115583,0.199491,-3.43058,7.61189,40.3671,-0.875676,-0.505392,1.45125,0.199491,-6.47821,4.81158,40.7348,-0.861437,-0.50141,1.42698,0.199491,-4.78055,5.18459,39.2651,0.151481,0.769062,2.43001,0.199645,-6.11237,7.97052,42.3974,0.18801,0.702443,2.43588,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.5452,-7.12025,10.4624,38.7015,-0.879895,-0.435664,-0.0990286,0.199491,-2.52432,4.8047,42.3934,-0.898773,-0.502554,-0.100336,0.199491,-3.50216,7.3885,40.523,-0.901133,-0.461718,1.47886,0.199491,-6.58219,4.57303,40.8258,-0.806252,-0.44876,1.41286,0.199491,-4.88505,5.04772,39.3176,0.188421,0.775699,2.48135,0.199645,-6.15899,7.64806,42.6131,0.123023,0.795344,2.42567,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.5553,-7.19602,10.2531,39.0371,-0.87905,-0.421233,-0.0818443,0.199491,-2.57929,4.51209,42.4312,-0.906183,-0.415676,-0.0871814,0.199491,-3.6027,7.18743,40.6691,-0.930602,-0.412645,1.50839,0.199491,-6.62063,4.35159,40.9481,-0.923337,-0.419006,1.49062,0.199491,-4.98945,5.03166,39.3857,0.241126,0.761187,2.51806,0.199645,-6.20084,7.30621,42.8294,0.261009,0.707953,2.54691,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.5654,-7.26289,9.98837,39.3695,-0.863914,-0.275801,-0.0674933,0.199491,-2.62672,4.46721,42.459,-0.921252,-0.405193,-0.07954,0.199491,-3.65122,7.04315,40.8373,-0.899673,-0.363758,1.50949,0.199491,-6.56988,4.21375,41.0718,-0.865829,-0.366056,1.48283,0.199491,-5.12565,5.01804,39.4944,0.328227,0.700058,2.57818,0.199645,-6.18752,6.98075,43.0187,0.215872,0.823455,2.52618,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.5755,-7.29724,9.73916,39.7194,-0.826123,-0.28335,-0.0592917,0.199491,-2.67776,4.54302,42.4967,-0.922556,-0.146752,-0.0738508,0.199491,-3.76662,6.93554,41.0087,-0.887105,-0.317818,1.52617,0.199491,-6.44155,4.13083,41.1989,-0.893035,-0.320631,1.4854,0.199491,-5.231,5.00666,39.6153,0.287445,0.802204,2.55678,0.199645,-6.12653,6.70402,43.1377,0.292562,0.828743,2.58515,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.5856,-7.30529,9.51436,40.0873,-0.805086,-0.122436,-0.0397423,0.199491,-2.76853,4.68476,42.53,-0.890052,-0.0913189,-0.0738065,0.199491,-3.93283,6.78764,41.1706,-0.801187,-0.274434,1.52598,0.199491,-6.32138,4.13457,41.3113,-0.804593,-0.268516,1.44997,0.199491,-5.31343,5.01219,39.7748,0.317642,0.834871,2.59069,0.199645,-6.09074,6.49241,43.1871,0.421732,0.766851,2.68497,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.5957,-7.31688,9.35604,40.4463,-0.779998,-0.191749,-0.0216364,0.199491,-2.92013,4.85787,42.5592,-0.849563,-0.0214024,-0.0691593,0.199491,-4.1269,6.65257,41.3253,-0.794145,-0.240979,1.54907,0.199491,-6.17578,4.21345,41.4018,-0.826439,-0.235609,1.44953,0.199491,-5.38133,5.029,39.9551,0.424368,0.77509,2.68252,0.199645,-6.08425,6.36221,43.22,0.488292,0.771495,2.74376,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.6058,-7.39152,9.29864,40.7815,-0.770108,-0.032836,-0.0143743,0.199491,-3.02896,4.9688,42.576,-0.808408,-0.200536,-0.0635691,0.199491,-4.28199,6.58091,41.4399,-0.768924,-0.211621,1.55818,0.199491,-5.99759,4.37845,41.4751,-0.840305,-0.214232,1.4567,0.199491,-5.43866,5.11034,40.1419,0.47494,0.771541,2.7196,0.199645,-6.1292,6.32074,43.2618,0.538265,0.794219,2.7977,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.6159,-7.52064,9.40117,41.0431,-0.755849,-0.128976,-0.0261061,0.199491,-3.1011,5.04067,42.5798,-0.790445,-0.167539,-0.0629581,0.199491,-4.37554,6.61463,41.5586,-0.753535,-0.194803,1.54401,0.199491,-5.8553,4.59615,41.5762,-0.805664,-0.195835,1.46156,0.199491,-5.49304,5.18009,40.318,0.503266,0.783364,2.74559,0.199645,-6.1868,6.39069,43.3955,0.565161,0.824933,2.83437,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.626,-7.70963,9.6045,41.2348,-0.765463,-0.110636,-0.0417403,0.199491,-3.07928,5.08933,42.5676,-0.77219,-0.211752,-0.0687647,0.199491,-4.41874,6.72074,41.6851,-0.734721,-0.1814,1.51438,0.199491,-5.89537,4.66726,41.7081,-0.921496,-0.191418,1.52555,0.199491,-5.50106,5.25249,40.484,0.525459,0.807745,2.76976,0.199645,-6.23857,6.54793,43.6113,0.569515,0.906272,2.85465,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
