tgDataLogger2 started logging at time 01232019_205643, with 6 sensors on 1 senseable objects.
time,0_rod(rod compound_OLa9ER).X,0_rod(rod compound_OLa9ER).Y,0_rod(rod compound_OLa9ER).Z,0_rod(rod compound_OLa9ER).Euler1,0_rod(rod compound_OLa9ER).Euler2,0_rod(rod compound_OLa9ER).Euler3,0_rod(rod compound_OLa9ER).mass,1_rod(rod compound_OLa9ER).X,1_rod(rod compound_OLa9ER).Y,1_rod(rod compound_OLa9ER).Z,1_rod(rod compound_OLa9ER).Euler1,1_rod(rod compound_OLa9ER).Euler2,1_rod(rod compound_OLa9ER).Euler3,1_rod(rod compound_OLa9ER).mass,2_rod(rod compound_OLa9ER).X,2_rod(rod compound_OLa9ER).Y,2_rod(rod compound_OLa9ER).Z,2_rod(rod compound_OLa9ER).Euler1,2_rod(rod compound_OLa9ER).Euler2,2_rod(rod compound_OLa9ER).Euler3,2_rod(rod compound_OLa9ER).mass,3_rod(strut compound_OLa9ER).X,3_rod(strut compound_OLa9ER).Y,3_rod(strut compound_OLa9ER).Z,3_rod(strut compound_OLa9ER).Euler1,3_rod(strut compound_OLa9ER).Euler2,3_rod(strut compound_OLa9ER).Euler3,3_rod(strut compound_OLa9ER).mass,4_rod(strut compound_OLa9ER).X,4_rod(strut compound_OLa9ER).Y,4_rod(strut compound_OLa9ER).Z,4_rod(strut compound_OLa9ER).Euler1,4_rod(strut compound_OLa9ER).Euler2,4_rod(strut compound_OLa9ER).Euler3,4_rod(strut compound_OLa9ER).mass,5_rod(strut compound_OLa9ER).X,5_rod(strut compound_OLa9ER).Y,5_rod(strut compound_OLa9ER).Z,5_rod(strut compound_OLa9ER).Euler1,5_rod(strut compound_OLa9ER).Euler2,5_rod(strut compound_OLa9ER).Euler3,5_rod(strut compound_OLa9ER).mass,
15.9,18.522,498.882,-39.311,-1.47193,-0.623811,-0.16818,45.0463,18.522,498.882,-39.311,-1.47193,-0.623811,-0.16818,45.0463,18.522,498.882,-39.311,-1.47193,-0.623811,-0.16818,45.0463,18.522,498.882,-39.311,-1.47193,-0.623811,-0.16818,45.0463,18.522,498.882,-39.311,-1.47193,-0.623811,-0.16818,45.0463,18.522,498.882,-39.311,-1.47193,-0.623811,-0.16818,45.0463,
16,21.7163,646.197,-52.3625,-1.47192,-0.62381,-0.168187,45.0463,21.7163,646.197,-52.3625,-1.47192,-0.62381,-0.168187,45.0463,21.7163,646.197,-52.3625,-1.47192,-0.62381,-0.168187,45.0463,21.7163,646.197,-52.3625,-1.47192,-0.62381,-0.168187,45.0463,21.7163,646.197,-52.3625,-1.47192,-0.62381,-0.168187,45.0463,21.7163,646.197,-52.3625,-1.47192,-0.62381,-0.168187,45.0463,
16.1,24.9107,792.53,-65.4139,-1.47191,-0.623809,-0.168194,45.0463,24.9107,792.53,-65.4139,-1.47191,-0.623809,-0.168194,45.0463,24.9107,792.53,-65.4139,-1.47191,-0.623809,-0.168194,45.0463,24.9107,792.53,-65.4139,-1.47191,-0.623809,-0.168194,45.0463,24.9107,792.53,-65.4139,-1.47191,-0.623809,-0.168194,45.0463,24.9107,792.53,-65.4139,-1.47191,-0.623809,-0.168194,45.0463,
16.2,28.105,937.883,-78.4654,-1.47191,-0.623808,-0.168201,45.0463,28.105,937.883,-78.4654,-1.47191,-0.623808,-0.168201,45.0463,28.105,937.883,-78.4654,-1.47191,-0.623808,-0.168201,45.0463,28.105,937.883,-78.4654,-1.47191,-0.623808,-0.168201,45.0463,28.105,937.883,-78.4654,-1.47191,-0.623808,-0.168201,45.0463,28.105,937.883,-78.4654,-1.47191,-0.623808,-0.168201,45.0463,
16.3,31.2993,1082.25,-91.5169,-1.4719,-0.623807,-0.168208,45.0463,31.2993,1082.25,-91.5169,-1.4719,-0.623807,-0.168208,45.0463,31.2993,1082.25,-91.5169,-1.4719,-0.623807,-0.168208,45.0463,31.2993,1082.25,-91.5169,-1.4719,-0.623807,-0.168208,45.0463,31.2993,1082.25,-91.5169,-1.4719,-0.623807,-0.168208,45.0463,31.2993,1082.25,-91.5169,-1.4719,-0.623807,-0.168208,45.0463,
16.4,34.4936,1225.64,-104.568,-1.47189,-0.623805,-0.168216,45.0463,34.4936,1225.64,-104.568,-1.47189,-0.623805,-0.168216,45.0463,34.4936,1225.64,-104.568,-1.47189,-0.623805,-0.168216,45.0463,34.4936,1225.64,-104.568,-1.47189,-0.623805,-0.168216,45.0463,34.4936,1225.64,-104.568,-1.47189,-0.623805,-0.168216,45.0463,34.4936,1225.64,-104.568,-1.47189,-0.623805,-0.168216,45.0463,
16.5,37.6879,1368.05,-117.62,-1.47188,-0.623804,-0.168223,45.0463,37.6879,1368.05,-117.62,-1.47188,-0.623804,-0.168223,45.0463,37.6879,1368.05,-117.62,-1.47188,-0.623804,-0.168223,45.0463,37.6879,1368.05,-117.62,-1.47188,-0.623804,-0.168223,45.0463,37.6879,1368.05,-117.62,-1.47188,-0.623804,-0.168223,45.0463,37.6879,1368.05,-117.62,-1.47188,-0.623804,-0.168223,45.0463,
16.6,40.8822,1509.48,-130.671,-1.47187,-0.623803,-0.16823,45.0463,40.8822,1509.48,-130.671,-1.47187,-0.623803,-0.16823,45.0463,40.8822,1509.48,-130.671,-1.47187,-0.623803,-0.16823,45.0463,40.8822,1509.48,-130.671,-1.47187,-0.623803,-0.16823,45.0463,40.8822,1509.48,-130.671,-1.47187,-0.623803,-0.16823,45.0463,40.8822,1509.48,-130.671,-1.47187,-0.623803,-0.16823,45.0463,
16.7,44.0766,1649.93,-143.723,-1.47186,-0.623802,-0.168237,45.0463,44.0766,1649.93,-143.723,-1.47186,-0.623802,-0.168237,45.0463,44.0766,1649.93,-143.723,-1.47186,-0.623802,-0.168237,45.0463,44.0766,1649.93,-143.723,-1.47186,-0.623802,-0.168237,45.0463,44.0766,1649.93,-143.723,-1.47186,-0.623802,-0.168237,45.0463,44.0766,1649.93,-143.723,-1.47186,-0.623802,-0.168237,45.0463,
16.8,47.2709,1789.4,-156.774,-1.47186,-0.623801,-0.168244,45.0463,47.2709,1789.4,-156.774,-1.47186,-0.623801,-0.168244,45.0463,47.2709,1789.4,-156.774,-1.47186,-0.623801,-0.168244,45.0463,47.2709,1789.4,-156.774,-1.47186,-0.623801,-0.168244,45.0463,47.2709,1789.4,-156.774,-1.47186,-0.623801,-0.168244,45.0463,47.2709,1789.4,-156.774,-1.47186,-0.623801,-0.168244,45.0463,
16.9,50.4652,1927.88,-169.826,-1.47185,-0.6238,-0.168251,45.0463,50.4652,1927.88,-169.826,-1.47185,-0.6238,-0.168251,45.0463,50.4652,1927.88,-169.826,-1.47185,-0.6238,-0.168251,45.0463,50.4652,1927.88,-169.826,-1.47185,-0.6238,-0.168251,45.0463,50.4652,1927.88,-169.826,-1.47185,-0.6238,-0.168251,45.0463,50.4652,1927.88,-169.826,-1.47185,-0.6238,-0.168251,45.0463,
17,53.6595,2065.39,-182.877,-1.47184,-0.623799,-0.168258,45.0463,53.6595,2065.39,-182.877,-1.47184,-0.623799,-0.168258,45.0463,53.6595,2065.39,-182.877,-1.47184,-0.623799,-0.168258,45.0463,53.6595,2065.39,-182.877,-1.47184,-0.623799,-0.168258,45.0463,53.6595,2065.39,-182.877,-1.47184,-0.623799,-0.168258,45.0463,53.6595,2065.39,-182.877,-1.47184,-0.623799,-0.168258,45.0463,
17.1,56.8538,2201.91,-195.929,-1.47183,-0.623798,-0.168265,45.0463,56.8538,2201.91,-195.929,-1.47183,-0.623798,-0.168265,45.0463,56.8538,2201.91,-195.929,-1.47183,-0.623798,-0.168265,45.0463,56.8538,2201.91,-195.929,-1.47183,-0.623798,-0.168265,45.0463,56.8538,2201.91,-195.929,-1.47183,-0.623798,-0.168265,45.0463,56.8538,2201.91,-195.929,-1.47183,-0.623798,-0.168265,45.0463,
17.2,60.0481,2337.45,-208.98,-1.47182,-0.623796,-0.168272,45.0463,60.0481,2337.45,-208.98,-1.47182,-0.623796,-0.168272,45.0463,60.0481,2337.45,-208.98,-1.47182,-0.623796,-0.168272,45.0463,60.0481,2337.45,-208.98,-1.47182,-0.623796,-0.168272,45.0463,60.0481,2337.45,-208.98,-1.47182,-0.623796,-0.168272,45.0463,60.0481,2337.45,-208.98,-1.47182,-0.623796,-0.168272,45.0463,
17.3,63.2425,2472.01,-222.031,-1.47181,-0.623795,-0.16828,45.0463,63.2425,2472.01,-222.031,-1.47181,-0.623795,-0.16828,45.0463,63.2425,2472.01,-222.031,-1.47181,-0.623795,-0.16828,45.0463,63.2425,2472.01,-222.031,-1.47181,-0.623795,-0.16828,45.0463,63.2425,2472.01,-222.031,-1.47181,-0.623795,-0.16828,45.0463,63.2425,2472.01,-222.031,-1.47181,-0.623795,-0.16828,45.0463,
17.4,66.4368,2605.59,-235.083,-1.47181,-0.623794,-0.168287,45.0463,66.4368,2605.59,-235.083,-1.47181,-0.623794,-0.168287,45.0463,66.4368,2605.59,-235.083,-1.47181,-0.623794,-0.168287,45.0463,66.4368,2605.59,-235.083,-1.47181,-0.623794,-0.168287,45.0463,66.4368,2605.59,-235.083,-1.47181,-0.623794,-0.168287,45.0463,66.4368,2605.59,-235.083,-1.47181,-0.623794,-0.168287,45.0463,
17.5,69.6311,2738.19,-248.134,-1.4718,-0.623793,-0.168294,45.0463,69.6311,2738.19,-248.134,-1.4718,-0.623793,-0.168294,45.0463,69.6311,2738.19,-248.134,-1.4718,-0.623793,-0.168294,45.0463,69.6311,2738.19,-248.134,-1.4718,-0.623793,-0.168294,45.0463,69.6311,2738.19,-248.134,-1.4718,-0.623793,-0.168294,45.0463,69.6311,2738.19,-248.134,-1.4718,-0.623793,-0.168294,45.0463,
17.6,72.8254,2869.81,-261.186,-1.47179,-0.623792,-0.168301,45.0463,72.8254,2869.81,-261.186,-1.47179,-0.623792,-0.168301,45.0463,72.8254,2869.81,-261.186,-1.47179,-0.623792,-0.168301,45.0463,72.8254,2869.81,-261.186,-1.47179,-0.623792,-0.168301,45.0463,72.8254,2869.81,-261.186,-1.47179,-0.623792,-0.168301,45.0463,72.8254,2869.81,-261.186,-1.47179,-0.623792,-0.168301,45.0463,
17.7,76.0197,3000.45,-274.237,-1.47178,-0.623791,-0.168308,45.0463,76.0197,3000.45,-274.237,-1.47178,-0.623791,-0.168308,45.0463,76.0197,3000.45,-274.237,-1.47178,-0.623791,-0.168308,45.0463,76.0197,3000.45,-274.237,-1.47178,-0.623791,-0.168308,45.0463,76.0197,3000.45,-274.237,-1.47178,-0.623791,-0.168308,45.0463,76.0197,3000.45,-274.237,-1.47178,-0.623791,-0.168308,45.0463,
17.8,79.2141,3130.11,-287.289,-1.47177,-0.62379,-0.168315,45.0463,79.2141,3130.11,-287.289,-1.47177,-0.62379,-0.168315,45.0463,79.2141,3130.11,-287.289,-1.47177,-0.62379,-0.168315,45.0463,79.2141,3130.11,-287.289,-1.47177,-0.62379,-0.168315,45.0463,79.2141,3130.11,-287.289,-1.47177,-0.62379,-0.168315,45.0463,79.2141,3130.11,-287.289,-1.47177,-0.62379,-0.168315,45.0463,
17.9,82.4084,3258.78,-300.34,-1.47176,-0.623788,-0.168322,45.0463,82.4084,3258.78,-300.34,-1.47176,-0.623788,-0.168322,45.0463,82.4084,3258.78,-300.34,-1.47176,-0.623788,-0.168322,45.0463,82.4084,3258.78,-300.34,-1.47176,-0.623788,-0.168322,45.0463,82.4084,3258.78,-300.34,-1.47176,-0.623788,-0.168322,45.0463,82.4084,3258.78,-300.34,-1.47176,-0.623788,-0.168322,45.0463,
18,85.6027,3386.48,-313.392,-1.47176,-0.623787,-0.168329,45.0463,85.6027,3386.48,-313.392,-1.47176,-0.623787,-0.168329,45.0463,85.6027,3386.48,-313.392,-1.47176,-0.623787,-0.168329,45.0463,85.6027,3386.48,-313.392,-1.47176,-0.623787,-0.168329,45.0463,85.6027,3386.48,-313.392,-1.47176,-0.623787,-0.168329,45.0463,85.6027,3386.48,-313.392,-1.47176,-0.623787,-0.168329,45.0463,
18.1,88.797,3513.19,-326.443,-1.47175,-0.623786,-0.168336,45.0463,88.797,3513.19,-326.443,-1.47175,-0.623786,-0.168336,45.0463,88.797,3513.19,-326.443,-1.47175,-0.623786,-0.168336,45.0463,88.797,3513.19,-326.443,-1.47175,-0.623786,-0.168336,45.0463,88.797,3513.19,-326.443,-1.47175,-0.623786,-0.168336,45.0463,88.797,3513.19,-326.443,-1.47175,-0.623786,-0.168336,45.0463,
18.2,91.9913,3638.92,-339.495,-1.47174,-0.623785,-0.168343,45.0463,91.9913,3638.92,-339.495,-1.47174,-0.623785,-0.168343,45.0463,91.9913,3638.92,-339.495,-1.47174,-0.623785,-0.168343,45.0463,91.9913,3638.92,-339.495,-1.47174,-0.623785,-0.168343,45.0463,91.9913,3638.92,-339.495,-1.47174,-0.623785,-0.168343,45.0463,91.9913,3638.92,-339.495,-1.47174,-0.623785,-0.168343,45.0463,
18.3,95.1856,3763.67,-352.546,-1.47173,-0.623784,-0.168351,45.0463,95.1856,3763.67,-352.546,-1.47173,-0.623784,-0.168351,45.0463,95.1856,3763.67,-352.546,-1.47173,-0.623784,-0.168351,45.0463,95.1856,3763.67,-352.546,-1.47173,-0.623784,-0.168351,45.0463,95.1856,3763.67,-352.546,-1.47173,-0.623784,-0.168351,45.0463,95.1856,3763.67,-352.546,-1.47173,-0.623784,-0.168351,45.0463,
18.4,98.38,3887.44,-365.598,-1.47172,-0.623783,-0.168358,45.0463,98.38,3887.44,-365.598,-1.47172,-0.623783,-0.168358,45.0463,98.38,3887.44,-365.598,-1.47172,-0.623783,-0.168358,45.0463,98.38,3887.44,-365.598,-1.47172,-0.623783,-0.168358,45.0463,98.38,3887.44,-365.598,-1.47172,-0.623783,-0.168358,45.0463,98.38,3887.44,-365.598,-1.47172,-0.623783,-0.168358,45.0463,
18.5,101.574,4010.23,-378.649,-1.47172,-0.623782,-0.168365,45.0463,101.574,4010.23,-378.649,-1.47172,-0.623782,-0.168365,45.0463,101.574,4010.23,-378.649,-1.47172,-0.623782,-0.168365,45.0463,101.574,4010.23,-378.649,-1.47172,-0.623782,-0.168365,45.0463,101.574,4010.23,-378.649,-1.47172,-0.623782,-0.168365,45.0463,101.574,4010.23,-378.649,-1.47172,-0.623782,-0.168365,45.0463,
18.6,104.769,4132.04,-391.7,-1.47171,-0.62378,-0.168372,45.0463,104.769,4132.04,-391.7,-1.47171,-0.62378,-0.168372,45.0463,104.769,4132.04,-391.7,-1.47171,-0.62378,-0.168372,45.0463,104.769,4132.04,-391.7,-1.47171,-0.62378,-0.168372,45.0463,104.769,4132.04,-391.7,-1.47171,-0.62378,-0.168372,45.0463,104.769,4132.04,-391.7,-1.47171,-0.62378,-0.168372,45.0463,
18.7,107.963,4252.87,-404.752,-1.4717,-0.623779,-0.168379,45.0463,107.963,4252.87,-404.752,-1.4717,-0.623779,-0.168379,45.0463,107.963,4252.87,-404.752,-1.4717,-0.623779,-0.168379,45.0463,107.963,4252.87,-404.752,-1.4717,-0.623779,-0.168379,45.0463,107.963,4252.87,-404.752,-1.4717,-0.623779,-0.168379,45.0463,107.963,4252.87,-404.752,-1.4717,-0.623779,-0.168379,45.0463,
18.8,111.157,4372.72,-417.803,-1.47169,-0.623778,-0.168386,45.0463,111.157,4372.72,-417.803,-1.47169,-0.623778,-0.168386,45.0463,111.157,4372.72,-417.803,-1.47169,-0.623778,-0.168386,45.0463,111.157,4372.72,-417.803,-1.47169,-0.623778,-0.168386,45.0463,111.157,4372.72,-417.803,-1.47169,-0.623778,-0.168386,45.0463,111.157,4372.72,-417.803,-1.47169,-0.623778,-0.168386,45.0463,
18.9,114.352,4491.58,-430.855,-1.47168,-0.623777,-0.168393,45.0463,114.352,4491.58,-430.855,-1.47168,-0.623777,-0.168393,45.0463,114.352,4491.58,-430.855,-1.47168,-0.623777,-0.168393,45.0463,114.352,4491.58,-430.855,-1.47168,-0.623777,-0.168393,45.0463,114.352,4491.58,-430.855,-1.47168,-0.623777,-0.168393,45.0463,114.352,4491.58,-430.855,-1.47168,-0.623777,-0.168393,45.0463,
19,117.546,4609.46,-443.906,-1.47167,-0.623776,-0.1684,45.0463,117.546,4609.46,-443.906,-1.47167,-0.623776,-0.1684,45.0463,117.546,4609.46,-443.906,-1.47167,-0.623776,-0.1684,45.0463,117.546,4609.46,-443.906,-1.47167,-0.623776,-0.1684,45.0463,117.546,4609.46,-443.906,-1.47167,-0.623776,-0.1684,45.0463,117.546,4609.46,-443.906,-1.47167,-0.623776,-0.1684,45.0463,
19.1,120.74,4726.37,-456.958,-1.47167,-0.623775,-0.168407,45.0463,120.74,4726.37,-456.958,-1.47167,-0.623775,-0.168407,45.0463,120.74,4726.37,-456.958,-1.47167,-0.623775,-0.168407,45.0463,120.74,4726.37,-456.958,-1.47167,-0.623775,-0.168407,45.0463,120.74,4726.37,-456.958,-1.47167,-0.623775,-0.168407,45.0463,120.74,4726.37,-456.958,-1.47167,-0.623775,-0.168407,45.0463,
19.2,123.934,4842.29,-470.009,-1.47166,-0.623774,-0.168415,45.0463,123.934,4842.29,-470.009,-1.47166,-0.623774,-0.168415,45.0463,123.934,4842.29,-470.009,-1.47166,-0.623774,-0.168415,45.0463,123.934,4842.29,-470.009,-1.47166,-0.623774,-0.168415,45.0463,123.934,4842.29,-470.009,-1.47166,-0.623774,-0.168415,45.0463,123.934,4842.29,-470.009,-1.47166,-0.623774,-0.168415,45.0463,
19.3,127.129,4957.23,-483.061,-1.47165,-0.623772,-0.168422,45.0463,127.129,4957.23,-483.061,-1.47165,-0.623772,-0.168422,45.0463,127.129,4957.23,-483.061,-1.47165,-0.623772,-0.168422,45.0463,127.129,4957.23,-483.061,-1.47165,-0.623772,-0.168422,45.0463,127.129,4957.23,-483.061,-1.47165,-0.623772,-0.168422,45.0463,127.129,4957.23,-483.061,-1.47165,-0.623772,-0.168422,45.0463,
19.4,130.323,5071.19,-496.112,-1.47164,-0.623771,-0.168429,45.0463,130.323,5071.19,-496.112,-1.47164,-0.623771,-0.168429,45.0463,130.323,5071.19,-496.112,-1.47164,-0.623771,-0.168429,45.0463,130.323,5071.19,-496.112,-1.47164,-0.623771,-0.168429,45.0463,130.323,5071.19,-496.112,-1.47164,-0.623771,-0.168429,45.0463,130.323,5071.19,-496.112,-1.47164,-0.623771,-0.168429,45.0463,
19.5,133.517,5184.17,-509.164,-1.47163,-0.62377,-0.168436,45.0463,133.517,5184.17,-509.164,-1.47163,-0.62377,-0.168436,45.0463,133.517,5184.17,-509.164,-1.47163,-0.62377,-0.168436,45.0463,133.517,5184.17,-509.164,-1.47163,-0.62377,-0.168436,45.0463,133.517,5184.17,-509.164,-1.47163,-0.62377,-0.168436,45.0463,133.517,5184.17,-509.164,-1.47163,-0.62377,-0.168436,45.0463,
19.6,136.712,5296.17,-522.215,-1.47162,-0.623769,-0.168443,45.0463,136.712,5296.17,-522.215,-1.47162,-0.623769,-0.168443,45.0463,136.712,5296.17,-522.215,-1.47162,-0.623769,-0.168443,45.0463,136.712,5296.17,-522.215,-1.47162,-0.623769,-0.168443,45.0463,136.712,5296.17,-522.215,-1.47162,-0.623769,-0.168443,45.0463,136.712,5296.17,-522.215,-1.47162,-0.623769,-0.168443,45.0463,
19.7,139.906,5407.19,-535.267,-1.47162,-0.623768,-0.16845,45.0463,139.906,5407.19,-535.267,-1.47162,-0.623768,-0.16845,45.0463,139.906,5407.19,-535.267,-1.47162,-0.623768,-0.16845,45.0463,139.906,5407.19,-535.267,-1.47162,-0.623768,-0.16845,45.0463,139.906,5407.19,-535.267,-1.47162,-0.623768,-0.16845,45.0463,139.906,5407.19,-535.267,-1.47162,-0.623768,-0.16845,45.0463,
19.8,143.1,5517.22,-548.318,-1.47161,-0.623767,-0.168457,45.0463,143.1,5517.22,-548.318,-1.47161,-0.623767,-0.168457,45.0463,143.1,5517.22,-548.318,-1.47161,-0.623767,-0.168457,45.0463,143.1,5517.22,-548.318,-1.47161,-0.623767,-0.168457,45.0463,143.1,5517.22,-548.318,-1.47161,-0.623767,-0.168457,45.0463,143.1,5517.22,-548.318,-1.47161,-0.623767,-0.168457,45.0463,
19.9,146.295,5626.28,-561.369,-1.4716,-0.623766,-0.168464,45.0463,146.295,5626.28,-561.369,-1.4716,-0.623766,-0.168464,45.0463,146.295,5626.28,-561.369,-1.4716,-0.623766,-0.168464,45.0463,146.295,5626.28,-561.369,-1.4716,-0.623766,-0.168464,45.0463,146.295,5626.28,-561.369,-1.4716,-0.623766,-0.168464,45.0463,146.295,5626.28,-561.369,-1.4716,-0.623766,-0.168464,45.0463,
