time,0_rod(strut).X,0_rod(strut).Y,0_rod(strut).Z,0_rod(strut).Euler1,0_rod(strut).Euler2,0_rod(strut).Euler3,0_rod(strut).mass,1_rod(strut).X,1_rod(strut).Y,1_rod(strut).Z,1_rod(strut).Euler1,1_rod(strut).Euler2,1_rod(strut).Euler3,1_rod(strut).mass,2_rod(strut).X,2_rod(strut).Y,2_rod(strut).Z,2_rod(strut).Euler1,2_rod(strut).Euler2,2_rod(strut).Euler3,2_rod(strut).mass,3_rod(strut).X,3_rod(strut).Y,3_rod(strut).Z,3_rod(strut).Euler1,3_rod(strut).Euler2,3_rod(strut).Euler3,3_rod(strut).mass,4_rod(strut).X,4_rod(strut).Y,4_rod(strut).Z,4_rod(strut).Euler1,4_rod(strut).Euler2,4_rod(strut).Euler3,4_rod(strut).mass,5_rod(strut).X,5_rod(strut).Y,5_rod(strut).Z,5_rod(strut).Euler1,5_rod(strut).Euler2,5_rod(strut).Euler3,5_rod(strut).mass,6_rod(payload_bars compound_hmTa4v).X,6_rod(payload_bars compound_hmTa4v).Y,6_rod(payload_bars compound_hmTa4v).Z,6_rod(payload_bars compound_hmTa4v).Euler1,6_rod(payload_bars compound_hmTa4v).Euler2,6_rod(payload_bars compound_hmTa4v).Euler3,6_rod(payload_bars compound_hmTa4v).mass,7_rod(payload_bars compound_hmTa4v).X,7_rod(payload_bars compound_hmTa4v).Y,7_rod(payload_bars compound_hmTa4v).Z,7_rod(payload_bars compound_hmTa4v).Euler1,7_rod(payload_bars compound_hmTa4v).Euler2,7_rod(payload_bars compound_hmTa4v).Euler3,7_rod(payload_bars compound_hmTa4v).mass,8_rod(payload_bars compound_hmTa4v).X,8_rod(payload_bars compound_hmTa4v).Y,8_rod(payload_bars compound_hmTa4v).Z,8_rod(payload_bars compound_hmTa4v).Euler1,8_rod(payload_bars compound_hmTa4v).Euler2,8_rod(payload_bars compound_hmTa4v).Euler3,8_rod(payload_bars compound_hmTa4v).mass,9_rod(payload_bars compound_hmTa4v).X,9_rod(payload_bars compound_hmTa4v).Y,9_rod(payload_bars compound_hmTa4v).Z,9_rod(payload_bars compound_hmTa4v).Euler1,9_rod(payload_bars compound_hmTa4v).Euler2,9_rod(payload_bars compound_hmTa4v).Euler3,9_rod(payload_bars compound_hmTa4v).mass,10_rod(payload_bars compound_hmTa4v).X,10_rod(payload_bars compound_hmTa4v).Y,10_rod(payload_bars compound_hmTa4v).Z,10_rod(payload_bars compound_hmTa4v).Euler1,10_rod(payload_bars compound_hmTa4v).Euler2,10_rod(payload_bars compound_hmTa4v).Euler3,10_rod(payload_bars compound_hmTa4v).mass,
7.2619,15.3269,1.83417,-15.306,2.5017,-0.775381,-1.67987,0.0199491,14.8717,2.15826,-14.7474,2.4864,-0.774628,-1.68536,0.0199491,15.0375,2.10798,-15.0263,2.49665,-0.779979,-0.0995084,0.0199491,15.24,1.92371,-14.6984,2.49273,-0.77791,-0.165349,0.0199491,15.2641,2.13799,-14.8307,1.42955,0.439044,0.88838,0.0199645,15.0124,1.78611,-14.9458,1.43663,0.417348,0.879442,0.0199491,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,
7.272,15.3273,1.83403,-15.3056,2.50387,-0.774143,-1.68154,0.0199491,14.8728,2.15822,-14.7475,2.47701,-0.773913,-1.68014,0.0199491,15.0387,2.10777,-15.0254,2.49468,-0.766555,-0.0995779,0.0199491,15.2401,1.92353,-14.698,2.49285,-0.779243,-0.166152,0.0199491,15.2643,2.13779,-14.8303,1.42849,0.438679,0.887951,0.0199645,15.0128,1.78626,-14.9457,1.43304,0.415038,0.878221,0.0199491,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,
7.2821,15.3276,1.83385,-15.3056,2.50428,-0.772978,-1.68192,0.0199491,14.8739,2.15839,-14.7474,2.4819,-0.773502,-1.68492,0.0199491,15.0397,2.10785,-15.0251,2.4943,-0.773416,-0.10076,0.0199491,15.2405,1.92317,-14.698,2.49175,-0.781451,-0.166169,0.0199491,15.265,2.1374,-14.8302,1.42653,0.437793,0.888153,0.0199645,15.013,1.78639,-14.9455,1.43153,0.414203,0.878148,0.0199491,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,
7.2922,15.3279,1.83371,-15.3057,2.5046,-0.772205,-1.68215,0.0199491,14.8748,2.15867,-14.747,2.48058,-0.7745,-1.68498,0.0199491,15.0403,2.10806,-15.025,2.49437,-0.785853,-0.101762,0.0199491,15.2412,1.92276,-14.698,2.49028,-0.783735,-0.165869,0.0199491,15.2658,2.13703,-14.8303,1.42433,0.436592,0.888686,0.0199645,15.0133,1.7865,-14.9453,1.43077,0.413794,0.87864,0.0199491,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,
7.3023,15.3279,1.83366,-15.3056,2.50552,-0.771764,-1.68286,0.0199491,14.8755,2.15887,-14.7465,2.47315,-0.776096,-1.68032,0.0199491,15.0408,2.10811,-15.0251,2.49187,-0.778886,-0.100523,0.0199491,15.2417,1.9224,-14.698,2.48893,-0.785706,-0.165555,0.0199491,15.2667,2.13672,-14.8302,1.42247,0.435618,0.889246,0.0199645,15.0137,1.7866,-14.9451,1.4301,0.41343,0.879222,0.0199491,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,
7.3124,15.328,1.83364,-15.3056,2.50562,-0.771614,-1.68295,0.0199491,14.876,2.1589,-14.7463,2.47947,-0.776072,-1.68512,0.0199491,15.0412,2.10803,-15.0252,2.48952,-0.76977,-0.0992416,0.0199491,15.2421,1.92217,-14.6981,2.48797,-0.787112,-0.16522,0.0199491,15.2672,2.13645,-14.8303,1.42161,0.435236,0.889726,0.0199645,15.0138,1.78667,-14.945,1.42972,0.413245,0.879663,0.0199491,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,
7.3225,15.328,1.83363,-15.3056,2.50515,-0.771657,-1.68257,0.0199491,14.8763,2.15888,-14.7463,2.47515,-0.776406,-1.68217,0.0199491,15.0413,2.10801,-15.025,2.49041,-0.779581,-0.0998736,0.0199491,15.2423,1.92211,-14.6981,2.48769,-0.787768,-0.165066,0.0199491,15.2674,2.13632,-14.8304,1.42162,0.43527,0.8899,0.0199645,15.0139,1.78672,-14.9449,1.4295,0.413168,0.879827,0.0199491,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,
7.3326,15.3279,1.83363,-15.3055,2.50466,-0.771848,-1.68214,0.0199491,14.8763,2.1588,-14.7464,2.47303,-0.776456,-1.68055,0.0199491,15.0412,2.10803,-15.0248,2.49153,-0.786817,-0.100457,0.0199491,15.2422,1.92217,-14.6981,2.48796,-0.787813,-0.165126,0.0199491,15.2673,2.13632,-14.8305,1.42203,0.435332,0.889804,0.0199645,15.0139,1.78675,-14.9449,1.42934,0.413139,0.879839,0.0199491,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,
7.3427,15.3279,1.83363,-15.3055,2.5042,-0.772039,-1.68174,0.0199491,14.876,2.15869,-14.7465,2.48007,-0.775723,-1.68528,0.0199491,15.0411,2.10796,-15.0249,2.49047,-0.775554,-0.0995117,0.0199491,15.242,1.92228,-14.698,2.48848,-0.787321,-0.165329,0.0199491,15.2671,2.13639,-14.8305,1.42263,0.435419,0.889511,0.0199645,15.0139,1.78676,-14.9449,1.42927,0.41312,0.879687,0.0199491,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,
7.3528,15.3279,1.83363,-15.3055,2.50352,-0.772135,-1.68123,0.0199491,14.8757,2.15863,-14.7467,2.47443,-0.775778,-1.68107,0.0199491,15.0409,2.1079,-15.0249,2.49038,-0.770002,-0.0992266,0.0199491,15.2417,1.92243,-14.698,2.48914,-0.786552,-0.165573,0.0199491,15.2667,2.13652,-14.8305,1.42302,0.435487,0.88899,0.0199645,15.0137,1.78673,-14.945,1.42929,0.413129,0.879353,0.0199491,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,
7.3629,15.3278,1.83362,-15.3056,2.50245,-0.772158,-1.6805,0.0199491,14.8753,2.1586,-14.7469,2.47665,-0.775302,-1.68247,0.0199491,15.0406,2.10798,-15.0249,2.49243,-0.781248,-0.100494,0.0199491,15.2414,1.92255,-14.698,2.48964,-0.786049,-0.165694,0.0199491,15.2664,2.13662,-14.8305,1.42346,0.435695,0.888648,0.0199645,15.0136,1.7867,-14.9451,1.42959,0.413324,0.879125,0.0199491,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,
7.373,15.3278,1.83362,-15.3057,2.50148,-0.772167,-1.67985,0.0199491,14.875,2.15861,-14.747,2.48137,-0.774873,-1.68568,0.0199491,15.0404,2.10806,-15.025,2.49322,-0.784087,-0.10099,0.0199491,15.2412,1.92264,-14.6981,2.49,-0.785706,-0.165815,0.0199491,15.2662,2.1367,-14.8306,1.42368,0.435705,0.888399,0.0199645,15.0134,1.78666,-14.9452,1.42999,0.413554,0.879013,0.0199491,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,
7.3831,15.3277,1.83361,-15.3058,2.50116,-0.772111,-1.67967,0.0199491,14.8748,2.15866,-14.747,2.4749,-0.775361,-1.68107,0.0199491,15.0402,2.10803,-15.0253,2.49187,-0.772133,-0.100058,0.0199491,15.241,1.92269,-14.6981,2.49028,-0.785488,-0.165981,0.0199491,15.266,2.13677,-14.8306,1.4235,0.435554,0.888119,0.0199645,15.0133,1.78664,-14.9453,1.43015,0.413657,0.878878,0.0199491,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,
7.3932,15.3277,1.83361,-15.3058,2.50155,-0.771952,-1.68001,0.0199491,14.8747,2.15864,-14.7472,2.47932,-0.774798,-1.68424,0.0199491,15.0402,2.108,-15.0253,2.4918,-0.771228,-0.100102,0.0199491,15.2409,1.92269,-14.6981,2.49034,-0.785476,-0.166058,0.0199491,15.2659,2.13676,-14.8306,1.42347,0.435668,0.887975,0.0199645,15.0132,1.78663,-14.9454,1.43007,0.413628,0.878657,0.0199491,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,
7.4033,15.3277,1.83361,-15.3058,2.50218,-0.771752,-1.68053,0.0199491,14.8747,2.15864,-14.7473,2.48024,-0.774551,-1.68503,0.0199491,15.0402,2.10804,-15.0253,2.49338,-0.782775,-0.101297,0.0199491,15.2409,1.92266,-14.6982,2.49035,-0.785512,-0.166178,0.0199491,15.2659,2.13672,-14.8307,1.42347,0.43576,0.887886,0.0199645,15.0132,1.78664,-14.9454,1.42992,0.413562,0.878449,0.0199491,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,
7.4134,15.3277,1.83362,-15.3057,2.50285,-0.771623,-1.68107,0.0199491,14.8747,2.15867,-14.7473,2.47475,-0.775008,-1.68132,0.0199491,15.0402,2.10805,-15.0253,2.49313,-0.781331,-0.101221,0.0199491,15.2409,1.92262,-14.6981,2.49035,-0.785746,-0.166338,0.0199491,15.2659,2.1367,-14.8306,1.42318,0.435599,0.887824,0.0199645,15.0132,1.78667,-14.9454,1.42976,0.41352,0.878394,0.0199491,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,
7.4235,15.3277,1.83363,-15.3057,2.50336,-0.771513,-1.68148,0.0199491,14.8748,2.15867,-14.7472,2.48031,-0.7746,-1.68537,0.0199491,15.0403,2.10798,-15.0254,2.49142,-0.770179,-0.100208,0.0199491,15.2409,1.92256,-14.6982,2.49021,-0.786061,-0.166401,0.0199491,15.266,2.13665,-14.8306,1.42292,0.435508,0.887851,0.0199645,15.0132,1.78668,-14.9454,1.42965,0.413479,0.87838,0.0199491,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,
7.4336,15.3278,1.83362,-15.3057,2.50349,-0.771366,-1.68163,0.0199491,14.8748,2.15868,-14.7473,2.47789,-0.7747,-1.6838,0.0199491,15.0404,2.10797,-15.0254,2.49176,-0.773695,-0.100558,0.0199491,15.2409,1.92251,-14.6982,2.4901,-0.786242,-0.166437,0.0199491,15.266,2.1366,-14.8307,1.42272,0.435494,0.887806,0.0199645,15.0132,1.78669,-14.9454,1.42953,0.413434,0.87828,0.0199491,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,
7.4437,15.3278,1.83361,-15.3057,2.50358,-0.77125,-1.68173,0.0199491,14.8749,2.15871,-14.7473,2.47514,-0.774895,-1.68198,0.0199491,15.0404,2.10804,-15.0253,2.49309,-0.783923,-0.101533,0.0199491,15.2409,1.92248,-14.6982,2.49006,-0.786449,-0.166493,0.0199491,15.2661,2.13658,-14.8307,1.42258,0.435458,0.887769,0.0199645,15.0132,1.78671,-14.9454,1.42941,0.413405,0.878215,0.0199491,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,
7.4538,15.3278,1.83362,-15.3057,2.50375,-0.771195,-1.68189,0.0199491,14.8749,2.1587,-14.7473,2.48074,-0.774514,-1.68599,0.0199491,15.0404,2.10803,-15.0253,2.49232,-0.778567,-0.101071,0.0199491,15.2409,1.92246,-14.6982,2.49005,-0.786558,-0.166579,0.0199491,15.2661,2.13655,-14.8307,1.42255,0.435391,0.887758,0.0199645,15.0132,1.78672,-14.9454,1.42935,0.413389,0.878202,0.0199491,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,
7.4639,15.3278,1.83362,-15.3057,2.50378,-0.771143,-1.68194,0.0199491,14.8748,2.1587,-14.7473,2.47614,-0.774804,-1.68279,0.0199491,15.0404,2.10797,-15.0254,2.49114,-0.769492,-0.100306,0.0199491,15.2409,1.92246,-14.6982,2.49013,-0.786494,-0.166688,0.0199491,15.2661,2.13656,-14.8307,1.42239,0.435295,0.887606,0.0199645,15.0132,1.78673,-14.9454,1.42929,0.413366,0.878105,0.0199491,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,
7.474,15.3278,1.83361,-15.3057,2.50375,-0.771046,-1.68195,0.0199491,14.8748,2.15869,-14.7474,2.47653,-0.774587,-1.68309,0.0199491,15.0404,2.10798,-15.0254,2.49213,-0.776253,-0.101003,0.0199491,15.2408,1.92247,-14.6982,2.49021,-0.786457,-0.166744,0.0199491,15.266,2.13655,-14.8307,1.42245,0.435407,0.887486,0.0199645,15.0132,1.78673,-14.9455,1.42919,0.413336,0.877937,0.0199491,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,
7.4841,15.3279,1.83361,-15.3057,2.50376,-0.770959,-1.682,0.0199491,14.8747,2.15867,-14.7475,2.48078,-0.774155,-1.68612,0.0199491,15.0403,2.10804,-15.0254,2.49327,-0.783654,-0.101818,0.0199491,15.2408,1.92248,-14.6982,2.49032,-0.786318,-0.166848,0.0199491,15.266,2.13655,-14.8307,1.42256,0.435439,0.887359,0.0199645,15.0131,1.78673,-14.9455,1.42914,0.413319,0.877791,0.0199491,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,
7.4942,15.3279,1.83361,-15.3057,2.50385,-0.7709,-1.6821,0.0199491,14.8747,2.15869,-14.7475,2.47549,-0.774559,-1.68242,0.0199491,15.0403,2.10801,-15.0255,2.49231,-0.775401,-0.101163,0.0199491,15.2407,1.9225,-14.6982,2.4905,-0.786145,-0.16702,0.0199491,15.2659,2.13658,-14.8307,1.42243,0.435297,0.887162,0.0199645,15.0131,1.78673,-14.9456,1.4291,0.413309,0.877678,0.0199491,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,
7.5043,15.3279,1.83361,-15.3056,2.50399,-0.770811,-1.68224,0.0199491,14.8746,2.15867,-14.7476,2.47838,-0.774179,-1.68447,0.0199491,15.0403,2.10796,-15.0255,2.49158,-0.76942,-0.100719,0.0199491,15.2406,1.9225,-14.6982,2.49058,-0.786046,-0.167104,0.0199491,15.2659,2.13658,-14.8307,1.42238,0.435317,0.887009,0.0199645,15.0131,1.78673,-14.9456,1.42903,0.413279,0.877518,0.0199491,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,
7.5144,15.328,1.8336,-15.3057,2.50402,-0.770668,-1.68232,0.0199491,14.8746,2.15866,-14.7477,2.48012,-0.773856,-1.68575,0.0199491,15.0403,2.10799,-15.0255,2.49291,-0.778352,-0.101683,0.0199491,15.2406,1.92251,-14.6982,2.49065,-0.785878,-0.167185,0.0199491,15.2658,2.13657,-14.8307,1.42246,0.435422,0.886866,0.0199645,15.013,1.78672,-14.9456,1.42898,0.413251,0.877313,0.0199491,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,
7.5245,15.328,1.8336,-15.3057,2.50413,-0.770564,-1.68245,0.0199491,14.8745,2.15868,-14.7477,2.47557,-0.774167,-1.68261,0.0199491,15.0402,2.10804,-15.0255,2.49359,-0.782288,-0.102177,0.0199491,15.2405,1.92252,-14.6982,2.49078,-0.785767,-0.167327,0.0199491,15.2658,2.13659,-14.8307,1.42234,0.435328,0.886692,0.0199645,15.013,1.78672,-14.9457,1.42892,0.413244,0.877183,0.0199491,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,
7.5346,15.328,1.83361,-15.3057,2.50436,-0.770482,-1.68266,0.0199491,14.8744,2.15868,-14.7477,2.47997,-0.773806,-1.68575,0.0199491,15.0403,2.108,-15.0256,2.4923,-0.772566,-0.101366,0.0199491,15.2405,1.92251,-14.6982,2.49084,-0.785732,-0.167437,0.0199491,15.2658,2.13659,-14.8307,1.42227,0.435273,0.886599,0.0199645,15.013,1.78673,-14.9457,1.42888,0.41323,0.877097,0.0199491,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,
7.5447,15.328,1.83361,-15.3056,2.50446,-0.770366,-1.68278,0.0199491,14.8744,2.15867,-14.7478,2.47892,-0.773735,-1.68507,0.0199491,15.0403,2.10796,-15.0257,2.49207,-0.770359,-0.101278,0.0199491,15.2404,1.92251,-14.6983,2.49089,-0.785606,-0.167524,0.0199491,15.2657,2.13658,-14.8307,1.42217,0.435274,0.886444,0.0199645,15.013,1.78672,-14.9457,1.42882,0.4132,0.87693,0.0199491,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,
7.5548,15.3281,1.8336,-15.3057,2.50452,-0.770231,-1.68288,0.0199491,14.8744,2.15869,-14.7479,2.47618,-0.773819,-1.68321,0.0199491,15.0402,2.10802,-15.0256,2.49348,-0.780046,-0.102287,0.0199491,15.2404,1.92251,-14.6983,2.49095,-0.785552,-0.16761,0.0199491,15.2657,2.13658,-14.8308,1.42213,0.435311,0.886311,0.0199645,15.013,1.78672,-14.9458,1.42875,0.41318,0.876768,0.0199491,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,15.5924,1.895,-13.9593,-3.14159,0.59721,-1.5708,0.256021,
