time,0_rod(payload_bars compound_ryt8pu).X,0_rod(payload_bars compound_ryt8pu).Y,0_rod(payload_bars compound_ryt8pu).Z,0_rod(payload_bars compound_ryt8pu).Euler1,0_rod(payload_bars compound_ryt8pu).Euler2,0_rod(payload_bars compound_ryt8pu).Euler3,0_rod(payload_bars compound_ryt8pu).mass,1_rod(payload_bars compound_ryt8pu).X,1_rod(payload_bars compound_ryt8pu).Y,1_rod(payload_bars compound_ryt8pu).Z,1_rod(payload_bars compound_ryt8pu).Euler1,1_rod(payload_bars compound_ryt8pu).Euler2,1_rod(payload_bars compound_ryt8pu).Euler3,1_rod(payload_bars compound_ryt8pu).mass,2_rod(payload_bars compound_ryt8pu).X,2_rod(payload_bars compound_ryt8pu).Y,2_rod(payload_bars compound_ryt8pu).Z,2_rod(payload_bars compound_ryt8pu).Euler1,2_rod(payload_bars compound_ryt8pu).Euler2,2_rod(payload_bars compound_ryt8pu).Euler3,2_rod(payload_bars compound_ryt8pu).mass,3_rod(payload_bars compound_ryt8pu).X,3_rod(payload_bars compound_ryt8pu).Y,3_rod(payload_bars compound_ryt8pu).Z,3_rod(payload_bars compound_ryt8pu).Euler1,3_rod(payload_bars compound_ryt8pu).Euler2,3_rod(payload_bars compound_ryt8pu).Euler3,3_rod(payload_bars compound_ryt8pu).mass,4_rod(payload_bars compound_ryt8pu).X,4_rod(payload_bars compound_ryt8pu).Y,4_rod(payload_bars compound_ryt8pu).Z,4_rod(payload_bars compound_ryt8pu).Euler1,4_rod(payload_bars compound_ryt8pu).Euler2,4_rod(payload_bars compound_ryt8pu).Euler3,4_rod(payload_bars compound_ryt8pu).mass,5_rod(strut).X,5_rod(strut).Y,5_rod(strut).Z,5_rod(strut).Euler1,5_rod(strut).Euler2,5_rod(strut).Euler3,5_rod(strut).mass,6_rod(strut).X,6_rod(strut).Y,6_rod(strut).Z,6_rod(strut).Euler1,6_rod(strut).Euler2,6_rod(strut).Euler3,6_rod(strut).mass,7_rod(strut).X,7_rod(strut).Y,7_rod(strut).Z,7_rod(strut).Euler1,7_rod(strut).Euler2,7_rod(strut).Euler3,7_rod(strut).mass,8_rod(strut).X,8_rod(strut).Y,8_rod(strut).Z,8_rod(strut).Euler1,8_rod(strut).Euler2,8_rod(strut).Euler3,8_rod(strut).mass,9_rod(strut).X,9_rod(strut).Y,9_rod(strut).Z,9_rod(strut).Euler1,9_rod(strut).Euler2,9_rod(strut).Euler3,9_rod(strut).mass,10_rod(strut).X,10_rod(strut).Y,10_rod(strut).Z,10_rod(strut).Euler1,10_rod(strut).Euler2,10_rod(strut).Euler3,10_rod(strut).mass,
3.4643,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,1.17698,91.5899,-3.5714,-3.08914,-1.33432,0.508731,0.199491,0.346584,92.1564,3.52744,-2.98486,-1.23612,0.382048,0.199491,0.521381,91.3181,0.992801,3.07577,-1.47502,2.1852,0.199491,-1.2764,93.9368,0.941312,2.35033,-1.2568,2.8576,0.199491,-1.75261,92.2339,0.768252,-1.85707,-0.0585663,1.69178,0.199645,1.62205,93.8659,0.201427,-1.87176,-0.0305278,1.71176,0.199491,
3.4744,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,1.14771,91.6538,-3.5865,2.98281,-1.41577,0.739684,0.199491,0.338809,92.2299,3.50482,3.06496,-1.35721,0.62207,0.199491,0.513856,91.3628,0.941194,2.95022,-1.46157,2.33242,0.199491,-1.32773,93.9854,0.889716,2.57355,-1.37882,2.64629,0.199491,-1.79263,92.2398,0.709884,-1.85353,-0.0571982,1.69543,0.199645,1.55136,93.9528,0.174447,-1.78607,-0.0426272,1.70352,0.199491,
3.4845,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,1.1157,91.7054,-3.59515,1.40339,-1.44069,2.33238,0.199491,0.330179,92.2948,3.47813,2.99085,-1.37888,0.70754,0.199491,0.513064,91.4022,0.89005,2.56425,-1.36762,2.73266,0.199491,-1.37654,94.0427,0.836864,-3.05451,-1.46588,2.0023,0.199491,-1.82618,92.2466,0.643698,-1.73961,-0.0703381,1.69109,0.199645,1.48572,94.0271,0.148821,-1.7311,-0.0503121,1.69562,0.199491,
3.4946,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,1.08554,91.754,-3.59998,1.00226,-1.35199,2.75034,0.199491,0.321529,92.3459,3.45291,3.08678,-1.36249,0.623802,0.199491,0.508295,91.4376,0.8351,2.73054,-1.41428,2.58482,0.199491,-1.42647,94.1041,0.779276,3.01749,-1.44454,2.21559,0.199491,-1.85189,92.2488,0.587306,-1.7774,-0.0617022,1.69699,0.199645,1.42934,94.0909,0.129555,-1.81535,-0.0401399,1.69258,0.199491,
3.5047,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,1.06419,91.8017,-3.60509,1.39105,-1.46785,2.3844,0.199491,0.315479,92.3885,3.42978,-2.98263,-1.28595,0.423212,0.199491,0.504022,91.4692,0.780704,-3.03672,-1.4731,2.08588,0.199491,-1.47463,94.1701,0.726452,2.52416,-1.32001,2.70024,0.199491,-1.87783,92.2508,0.531922,-1.81455,-0.05224,1.70107,0.199645,1.37962,94.1405,0.110636,-1.80452,-0.041036,1.68552,0.199491,
3.5148,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,1.04416,91.8481,-3.61833,-2.88747,-1.42098,0.399453,0.199491,0.311254,92.4255,3.40993,-3.13801,-1.36515,0.57777,0.199491,0.499024,91.4886,0.729677,2.81187,-1.41749,2.52745,0.199491,-1.5097,94.2306,0.681154,2.72802,-1.38373,2.49705,0.199491,-1.91004,92.2546,0.47304,-1.7156,-0.0608296,1.69657,0.199645,1.34209,94.1899,0.0943884,-1.76626,-0.0437896,1.67795,0.199491,
3.5249,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,1.01916,91.8927,-3.64926,-2.79867,-1.42216,0.320849,0.199491,0.303107,92.4509,3.39979,3.03189,-1.39872,0.690234,0.199491,0.500869,91.5003,0.681567,2.7289,-1.38581,2.61456,0.199491,-1.53381,94.2835,0.63996,-2.9831,-1.44415,1.92595,0.199491,-1.93695,92.2682,0.419329,-1.79314,-0.0450041,1.70285,0.199645,1.30985,94.2319,0.0827365,-1.80493,-0.0371332,1.67356,0.199491,
3.535,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0.992565,91.933,-3.69622,1.45032,-1.51599,2.35907,0.199491,0.292179,92.4608,3.39106,-3.10884,-1.36965,0.549196,0.199491,0.500692,91.5045,0.639521,-2.93939,-1.46217,2.00784,0.199491,-1.55654,94.336,0.609901,2.65619,-1.34225,2.55616,0.199491,-1.96313,92.2747,0.370949,-1.75622,-0.0433281,1.7021,0.199645,1.29454,94.2719,0.0761854,-1.75009,-0.036513,1.66761,0.199491,
3.5451,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0.978925,91.9741,-3.74561,-2.94175,-1.50294,0.471116,0.199491,0.278066,92.4577,3.38263,-2.90166,-1.27347,0.345815,0.199491,0.501135,91.499,0.599025,2.9643,-1.4211,2.38384,0.199491,-1.58572,94.3864,0.58107,2.79373,-1.37416,2.41835,0.199491,-1.99186,92.2807,0.332382,-1.72407,-0.0404757,1.70077,0.199645,1.29191,94.2989,0.0610857,-1.77463,-0.0287909,1.66507,0.199491,
3.5552,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0.972646,92.0094,-3.80416,-2.55964,-1.27444,0.08747,0.199491,0.263567,92.4538,3.37552,-2.86979,-1.2524,0.31121,0.199491,0.499717,91.4857,0.558852,2.80353,-1.38438,2.53909,0.199491,-1.60606,94.4298,0.552154,-2.69617,-1.43837,1.62941,0.199491,-2.0196,92.29,0.299766,-1.81247,-0.023091,1.7033,0.199645,1.29605,94.3154,0.0350683,-1.80071,-0.0223325,1.66384,0.199491,
3.5653,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0.963368,92.0315,-3.87068,-2.57599,-1.32303,0.0952979,0.199491,0.248361,92.444,3.36724,-3.00265,-1.34608,0.432752,0.199491,0.497586,91.4747,0.521423,-2.93245,-1.45311,1.98968,0.199491,-1.6175,94.4639,0.52022,2.97186,-1.40118,2.23205,0.199491,-2.04375,92.3042,0.268717,-1.71476,-0.031551,1.70078,0.199645,1.3147,94.3258,0.00506577,-1.74632,-0.0235086,1.66201,0.199491,
3.5754,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0.954149,92.0372,-3.93981,-2.70108,-1.45964,0.207994,0.199491,0.226792,92.4269,3.35348,-3.06276,-1.37402,0.484132,0.199491,0.491993,91.4558,0.482499,-3.05259,-1.44494,2.09845,0.199491,-1.62514,94.4949,0.488164,2.63883,-1.32731,2.55598,0.199491,-2.05943,92.3174,0.242988,-1.78084,-0.0190467,1.70303,0.199645,1.34278,94.328,-0.032559,-1.7782,-0.0179237,1.66321,0.199491,
3.5855,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0.95013,92.0369,-4.01629,2.77089,-1.54068,1.00518,0.199491,0.2067,92.4004,3.33829,-3.10075,-1.39008,0.514089,0.199491,0.484713,91.4307,0.446498,2.78492,-1.38058,2.52817,0.199491,-1.63647,94.5158,0.456451,3.00336,-1.40693,2.19571,0.199491,-2.07543,92.3219,0.223184,-1.85866,-0.00494095,1.70392,0.199645,1.37341,94.3155,-0.073525,-1.83237,-0.0104736,1.66514,0.199491,
3.5956,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0.951472,92.0367,-4.09226,0.907552,-1.47493,2.85118,0.199491,0.188022,92.365,3.32293,-3.06637,-1.3798,0.472284,0.199491,0.477493,91.3944,0.412116,2.76159,-1.37688,2.53984,0.199491,-1.64438,94.5213,0.429878,-2.48489,-1.43762,1.4037,0.199491,-2.09616,92.3239,0.206256,-1.79649,-0.00909311,1.70256,0.199645,1.40562,94.2934,-0.117088,-1.81584,-0.00840627,1.66707,0.199491,
3.6057,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0.948932,92.032,-4.16601,0.858145,-1.46378,2.88314,0.199491,0.165181,92.3163,3.30751,-3.01367,-1.35692,0.411034,0.199491,0.471684,91.3502,0.377744,3.08763,-1.43349,2.2036,0.199491,-1.64543,94.513,0.405965,-2.82499,-1.43872,1.73724,0.199491,-2.11154,92.3268,0.19049,-1.73861,-0.0114204,1.70149,0.199645,1.4408,94.2651,-0.155959,-1.78833,-0.00678875,1.66858,0.199491,
3.6158,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0.950571,92.0201,-4.23563,1.1373,-1.52141,2.58646,0.199491,0.142424,92.2591,3.28712,-2.90018,-1.28126,0.289425,0.199491,0.460199,91.3021,0.342605,-2.78293,-1.45637,1.77783,0.199491,-1.64126,94.4992,0.3862,2.85558,-1.39283,2.32863,0.199491,-2.12255,92.3258,0.176234,-1.79723,0.00174267,1.70123,0.199645,1.47919,94.2251,-0.193479,-1.79167,-0.00191181,1.67033,0.199491,
3.6259,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0.956221,92.0013,-4.30008,-3.12356,-1.52139,0.545023,0.199491,0.12425,92.1951,3.26099,-2.86478,-1.24499,0.242457,0.199491,0.443265,91.251,0.307278,3.11229,-1.43569,2.14632,0.199491,-1.63219,94.4807,0.36891,2.62871,-1.34254,2.54362,0.199491,-2.13219,92.3189,0.163129,-1.86885,0.0164525,1.69915,0.199645,1.51951,94.1713,-0.232263,-1.84484,0.00860326,1.67239,0.199491,
3.636,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0.959027,91.9748,-4.36012,-2.85103,-1.47002,0.251642,0.199491,0.107952,92.1239,3.23125,-2.85788,-1.23345,0.221368,0.199491,0.426771,91.1974,0.27308,2.79549,-1.39253,2.44059,0.199491,-1.61637,94.4526,0.346917,2.67842,-1.36075,2.48465,0.199491,-2.13355,92.3139,0.148971,-1.85258,0.0193484,1.69766,0.199645,1.5592,94.1056,-0.267956,-1.8826,0.017053,1.67335,0.199491,
3.6461,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0.960782,91.9375,-4.41476,-2.92937,-1.49001,0.307468,0.199491,0.092327,92.0477,3.19775,-2.88583,-1.27168,0.231068,0.199491,0.405738,91.141,0.235734,2.91538,-1.41416,2.30222,0.199491,-1.58852,94.418,0.328027,3.01374,-1.41886,2.14326,0.199491,-2.13169,92.3046,0.132489,-1.81965,0.0201446,1.69735,0.199645,1.60044,94.0297,-0.303263,-1.87077,0.0203094,1.67496,0.199491,
3.6562,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0.961508,91.8913,-4.46602,2.51359,-1.54461,1.12388,0.199491,0.0785397,91.9653,3.16041,-2.94492,-1.3344,0.270062,0.199491,0.382991,91.0795,0.198802,-2.86988,-1.44979,1.78758,0.199491,-1.55475,94.3736,0.308859,-2.59221,-1.44217,1.4587,0.199491,-2.1261,92.2913,0.11336,-1.85453,0.0289957,1.69529,0.199645,1.64196,93.9435,-0.336238,-1.85416,0.0226535,1.67661,0.199491,
3.6663,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0.962756,91.8385,-4.5129,0.79483,-1.50158,2.81828,0.199491,0.0662436,91.8756,3.12036,-3.02864,-1.39359,0.332972,0.199491,0.360321,91.0112,0.161849,-2.5707,-1.45012,1.46874,0.199491,-1.51585,94.319,0.290721,-2.29053,-1.42988,1.14444,0.199491,-2.11895,92.2733,0.0936088,-1.92913,0.0425151,1.6912,0.199645,1.68131,93.8459,-0.368915,-1.88219,0.0299331,1.67706,0.199491,
3.6764,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0.963735,91.7779,-4.55455,0.638007,-1.47041,2.95079,0.199491,0.0544609,91.7777,3.07742,-3.02125,-1.39644,0.305565,0.199491,0.335393,90.9365,0.124258,-2.93362,-1.44522,1.80636,0.199491,-1.47217,94.2561,0.273998,-2.49126,-1.43795,1.32724,0.199491,-2.1079,92.249,0.0724331,-1.96547,0.051026,1.68763,0.199645,1.72004,93.738,-0.399716,-1.93995,0.0405189,1.67583,0.199491,
3.6865,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0.964882,91.7092,-4.58925,0.641084,-1.50278,2.92344,0.199491,0.0436662,91.672,3.03079,-2.92205,-1.32082,0.18707,0.199491,0.309355,90.857,0.0862468,2.88343,-1.41165,2.24435,0.199491,-1.42439,94.1859,0.258096,-3.0326,-1.4359,1.84636,0.199491,-2.09361,92.2185,0.0498672,-1.94027,0.0521417,1.68682,0.199645,1.75822,93.6192,-0.429501,-1.97861,0.0491765,1.67447,0.199491,
3.6966,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0.966668,91.6323,-4.61782,2.99403,-1.55262,0.545635,0.199491,0.0351896,91.5608,2.97962,-2.87677,-1.23547,0.120835,0.199491,0.281572,90.7722,0.0485552,2.84065,-1.40663,2.26232,0.199491,-1.37129,94.1078,0.243436,2.81068,-1.40078,2.26158,0.199491,-2.07721,92.1823,0.0245754,-1.92424,0.0537282,1.68522,0.199645,1.79548,93.4903,-0.458849,-1.97481,0.053517,1.67512,0.199491,
3.7067,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0.966743,91.5471,-4.63957,-2.79986,-1.46986,0.0304752,0.199491,0.0288614,91.4461,2.92506,-2.87308,-1.19597,0.0930669,0.199491,0.253337,90.6839,0.0101658,-3.00108,-1.43902,1.79993,0.199491,-1.30955,94.0206,0.2273,2.68608,-1.38225,2.36181,0.199491,-2.05601,92.1448,-0.00481184,-1.98489,0.0631112,1.67934,0.199645,1.82992,93.3523,-0.48679,-1.96645,0.0567357,1.67568,0.199491,
3.7168,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0.964799,91.4521,-4.65352,-2.76628,-1.44945,-0.030011,0.199491,0.0254561,91.3307,2.86717,-2.89118,-1.22452,0.083591,0.199491,0.222981,90.5958,-0.0305572,-2.56699,-1.43682,1.3428,0.199491,-1.23685,93.9258,0.209219,2.76372,-1.39704,2.26032,0.199491,-2.03007,92.1052,-0.0389388,-2.05913,0.072725,1.67251,0.199645,1.86223,93.2051,-0.5138,-2.00288,0.0635523,1.67303,0.199491,
3.7269,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0.96119,91.3461,-4.65862,-2.64381,-1.51135,-0.179916,0.199491,0.0254511,91.2154,2.80437,-2.91875,-1.29133,0.0809255,0.199491,0.189877,90.5093,-0.0732471,-2.93487,-1.43721,1.67951,0.199491,-1.15351,93.8261,0.190999,3.03146,-1.42393,1.96839,0.199491,-2.00014,92.0635,-0.0795816,-2.05716,0.073219,1.67126,0.199645,1.89361,93.049,-0.540287,-2.06521,0.0718417,1.66809,0.199491,
3.737,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0.955081,91.2324,-4.65506,-0.561206,-1.546,-2.29005,0.199491,0.0282299,91.0983,2.73748,-2.94573,-1.35042,0.0760935,0.199491,0.156718,90.4215,-0.116398,2.92602,-1.41683,2.06811,0.199491,-1.06264,93.7197,0.170866,-2.80768,-1.43307,1.49807,0.199491,-1.96429,92.0209,-0.12458,-2.03802,0.0712142,1.6714,0.199645,1.92224,92.8858,-0.56553,-2.09898,0.076562,1.66446,0.199491,
3.7471,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0.947877,91.1134,-4.64333,-1.19423,-1.54225,-1.68572,0.199491,0.0345842,90.978,2.66657,-2.95692,-1.36221,0.0541943,0.199491,0.124197,90.3325,-0.159007,-3.06577,-1.4309,1.74913,0.199491,-0.967535,93.6076,0.149215,-2.67395,-1.42666,1.33116,0.199491,-1.92234,91.9773,-0.171665,-2.10663,0.0772284,1.66478,0.199645,1.947,92.7161,-0.588625,-2.09688,0.0778754,1.66312,0.199491,
3.7572,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0.940519,90.9905,-4.62286,-2.56698,-1.45438,-0.344609,0.199491,0.045701,90.8575,2.59165,-2.95869,-1.30575,0.0208685,0.199491,0.0913159,90.2457,-0.201338,-2.61334,-1.42394,1.26956,0.199491,-0.866793,93.4928,0.127054,-3.06939,-1.42688,1.68358,0.199491,-1.87469,91.9342,-0.221845,-2.17506,0.0819963,1.65743,0.199645,1.96722,92.5408,-0.609417,-2.13824,0.0829299,1.65787,0.199491,
3.7673,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0.929312,90.8653,-4.59271,-2.64286,-1.39982,-0.300917,0.199491,0.0623382,90.7434,2.51197,-2.97519,-1.31581,-0.00115133,0.199491,0.0578893,90.1683,-0.243718,3.101,-1.42383,1.79915,0.199491,-0.756584,93.3788,0.102561,2.77728,-1.40356,2.07098,0.199491,-1.8191,91.8973,-0.27689,-2.14755,0.0774324,1.65818,0.199645,1.98355,92.3649,-0.626409,-2.19425,0.0879827,1.65063,0.199491,
3.7774,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0.909522,90.7415,-4.55491,-2.34866,-1.46683,-0.62407,0.199491,0.0846243,90.6427,2.43016,-2.99146,-1.37056,-0.0266859,0.199491,0.0256717,90.1083,-0.285578,-2.88402,-1.42342,1.46837,0.199491,-0.635925,93.27,0.0736142,2.9101,-1.41128,1.88987,0.199491,-1.75214,91.8736,-0.336907,-2.2404,0.0818985,1.65068,0.199645,1.9965,92.1957,-0.6399,-2.20654,0.0884741,1.64729,0.199491,
3.7875,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0.88443,90.6309,-4.51164,-2.45753,-1.43533,-0.547879,0.199491,0.111772,90.5571,2.34719,-3.01457,-1.34657,-0.04862,0.199491,-0.00427479,90.0688,-0.324269,-2.97015,-1.42011,1.51568,0.199491,-0.509884,93.1792,0.043833,-3.08522,-1.41362,1.54962,0.199491,-1.67518,91.866,-0.398939,-2.23601,0.0774463,1.6507,0.199645,2.00601,92.038,-0.646612,-2.27135,0.0922541,1.63863,0.199491,
3.7976,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0.857949,90.5443,-4.47338,-2.66051,-1.35884,-0.380463,0.199491,0.145453,90.4962,2.27083,-3.02052,-1.37828,-0.090265,0.199491,-0.0343651,90.0537,-0.360425,-2.90975,-1.41408,1.41745,0.199491,-0.376465,93.1135,0.022402,2.75585,-1.39784,1.92622,0.199491,-1.60315,91.8821,-0.462867,-2.32377,0.0797736,1.64386,0.199645,2.01654,91.9017,-0.646524,-2.31418,0.0940055,1.63201,0.199491,
3.8077,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0.822054,90.498,-4.45755,-2.6156,-1.38154,-0.455252,0.199491,0.176444,90.4689,2.21494,-3.05199,-1.37885,-0.1074,0.199491,-0.0603075,90.064,-0.388104,-3.07745,-1.41122,1.54361,0.199491,-0.243576,93.0802,0.00329762,2.97279,-1.40265,1.65127,0.199491,-1.53126,91.9329,-0.522994,-2.31932,0.0742305,1.64548,0.199645,2.03501,91.8056,-0.640548,-2.35322,0.0958751,1.62692,0.199491,
3.8178,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0.787961,90.5004,-4.46819,-2.66162,-1.3672,-0.440913,0.199491,0.199636,90.4799,2.18454,-3.09728,-1.37606,-0.108557,0.199491,-0.0834731,90.0964,-0.405653,-2.82741,-1.39907,1.25827,0.199491,-0.122203,93.0994,-0.0115319,2.76484,-1.39484,1.80005,0.199491,-1.47092,92.0226,-0.574876,-2.38496,0.0729333,1.64109,0.199645,2.06511,91.7571,-0.629895,-2.40678,0.0987081,1.62143,0.199491,
3.8279,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0.783525,90.532,-4.49054,-2.85707,-1.25409,-0.28926,0.199491,0.196538,90.5305,2.18978,-3.11265,-1.39667,-0.131115,0.199491,-0.104283,90.1458,-0.433122,3.05372,-1.40913,1.61813,0.199491,-0.0227775,93.1941,-0.0331083,2.87082,-1.40014,1.6545,0.199491,-1.4333,92.1422,-0.588436,-2.43898,0.0756252,1.64037,0.199645,2.10984,91.7357,-0.650891,-2.43643,0.0955361,1.61854,0.199491,
3.838,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0.772277,90.6046,-4.5478,-2.72572,-1.36385,-0.450388,0.199491,0.172541,90.604,2.2252,-3.09943,-1.41154,-0.176338,0.199491,-0.12749,90.211,-0.453863,-2.86668,-1.40191,1.22558,0.199491,0.0729954,93.3483,-0.045628,2.71244,-1.39915,1.78315,0.199491,-1.41182,92.27,-0.581554,-2.42937,0.0767901,1.64405,0.199645,2.1733,91.7435,-0.67011,-2.47175,0.0956804,1.61491,0.199491,
3.8481,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0.760143,90.7186,-4.62402,-2.65688,-1.39043,-0.547831,0.199491,0.144875,90.6904,2.27713,-3.1107,-1.38959,-0.192631,0.199491,-0.151349,90.2746,-0.469998,2.9712,-1.4145,1.63459,0.199491,0.15576,93.531,-0.0372273,2.9946,-1.40538,1.4826,0.199491,-1.40891,92.4172,-0.568634,-2.51411,0.0859424,1.63627,0.199645,2.24139,91.7826,-0.671735,-2.50887,0.0974964,1.60748,0.199491,
3.8582,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0.771896,90.8504,-4.71482,-2.86393,-1.30661,-0.374956,0.199491,0.123656,90.7799,2.3476,-3.04683,-1.43083,-0.278751,0.199491,-0.181378,90.3354,-0.48054,-2.76758,-1.39839,1.07298,0.199491,0.224138,93.7204,-0.026614,3.12927,-1.40648,1.32596,0.199491,-1.42541,92.5746,-0.544152,-2.52017,0.0898426,1.63379,0.199645,2.29841,91.8332,-0.683718,-2.53672,0.0995648,1.60189,0.199491,
3.8683,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0.780384,90.9857,-4.8054,-2.9908,-1.20435,-0.281471,0.199491,0.0964346,90.8683,2.42008,-3.02265,-1.43789,-0.323596,0.199491,-0.212073,90.3877,-0.491453,-2.98616,-1.41735,1.26505,0.199491,0.287073,93.9072,-0.0109953,2.84539,-1.41733,1.58679,0.199491,-1.44464,92.7314,-0.513525,-2.50623,0.093561,1.63299,0.199645,2.36124,91.8866,-0.696889,-2.54706,0.102073,1.59761,0.199491,
